gene	spl	degree	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	triangles	pagerank	load_centrality	harmonic_centrality	markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	lobby	mnc	dmnc	geokpath	laplacian	leverage	lincent	semilocal	topocoefficient	clusterrank	ego_size	coreness	hub_score	constraint	eccentricity	local_scan	subgraph_centrality	transitivity	zi	pc	gc	prestige	stresscent	gilschmidt
NLRP3	4.75653949215261	4	0.00051	6.5	3122.008192	1.9e-05	0.166667	1	9e-05	6950.400905	1580.365909	1.90461317874785e-05	1580.36590909091	296.66552734375	5.19936650835733	30	4	2	0	329	72	-0.157142857142857	1524.3030286772	4525	0.315789473684211	5	5	3	0.000120847658331511	0.289171006944444	11	5	11143817480253.1	0.166666666666667	-0.165418209637277	0.375	0.375050743371138	4	39515	0.209653211606658
NLRP6	4.16320020415975	1	0.000128	69	0	0.001733	0	0	2.6e-05	0	1817.785714	1.0730253709256e-05	1817.78571428571	446.78125	0	70	1	1	0	1079	140	-0.971428571428571	1741.54669445551	39419	1	NA	2	1	0.0108561804235142	1	10	1	89929833812484272	NA	-1.19539920155114	0	2.13789360259398e-06	1	0	0.241149603911599
NME3	4.44647186423376	1	0.000128	54	0	1.1e-05	0	0	3.8e-05	0	1693.129401	1.06032697223544e-05	1693.0794011544	364.67919921875	0	55	1	1	0	503	110	-0.963636363636364	1630.59787069188	10355	1	NA	2	1	6.83686822426927e-05	1	11	1	3571775332212.18	NA	-0.330434019555315	0	0.000162143855209629	1	0	0.224605916841923
NME7	5.1088426693888	2	0.000255	3.5	19.246841	2e-06	0	0	7.7e-05	44.7	1459.916739	1.16193731204159e-05	1459.91673881674	227.0361328125	0	9	2	1	0	91	20	-0.266666666666667	1419.18787152205	1146	0.5	0	3	2	1.05522089033952e-05	0.5	11	2	84966898713.9194	0	0.866025403784439	0	0.00048929548890686	2	33	0.193674282146047
NMI	3.60341967589639	11	0.001404	37.272727	19886.586368	0.000431	0.036364	2	0.000181	42677.110751	2133.132937	2.67447053722629e-05	2133.13293650794	667.251953125	1.57142857142857	421	8	3	0	2997	952	-0.16988594955365	2012.09079320113	182761	0.101515151515152	15.3090909090909	12	7	0.00268391060007866	0.0918668712521622	10	13	5512049773960931	0.0363636363636364	0.0758209631122334	0.661157024793388	0.661173509399884	11	214803	0.282983939573857
NMT1	4.96388924333291	3	0.000383	2.666667	7718.631895	3e-06	0	0	0.000109	15708.38565	1503.720274	1.26682287477974e-05	1503.72027417027	250.38623046875	0	11	2	1	0	124	28	0.15	1460.63040460645	1831	0.333333333333333	0	4	2	1.76374746826575e-05	0.333333333333333	11	3	237376284789.672	0	1.15470053837925	0.444444444444444	0.444512264513533	3	64181	0.19948531098042
NMUR1	4.26183488579814	11	0.001404	60.090909	802.758907	5.2e-05	0.381818	21	0.000135	1313.407764	1794.537698	2.74589611990067e-05	1794.5376984127	432.8671875	0	672	11	11	0.0547010257795201	847	1454	-0.674382589033684	1701.24083832335	145435	0.293126385809313	256.581818181818	12	10	0.00032624915402726	0.103365669835849	10	32	81275065341745.9	0.381818181818182	0.0652021716668339	0	0.000246523635724749	11	34257	0.238065494615636
NMUR2	4.29820084215899	10	0.001276	54.3	121.551396	4.8e-05	0.644444	29	0.000123	216.581489	1778.369841	2.70066286504318e-05	1778.36984126984	422.53515625	0	553	10	10	0.064138862685067	806	1196	-0.670167783634474	1686.84708327149	122818	0.281347150259067	356.377777777778	11	10	0.000300956804287352	0.124298846852741	10	39	69167215416545.6	0.644444444444444	-0.0025695437110082	0	0.000197118565449017	10	5919	0.23592064755503
NNT	4.84050019139977	1	0.000128	15	0	2e-06	0	0	4e-05	0	1542.757612	9.95532380296269e-06	1542.75761183261	272.2890625	0	16	1	1	0	110	32	-0.875	1497.86329247397	2698	1	NA	2	1	1.52025342357867e-05	1	11	1	176416662189.384	NA	-0.399931641458956	0	0.000126131914682803	1	0	0.204664050389058
NOA1	4.36263876483348	4	0.00051	18.25	22114.327934	3.1e-05	0	0	0.000101	48511.202551	1730.032143	1.90167613935032e-05	1730.03214285714	388.23046875	1	77	3	1	0	599	166	-0.214832162373146	1661.93167592863	16041	0.25	0	5	2	0.000194483450919913	0.25	10	4	28862223287050.6	0	1.15470053837925	0.625	0.625879533839972	4	156667	0.22950811128378
NOB1	3.98889881332142	12	0.001531	36	849.432182	0.014539	0.454545	30	0.000113	2186.593143	1912.451984	2.7780128434117e-05	1912.45198412698	510.955078125	1	444	11	11	0.0547010257795201	1575	1020	-0.291866883930586	1817.64639646844	235990	0.268034825870647	201.818181818182	13	9	0.0911119001933462	0.122594378267474	10	42	6334324879417932800	0.454545454545455	-0.758013947884109	0.152777777777778	0.152809831651614	12	17845	0.253708143290907
NOC4L	3.97626642848029	16	0.002042	21.3125	33409.067529	0.000767	0.3	36	0.000178	69938.202434	1918.943651	2.82936319302046e-05	1918.94365079365	514.4580078125	0	357	14	12	0.0473029878937698	1530	954	-0.0559466760903673	1823.42096142738	66819	0.14328231292517	107.1	17	11	0.00480489528141411	0.100452573801917	10	52	17616416901998598	0.3	-0.888770850650027	0.3984375	0.398609098949514	16	307776	0.254569335472742
NOD1	4.1834885798137	9	0.001149	12	9974.495243	8.9e-05	0.222222	8	0.00017	20101.962937	1807.045238	2.52389425733792e-05	1807.04523809524	437.484375	1	117	7	7	0.0775740148258852	869	306	-0.0466821946169772	1733.10083572256	28302	0.161339421613394	26	10	5	0.000553683975745637	0.151912571540048	10	17	234016688369045	0.222222222222222	0.330836419274553	0.493827160493827	0.494795990371495	9	92918	0.239724759630561
NOD2	4.40806431032283	3	0.000383	14.666667	379.231442	6.5e-05	0.666667	2	6.6e-05	861.179883	1704.331746	1.83077998236161e-05	1704.33174603175	370.44140625	1	47	3	3	0	473	100	-0.58974358974359	1644.80530307416	11885	0.419047619047619	31.3333333333333	4	3	0.000404300970304922	0.415556255688581	10	5	124727496603940	0.666666666666667	-0.661672838549107	0.444444444444444	0.444521594272342	3	5231	0.226098666228674
NODAL	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1	1.25595213047773e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA	2	1	1.05980442412014e-16	1	1	1	1.54308063481525	NA	0	0	0	1	0	1
NOL11	4.2891412530305	19	0.002425	21.473684	5498.122461	0.001123	0.584795	100	0.000157	12786.924322	1768.698052	2.86607700393919e-05	1768.69805194805	412.53857421875	1	427	17	18	0.0881226607495283	760	1196	-0.045442366977433	1690.41006723389	67648	0.334703947368421	249.707602339181	20	13	0.00703937450416771	0.116296384766223	11	119	37811007158075856	0.584795321637427	0.0507869057514298	0.0997229916897507	0.0998535110531734	19	65103	0.234637576538606
NOL12	4.27293607247671	2	0.000255	24	4671.376656	3.8e-05	0	0	5.9e-05	8964.363379	1770.525397	1.31618964290698e-05	1770.5253968254	415.955078125	0	50	2	1	0	875	102	-0.458333333333333	1696.82097530385	22640	0.5	0	3	2	0.000237169488852884	0.5	10	2	42941781256788.5	0	-0.866025403784439	0.5	0.500667751306306	2	38264	0.234879994272399
NOL3	3.48692101569478	24	0.003063	33.416667	36440.589552	0.001186	0.054348	15	0.000299	76065.341658	2223.395635	3.02119069552924e-05	2223.39563492063	731.6552734375	0	826	16	15	0.0543122258610602	3447	2204	0.00437578149226207	2079.31510959857	375672	0.0576643397324026	44.8913043478261	25	10	0.00739825485403801	0.0461292892159266	10	39	41860324671383024	0.0543478260869565	0.0758209631122334	0.701388888888889	0.701470816140912	24	414107	0.294958295956545
NOL4	5.86857215771341	1	0.000128	5	0	0	0	0	4.6e-05	0	1264.82702	8.21328919206617e-06	1264.80321067821	134.361083984375	0	6	1	1	0	16	12	-0.666666666666667	1235.46364585145	216	1	NA	2	1	4.48034045473605e-07	1	12	1	153490542.926222	NA	-0.5	0	0.000124195351007605	1	0	0.167790290617964
NOL6	4.06507592190889	21	0.00268	23.714286	21868.593688	0.003711	0.404762	85	0.000185	45758.949074	1882.261905	2.89076323295807e-05	1882.2619047619	489.4052734375	1	519	16	20	0.0671861735181235	1249	1458	0.043271599246661	1783.58478247222	114976	0.131481481481481	210.071428571429	22	12	0.0232572521200703	0.100294849374662	10	106	412730691012068992	0.404761904761905	0.207379865151673	0.17687074829932	0.177009796006369	21	297419	0.249703091637278
NOL8	5.76138828633406	2	0.000255	2.5	7537	0	0	0	9.8e-05	15074	1287.572691	8.084807937671e-06	1287.54888167388	143.17626953125	0	7	2	1	0	14	16	0	1258.44799787385	236	0.5	0	3	1	3.51288741780826e-07	0.5	12	2	94345777.0164446	0	0	0.5	0.500184393292575	2	67500	0.170807758248064
NOL9	5.04568074518311	1	0.000128	6	0	1e-06	0	0	3.6e-05	0	1478.851659	9.37812707103462e-06	1478.85165945166	237.3681640625	0	7	1	1	0	84	14	-0.714285714285714	1436.95329135372	1848	1	NA	2	1	8.06925186046102e-06	1	11	1	49883748282.531	NA	-0.866025403784439	0	6.9639931328136e-05	1	0	0.19618621112388
NOLC1	3.61911445706265	9	0.001149	43.555556	19438.271318	0.000386	0.083333	3	0.000147	40324.578895	2119.281746	2.61319679668423e-05	2119.28174603175	656.810546875	1	401	9	3	0	2855	874	-0.491262901444072	2003.36508831929	158512	0.122823678379234	33.4166666666667	10	8	0.00241313255923693	0.114352848308546	10	12	4447255056827051	0.0833333333333333	0.0758209631122334	0.493827160493827	0.493844006829025	9	184049	0.28114642425465
NONO	3.84228658925609	5	0.000638	38	4988.177799	0.000266	0.1	1	8.7e-05	11722.019027	1987.534524	2.25942961036664e-05	1987.53452380952	564.1826171875	1	195	5	2	0	2116	410	-0.553330115830116	1887.00332093518	98896	0.213714285714286	19.5	6	4	0.00165968451800911	0.211417832647462	10	6	2103483132876976	0.1	-0.291408279913282	0.56	0.560012635434712	5	45237	0.263668681853192
NOP10	3.95151205818553	3	0.000383	43.333333	9902.695077	0.000949	0.333333	1	7.8e-05	19385.577703	1918.625	1.47515136538415e-05	1918.575	514.0966796875	3.63518934531451	133	3	2	0	1532	272	-0.31758530183727	1834.84383880134	62667	0.341269841269841	44.3333333333333	4	3	0.00594219395657216	0.506172839506173	10	4	26943075064734312	0.333333333333333	-0.866025403784439	0.444444444444444	0.448926972708943	3	77866	0.254520429822218
NOP14	4.61669005997193	17	0.002169	23.823529	83.87712	0.001183	0.816176	111	0.000133	184.46687	1640.429798	2.82519815988276e-05	1640.4297979798	332.78369140625	0	422	17	17	0.0881353840517773	373	1116	-0.164015669208477	1570.47743290677	62180	0.476470588235294	344.426470588235	18	13	0.00741500872160424	0.141289114254082	11	128	41954021408134456	0.816176470588235	-0.105806053648813	0	0.000121415768115196	17	2769	0.217621358182521
NOP2	4.14763302284037	2	0.000255	25.5	0	0.000108	1	1	3.9e-05	0	1824.157143	1.59531698939255e-05	1824.15714285714	451.0078125	0	53	2	2	0	1158	108	-0.854111405835544	1748.08318720197	28822	0.554347826086957	53	3	2	0.000676528983811905	0.54012881515775	10	3	349478391229659	1	-0.413818027588454	0	9.06877211326318e-07	2	0	0.241994845165435
NOP53	4.64616562460125	1	0.000128	13	0	6.4e-05	0	0	3.2e-05	0	1620.422691	1.02146832776376e-05	1620.42269119769	321.4033203125	0	14	1	1	0	380	28	-0.857142857142857	1560.51422607931	5792	1	NA	2	1	0.00040238665258565	1	11	1	123548631959517	NA	-0.536227775263626	0	1.59391509879647e-07	1	0	0.214967191721641
NOP58	3.98443281868062	25	0.00319	26.68	8074.49307	0.004367	0.673333	202	0.000191	18736.958956	1925.62619	2.94376548041527e-05	1925.57619047619	519.3505859375	3.54944902763764	692	21	24	0.049550407031094	1581	1984	0.0041560778982311	1819.68372510088	149144	0.148	465.946666666667	26	14	0.0273677986487642	0.114831125782477	10	227	571517759930041216	0.673333333333333	0.833751702752644	0.1504	0.150694696021819	25	157889	0.255449216035562
NOS1	4.63366083960699	6	0.000766	4.166667	16520.964035	4e-06	0	0	0.000177	34070.350632	1621.241703	1.95705921263302e-05	1621.2417027417	319.58056640625	0	31	4	1	1	330	92	0.28531746031746	1564.72556038993	5408	0.166666666666667	0	7	3	2.31715783825211e-05	0.166666666666667	11	6	409733662171.574	0	1.15470053837925	0.722222222222222	0.722405900807367	6	130892	0.215075842762239
NOS1AP	4.76764067883119	3	0.000383	12	1086.158865	2e-06	0	0	8.2e-05	2663.855909	1572.329798	1.80667585525006e-05	1572.3297979798	290.57275390625	0	39	3	1	0	244	84	-0.536975102192493	1520.7537736859	4643	0.392857142857143	0	4	3	1.21923719358348e-05	0.333333333333333	11	3	113445869091.147	0	-0.17778975055469	0.444444444444444	0.444694434852185	3	5993	0.208587131597225
NOS3	3.84279698864361	6	0.000766	22.833333	17786.132562	9.4e-05	0.066667	1	0.000128	36791.171151	1978.483333	2.21862892070858e-05	1978.48333333333	556.2578125	1	143	4	2	0	2013	316	-0.169678848283499	1886.75268960021	59881	0.173177083333333	9.53333333333333	7	3	0.000588966344681484	0.170771103357098	10	7	264831508230006	0.0666666666666667	-0.580871778846598	0.833333333333333	0.861132053179886	6	178489	0.262467940214006
NOSIP	5.59538088554294	1	0.000128	6	0	0	0	0	4.4e-05	0	1326.551263	8.85101520946761e-06	1326.55126262626	160.540283203125	0	7	1	1	0	25	14	-0.714285714285714	1295.78445189391	396	1	NA	2	1	4.47724271071953e-07	1	12	1	152978959.121975	NA	-0.577350269189626	0	0.000199011895019807	1	0	0.175981860258201
NOSTRIN	4.80451703457956	1	0.000128	6	0	2e-06	0	0	3.7e-05	0	1554.29412	9.34953440205168e-06	1554.29411976912	278.87890625	0	7	1	1	0	132	14	-0.714285714285714	1509.08145433299	2487	1	NA	2	1	1.13800848156149e-05	1	11	1	98901577376.7344	NA	0	0	-Inf	1	0	0.206194497183499
NOTCH1	3.35715197141763	36	0.004594	25.444444	149472.341001	0.003871	0.052381	33	0.000575	297032.130442	2313.432937	3.06044129566004e-05	2313.43293650794	795.8056640625	2.69230769230769	952	14	20	0.0537489388144988	4039	3164	0.417883012587608	2159.69000380084	427879	0.0361952861952862	49.8666666666667	37	10	0.0242508348149148	0.0413964716648593	10	69	448752148130605824	0.0523809523809524	2.97297958199122	0.731481481481482	0.735887576386196	36	1344829	0.306902750929656
NOTCH2	4.12581344902386	7	0.000893	13.714286	8955.604033	4.3e-05	0	0	0.000146	19088.356264	1837.988889	2.28666964889922e-05	1837.98888888889	459.62890625	0	103	5	1	2	1130	248	0.0979603338758268	1757.32801385538	33336	0.158928571428571	0	8	4	0.000271026201546229	0.142857142857143	10	7	56172546363387.7	0	0.424711368855889	0.244897959183674	0.244984017799082	7	79920	0.243829780961634
NOTCH2NLA	6.08459869848156	1	0.000128	7	0	0	0	0	5.3e-05	0	1217.145754	8.280507417332e-06	1217.14575424575	114.796752929688	0	8	1	1	0	19	16	-0.75	1191.59995805809	165	1	NA	2	1	7.64327947278024e-08	1	13	1	4458114.22931997	NA	-0.5	0	0.000282568734487953	1	0	0.161467996052761
NOTCH3	4.01441878269746	9	0.001149	16.222222	1915.873016	0.000132	0.333333	12	0.00015	5034.540385	1892.575	2.54215089553804e-05	1892.575	496.52734375	1.5	155	6	9	0.0509853030340417	1418	382	-0.0451151662830682	1806.09147833826	56919	0.155982905982906	51.6666666666667	10	5	0.000824893116153833	0.192042167315774	10	21	519398445102500	0.333333333333333	0.990993193997075	0.197530864197531	0.198173216440342	9	23433	0.251071239055437
NOTCH4	3.86129896644124	10	0.001276	20.4	7968.922793	0.000295	0.111111	5	0.000166	18959.648363	1972.769048	2.62187595269039e-05	1972.76904761905	551.8125	1	214	7	4	0.0987551639829222	1874	518	-0.0507570541891367	1877.71203859753	74333	0.123170731707317	23.7777777777778	11	5	0.00184570636243771	0.126330692332335	10	15	2599888822591788	0.111111111111111	0.707852281426482	0.46	0.460181812163543	10	63145	0.261709876309221
NOV	4.024499170601	7	0.000893	19	4915.797368	0.000104	0.047619	1	0.000127	10110.49092	1889.399242	2.48091296364599e-05	1889.39924242424	494.94970703125	2.77777777777778	140	7	2	0	1412	322	-0.322067780600612	1801.56766011414	36573	0.163265306122449	6.66666666666667	8	5	0.00065312747178747	0.148292391030486	11	8	325502557401745	0.0476190476190476	-0.707852281426482	0.693877551020408	0.69578666674082	7	50368	0.250649939297443
NOX3	4.89498532601761	1	0.000128	8	0	2e-06	0	0	3.7e-05	0	1525.301227	9.62676421129953e-06	1525.30122655123	262.64892578125	0	9	1	1	0	133	18	-0.777777777777778	1481.19086596111	2160	1	NA	2	1	1.34173678267188e-05	1	11	1	137389006872.042	NA	-1	0	7.52656575884192e-05	1	0	0.202348265660831
NOX4	4.8641061630726	2	0.000255	7.5	67.677407	2e-06	0	0	5.6e-05	214.280297	1540.091306	1.44173834708189e-05	1540.09130591631	272.44873046875	0	17	2	1	0	203	36	-0.512820512820513	1490.59401888772	3148	0.5	0	3	2	1.32689703795204e-05	0.5	11	2	134357646733.151	0	-1	0.5	0.500306440596133	2	409	0.20431033509106
NOXA1	4.85211177746587	1	0.000128	13	0	1e-06	0	0	3.4e-05	0	1540.659163	1.01641042812465e-05	1540.65916305916	271.77978515625	1	14	1	1	0	152	28	-0.857142857142857	1494.27875664019	3189	1	NA	2	1	7.89869172220536e-06	1	11	1	47648928083.3355	NA	-0.547680114565817	0	2.66939872206606e-07	1	0	0.204385667691598
NPAS2	4.14648462421845	4	0.00051	21	3672.445111	0.000115	0.166667	1	8.1e-05	8419.123236	1831.758333	1.98065693290065e-05	1831.75833333333	456.98828125	0	88	4	2	0	1173	188	-0.345071128030455	1748.56733136386	33970	0.25625	14.6666666666667	5	3	0.000720650755962828	0.291908327562327	10	5	396330680886684	0.166666666666667	-0.540061724867322	0.5	0.500803829755611	4	31964	0.243003228088782
NPAS4	5.34286078856705	1	0.000128	3	0	2e-06	0	0	4.4e-05	0	1393.409596	7.93163452531643e-06	1393.4095959596	192.861572265625	0	4	1	1	0	32	8	-0.5	1357.0272258311	720	1	NA	2	1	1.40646179289186e-05	1	12	1	150941126677.198	NA	0	0	0.000185668356343593	1	0	0.184851365874203
NPAT	3.99604440474671	2	0.000255	58.5	235.756994	8.8e-05	0	0	4.8e-05	628.612556	1902.853571	1.55247123279103e-05	1902.85357142857	505.15234375	1	119	2	1	0	1563	240	-0.759920634920635	1814.39614267012	59754	0.504385964912281	0	3	2	0.000551237515004921	0.5	10	2	232274121342102	0	-0.413818027588454	0	5.34861197409864e-06	2	2444	0.252434806504171
NPB	5.2788056654332	2	0.000255	11	0.227032	2e-06	0	0	4.1e-05	0.579167	1420.946104	1.5417549629519e-05	1420.9461038961	210.76953125	0	24	2	1	0	209	50	-0.69047619047619	1373.49393280155	5566	0.625	0	3	2	1.07792796949254e-05	0.5	11	2	88757672053.2113	0	-0.544743266733745	0	3.78825876334865e-07	2	3	0.188504391602047
NPBWR1	4.33443919867296	10	0.001276	42.9	5115.593456	4.1e-05	0.222222	10	0.000134	10643.526431	1762.256746	2.67559379688612e-05	1762.25674603175	411.8203125	0	439	10	6	0	707	968	-0.502384972522351	1672.74409019989	94729	0.221354166666667	97.5555555555556	11	9	0.000253621048983831	0.109087726758736	10	20	49123922886188.1	0.222222222222222	-0.0025695437110082	0	0.000173177107491762	10	141241	0.233783065273512
NPBWR2	4.49636340436391	12	0.001531	59.333333	3209.933697	4.9e-05	0.363636	24	0.000149	5800.513381	1700.791667	2.76034644720824e-05	1700.79166666667	373.720703125	0	724	12	11	0.0547010257795201	565	1580	-0.551519246899364	1612.50479595891	151159	0.322010869565217	263.272727272727	13	10	0.000304251151710202	0.0952993548495842	10	36	70676983416705.5	0.363636363636364	0.132973887044676	0	0.000226882480480306	12	132890	0.225629035110997
NPC2	5.36735995916805	1	0.000128	3	0	0	0	0	4.5e-05	0	1384.51912	7.90946293643483e-06	1384.51911976912	187.860595703125	0	4	1	1	0	64	8	-0.5	1350.83311144922	528	1	NA	2	1	1.49047247307644e-06	1	12	1	1695285360.13226	NA	0	0	0.000203836344969122	1	0	0.183671944782336
NPEPPS	4.42554548934541	1	0.000128	56	0	4.7e-05	0	0	3.2e-05	0	1704.984921	1.06776435279004e-05	1704.98492063492	373.251953125	0	57	1	1	0	578	114	-0.964912280701754	1638.3082201655	16642	1	NA	2	1	0.000296464765135967	1	10	1	67084631807887.3	NA	-0.536227775263626	0	7.22212725068339e-07	1	0	0.226185317144457
NPFFR1	4.64221002934796	7	0.000893	68.714286	66.322234	2.5e-05	0.428571	9	9.1e-05	107.697122	1642.989683	2.5169196134921e-05	1642.98968253968	338.6728515625	0	488	7	6	0.10035000709363	468	1018	-0.804636457561106	1561.84392952365	100273	0.425909494232476	209.142857142857	8	7	0.000158274969095989	0.154422293704515	10	16	19119572829110	0.428571428571429	-0.205884689844535	1.11022302462516e-16	8.21433906725844e-05	7	6017	0.217960955497445
NPFFR2	4.93441367870359	2	0.000255	26.5	0	3e-06	1	1	4.1e-05	0	1525.778211	1.57370960140696e-05	1525.77821067821	267.07568359375	1	55	2	2	0	261	112	-0.826219512195122	1469.35543430478	10718	0.588888888888889	55	3	2	1.58914020686776e-05	0.549974674287861	11	3	192738261537.3	1	-0.544743266733745	0	2.42873939682031e-06	2	0	0.202411542939551
NPHP1	3.99770320275616	5	0.000638	18	21451.528061	9.2e-05	0	0	0.000121	44624.58629	1896.446032	2.0358699016022e-05	1896.39603174603	499.138671875	1	95	4	1	1	1486	210	-0.13030303030303	1813.64328120013	42463	0.202380952380952	0	6	3	0.000578965911147841	0.2	10	5	255779808828040	0	0.866025403784439	0.64	0.643853147902296	5	172621	0.251578141648436
NPHP3	4.9594232486921	1	0.000128	5	0	2e-06	0	0	4e-05	0	1503.738564	9.00873568157029e-06	1503.70523088023	250.3193359375	0	6	1	1	0	89	12	-0.666666666666667	1461.94571230092	1833	1	NA	2	1	1.11868551296913e-05	1	11	1	95495238368.8203	NA	-0.866025403784439	0	0.000172221294399644	1	0	0.199483315319762
NPHS1	4.33660839606992	2	0.000255	12.5	646.559673	3.9e-05	0	0	5.4e-05	1988.019106	1735.525397	1.42676638964331e-05	1735.5253968254	391.298828125	0	27	2	1	0	646	56	-0.516666666666667	1671.90737362443	11859	0.5	0	3	2	0.000246273155011269	0.5	10	2	46280441171752.2	0	-1.29099444873581	0.5	0.500206416010593	2	5633	0.230236852855581
NPHS2	4.77414827102207	1	0.000128	9	0	3e-06	0	0	3.4e-05	0	1569.436941	9.92266553267519e-06	1569.43694083694	289.34619140625	0	10	1	1	0	240	20	-0.8	1518.6808499265	4458	1	NA	2	1	2.18322792738087e-05	1	11	1	363741689448.078	NA	-0.547680114565817	0	1.79286023360703e-07	1	0	0.208203361745426
NPLOC4	4.0302411637106	4	0.00051	27.5	21156.972724	0.000187	0.166667	1	0.000111	41772.463417	1886.320238	1.75328378868057e-05	1886.32023809524	493.57421875	1	114	3	2	0	1453	240	-0.227777777777778	1799.00091815735	52513	0.259615384615385	19	5	2	0.00117046682970832	0.257868188885884	10	5	1045436494093896	0.166666666666667	-0.866025403784439	0.625	0.627593627638602	4	162816	0.250241474939655
NPM1	3.36787035855557	24	0.003063	44.666667	62344.245445	0.003723	0.068841	19	0.000284	126096.338723	2305.861508	3.01946492829299e-05	2305.86150793651	791.421875	1	1096	17	9	0	3881	2744	-0.0414242343246114	2152.81670076533	510704	0.0579520697167756	75.4492753623188	25	12	0.023319893908911	0.0498476747725002	9	43	414966333091154112	0.0688405797101449	1.17750869218878	0.569444444444444	0.569549028264073	24	809694	0.305898316255814
NPNT	5.29335204797754	1	0.000128	4	0	0	0	0	4.1e-05	0	1407.859163	8.60254092948662e-06	1407.85916305916	200.675537109375	0	5	1	1	0	70	10	-0.6	1369.71950631569	918	1	NA	2	1	2.69566978156482e-06	1	12	1	5545057802.78902	NA	-0.577350269189626	0	9.92483263714261e-05	1	0	0.186768262544349
NPPB	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1	1.25595213047773e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA	2	1	1.05980442412014e-16	1	1	1	1.54308063481525	NA	0	0	0	1	0	1
NPR1	4.87686614776062	1	0.000128	15	0	1e-06	0	0	3.6e-05	0	1531.61627	1.01900762751972e-05	1531.61626984127	266.3662109375	0	16	1	1	0	154	32	-0.875	1486.69398220827	2736	1	NA	2	1	8.16277393613171e-06	1	10	1	50996901176.2924	NA	-0.330434019555315	0	1.72501898261235e-05	1	0	0.203186026776517
NPR3	0.000127599846880184	1	0.000128	1	0	0	0	0	0.000128	0	1	1.25595213047773e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA	2	1	1.05980442412014e-16	1	1	1	1.54308063481525	NA	0	0	0	1	0	1
NPRL2	4.59014929182085	1	0.000128	9	0	0.000117	0	0	3.4e-05	0	1638.750469	9.93113950153757e-06	1638.75046897547	331.828125	0	10	1	1	0	414	20	-0.8	1579.55811302922	6491	1	NA	2	1	0.000736178316982779	1	11	1	413538374729121	NA	-0.330434019555315	0	9.31399950210299e-06	1	0	0.217398576409592
NPRL3	5.33711879545745	2	0.000255	4	7537	3e-06	0	0	7.6e-05	15074	1398.831025	9.68936456131635e-06	1398.83102453102	197.107421875	0	10	2	1	0	80	22	-0.111111111111111	1358.48719726492	1644	0.5	0	3	1	1.73633762953118e-05	0.5	11	2	230287435942.96	0	0	0.5	0.500181735393989	2	107976	0.185570579003867
NPSR1	4.44774786270257	8	0.001021	69.5	14.263559	3.5e-05	0.642857	18	0.000101	22.326417	1717.49881	2.59159732870289e-05	1717.49880952381	384.4404296875	0	564	8	8	0.0620682809648148	656	1184	-0.781405671919965	1630.13007430358	121109	0.399425287356322	362.571428571429	9	8	0.000217183159584114	0.143256907751237	10	26	36000431345839.5	0.642857142857143	-0.138112974466692	0	0.000129349287425917	8	874	0.227845424452617
NPY	7.39504912594105	1	0.000128	3	0	0	0	0	6.5e-05	0	997.460159	4.43811605469085e-06	997.460159285159	47.640869140625	0	4	1	1	0	4	8	-0.5	980.440755758778	17	1	NA	2	1	1.18640825504653e-09	1	13	1	1077.37260999343	NA	-0.5	0	0.000121048843683802	1	0	0.132324245063024
NPY1R	4.52073497511803	9	0.001149	56	324.240206	3e-05	0.305556	11	0.000113	677.988381	1688.165476	2.64622787738206e-05	1688.16547619048	365.6435546875	1	513	9	7	0.0775740148258852	547	1098	-0.659824310865537	1603.81167969742	108914	0.326185834957765	156.75	10	8	0.000187193391799446	0.120946971677152	10	20	26744702045295.7	0.305555555555556	-0.0703412590888503	0	0.000119119136153145	9	8590	0.223954029741379
NPY2R	4.51116498660202	8	0.001021	58.25	30295.065318	2.6e-05	0.25	7	0.000127	60535.208046	1689.608333	2.5177150510089e-05	1689.60833333333	366.126953125	1	474	8	6	0.10035000709363	529	1004	-0.592689633704483	1607.21400690162	99381	0.349397590361446	118.5	9	7	0.00016427911797011	0.132400430341403	10	15	20598763998445.5	0.25	-0.205884689844535	0.21875	0.218836444943144	8	762349	0.224145440877337
NPY4R	6.4333290800051	3	0.000383	1.333333	15073	0	0	0	0.000174	30146	1153.762915	6.11858368278945e-06	1153.76291486291	93.78173828125	0	7	2	1	0	11	20	0.4	1127.00710063866	180	0.333333333333333	0	4	1	6.14015172115102e-08	0.333333333333333	12	3	2879055.9104415	0	1.5	0	0.000544553707508943	3	376719	0.153059553576925
NPY5R	4.75832589000893	4	0.00051	78.5	0.829208	1.7e-05	0.5	3	5.8e-05	1.252078	1593.526984	2.15316319602125e-05	1593.52698412698	307.7529296875	0	318	4	4	0	368	648	-0.898979703776783	1523.7307661366	68032	0.665254237288136	159	5	4	0.000107026810046299	0.259462385038323	10	7	8742962293106.67	0.5	-0.409199835978061	0	2.68279002610949e-05	4	82	0.211399175394942
