prestige	stresscent	gilschmidt
291	58	347799	0.308279426566746
292	1	0	0.175792028422046
293	22	375751	0.257804215256443
294	61	221340	0.28795941831227
295	11	184231	0.237477789301874
296	15	274812	0.307645811486328
297	3	3538	0.233308227252239
298	7	84280	0.218035345303857
299	51	30129	0.236942507170017
300	9	108782	0.27255376989389
301	19	119307	0.276986390647152
302	16	531838	0.243501659891939
303	2	67459	0.233952524142223
304	15	287232	0.257976411578146
305	41	84942	0.239940496769224
306	45	545884	0.261845327588875
307	65	494611	0.309538286438634
308	1	0	0.22675618616518
309	21	91256	0.272725913572269
310	36	91034	0.28717603296733
311	11	92804	0.254586602483906
312	3	2049	0.229867459417735
313	4	9371	0.229791337167296
314	19	152067	0.260278872758955
315	2	181734	0.18128678093524
316	96	5366295	0.340068625840697
317	7	238296	0.230832827957394
318	4	125952	0.237285057296988
319	30	473902	0.292712373708632
320	10	128724	0.262193879055097
321	19	388052	0.290596743694355
322	35	211338	0.272419055620811
323	49	446483	0.292439839206196
324	8	88713	0.25332579480893
325	17	127358	0.276926903687957
326	1	0	0.228498153846388
327	23	167232	0.284059758598735
328	71	426728	0.300312016997451
329	6	55068	0.237012580223638
330	7	251	0.215608435298678
331	34	599143	0.29769132690661
332	5	9472	0.240613173198066
333	77	475123	0.30528886446236
334	2	74	0.233295329637193
335	3	212	0.211642287063496
336	27	8702	0.211791798897142
337	2	76358	0.229433415188918
338	17	2890	0.265349635918731
339	38	152685	0.283151871786099
340	8	32031	0.249376808298258
341	13	115181	0.271131610422514
342	38	124597	0.277384216267186
343	59	175639	0.288450422620601
344	20	1976255	0.280893157209797
345	13	73062	0.254801071396969
346	11	289628	0.221275905781086
347	18	327311	0.289239546088152
348	1	0	0.203186026776517
349	22	529183	0.303280310974634
350	6	14227	0.239445381495651
351	6	62525	0.252993246914031
352	55	389398	0.307824904083834
353	25	434421	0.274866865026698
354	24	619680	0.287467571710713
355	5	12246	0.254737109755002
356	52	118528	0.291274000092624
357	2	0	0.242733014678479
358	57	55453	0.239413637569641
359	23	40746	0.236200925412248
360	2	1423	0.246768331459217
361	2	21391	0.231203073259982
362	2	0	0.223579419828425
363	9	236263	0.253603646287366
364	37	157607	0.277904490265172
365	31	484746	0.291274315952585
366	27	79157	0.211791798897142
367	2	352	0.225437470830812
368	63	328733	0.287906037978975
369	1	0	0.222476283702738
370	17	18706	0.263988437419699
371	61	63474	0.241816700147815
372	31	92081	0.220679466460846
373	8	351282	0.178435776289992
374	5	4080	0.203588963584999
375	85	1299340	0.296038747594173
376	26	450064	0.27033095806641
377	4	9674	0.232466302527985
378	31	55276	0.239724233197296
379	26	155183	0.226897949858285
380	1	0	0.211183452613549
381	37	162913	0.273809997599441
382	11	17041	0.237567177670646
383	4	196364	0.205015913599106
384	7	16018	0.213691375912795
385	33	1012147	0.311604168509159
386	62	2031425	0.306140054412117
387	13	264062	0.26214244652489
388	16	19827	0.265197865207794
389	9	26893	0.229849555900897
390	39	250553	0.28854402245551
391	2	244	0.174007051142901
392	42	363769	0.278382228455169
393	23	425349	0.257200559014686
394	49	656724	0.279040270039185
395	3	18204	0.196017331331758
396	17	113693	0.261841484626023
397	4	1364	0.221918053866186
398	52	72383	0.284439106411089
399	18	283627	0.283089489443933
400	50	132628	0.281811362114468
401	54	958497	0.289388052912833
402	3	2213	0.213812087060967
403	6	119842	0.245191089533077
404	47	88789	0.281777880958673
405	3	2741	0.243240280989009
406	7	124137	0.232760789297665
407	21	133371	0.28731216861023
408	11	42897	0.266135495500028
409	2	2321	0.234391626916164
410	3	1398	0.230199112376079
411	12	188176	0.236046675679202
412	50	4816945	0.331040611167947
413	5	89346	0.253118432744976
414	3	8488	0.255565294570982
415	3	1404	0.24641119913074
416	29	15262	0.213556192635534
417	3	0	0.228657821056333
418	3	5215	0.255734858726351
419	1	0	0.202131901588006
420	7	47347	0.259083816599055
421	10	245950	0.257643179319999
422	1	0	0.211859704002854
423	5	44561	0.267817607718755
424	4	153675	0.213087241095341
425	38	263284	0.28114015969877
426	3	3257	0.23277004973741
427	7	113700	0.236750100596605
428	26	396542	0.288823769093707
429	6	70495	0.216543854571189
430	34	20229	0.259356561674797
431	15	4789	0.222972289127108
432	18	897249	0.277282667289939
433	7	17894	0.229754166192874
434	1	0	0.75
435	1	0	0.158493581092408
436	6	4581	0.207035206325482
437	5	13687	0.236072528338374
438	7	35915	0.238530708479625
439	19	330628	0.282837854342206
440	17	274320	0.28898059356401
441	2	0	0.216798332412559
442	1	0	0.21651832255773
443	28	16150	0.213489862043865
444	3	60074	0.25396146297909
445	21	170652	0.261053993101601
446	21	113159	0.254198989669257
447	44	1622260	0.323873116948182
448	5	4487	0.225639463275442
449	29	568041	0.27001304501634
450	56	883757	0.293380786028013
451	29	33715	0.251663792341013
452	8	90923	0.245701988233151
453	58	2099315	0.311607800898703
454	1	0	0.208578871380686
455	12	190522	0.25412813175149
456	3	504	0.209318768551997
457	40	1413488	0.304567598242952
458	4	50772	0.260312301271423
459	3	1381	0.252541830387397
460	3	27004	0.173169974390464
461	17	83723	0.267580870678488
462	11	38447	0.25967347450166
463	15	14224	0.25550480738858
464	16	66675	0.273635958761301
465	53	440392	0.262874451982952
466	5	65145	0.214693704853569
467	20	201714	0.289300349130516
468	9	24344	0.257443871685032
469	7	8	0.199870923348654
470	3	4737	0.227335368045768
471	43	15922	0.233953945512048
472	12	118569	0.228513889415321
473	10	96044	0.213033702832067
474	4	180639	0.237116861868115
475	39	556505	0.293747499441954
476	9	116726	0.265941399554407
477	23	93699	0.277494977826607
478	45	1689620	0.313745856970164
479	35	166832	0.267613930687671
480	22	464877	0.295994527199727
481	53	346618	0.291374496203336
482	8	241196	0.217002109944541
483	9	94239	0.265096368873877
484	15	229821	0.273299673190204
485	2	157656	0.195777689337009
486	31	244260	0.273687233361527
487	24	175923	0.280746019111609
488	28	11754	0.212600242465602
489	27	18552	0.237884506858366
490	91	2152595	0.319051514653774
491	3	4148	0.239755350189142
492	6	92983	0.257150385138562
493	19	252615	0.284036384961669
494	6	63054	0.273825895884111
495	4	66492	0.167545614006876
496	44	825481	0.299879288851802
497	43	349101	0.272320402026535
498	20	304006	0.270038155883186
499	23	92588	0.280897368675932
500	3	68451	0.245471305175456
501	46	1783734	0.313020642501251
502	9	181383	0.254523956925108
503	1	0	0.179126188734187
504	10	77232	0.26328501728805
505	33	100442	0.268424427345872
506	3	842	0.221691950777919
507	7	112654	0.253896922260531
508	31	151039	0.227183860551466
509	2	2315	0.250970427084765
510	24	420020	0.294805472379072
511	5	52609	0.243518874259775
512	16	51459	0.247482069682904
513	38	92950	0.282771207890577
514	6	176007	0.219044465233778
515	3	576	0.229025376763501
516	52	112818	0.283959367774678
517	2	0	0.242421993118452
518	11	2359	0.202104637130523
519	15	194307	0.284060285032001
520	5	19977	0.272378309685929
521	26	690439	0.298505508597682
522	2	250	0.20771456845682
523	79	2157441	0.31883162347806
524	10	109963	0.294280513125007
525	24	96139	0.272371676626761
526	52	61464	0.24073940710979
527	20	178084	0.275184093713521
528	45	25189	0.233951734492326
529	16	11742	0.254861400649393
530	30	207444	0.247563039905161
531	14	179191	0.266380129039302
532	21	9134	0.220956839363583
533	32	106070	0.2599178448243
534	8	197690	0.257148805838759
535	31	593515	0.297896477950843
536	44	787734	0.304641509473669
537	6	2864	0.229580763860411
538	14	81875	0.274738731169459
539	25	133800	0.249715994038082
540	1	0	0.210289458853411
541	29	16847	0.212281697695611
542	33	1075824	0.294574420818093
543	5	9266	0.231698868111042
544	9	108045	0.264787089329388
545	8	14042	0.224650558382982
546	10	529563	0.252123105366656
547	69	4102602	0.335788460161619
548	23	52462	0.269091997372024
549	59	652744	0.300433465152198
550	9	15541	0.252082206287551
551	60	244414	0.295955676424607
552	20	399078	0.286285149949224
553	57	57076	0.241835125312167
554	1	0	0.186014099031498
555	56	90323	0.242803551950532
556	28	194798	0.270061318946943
557	26	166887	0.270545848126086
558	16	160297	0.275570127228368
559	42	454274	0.292776230063945
560	11	102490	0.272860364628715
561	14	341785	0.283656879219337
562	12	331374	0.279885985082963
563	70	894982	0.304949315005008
564	4	284	0.24700027795675
565	1	0	0.23894026877576
566	54	67269	0.28639554300536
567	36	120343	0.260901748600721
568	5	42796	0.239102831368676
569	1	0	0.21651832255773
570	1	0	0.214204753634981
571	15	607654	0.285305510282269
572	1	0	0.16743073338324
573	13	75885	0.234212003099638
574	47	690125	0.283666986738068
575	46	476321	0.284024171709872
576	12	249617	0.263648466815732
577	3	63916	0.270245781163775
578	35	193865	0.281844474766976
579	11	102212	0.24469682133849
580	40	1221567	0.309924899030076
581	5	0	0.230815982092843
582	24	150675	0.259212213672927
583	57	518643	0.265453080055742
584	25	157889	0.255449216035562
585	64	494692	0.30032938929527
586	9	127536	0.262909301865239
587	2	2079	0.204139402209197
588	54	943761	0.314296400881015
589	10	140857	0.286686607958801
590	3	1765	0.226794457863706
591	3	0	0.219808951624423
592	1	0	0.211466252564695
593	43	359929	0.294584370406843
594	51	114345	0.28894863906469
595	3	77866	0.254520429822218
596	6	77204	0.253711986253758
597	5	16620	0.222826467112089
598	6	211830	0.234344511138748
599	49	27483	0.234558869979403
600	5	0	0.200530434160061
601	6	201803	0.266544534148652
602	1	0	0.158493581092408
603	59	95563	0.283393925802364
604	25	610581	0.295773109367538
605	26	245096	0.230609735110264
606	6	195864	0.214482188752559
607	7	890	0.220535530034077
608	19	206873	0.278752416328672
609	7	67143	0.255037334647294
610	1	0	0.21651832255773
611	51	408676	0.281425644459581
612	13	57908	0.256528035730063
613	4	37534	0.257628175971883
614	7	48012	0.24358530535234
615	1	0	0.204193620049962
616	14	276375	0.280252698496903
617	10	183549	0.238396199994098
618	16	185340	0.273727716079775
619	9	31130	0.244890175491781
620	79	2165509	0.314547193689516
621	25	302053	0.288871569234371
622	12	243647	0.24521245793797
623	13	228245	0.253290844425746
624	15	705218	0.29436653232087
625	4	5235	0.249508679831695
626	4	19952	0.227167220474463
627	12	164233	0.27455790134217
628	3	56212	0.212994483553659
629	13	479966	0.273539726760054
630	7	137009	0.269853851596334
631	23	238606	0.27772660846418
632	31	342001	0.266818121517624
633	58	67763	0.238221529436037
634	10	217693	0.263800026953363
635	4	25280	0.245018098775713
636	2	0	0.22162562018625
637	2	0	0.152729101843583
638	8	135967	0.254630564447476
639	18	285719	0.27620447931536
640	2	682	0.252081148635258
641	54	96700	0.23551924218878
642	1	0	0.237384189466962
643	4	7345	0.267102026978631
644	42	315336	0.28936209975276
645	49	627149	0.288134510016945
646	54	292888	0.291601862731445
647	34	495220	0.303104061116771
648	64	494988	0.257951563927934
649	8	72412	0.272687536587089
650	66	565169	0.290811159964091
651	4	15672	0.243527239762967
652	20	268868	0.28944269668597
653	4	29056	0.217420418604425
654	74	377864	0.290749409341848
655	56	204373	0.29171257164754
656	13	14013	0.244246294962654
657	1	0	0.267766596335162
658	25	369712	0.281352364948784
659	2	4210	0.248757406916055
660	73	248664	0.292605981545328
661	4	27732	0.238506229332701
662	4	6399	0.233743003701874
663	3	117	0.225905891151977
664	9	97690	0.257535944863468
665	1	0	0.21651832255773
666	30	24441	0.213597412360356
667	37	26423	0.239040870173127
668	34	35147	0.263840509671612
669	25	50252	0.270514314773379
670	32	59242	0.263718745656906
671	12	4893	0.246091969997501
672	24	544865	0.280279125446917
673	31	267716	0.280072500389536
674	34	162661	0.253556008862441
675	34	795482	0.279662987950972
676	4	32931	0.272706646114688
677	13	348355	0.284204896250506
678	8	101169	0.286738093132335
679	114	5945703	0.33301821037956
680	1	0	0.153855723151286
681	5	4628	0.204700316855412
682	16	170194	0.276616887136895
683	68	2241527	0.323920811802192
684	2	5982	0.217291284523977
685	10	209362	0.274764947546167
686	5	129776	0.167634054795767
687	53	38361	0.235888324552423
688	5	4314	0.21773022458218
689	34	344833	0.28779259160989
690	14	35077	0.251772921957305
691	3	27221	0.24298154382393
692	19	37047	0.23479440100891
693	25	170951	0.25630151149518
694	9	322617	0.263344398960591
695	36	1344829	0.306902750929656
696	28	18687	0.211980683153419
697	7	48229	0.260675224365841
698	19	232793	0.270909087080462
699	21	400427	0.28852138582502
700	9	117021	0.286855119247638
701	4	174011	0.190059470687641
702	15	388633	0.260669275669921
703	3	104552	0.25248313786386
704	15	148521	0.274457668448093
705	10	223695	0.265733879560471
706	19	554485	0.315477717132643
707	40	37289	0.237478578951776
708	54	102545	0.285688332554186
709	2	3	0.666666666666667
710	8	132710	0.278111852329127
711	66	326384	0.291293741340146
712	48	1928839	0.295302583313302
713	4	122	0.248682863965417
714	4	17961	0.253393178267134
715	37	882706	0.299111433288244
716	35	843917	0.284192735642032
717	3	176609	0.242412153602113
718	22	53907	0.241874770522944
719	68	3270228	0.327531722868662
720	8	18045	0.215445240985843
721	58	876775	0.303573429017819
722	8	175340	0.245138757280559
723	51	27751	0.278339850577157
724	17	218470	0.258110652061283
725	5	22107	0.262015786680797
726	5	71044	0.209737598859392
727	10	338219	0.283434513807266
728	16	306853	0.290103896869589
729	10	858633	0.263696793389665
730	16	688530	0.303114484495462
731	59	63623	0.24175079070276
732	27	114428	0.279501425581263
733	21	546004	0.300980060813545
734	13	224883	0.2839891638976
735	24	415223	0.283640191284766
736	84	2540982	0.318494495613736
737	31	557945	0.297358884298364
738	1	0	0.215907028247842
739	13	129317	0.277140846167751
740	23	190358	0.28848606215279
741	17	178914	0.242908628030666
742	58	452131	0.304506321410647
743	3	6455	0.225947216163454
744	23	40891	0.261229137449603
745	3	9869	0.236037094593733
746	40	1092442	0.306100571917077
747	45	147033	0.28226219956451
748	12	253765	0.280789713072786
749	1	0	0.219083316008897
750	1	0	0.183043067601321
751	16	407676	0.296714687909275
752	4	259586	0.193515663016879
753	4	68021	0.258086172914357
754	18	145268	0.2834225637721
755	110	4434159	0.330224429030459
756	22	98210	0.266014994925163
757	7	57254	0.238449001250796
758	11	30595	0.198553318309904
759	5	62186	0.242727324413437
760	44	268864	0.287463149671268
761	12	197705	0.278654920887584
762	60	931999	0.300232894077389
763	9	70577	0.257213609773954
764	15	615616	0.270042367349323
765	2	28220	0.209104984002183
766	19	92419	0.224171140392289
767	10	334164	0.291117017692342
768	7	91034	0.251536184917039
769	100	5046815	0.332357589272534
770	3	2161	0.214080673313899
771	37	130564	0.283969580580061
772	5	42632	0.277770670928645
773	4	27091	0.286134484748148
774	8	13089	0.260058402506645
775	71	362091	0.299117592557471
776	14	281487	0.251866789794607
777	13	322103	0.294755724435321
778	13	377974	0.288632621174381
779	23	570344	0.292890255509623
780	8	234970	0.298931235180877
781	5	29486	0.256860952128246
782	5	101532	0.269879067749835
783	32	1254054	0.287071378033808
784	12	14963	0.261115533150538
785	50	82677	0.282471614718206
786	19	550410	0.265470610283539
787	32	272578	0.229463996175988
788	5	25398	0.260035028869581
789	7	203303	0.231302516504159
790	6	99796	0.273070832648947
791	16	52550	0.262169873698112
792	47	670448	0.258495369492967
793	7	50368	0.250649939297443
794	1	0	0.132308184062616
795	3	16891	0.247318191006821
796	5	85624	0.27562566593806
797	10	19358	0.248245555850343
798	23	545874	0.265146537964242
799	5	115571	0.262677934444299
800	9	23433	0.251071239055437
801	69	2098032	0.324990471557843
802	15	186249	0.286794158275292
803	8	11583	0.253687349176852
804	5	4115	0.238362455621667
805	27	290287	0.284233481576914
806	18	193385	0.289660376841962
807	15	372105	0.287278266307822
808	2	4879	0.210622370465839
809	40	648988	0.280969595320194
810	10	1742	0.246207890602941
811	25	335606	0.291648241502288
812	13	198436	0.269833110125606
813	4	255	0.202676917949552
814	22	420459	0.295382285309958
815	18	81526	0.250985641006189
816	6	50268	0.239517876142303
817	12	213375	0.259620410028325
818	28	148284	0.25126596672098
819	15	138178	0.289992398303594
820	27	154310	0.272433269319025
821	4	14898	0.243733079956203
822	5	157095	0.230586773048299
823	110	7789814	0.335489972499108
824	2	134318	0.224659876251812
825	22	573425	0.288423995670585
826	2	163	0.193296666777718
827	11	244273	0.252209124562518
828	2	281	0.18825649417652
829	16	182459	0.259709693110444
830	27	904129	0.254967165878533
831	11	214803	0.282983939573857
832	10	135287	0.238942953585427
833	1	0	0.206034246111202
834	75	5442074	0.328844068360498
835	5	40390	0.236233717419038
836	19	133098	0.283225993590122
837	7	8363	0.258836656180098
838	20	482151	0.249572330399459
839	33	81005	0.234185365576315
840	6	21789	0.221332607429719
841	31	1429702	0.303124749944173
842	14	421994	0.257291947829873
843	14	486094	0.261817426625713
844	3	10576	0.22266348337256
845	4	58024	0.230902948868586
846	5	11365	0.231945817956692
847	2	299	0.188122622196669
848	18	267648	0.252564888164501
849	5	0	0.200530434160061
850	24	406084	0.275313175150643
851	6	8835	0.262475894142098
852	1	0	0.230224639603781
853	26	246541	0.271400565178734
854	8	110016	0.238510967232105
855	1	0	0.75
856	1	0	0.251327138266629
857	41	1202082	0.30417119399274
858	30	72393	0.251741393390357
859	9	184539	0.29399418607097
860	19	495196	0.266254890565033
861	10	60428	0.248025401457995
862	5	17602	0.252112418771331
863	32	6521	0.232502621637669
864	51	606666	0.293024338062783
865	1	0	0.23240475769329
866	13	97412	0.269497824777718
867	4	138976	0.20908061014191
868	4	139052	0.182832542152003
869	12	27335	0.237358442094438
870	89	3744845	0.319362794644677
871	26	3843	0.232293785560565
872	8	214156	0.285742923683994
873	11	80567	0.246990385797085
874	43	422279	0.282757467982303
875	24	41886	0.215321160664761
876	43	2059538	0.323459919476746
877	3	62858	0.197796091912587
878	24	579154	0.282299681613134
879	2	2213	0.183334233055661
880	7	204774	0.262874294052971
881	1	0	0.210812312374407
882	12	17531	0.256111205869081
883	24	473986	0.295799167814264
884	44	178877	0.286770626708249
885	11	324365	0.276254543119072
886	2	9336	0.221919949025948
887	50	2601883	0.318119096050886
888	21	466531	0.279594183122947
889	23	554568	0.2998578103745
890	14	188996	0.26409746174934
891	16	130563	0.272800614452889
892	10	69997	0.257022514497956
893	1	0	0.218542664257713
894	6	67851	0.244352213336016
895	7	39744	0.267780546816741
896	14	619941	0.272026283760143
897	18	340116	0.283618081087542
898	5	23035	0.260982292890605
899	42	930278	0.299250201097482
900	7	91905	0.250728057208541
901	3	14419	0.261246193887458
902	10	187060	0.278389914380869
903	6	90181	0.228681137264314
904	4	7573	0.223011982195455
905	35	475885	0.278667871145958
906	27	164583	0.273563942690345
907	2	16336	0.230006964233547
908	12	114239	0.226145734148521
909	10	100672	0.283616607074394
910	10	74610	0.286045728099297
911	30	675104	0.297930011749965
912	4	0	0.223047990230932
913	26	199929	0.247543925591802
914	3	8719	0.220703093743028
915	3	129906	0.238600298171794
916	33	1542782	0.316087958575997
917	3	6172	0.237503158599594
918	5	19065	0.242098289302444
919	5	19110	0.257942825135697
920	1	0	0.208522801451971
921	19	16197	0.258622134623708
922	2	2981	0.236909868307447
923	29	116370	0.246792499531941
924	10	279332	0.24922098883692
925	5	251	0.212674144124805
926	75	3289112	0.320257941772247
927	4	84375	0.249451035388934
928	26	805486	0.275341549903745
929	49	37121	0.235430327609948
930	1	0	0.21114876066124
931	31	201574	0.226056556353056
932	7	86428	0.227669811100429
933	1	0	1
934	9	164773	0.260353889499533
935	3	914	0.236326790820681
