name	Gene2
CREBBP	IFNAR2
CREBBP	KDM6A
CREBBP	ING1
CREBBP	TRIP4
CREBBP	MYC
CREBBP	TCF7L1
CREBBP	ALX1
CREBBP	CDK8
CREBBP	HELZ2
CREBBP	STAT4
CREBBP	N4BP2
CREBBP	MDC1
CREBBP	CSNK2A2
CREBBP	HNF1B
CREBBP	CEBPA
CREBBP	ELF3
CREBBP	STAT5A
CREBBP	FOXO4
CREBBP	IKBKB
CREBBP	GPBP1
CREBBP	CREB1
CREBBP	CEBPD
CREBBP	UBTF
CREBBP	NFE2L2
CREBBP	RPS6KA2
CREBBP	ACVR1
CREBBP	ZBTB17
CREBBP	NMI
CREBBP	SMAD3
CREBBP	STAT5B
CREBBP	HOXA10
CREBBP	TCF3
CREBBP	STAT3
CREBBP	HDAC7
CREBBP	THRA
CREBBP	IRF7
CREBBP	DACH1
CREBBP	SMAD1
CREBBP	MYB
CREBBP	PAX5
CREBBP	H2AFJ
CREBBP	SND1
CREBBP	SREBF2
CREBBP	HIST1H2BJ
CREBBP	HNF1A
CREBBP	HIST1H2BH
CREBBP	SMARCC2
CREBBP	HDAC2
CREBBP	DDX5
CREBBP	HIST1H2AC
CREBBP	RBBP4
CREBBP	MSH6
CREBBP	GTF3A
CREBBP	SMAD2
CREBBP	CTBP1
CREBBP	SERTAD1
CREBBP	GABPA
CREBBP	ETS2
CREBBP	HOXB6
CREBBP	POLR2F
CREBBP	CRX
CREBBP	GATA1
CREBBP	NFATC4
CREBBP	NPAS2
CREBBP	MED13
CREBBP	MGMT
CREBBP	CAMK4
CREBBP	POU1F1
CREBBP	HMGB1
CREBBP	NLK
CREBBP	MED13L
CREBBP	HOXB3
CREBBP	MAML1
CREBBP	NCOA1
CREBBP	HTT
CREBBP	NCOA6
CREBBP	ACTA2
CREBBP	PPARG
CREBBP	HIF1A
CREBBP	NFATC2
CREBBP	CDX2
CREBBP	CDC25B
CREBBP	SMARCB1
CREBBP	HOXB2
CREBBP	CSK
CREBBP	MAML2
CREBBP	AP1B1
CREBBP	H2AFV
CREBBP	HIPK2
CREBBP	SERTAD2
CREBBP	ATF2
CREBBP	KLF13
CREBBP	HIST1H2BD
CREBBP	NKX2-1
CREBBP	CNOT3
CREBBP	ONECUT1
CRMP1	PFN1
CRMP1	HDHD2
CRMP1	DPYSL2
CRMP1	FTH1
CRMP1	PLA2G2A
CRMP1	SEPHS1
CRMP1	HNRNPUL1
CRMP1	LRRC1
CRMP1	FASN
CRMP1	HNRNPH3
CRMP1	IL33
CRMP1	DDX18
CRMP1	NVL
CRMP1	MRPS12
CRMP1	POLR1B
CRMP1	MCM3AP
CRMP1	MOB4
CRMP1	CDK5RAP3
CRMP1	PRF1
CRMP1	SNRPG
CSNK2A1	RGS19
CSNK2A1	PGR
CSNK2A1	OGT
CSNK2A1	WAS
CSNK2A1	CASQ2
CSNK2A1	GPI
CSNK2A1	AIP
CSNK2A1	MGMT
CSNK2A1	PPP1R8
CSNK2A1	PLEKHO1
CSNK2A1	MS4A1
CSNK2A1	ARR3
CSNK2A1	HSPH1
CSNK2A1	RPS6KB1
CSNK2A1	UBE2R2
CSNK2A1	STMN1
CSNK2A1	SSRP1
CSNK2A1	WEE1
CSNK2A1	SPI1
CSNK2A1	MYB
CSNK2A1	ACACA
CSNK2A1	PAFAH1B1
CSNK2A1	HOXB7
CSNK2A1	IFI16
CSNK2A1	TOP2A
CSNK2A1	PTPA
CSNK2A1	GMFB
CSNK2A1	FGF13
CSNK2A1	NCL
CSNK2A1	ASIC3
CSNK2A1	PTEN
CSNK2A1	PACS1
CSNK2A1	PRNP
CSNK2A1	HNRNPA2B1
CSNK2A1	IRF2
CSNK2A1	CFDP1
CSNK2A1	SUB1
CSNK2A1	SERPINF1
CSNK2A1	LGALS3
CSNK2A1	SREK1
CSNK2A1	EEF1D
CSNK2A1	GABRR2
CSNK2A1	EEF1B2
CSNK2A1	PTPRC
CSNK2A1	VAMP4
CSNK2A1	PSMA3
CSNK2A1	HDAC3
CSNK2A1	KIF1C
CSNK2A1	SRF
CSNK2A1	L1CAM
CSNK2A1	EIF2S2
CSNK2A1	MCRS1
CSNK2A1	XK
CSNK2A1	NKX2-5
CSNK2A1	EIF4EBP1
CSNK2A1	PIN4
CSNK2A1	ACAT2
CSNK2A1	GDNF
CSNK2A1	CALM1
CSNK2A1	APEX1
CSNK2A1	RNF7
CSNK2A1	DVL2
CSNK2A1	SLC18A2
CSNK2A1	FGF2
CSNK2A1	PIN1
CSNK2A1	MAZ
CSNK2A1	EIF5
CSNK2A1	DVL1
CSNK2A1	HES6
CSNK2A1	EGR1
CSNK2A1	FLG
CSNK2A1	MAX
CSNK2A1	SET
CSNK2A1	HSP90AA1
CSNK2A1	HNRNPC
CSNK2A1	HIF1A
CSNK2A1	GABRR1
CSNK2A1	CLTB
CSNK2A1	GYS1
CSNK2A1	BDP1
CSNK2A1	PSMA4
CSNK2A1	CUX2
CSNK2A1	PSEN2
CSNK2A1	F11R
CSNK2A1	VDR
CSNK2A1	MME
CSNK2A1	FKBP4
CSNK2A1	HSP90AA2P
CSNK2A1	SPP1
CSNK2A1	RRAD
CSNK2A1	MYCN
CSNK2A1	PPP1R1B
CSNK2A1	SNCA
CSNK2A1	IL16
CSNK2A1	YWHAB
CSNK2A1	SPIB
CSNK2A1	CTDP1
CSNK2A1	STX1A
CSNK2A1	FGF1
CSNK2A1	HCLS1
CSNK2A1	FAF1
CSNK2A1	C1R
CSNK2A1	XRCC4
CSNK2A1	UBTF
CSNK2A1	NOLC1
CSNK2A1	HSF1
CSNK2A1	GAP43
CSNK2A1	EIF2B5
CSNK2A1	PPP1R2
CSNK2A1	BRF1
CSNK2A1	KLF1
CSNK2A1	CD5
CSNK2A1	MEF2C
CSNK2A1	MYF5
CSNK2A1	PTPN1
CSNK2A1	HMGA1
CSNK2A1	FIBP
CSNK2A1	DDIT3
CSNK2A1	FKBP3
CSNK2A1	SAT1
CSNK2A1	LYST
CSNK2A1	IRS1
CSNK2A1	ERH
CSNK2A1	AQP4
CSNK2A1	ZHX1
CSNK2A1	FOS
CSNK2A1	SUPT16H
CSNK2A1	JUN
CSNK2A1	LIG1
CSNK2A1	NAP1L4
CSNK2A1	HMOX2
CSNK2A1	F5
CSNK2A1	SFN
CSNK2A1	XRCC1
CSNK2A1	DVL3
CSNK2A1	HMGA2
CSNK2A1	ABCA1
CSNK2A1	SPTBN1
CSNK2A2	PAFAH1B1
CSNK2A2	HNRNPA2B1
CSNK2A2	RELA
CSNK2A2	EEF1D
CSNK2A2	PAK1
CSNK2A2	MS4A1
CSNK2A2	HSPH1
CSNK2A2	HMGA1
CSNK2A2	LYST
CSNK2A2	XK
CSNK2A2	XRCC1
CSNK2A2	MME
CSNK2A2	TGFBR1
CSNK2A2	PPP1R8
CSNK2A2	SFN
CSNK2A2	LGALS3
CSNK2A2	VAMP4
CSNK2A2	CALM1
CSNK2A2	SPIB
CSNK2A2	ATF1
CSNK2A2	CLTB
CSNK2A2	SNCA
CSNK2A2	IL16
CSNK2A2	PTEN
CSNK2A2	FOS
CSNK2A2	MAPK14
CSNK2A2	WAS
CSNK2A2	TCF7L2
CSNK2A2	EEF1B2
CSNK2A2	DVL3
CSNK2A2	KLF1
CSNK2A2	GDNF
CSNK2A2	UBTF
CSNK2A2	MAZ
CSNK2A2	SUPT16H
CSNK2A2	PSMA4
CSNK2A2	HCLS1
CSNK2A2	EIF4EBP1
CSNK2A2	SPI1
CSNK2A2	AQP4
CSNK2A2	UBE2R2
CSNK2A2	NAP1L4
CSNK2A2	SPP1
CSNK2A2	JUN
CSNK2A2	ACACA
CSNK2A2	SLC18A2
CSNK2A2	HMGA2
CSNK2A2	RPS6KB1
CSNK2A2	YWHAB
CSNK2A2	HDAC1
CSNK2A2	CSN3
CSNK2A2	SAT1
CSNK2A2	CREM
CSNK2A2	FGF1
CSNK2A2	PPP1R2
CSNK2A2	HDAC2
CSNK2A2	CABP1
CSNK2A2	HSP90AA1
CSNK2A2	RGS19
CSNK2A2	HNRNPC
CSNK2A2	CSNK2B
CSNK2A2	PTPN1
CSNK2A2	ATF2
CSNK2A2	GTF2A1
CSNK2A2	ERH
CSNK2A2	FGF2
CSNK2A2	MGMT
CSNK2A2	MYCN
CSNK2A2	DDIT3
CSNK2A2	SMURF1
CSNK2A2	PRNP
CSNK2A2	BRF1
CSNK2A2	CDC25B
CSNK2A2	DVL1
CSNK2A2	PIN4
CSNK2A2	EIF2B5
CSNK2A2	PTPRC
CSNK2A2	CDC37
CSNK2A2	CASQ2
CSNK2A2	STX1A
CSNK2A2	SSRP1
CSNK2A2	TOP1
CSNK2A2	MYF5
CSNK2A2	FKBP3
CSNK2A2	TCOF1
CSNK2A2	APC
CSNK2A2	CHEK1
CSNK2A2	DVL2
CSNK2A2	ARRB1
CSNK2A2	NCL
CSNK2A2	FGF13
CSNK2A2	ARR3
CSNK2A2	KIF1C
CSNK2A2	CAV1
CSNK2A2	CTDP1
CSNK2A2	PPP1R1B
CSNK2A2	ARRB2
CSNK2A2	HSP90AA2P
CSNK2A2	ZFP36L1
CSNK2A2	PLEKHO1
CSNK2A2	ZHX1
CSNK2A2	MYC
CSNK2A2	PIN1
CSNK2A2	IRF2
CSNK2B	CTNNB1
CSNK2B	CDC34
CSNK2B	EIF2S2
CSNK2B	RPS6KA3
CSNK2B	RPS6KB1
CSNK2B	EIF5
CSNK2B	SHMT2
CSNK2B	GDNF
CSNK2B	LYN
CSNK2B	LYST
CSNK2B	FGF1
CSNK2B	ZNF44
CSNK2B	MAGEB2
CSNK2B	SHMT1
CSNK2B	FKBP3
CSNK2B	RNF7
CSNK2B	SNCAIP
CSNK2B	MTIF2
CSNK2B	EIF1B
CSNK2B	TOP2B
CSNK2B	MME
CSNK2B	GADD45GIP1
CSNK2B	MCRS1
CSNK2B	PAK3
CSNK2B	ATF1
CSNK2B	BTF3
CSNK2B	CDK2AP1
CSNK2B	FGF13
CSNK2B	FGF2
CSNK2B	FAF1
CSNK2B	MBD4
CSNK2B	APC
CSNK2B	HNRNPA2B1
CSNK2B	ZNHIT1
CSNK2B	RPL41
CSNK2B	MAPK14
CSNK2B	NOLC1
CSNK2B	CSNK2A1
CSNK2B	CTDP1
CSNK2B	GH1
CSNK2B	FIBP
CSNK2B	COIL
CSNK2B	PRNP
CSNK2B	HOXB6
CSNK2B	PCCB
CSNK2B	PIN1
CSNK2B	IRS1
CSNK2B	CD163
CSNK2B	CDC25B
CSNK2B	USO1
CSNK2B	CHEK1
CSNK2B	ESR1
CTNNB1	PYGO1
CTNNB1	GRIK2
CTNNB1	CTNNA2
CTNNB1	PKD1
CTNNB1	AKR1B1
CTNNB1	AES
CTNNB1	UBE2D2
CTNNB1	CCND1
CTNNB1	LRP5
CTNNB1	RXRA
CTNNB1	ARHGAP32
CTNNB1	PTPRJ
CTNNB1	NF2
CTNNB1	DVL3
CTNNB1	SMAD4
CTNNB1	CDH24
CTNNB1	FOXO4
CTNNB1	CSNK1D
CTNNB1	TCF4
CTNNB1	MAGI1
CTNNB1	FBXW11
CTNNB1	SLC25A23
CTNNB1	RNMT
CTNNB1	CUL1
CTNNB1	FER
CTNNB1	BCL3
CTNNB1	MET
CTNNB1	TRIP10
CTNNB1	CTNND2
CTNNB1	MAPK14
CTNNB1	CASP3
CTNNB1	CDH11
CTNNB1	DLG1
CTNNB1	EGFR
CTNNB1	RAPGEF2
CTNNB1	CSNK2A1
CTNNB1	FSCN2
CTNNB1	SOX17
CTNNB1	GSK3B
CTNNB1	CDH15
CTNNB1	DVL1
CTNNB1	CDK5R1
CTNNB1	GSK3A
CTNNB1	SOX3
CTNNB1	CACYBP
CTNNB1	TCF3
CTNNB1	SMAD7
CTNNB1	CHD8
CTNNB1	SOX1
CTNNB1	BCL9L
CTNNB1	CDH6
CTNNB1	TBL1X
CTNNB1	PITX2
CTNNB1	CDH19
CTNNB1	CTNNA3
CTNNB1	IGF1R
CTNNB1	CDH2
CTNNB1	DVL2
CTNNB1	PTPRF
CTNNB1	PECAM1
CTNNB1	APC2
CTNNB1	SPN
CTNNB1	FOXO3
CTNNB1	DSC3
CTNNB1	CTNND1
CTNNB1	PTPRK
CTNNB1	SOX9
CTNNB1	BTRC
CTNNB1	ZFYVE9
CTNNB1	SOX2
CTNNB1	CDON
CTNNB1	MAGI2
CTNNB1	PTPRM
CTNNB1	AJAP1
CTNNB1	TCF7L2
CTNNB1	HNF1A
CTNNB1	MYO7A
CTNNB1	CDH7
CTNNB1	PTPN1
CTNNB1	PSEN1
CTNNB1	JUN
CTNNB1	TLE1
CTNNB1	HNF4A
CTNNB1	PTPN6
CTNNB1	SLC9A3R1
CTNNB1	GPI
CTNNB1	PTPRU
CTNNB1	VCL
CTNNB1	TFAP2A
CTNNB1	PSEN2
CTNNB1	FLT1
CTNNB1	DLGAP1
CTNNB1	TCF7L1
CTNNB1	AR
CTNNB1	DLG5
CTNNB1	PPM1A
CTNNB1	UBA1
CTNNB1	FZR1
CTNNB1	CEBPA
CTNNB1	ESR1
CTNNB1	CDH17
CTNNB1	SRC
CTNNB1	CSNK1A1
CTNNB1	IKBKB
CTNNB1	CDH5
CTNNB1	RUVBL2
CTNNB1	NEURL2
CTNNB1	TERT
CTNNB1	SMAD3
CTNNB1	SMAD2
CTNNB1	GNA13
CTNNB1	NFKB1
CTNNB1	TCF7
CTNNB1	AXIN1
CTNNB1	KDR
CTNNB1	APC
CTNNB1	SRY
CTNNB1	EP300
CTNNB1	CA9
CTNNB1	NR5A2
CTNNB1	AXIN2
CTNNB1	CDH4
CTNNB1	LEF1
CTNNB1	CDK5
CTNNB1	PTPN14
CTNNB1	SMARCA4
CTNNB1	GRIN2D
CTNNB1	PKP2
CTNNB1	CDH8
CTNNB1	CDH18
CTNNB1	FOS
CTNNB1	FYN
CTNNB1	CTNNA1
CTNNB1	NCOA2
CTNNB1	ACP1
CTNNB1	MAPK12
CTNNB1	NR5A1
CTNNB1	PTPN13
CTNNB1	TGFBR2
CTNNB1	PIK3R1
CTNNB1	PIN1
CTNNB1	CDH1
CTNNB1	JUP
CTNNB1	GRIN1
CTNNB1	MAPK11
CTNNB1	CTNNBIP1
CTNNB1	FOXO1
CTNNB1	MUC1
CTNNB1	IQGAP1
CTNNB1	PTN
CTNNB1	CDH3
CTNNB1	CBY1
CTNNB1	RAB8B
CTNNB1	BOC
CTNNB1	DLGAP5
CTNNB1	CDH9
CTNNB1	ERBB2
CTNNB1	RUVBL1
CTNNB1	FHL2
CTNNB1	LRP6
CTNNB1	TGFBR1
CTNNB1	USP9X
CTNNB1	NLK
CTNNB1	EZR
CTNNB1	ANAPC2
CTNNB1	PTPRZ1
CTNNB1	FSCN1
CTNNB1	CDH16
CTNNB1	BCL9
CTNNB1	WNT3A
CTNNB1	PCSK1
DAB2	TGFBR2
DAB2	NECAP1
DAB2	SMURF2
DAB2	PRKCB
DAB2	DAB2IP
DAB2	MIB1
DAB2	POLD1
DAB2	PRKCG
DAB2	ITGB5
DAB2	DIP2A
DAB2	LRP2
DAB2	LRP1
DAB2	MYO6
DAB2	DVL1
DAB2	FGR
DAB2	NECAP2
DCTN1	ZNF512B
DCTN1	SEC23A
DCTN1	DCTN3
DCTN1	MED14
DCTN1	KIF11
DCTN1	ACTR1B
DCTN1	DNAH8
DCTN1	SPTBN2
DCTN1	KIF3C
DCTN1	CLIP1
DCTN1	BICD2
DCTN1	HAP1
DCTN1	DNAH1
DCTN1	GSTK1
DCTN1	SAR1A
DCTN1	DNAH5
DCTN1	RPGR
DCTN1	ACTR1A
DCTN1	DYNC2H1
DCTN1	KIF3B
DCTN1	KIF22
DCTN1	DNAH6
DCTN1	KIF5A
DCTN1	KIF18A
DCTN1	RFXANK
DCTN1	DYNC1I2
DCTN1	KIF5B
DCTN1	DNAH3
DCTN1	MAPRE1
DCTN1	CENPE
DCTN1	SEC24D
DCTN1	RAB6A
DCTN1	BZW1
DCTN1	COPB2
DCTN1	KIF3A
DCTN1	DCTN2
DCTN1	DYNC1H1
DLG1	CRIPT
DLG1	DLGAP3
DLG1	KIF1B
DLG1	DLG2
DLG1	SCN5A
DLG1	KCNAB1
DLG1	PRKN
DLG1	KCNJ2
DLG1	NCALD
DLG1	AKAP5
DLG1	DLGAP1
DLG1	FZR1
DLG1	MRPS34
DLG1	LIN7A
DLG1	MPP2
DLG1	LRFN1
DLG1	DLGAP4
DLG1	KCNJ6
DLG1	KCNA4
DLG1	KIF13B
DLG1	GRIA1
DLG1	GRIN2B
DLG1	LRFN4
DLG1	CACNG2
DLG1	FZD7
DLG1	LRFN2
DLG1	GRIK5
DLG1	TANC1
DLG1	CAMK2A
DLG1	WAS
DLG1	ADGRA2
DLG1	KCNJ10
DLG1	CNKSR2
DLG1	GUCY1A2
DLG1	PTEN
DLG1	KCNA2
DLG1	KCNA5
DLG1	SCN4A
DLG1	LRRC1
DLG1	DLG4
DLG1	BEGAIN
DLG1	LRP2
DLG1	MAPK12
DLG1	DLG3
DLG1	GNG13
DLG1	NRCAM
DLG1	FZD4
DLG1	ACTA1
DLG1	ADGRA3
DLG1	SEMA4C
DLG1	GDA
DLG1	GRIN2A
DLG1	TJAP1
DLG1	MYO6
DLG1	KCNA3
DLG1	EZR
DLG1	GLS2
DLG1	WNT3A
DLG1	CASK
DLG1	DLGAP2
DLG1	ACTN2
DLG1	PBK
DLG1	SLC25A16
DLG1	KCNJ4
DLG1	LLGL1
DLG1	GRIK2
DLG1	MAP1A
DLG1	KCNA1
DLG1	ADAM17
DLG1	PAX6
DLG1	MAP3K3
DLG1	LIN7C
DLG3	CACNG2
DLG3	NRCAM
DLG3	CNKSR2
DLG3	LRP2
DLG3	EXOC7
DLG3	GUCY1A2
DLG3	KLHDC3
DLG3	LRFN2
DLG3	SCN5A
DLG3	KRT31
DLG3	HIST1H2BD
DLG3	NLGN2
DLG3	GRIN2C
DLG3	LIN7A
DLG3	HIST1H2BF
DLG3	NCALD
DLG3	DLGAP2
DLG3	MAPK12
DLG3	KCNJ2
DLG3	SHANK3
DLG3	GLS2
DLG3	S100A3
DLG3	GRIK3
DLG3	CRIPT
DLG3	HIST1H2BC
DLG3	KRT34
DLG3	LRFN1
DLG3	NLGN3
DLG3	KCNA4
DLG3	GRIK1
DLG3	LRFN4
DLG3	SCN4A
DLG3	KRT82
DLG3	DLGAP3
DLG3	GRIN2A
DLG3	SEMA4C
DLG3	NLGN1
DLG3	LLGL1
DLG3	KRT35
DLG3	DLGAP5
DLG3	EXOC3
DLG3	KRT85
DLG3	NLGN4Y
DLG3	GRIN2B
DLG3	SYNGAP1
DLG3	HIST1H2BG
DLG3	GDA
DLG3	NLGN4X
DLG3	SLC25A16
DLG3	EXOC4
DLG3	DLGAP4
DLG3	GRIN2D
EGF	RPS6KA5
EGF	ADAM12
EGF	ERBB2
EGF	MAPKAPK2
EGF	GRB2
EGF	LMNA
EGF	EGFR
EGF	DUSP3
EGF	FNBP1
EGF	PIK3R2
EGF	CPM
EGF	NRG1
EGF	ERBB3
EGFR	HSPA1A
EGFR	GRB14
EGFR	CD59
EGFR	SGSM2
EGFR	ESR1
EGFR	LRSAM1
EGFR	MATK
EGFR	BCAR1
EGFR	STAM2
EGFR	PTK2
EGFR	INPPL1
EGFR	PRKCA
EGFR	PIK3R2
EGFR	NRG2
EGFR	ARHGEF7
EGFR	CKAP4
EGFR	KPNB1
EGFR	EPS15L1
EGFR	EPS15
EGFR	ITGA5
EGFR	SHC3
EGFR	UBA52
EGFR	KRT7
EGFR	DNM1
EGFR	SRC
EGFR	PDGFRB
EGFR	SNX6
EGFR	CALM3
EGFR	ITSN1
EGFR	PIGU
EGFR	XPO6
EGFR	CEACAM1
EGFR	SEC13
EGFR	SLC25A3
EGFR	CDC25A
EGFR	PRKACA
EGFR	HIST1H3A
EGFR	WAS
EGFR	LRRC59
EGFR	PTPRS
EGFR	TUBA4A
EGFR	NRG1
EGFR	STAT5A
EGFR	HSPA8
EGFR	EZR
EGFR	JAK2
EGFR	L1CAM
EGFR	NCK2
EGFR	FZR1
EGFR	AGTR1
EGFR	ERBB2
EGFR	HNRNPK
EGFR	PLD2
EGFR	HNRNPH1
EGFR	ATP2A2
EGFR	MUC1
EGFR	CTNND1
EGFR	HIST1H3I
EGFR	SFN
EGFR	TNNC1
EGFR	SOCS3
EGFR	HIST1H2BF
EGFR	AR
EGFR	STAT3
EGFR	CSK
EGFR	ROS1
EGFR	ERRFI1
EGFR	YWHAQ
EGFR	PKIA
EGFR	STAT1
EGFR	MAP2K1
EGFR	YES1
EGFR	RASA1
EGFR	TUBA1A
EGFR	VAV2
EGFR	CTNNA1
EGFR	DNAJA1
EGFR	HIST1H3J
EGFR	ACTA1
EGFR	CD44
EGFR	CDCP1
EGFR	DNAJA3
EGFR	TRIM29
EGFR	HSP90AA1
EGFR	GNAI2
EGFR	SOS2
EGFR	UBC
EGFR	MAP3K14
EGFR	PTPN2
EGFR	SNX2
EGFR	SNRPD2
EGFR	PTPRJ
EGFR	SPRY2
EGFR	S100A9
EGFR	SNX1
EGFR	SYNGAP1
EGFR	NCK1
EGFR	CAV1
EGFR	HIST3H3
EGFR	PRKAR1A
EGFR	ZPR1
EGFR	CAMLG
EGFR	GAB1
EGFR	PTK2B
EGFR	EPHA2
EGFR	CLTCL1
EGFR	GRB2
EGFR	PTPN1
EGFR	DNM3
EGFR	HIST1H3C
EGFR	SCAMP3
EGFR	PITPNA
EGFR	ELF3
EGFR	HIST1H3E
EGFR	LYN
EGFR	DOK2
EGFR	SLC3A2
EGFR	MAPK14
EGFR	PIK3C2B
EGFR	VAV1
EGFR	EFNB1
EGFR	MAP4K1
EGFR	HIST1H2BD
EGFR	BTC
EGFR	SH2D3A
EGFR	TNC
EGFR	CD82
EGFR	GRB10
EGFR	EEF1A1
EGFR	PEX19
EGFR	VAV3
EGFR	CDH1
EGFR	HGS
EGFR	PXN
EGFR	ATP5F1B
EGFR	PLEC
EGFR	TJP1
EGFR	SH3BGRL
EGFR	PLCG1
EGFR	RGS16
EGFR	IGF1R
EGFR	ATXN10
EGFR	TGFA
EGFR	DEGS1
EGFR	MET
EGFR	CBLC
EGFR	PRKCD
EGFR	PIK3CB
EGFR	DNAJA2
EGFR	PIK3CA
EGFR	CALM1
EGFR	CAV2
EGFR	DUSP3
EGFR	HBEGF
EGFR	HSPA5
EGFR	YWHAZ
EGFR	PAK1
EGFR	BCAR3
EGFR	ARF4
EGFR	TBRG4
EGFR	PIK3R1
EGFR	CAMK2A
EGFR	EPHB4
EGFR	KRT17
EGFR	STAT5B
EGFR	HIST1H3B
EGFR	CSE1L
EGFR	SOCS1
EGFR	SNX4
EGFR	DNM2
EGFR	RPS27A
EGFR	CAMK2G
EGFR	HNRNPF
EGFR	SH3BGRL3
EGFR	ITSN2
EGFR	SLC25A5
EGFR	RIPK1
EGFR	EREG
EGFR	HIST1H2BC
EGFR	SHC1
EGFR	IGHG1
EGFR	SOS1
EGFR	MAPK1
EGFR	GAB2
EGFR	AKR1B1
EGFR	PLSCR1
EGFR	HOXC10
EGFR	HIST1H2BG
EGFR	JUP
EGFR	ATP1A1
EGFR	GRB7
EGFR	ATP5F1C
EGFR	HSPA9
EGFR	FHL2
EGFR	PKP2
EGFR	HIST1H3H
EGFR	ALCAM
EGFR	SCAMP1
EGFR	PIK3C2A
EGFR	PLD1
EGFR	EPS8
EGFR	TNK2
EGFR	ERBB3
EGFR	HIST1H3G
EGFR	CASP1
EGFR	TXN
EGFR	EPPK1
EGFR	PTPN6
EGFR	LRRK2
EGFR	EIF2B3
EGFR	HTT
EGFR	PRKD1
EGFR	HIST1H3F
EGFR	ICAM1
EGFR	SLC5A1
EGFR	RABGEF1
EGFR	XPOT
EGFR	FER
EGFR	KRT1
EGFR	S100A11
EGFR	HIST1H1E
EGFR	CAV3
EGFR	ERBB4
EGFR	DCN
EGFR	AMH
EGFR	ATP1B1
ELANE	F2RL1
ELANE	GRN
ELANE	THBS1
ELANE	SERPINB13
ELANE	ITGAM
ELANE	F2R
ELANE	YARS
ELANE	SERPINB1
ELANE	CXCL12
ELANE	LRP1
ELANE	SERPINE1
ELANE	LPA
ELANE	F5
ELANE	NOTCH2NLA
ELANE	VCAM1
ELANE	SERPINF2
ELANE	SLPI
ELANE	CAMP
ELANE	CSF3
ELANE	SDC1
ELANE	KNG1
ELN	DCN
ELN	ELANE
ELN	FBLN1
ELN	ASS1
ELN	NID2
ELN	LGALS3
ELN	FBLN2
ELN	LOX
ELN	MFAP2
ELN	FBN1
ELN	SPINK1
ELN	LOXL1
ELN	FCN1
ELN	IGHG1
ELN	FKBP10
ELN	FBN2
ELN	PRTN3
EZR	WWOX
EZR	TBC1D10A
EZR	SCYL3
EZR	PALLD
EZR	TMEM8B
F12	MMP14
F12	KRT1
F12	MMP12
F12	MMP13
F12	CD93
F12	KLKB1
FASN	RIF1
FASN	NDRG1
FGFR1	RTN1
FGFR1	IL17RD
FGFR1	FGF18
FGFR1	GRB14
FGFR1	GAB1
FGFR1	NCAM1
FGFR1	TNS2
FGFR1	SHB
FGFR1	PIK3R2
FGFR1	FGF4
FGFR1	RTN3
FGFR1	FGF20
FGFR1	PIK3CA
FGFR1	NCK2
FGFR1	IGHG1
FGFR1	FGF13
FGFR1	FGF5
FGFR1	SH3BP2
FGFR1	FRS2
FGFR1	RPS6KA1
FGFR1	PIK3R1
FGFR1	FGF3
FGFR1	FGF2
FGFR1	FGF8
FGFR1	NRP1
FGFR1	MMP2
FGFR1	SLA
FGFR1	FGF9
FGFR1	FGF17
FGFR1	EPHA4
FGFR1	FRS3
FGFR1	FGF1
FGFR1	PLCG1
FGFR1	FGF6
FGFR1	FGF23
FGFR1	FDPS
FGFR2	FGF23
FGFR2	EPHA4
FGFR2	ITGA5
FGFR2	NCAM1
FGFR2	FGF4
FGFR2	PIK3R1
FGFR2	FGF2
FGFR2	FGF10
FGFR2	FGF5
FGFR2	FGF13
FGFR2	FGF8
FGFR2	FGF3
FGFR2	FGF6
FGFR2	GAB1
FGFR2	FGF9
FGFR2	FGF1
FGFR2	PIK3CA
FGFR2	PAK4
FGFR2	FGF17
FGFR2	PLCG1
FGFR2	FGF18
FGFR2	CACNA1D
FGFR4	FGF17
FGFR4	PIK3CB
FGFR4	KLB
FGFR4	FGF18
FGFR4	FGF13
FGFR4	FGF19
FGFR4	FGF20
FGFR4	FGF4
FGFR4	FGF5
FGFR4	PIK3CA
FGFR4	FGF23
FGFR4	FGF6
FN1	IGHM
FN1	SFRP2
FN1	COMP
FN1	MYOC
FN1	TNC
FN1	SKIL
FN1	SPARC
FN1	MATN2
FN1	THBS1
FN1	NOV
FN1	ITGA5
FN1	LGALS3BP
FN1	ADAMTS4
FN1	NT5E
FN1	MMP9
FN1	MEP1B
FN1	REG3A
FN1	SDC2
FN1	TMPRSS6
FN1	PRELP
FN1	MAG
FN1	GALNT6
FN1	MEP1A
FN1	TNNC1
FN1	LRG1
FN1	LACRT
FN1	FSTL3
FN1	LTBP1
FN1	LPA
FN1	ITGB6
FN1	FST
FN1	IGHG1
FN1	CSRP1
FN1	TGFBI
FN1	SCGB1A1
FN1	COL13A1
FN1	VCL
FN1	PLXNA1
FN1	COL6A2
FN1	CXCL12
GAK	SNAP91
GAK	TBC1D8B
GAK	AP1M1
GAK	NECAP1
GAK	NECAP2
GAK	WNT5A
GAK	LRP2
GAK	AP1S3
GAK	AGFG1
GAK	PICALM
GAK	AP1S2
GAK	USO1
GAK	HIP1R
GAK	SYNJ2
GAK	DNM3
GAK	CLTB
GAK	AAK1
GAK	CLTCL1
GAK	EPN2
GIPC1	MYO6
GIPC1	CD93
GIPC1	MMS19
GIPC1	MYO1C
GIPC1	LRP8
GIPC1	SH3BP4
