gene_select	Gene2
ARID1B	RELB
ARID1B	SMARCD1
ARID1B	SMARCC1
ARID1B	PBRM1
ARID1B	SMARCA2
ARID1B	SMARCB1
ARID1B	SMAD9
ARID1B	SMARCD2
ARID2	SMARCC2
ARID2	SMARCC1
AXIN1	WNT3A
AXIN1	SMYD2
AXIN1	WNT8A
AXIN1	CSNK1A1
AXIN1	WNT1
AXIN1	SENP2
AXIN1	LRP5
AXIN1	MAP3K1
AXIN1	DIXDC1
AXIN1	CDH2
AXIN1	NCK2
AXIN1	PPP2R5C
AXIN1	PPP2CB
AXIN1	APC2
AXIN1	DVL1
AXIN1	GSK3A
AXIN1	GAK
AXIN1	PPP2R5B
AXIN1	DAB2
AXIN1	RUNX2
AXIN1	CRMP1
AXIN1	MAP3K4
AXIN1	FZD5
AXIN1	FZD2
AXIN1	WNT8B
AXIN1	FZD1
AXIN1	ANP32A
AXIN1	CSNK1E
AXIN1	LRP6
AXIN2	APC2
AXIN2	ANKRD6
AXIN2	ANAPC2
AXIN2	SLC25A23
BAK1	SRRM2
BAK1	ERN1
BAK1	KRT31
BAK1	MCL1
BAK1	ACTR2
BAK1	VDAC1
BAK1	FBL
BAK1	VDAC2
BAK1	BCL2A1
BAK1	AKAP13
BAK1	BCL2L10
BAK1	DFFA
BAK1	FRYL
BAK1	MYCBP2
BAX	SLC25A4
BAX	SFN
BAX	NOL3
BAX	BID
BAX	BCL2
BAX	ERN1
BAX	BBC3
BAX	CAPN1
BAX	MOAP1
BAX	SH3GLB1
BAX	YWHAQ
BAX	VDAC1
BAX	CRYAA
BAX	MCL1
BAX	CLU
BAX	BAK1
BAX	SNCA
BAX	PYCARD
BAX	BCL2L10
BAX	CRYAB
BAX	BCL2A1
BAX	PMAIP1
BAX	BCL2L1
BAX	BNIPL
BCL2L1	CASP1
BCL2L1	BBC3
BCL2L1	IRS1
BCL2L1	IKZF3
BCL2L1	PMAIP1
BCL2L1	MCL1
BCL2L1	ANTXR1
BCL2L1	BNIP3
BCL2L1	BNIP1
BCL2L1	BCL2L14
BCL2L1	NLRP1
BCL2L1	RAD9A
BCL2L1	BCLAF1
BCL2L1	CFLAR
BCL2L1	BCAP31
BCL2L1	CASP8
BCL2L1	FKBP8
BCL2L1	BID
BCL2L1	TMBIM6
BCL2L1	SPIN1
BCL2L1	CYCS
BCL2L1	BECN1
BCL2L1	PSEN1
BCL2L1	CRYAB
BCL2L1	RTN1
BCL2L1	IRS2
BCL2L1	CRYAA
BCL2L1	SNCA
BCL2L1	BNIP3L
BCL2L1	RTN4
BCL2L1	DNM1L
BCL2L1	BLK
BCL2L1	VDAC1
BCL2L1	PSEN2
BCL2L1	MAPK8
BCL2L1	BMF
BCL2L1	BAK1
BCL2L1	CASP9
BCL2L1	HRK
BCL2L1	MOAP1
BCL2L1	BIK
BCL2L1	BNIPL
BCL2L1	BAG1
BCL2L1	BCL2L10
BCL2L1	SPNS1
BCL2L1	BCL2L11
BCL2L1	AVEN
BCL2L1	RAF1
BCL2L1	BCL2L12
BCL2L1	PPP1CC
BCL2L1	SIVA1
BCL2L1	CAPN1
BRAF	YWHAB
BRAF	HSPA5
BRAF	SPRY2
BRAF	RAP1GAP
BRAF	RAF1
BRAF	YWHAH
BRAF	TIMM50
BRAF	PRKACA
BRAF	KRAS
BRAF	MAP2K2
BRAF	CDC37
BRAF	YWHAG
BRAF	HSPA9
BRAF	RIT2
BRAF	USP48
BRAF	CSK
BRAF	MAP2K1
BRAF	KSR2
BRAF	OIP5
BRAF	KSR1
BRAF	HSPA8
BRAF	CNKSR1
BRAF	MAPK1
BRAF	MRAS
BRAF	RRAS
BRAF	RAP1A
BRAF	YWHAZ
BRAF	PHKB
BRAF	HSPA1A
BRAF	PEBP1
BRAF	HRAS
BRAF	RIT1
BRAF	SFN
BRAF	MAPK3
BRAF	NRAS
BRAF	SGK1
BRAF	YWHAQ
BRAF	LIMK1
BRD7	RIF1
BRD7	HIST4H4
CCL2	ACKR1
CCL5	PIGR
CCL5	ACKR1
CCL5	SDC1
CCL5	CNOT6
CCND1	CALM1
CCND1	NEUROD1
CCND1	DMTF1
CCND1	HERC5
CCND1	PPP1CC
CCND1	RFC1
CCND1	IFI27
CCND1	CCNDBP1
CCND1	PPP1CB
CCND1	AKAP8
CCND1	KAT2B
CCND1	CDKN1C
CCND1	INSM1
CCND1	PRMT5
CCND1	PAK3
CCND1	MYBL2
CCND1	FBXO7
CCND1	AKR1B1
CDK4	BAG6
CDK4	CCNT1
CDK4	RPRM
CDK4	NCOA2
CDK4	CDC45
CDK4	CDKN2C
CDK4	NUP155
CDK4	ORC3
CDK4	ASPM
CDK4	LYN
CDK4	CDKN1B
CDK4	ARRB2
CDK4	PAK3
CDK4	RFC4
CDK4	CDKN2A
CDK4	CDKN1C
CDK4	CCNY
CDK4	CDC37
CDK4	MCC
CDK4	IFI27
CDK4	PRKAR1B
CDK4	CCNB2
CDK4	CCNH
CDK4	CEBPA
CDK4	CAPNS1
CDK4	RPA1
CDK4	COPB2
CDK4	RPA2
CDK4	CDKN1A
CDK4	MTFP1
CDK4	CDK14
CDK4	PRKAR1A
CDK4	PCNA
CDK4	CDK6
CDK4	MNAT1
CDK4	CDK5
CDK4	CDC7
CDK4	SMAD2
CDK4	SMC3
CDK4	CDKN2B
CDK4	RBL1
CDK4	CCND1
CDK4	ACTR3B
CDK4	CSTF3
CDK4	PPP2R1B
CDK4	PSMD10
CDK4	RAD51
CDK4	ATM
CDK4	PPP1CC
CDK4	CNOT7
CDK4	MCM2
CDK4	MMS19
CDK4	PRMT5
CDK4	BMPR1B
CDK4	DBNL
CDK4	SETDB1
CDK4	SERTAD1
CDK4	GEMIN4
CDK4	CDKN2D
CDK4	CDK9
CDK4	RB1
CDK4	DMC1
CDK4	CDK8
CDK4	TGFBR1
CDK4	SMC1A
CDK4	CDK3
CDK4	CCNT2
CDK4	RFC1
CDK4	ZNF655
CDK4	MYOD1
CDK4	SMAD3
CDK4	NOL12
CDK4	VTA1
CDK4	PPP2R1A
CDK4	CCNB1
CDK4	MCM7
CDK5RAP3	ARL1
CDK5RAP3	DDRGK1
CDK5RAP3	AKR1B10
CDK5RAP3	KHK
CDK5RAP3	UFL1
CDK6	PPM1B
CDK6	AR
CDK6	CDKN2A
CDK6	CDK5
CDK6	CDK3
CDK6	PCNA
CDK6	MCM10
CDK6	CDKN1A
CDK6	CNOT7
CDK6	CTNNB1
CDK6	CDKN2B
CDK6	FBXO7
CDK6	CDKN2D
CDK6	PPP2CA
CDK6	MYB
CDK6	MCM2
CDK6	CCND1
CDK6	CDKN2C
CDK6	MCM7
CDK6	ATXN1
CDK6	CCNB1
CDK6	CCNB2
CDK6	TGFBR1
CDK6	CDK8
CDK6	CDKN1B
CDK6	RUNX1
CDK6	CDC37
CDK6	RB1
CDK6	PAK3
CDKN1A	PIM1
CDKN1A	CDK14
CDKN1A	DAPK3
CDKN1A	HERC5
CDKN1A	CCNA1
CDKN1A	LONP1
CDKN1A	CREBBP
CDKN1A	HAUS1
CDKN1A	CHEK1
CDKN1A	CDC7
CDKN1A	UBC
CDKN1A	CCNE2
CDKN1A	GMNN
CDKN1A	UBA52
CDKN1A	PCNA
CDKN1A	TSG101
CDKN1A	CCNB2
CDKN1A	GADD45B
CDKN1A	NMRK2
CDKN1A	GADD45G
CDKN1A	CCNB1
CDKN1A	BCCIP
CDKN1A	CIZ1
CDKN1A	CSNK2B
CDKN1A	STAT3
CDKN1A	CCND1
CDKN1A	PSMA3
CDKN1A	CDK3
CDKN1A	POLD2
CDKN1A	CCDC85B
CDKN1A	SLC25A11
CDKN1A	SKP2
CDKN1A	TEX11
CDKN1A	GET4
CDKN1A	CDK5R1
CDKN1A	RB1
CDKN1A	MAPK8
CDKN1A	PARP1
CDKN1A	CDC6
CDKN1A	MAP3K5
CDKN1A	RPS27A
CDKN1A	CDC45
CDKN1A	CASP3
CDKN1A	MCM10
CDKN1A	CDKN1B
CDKN1A	CDK5
CDKN1A	RAB1A
CDKN1A	CSNK2A1
CDKN1A	SET
CDKN1A	TK1
CDKN1A	HDAC11
CDKN1A	RNF144B
CDKN1A	GADD45A
CDKN1A	CEBPA
CDKN1A	FKBPL
CDKN1A	TTLL5
CDKN2A	PPP1CC
CDKN2A	RARA
CDKN2A	TUBA1A
CDKN2A	PDCD6
CDKN2A	ANKRD12
CDKN2A	MAPK8
CDKN2A	CDKN2C
CDKN2A	GMNN
CDKN2A	COPB1
CDKN2A	MCM2
CDKN2A	MYL12A
CDKN2A	TBRG1
CDKN2A	TUBA1C
CDKN2A	PEX19
CDKN2A	SERTAD1
CDKN2A	NPM1
CDKN2A	HNRNPA2B1
CDKN2A	PPP1R9B
CDKN2A	PCNA
CDKN2A	CDKN2AIP
CDKN2A	MCM6
CDKN2A	MTR
CDKN2A	PML
CDKN2A	MYC
CDKN2A	EEF2
CDKN2A	COPG2
CDKN2A	ORC4
CDKN2A	HIF1A
CDKN2A	MCM5
CDKN2A	CDC7
CDKN2A	ACLY
CDKN2A	RUVBL2
CDKN2A	AURKA
CDKN2A	HUWE1
CDKN2A	SNRPA
CDKN2A	MMRN1
CDKN2A	RIN2
CDKN2A	HSP90AA1
CDKN2A	IKBKE
CDKN2A	CCND1
CDKN2A	ATG5
CDKN2A	CCDC183
CDKN2A	CDC45
CDKN2A	FTSJ1
CDKN2A	CCNG1
CDKN2A	E2F1
CDKN2A	HSPA8
CDKN2A	UBE4B
CDKN2A	HNRNPC
CDKN2A	ACTR3B
CDKN2A	MCC
CDKN2A	CARF
CDKN2A	HSPA9
CDKN2A	MAPK10
CDKN2A	WRN
CDKN2A	YY1
CDKN2A	VHL
CDKN2A	ZNF227
CDKN2A	MDM2
CDKN2A	MCM10
CDKN2A	CDC6
CDKN2A	AHNAK
CDKN2A	USP26
CDKN2A	NCL
CDKN2A	PLEKHA8
CDKN2A	TPI1
CDKN2A	FKBP2
CDKN2A	ZFP91
CDKN2A	UBE2A
CDKN2A	EIF1B
CDKN2A	EPHA3
CDKN2A	RPL11
CDKN2A	ZNF410
CDKN2A	PPP1CB
CDKN2A	RPS7
CDKN2A	HSPA4
CDKN2A	ORC5
CDKN2A	GSPT1
CDKN2A	E4F1
CDKN2A	PSMC3
CSNK1A1	EIF2B5
CSNK1A1	SLC18A2
CSNK1A1	PPP2R5E
CSNK1A1	HMGB2
CSNK1A1	ERF
CSNK1A1	PPP2CB
CSNK1A1	MDM4
CSNK1A1	PPP2R5A
CSNK1A1	ADAP1
CSNK1A1	ETF1
CSNK1A1	AP3B2
CSNK1A1	AP3B1
CSNK1A1	SYT9
CSNK1A1	SMO
CSNK1A1	PPP2R5C
CSNK1A1	PPP1R14A
CSNK1A1	PPP2R5B
CSNK1A1	LGALS3
CSNK1A1	NFATC3
CSNK1A1	CHRM3
CTNNB1	SOX3
CTNNB1	SOX2
CTNNB1	SMARCA4
CTNNB1	CACYBP
CTNNB1	GPI
CTNNB1	IQGAP1
CTNNB1	NFKB1
CTNNB1	SMAD7
CTNNB1	PTPRU
CTNNB1	CDH11
CTNNB1	FHL2
CTNNB1	DLGAP5
CTNNB1	GRIK2
CTNNB1	RNMT
CTNNB1	CDH17
CTNNB1	CDH18
CTNNB1	SMAD4
CTNNB1	WNT3A
CTNNB1	CTNNA2
CTNNB1	PTPRF
CTNNB1	SLC9A3R1
CTNNB1	DVL2
CTNNB1	CASP3
CTNNB1	FOXO3
CTNNB1	MET
CTNNB1	FSCN1
CTNNB1	TRIP10
CTNNB1	CSNK1D
CTNNB1	PTPRK
CTNNB1	PCSK1
CTNNB1	CBY1
CTNNB1	PECAM1
CTNNB1	FYN
CTNNB1	MAGI1
CTNNB1	HNF1A
CTNNB1	BOC
CTNNB1	TCF3
CTNNB1	MYO7A
CTNNB1	SLC25A23
CTNNB1	DVL1
CTNNB1	AES
CTNNB1	EP300
CTNNB1	SRY
CTNNB1	RUVBL1
CTNNB1	SPN
CTNNB1	CCND1
CTNNB1	PKP2
CTNNB1	CTNNA3
CTNNB1	UBE2D2
CTNNB1	CDH4
CTNNB1	PTN
CTNNB1	PTPRJ
CTNNB1	PYGO1
CTNNB1	GSK3A
CTNNB1	SOX17
CTNNB1	APC
CTNNB1	GRIN1
CTNNB1	ESR1
CTNNB1	PPM1A
CTNNB1	BCL9
CTNNB1	DLG5
CTNNB1	CDH6
CTNNB1	PTPN1
CTNNB1	SMAD2
CTNNB1	CDH2
CTNNB1	FSCN2
CTNNB1	CDH7
CTNNB1	ARHGAP32
CTNNB1	TFAP2A
CTNNB1	DVL3
CTNNB1	TCF7L1
CTNNB1	NCOA2
CTNNB1	CTNNBIP1
CTNNB1	APC2
CTNNB1	IKBKB
CTNNB1	TCF7
CTNNB1	NR5A1
CTNNB1	SMAD3
CTNNB1	PKD1
CTNNB1	AR
CTNNB1	RXRA
CTNNB1	PTPN6
CTNNB1	DLGAP1
CTNNB1	EGFR
CTNNB1	GSK3B
CTNNB1	ZFYVE9
CTNNB1	LRP5
CTNNB1	GNA13
CTNNB1	CA9
CTNNB1	KDR
CTNNB1	JUN
CTNNB1	MUC1
CTNNB1	GRIN2D
CTNNB1	RAB8B
CTNNB1	CDH16
CTNNB1	TGFBR2
CTNNB1	NR5A2
CTNNB1	ANAPC2
CTNNB1	LEF1
CTNNB1	CDH5
CTNNB1	DSC3
CTNNB1	CDH19
CTNNB1	HNF4A
CTNNB1	PIK3R1
CTNNB1	AXIN1
CTNNB1	PSEN2
CTNNB1	DLG1
CTNNB1	IGF1R
CTNNB1	CDH8
CTNNB1	CEBPA
CTNNB1	PTPRM
CTNNB1	CUL1
CTNNB1	CSNK2A1
CTNNB1	CDH3
CTNNB1	AKR1B1
CTNNB1	CTNNA1
CTNNB1	CDON
CTNNB1	VCL
CTNNB1	CDH1
CTNNB1	UBA1
CTNNB1	CDH24
CTNNB1	CTNND2
CTNNB1	CHD8
CTNNB1	FER
CTNNB1	FOS
CTNNB1	CDK5
CTNNB1	PTPN14
CTNNB1	PTPN13
CTNNB1	FLT1
CTNNB1	CDK5R1
CTNNB1	PTPRZ1
CTNNB1	SRC
CTNNB1	NEURL2
CTNNB1	TERT
CTNNB1	TLE1
CTNNB1	NLK
CTNNB1	EZR
CTNNB1	PSEN1
CTNNB1	TCF4
CTNNB1	TCF7L2
CTNNB1	BCL9L
CTNNB1	FBXW11
CTNNB1	MAPK11
CTNNB1	ACP1
CTNNB1	BCL3
CTNNB1	CDH9
CTNNB1	CSNK1A1
CTNNB1	RAPGEF2
CTNNB1	BTRC
CTNNB1	SOX9
CTNNB1	CTNND1
CTNNB1	FOXO1
CTNNB1	ERBB2
CTNNB1	TGFBR1
CTNNB1	LRP6
CTNNB1	NF2
CTNNB1	USP9X
CTNNB1	MAGI2
CTNNB1	MAPK12
CTNNB1	PITX2
CTNNB1	FZR1
CTNNB1	AJAP1
CTNNB1	AXIN2
CTNNB1	PIN1
CTNNB1	JUP
CTNNB1	RUVBL2
CTNNB1	SOX1
CTNNB1	TBL1X
CTNNB1	MAPK14
CTNNB1	CDH15
CTNNB1	FOXO4
DDB2	USP24
DDB2	GTF2H1
DDB2	USP40
DVL1	WNT3A
DVL1	FZD6
DVL1	VANGL1
DVL1	FZD5
DVL1	FZD3
DVL1	KLHL12
DVL1	WNT8B
DVL1	LRP6
DVL1	FZD2
DVL1	USP13
DVL1	VANGL2
DVL1	BRD7
DVL1	FZD7
DVL1	WNT1
DVL1	CCDC88C
DVL1	HDHD2
DVL1	WNT5B
DVL1	WNT8A
DVL1	FRAT1
DVL1	WNT5A
DVL1	WNT11
DVL1	CXXC4
DVL1	LRP5
DVL1	WNT4
DVL1	MUSK
DVL1	HECW1
DVL1	GSK3A
DVL1	PPM1A
DVL1	DAAM1
DVL1	RAC3
DVL2	WNT8B
DVL2	ARR3
DVL2	FZD6
DVL2	DYNLT1
DVL2	PRKCA
DVL2	USP5
DVL2	CPSF7
DVL2	FZD5
DVL2	FZD2
DVL2	VANGL1
DVL2	DPPA2
DVL2	TIFA
DVL2	ZNF263
DVL2	PRPF3
DVL2	BAG3
DVL2	PPM1A
DVL2	RBFOX1
DVL2	WNT5A
DVL2	DDI1
DVL2	THAP1
DVL2	WNT3A
DVL2	GAK
DVL2	LRP5
DVL2	BAHD1
DVL2	ZNF165
DVL2	MAP3K1
DVL2	U2AF2
DVL2	SORBS3
DVL2	CSNK1E
DVL2	GSK3A
DVL2	SNF8
DVL2	WNT4
DVL2	OTULIN
DVL2	PRKCB
DVL2	DVL3
DVL2	WNT1
DVL2	ELOA2
DVL2	WNT5B
DVL2	CCDC33
DVL2	FZD7
DVL2	ARHGEF39
DVL2	ZNF250
DVL2	RAC3
DVL2	DACT1
DVL2	POLI
DVL2	GSK3B
DVL2	PRKCG
DVL2	FZD4
DVL2	SNIP1
DVL2	LRP6
DVL2	RBPMS
DVL2	DAB2
DVL2	RUNX2
DVL2	SMURF1
DVL2	RAC2
DVL2	WNT11
DVL2	MCRS1
DVL2	DNAJC6
DVL2	AP1M1
DVL2	KLHL12
DVL2	DAAM1
DVL2	FZD1
DVL2	PCBD1
DVL2	AXIN1
DVL2	FZD3
DVL2	WNT8A
DVL2	ROR2
DVL3	DAB2
DVL3	FZD5
DVL3	VANGL1
DVL3	KAT7
DVL3	WNT5A
DVL3	FZD2
DVL3	WNT8B
DVL3	PPM1A
DVL3	TNFAIP8L1
DVL3	GSK3A
DVL3	RAC2
DVL3	FZD6
DVL3	ZNF512B
DVL3	FZD3
DVL3	SNX22
DVL3	WNT1
DVL3	LNX1
DVL3	NKD1
DVL3	WNT4
DVL3	GSK3B
DVL3	DPPA2
DVL3	WNT5B
DVL3	LY6H
DVL3	FZD1
DVL3	WNT8A
DVL3	WNT3A
DVL3	CSNK1E
DVL3	PITX1
DVL3	KLHL12
DVL3	BAHD1
DVL3	WNT11
DVL3	ZNF408
DVL3	DAAM1
DVL3	CCNK
DVL3	LRP6
DVL3	DVL1
DVL3	ZFPM1
DVL3	ZBTB48
DVL3	DIDO1
DVL3	MARK2
DVL3	JUN
DVL3	FZD7
DVL3	PPP2CA
DVL3	RAC3
DVL3	LRP5
DVL3	AXIN1
DVL3	PRPF3
E2F1	RBL1
E2F1	DNMT1
E2F1	RBL2
E2F1	SERTAD2
E2F1	PURA
E2F1	CDK3
E2F1	PKIB
E2F1	TRRAP
E2F1	E2F3
E2F1	MNAT1
E2F1	PHB
E2F1	PARP1
E2F1	SP1
E2F1	MGA
E2F1	FHL2
E2F1	MDM4
E2F1	CTDP1
E2F1	RBBP4
E2F1	CUL1
E2F1	GTF2H1
E2F1	ARID4A
E2F1	NCOA3
E2F1	HDAC1
E2F1	NFKB1
E2F1	EAPP
E2F1	NCOA6
E2F1	CCNA1
E2F1	RB1
E2F1	TEAD3
E2F1	RNF144A
E2F1	DDB2
E2F1	SKP2
E2F1	BRD2
E2F1	PRMT2
E2F1	TOPBP1
E2F1	MYBL2
E2F1	RING1
E2F1	TFDP2
E2F1	ATM
E2F1	SP2
E2F1	CEBPD
E2F1	NDN
E2F1	HDAC3
E2F1	ARID3A
E2F1	SPIB
E2F1	TP53BP1
E2F1	SP3
E2F1	CEBPE
E2F1	NSMCE3
E2F1	SP4
E2F2	EAPP
E2F2	FHL2
E2F2	TFDP2
E2F2	BCAR1
E2F2	YY1
E2F2	CDK3
E2F2	SPIB
E2F2	RNF144A
E2F2	KMT5A
E2F2	ARID3A
E2F2	BRD2
E2F2	RYBP
E2F2	HDAC3
E2F3	CDK3
E2F3	TFDP2
E2F3	FHL2
E2F3	TEAD3
E2F3	YY1
E2F3	HDAC3
E2F3	SPIB
E2F3	RNF144A
E2F3	TFE3
E2F3	WNK1
E2F3	RYBP
E2F3	MGA
E2F3	MYBL2
E2F3	EAPP
E2F3	PKIB
EGFR	PAK1
EGFR	RIPK1
EGFR	XPO6
EGFR	CAMK2G
EGFR	CALM1
EGFR	GRB2
EGFR	MAP4K1
EGFR	PLEC
EGFR	STAT5B
EGFR	HIST1H2BC
EGFR	MET
EGFR	HIST1H2BG
EGFR	EPHA2
EGFR	ELF3
EGFR	SLC25A5
EGFR	ARHGEF7
EGFR	GAB1
EGFR	EFNB1
EGFR	BTC
EGFR	EEF1A1
EGFR	ZPR1
EGFR	ICAM1
EGFR	EZR
EGFR	LRRK2
EGFR	CTNND1
EGFR	TRIM29
EGFR	KRT1
EGFR	SYNGAP1
EGFR	PIK3R1
EGFR	CDCP1
EGFR	PEX19
EGFR	SNX1
EGFR	YWHAZ
EGFR	YES1
EGFR	TNK2
EGFR	PLD1
EGFR	TXN
EGFR	HIST1H3C
EGFR	FER
EGFR	LRSAM1
EGFR	ATP5F1C
EGFR	PRKCD
EGFR	PKP2
EGFR	HIST3H3
EGFR	DUSP3
EGFR	PTK2B
EGFR	CBLC
EGFR	NRG2
EGFR	VAV3
EGFR	FZR1
EGFR	RGS16
EGFR	ATP5F1B
EGFR	EREG
EGFR	SLC5A1
EGFR	HIST1H3G
EGFR	PRKCA
EGFR	ATP2A2
EGFR	ERRFI1
EGFR	SNX6
EGFR	XPOT
EGFR	ROS1
EGFR	KRT17
EGFR	CDC25A
EGFR	SLC3A2
EGFR	HSPA5
EGFR	ARF4
EGFR	ITSN2
EGFR	TNC
EGFR	AMH
EGFR	ATP1B1
EGFR	SOS1
EGFR	HIST1H3I
EGFR	PIK3CB
EGFR	SGSM2
EGFR	PIK3C2A
EGFR	DNAJA2
EGFR	RASA1
EGFR	PRKACA
EGFR	HNRNPF
EGFR	S100A11
EGFR	HOXC10
EGFR	CD44
EGFR	JUP
EGFR	PTPN2
EGFR	ALCAM
EGFR	ACTA1
EGFR	BCAR3
EGFR	ATP1A1
EGFR	EPS8
EGFR	HIST1H2BD
EGFR	PIK3CA
EGFR	SCAMP3
EGFR	CDH1
EGFR	PITPNA
EGFR	CAV2
EGFR	ERBB4
EGFR	FHL2
EGFR	HTT
EGFR	PRKAR1A
EGFR	TUBA1A
EGFR	RPS27A
EGFR	TGFA
EGFR	PLCG1
EGFR	TJP1
EGFR	WAS
EGFR	ITGA5
EGFR	MAPK1
EGFR	AKR1B1
EGFR	VAV1
EGFR	RABGEF1
EGFR	PTPN1
EGFR	PXN
EGFR	CALM3
EGFR	STAT1
EGFR	GNAI2
EGFR	PDGFRB
EGFR	PTPN6
EGFR	PLSCR1
EGFR	SHC1
EGFR	TBRG4
EGFR	CAMK2A
EGFR	CASP1
EGFR	PRKD1
EGFR	DCN
EGFR	GRB7
EGFR	AR
EGFR	SHC3
EGFR	HIST1H1E
EGFR	HSPA8
EGFR	MAP3K14
EGFR	SH3BGRL
EGFR	NCK2
EGFR	S100A9
EGFR	IGHG1
EGFR	PTPRJ
EGFR	SCAMP1
EGFR	PIK3C2B
EGFR	HNRNPK
EGFR	MAP2K1
EGFR	HIST1H3J
EGFR	STAM2
EGFR	EPPK1
EGFR	ITSN1
EGFR	MAPK14
EGFR	SH3BGRL3
EGFR	CLTCL1
EGFR	DNM1
EGFR	SOCS3
EGFR	DNAJA3
EGFR	HIST1H3F
EGFR	ATXN10
EGFR	LRRC59
EGFR	HIST1H3E
EGFR	SOCS1
EGFR	HBEGF
EGFR	DNAJA1
EGFR	SH2D3A
EGFR	LYN
EGFR	SPRY2
EGFR	NRG1
EGFR	HGS
EGFR	PLD2
EGFR	UBA52
EGFR	CAV1
EGFR	EPHB4
EGFR	YWHAQ
EGFR	TUBA4A
EGFR	SNX2
EGFR	CD82
EGFR	HSPA9
EGFR	STAT5A
EGFR	CAV3
EGFR	AGTR1
EGFR	CD59
EGFR	PIGU
EGFR	UBC
EGFR	CTNNA1
EGFR	CSE1L
EGFR	ERBB3
EGFR	HIST1H3B
EGFR	EPS15L1
EGFR	NCK1
EGFR	VAV2
EGFR	BCAR1
EGFR	SFN
EGFR	GAB2
EGFR	SEC13
EGFR	INPPL1
EGFR	L1CAM
EGFR	CKAP4
EGFR	EIF2B3
EGFR	CEACAM1
EGFR	HIST1H3A
EGFR	KRT7
EGFR	DEGS1
EGFR	MUC1
EGFR	HSPA1A
EGFR	SRC
EGFR	CSK
EGFR	DNM2
EGFR	HIST1H3H
EGFR	PKIA
EGFR	HIST1H2BF
EGFR	STAT3
EGFR	PIK3R2
EGFR	HNRNPH1
EGFR	MATK
EGFR	IGF1R
EGFR	HSP90AA1
EGFR	PTK2
EGFR	GRB10
EGFR	SNX4
EGFR	KPNB1
EGFR	DOK2
EGFR	SLC25A3
EGFR	PTPRS
EGFR	EPS15
EGFR	TNNC1
EGFR	GRB14
EGFR	SOS2
EGFR	JAK2
EGFR	ERBB2
EGFR	DNM3
EGFR	ESR1
EGFR	CAMLG
EGFR	SNRPD2
ELK1	TAOK2
ELK1	ID2
ELK1	FLI1
ELK1	SRF
ELK1	ID3
ELK1	MOB4
ELK1	STK16
ELN	DCN
ELN	MFAP2
ELN	IGHG1
ELN	SPINK1
ELN	LOXL1
ELN	FCN1
ELN	PRTN3
ELN	FBN1
ELN	FBLN2
ELN	ASS1
ELN	LGALS3
ELN	ELANE
ELN	FBLN1
ELN	NID2
ELN	LOX
ELN	FKBP10
ELN	FBN2
F12	MMP12
F12	CD93
F12	MMP13
F12	KRT1
F12	KLKB1
F12	MMP14
FZD1	LRP6
FZD1	WNT5B
FZD1	WNT9B
FZD1	WNT7B
FZD1	WNT4
FZD1	LLGL1
FZD1	WNT10A
FZD1	WNT2
FZD1	WNT8B
FZD1	WNT8A
FZD1	WNT2B
FZD1	WNT5A
FZD1	WNT10B
FZD1	WNT16
FZD1	WNT7A
FZD1	WNT3A
FZD1	LRP5
FZD1	WNT11
FZD1	WNT1
FZD1	WNT9A
FZD1	DLG2
FZD1	DVL1
FZD1	WNT3
FZD1	WNT6
FZD10	WNT4
FZD10	WNT10A
FZD10	WNT8A
FZD10	WNT6
FZD10	WNT5A
FZD10	WNT9B
FZD10	WNT7B
FZD10	WNT10B
FZD10	WNT11
FZD10	WNT2B
FZD10	WNT9A
FZD10	WNT8B
FZD2	WNT9B
FZD2	WNT10B
FZD2	WNT10A
FZD2	WNT8B
FZD2	WNT6
FZD2	WNT9A
FZD2	WNT4
FZD2	WNT5A
FZD2	WNT7A
FZD2	WNT3
FZD2	WNT7B
FZD2	WNT2B
FZD2	WNT8A
FZD2	WNT16
FZD2	WNT11
FZD3	WNT10B
FZD3	WNT7B
FZD3	WNT7A
FZD3	GIPC3
FZD3	WNT5A
FZD3	WNT6
FZD3	WNT8B
FZD3	WNT9A
FZD3	WNT10A
FZD3	WNT3A
FZD3	WNT5B
FZD3	WNT9B
FZD3	WNT3
FZD3	WNT16
FZD3	WNT2B
FZD3	WNT8A
FZD3	WNT11
FZD3	VANGL2
FZD3	WNT4
FZD4	WNT10A
FZD4	WNT10B
FZD4	WNT6
FZD4	WNT3
FZD4	WNT8A
FZD4	WNT7B
FZD4	WNT11
FZD4	WNT2B
FZD4	WNT8B
FZD4	WNT4
FZD4	WNT9A
FZD4	WNT16
FZD4	WNT9B
FZD4	WNT5A
FZD5	WNT2B
FZD5	WNT8B
FZD5	WNT3
FZD5	RNF43
FZD5	WNT3A
FZD5	WNT7A
FZD5	WNT8A
FZD5	WNT11
FZD5	WNT9B
FZD5	WNT10B
FZD5	WNT16
FZD5	WNT9A
FZD5	WNT5A
FZD5	WNT7B
FZD5	WNT10A
FZD5	WNT4
FZD5	WNT6
FZD6	WNT8B
FZD6	WNT10A
FZD6	WNT16
FZD6	WNT5B
FZD6	WNT9A
FZD6	WNT6
FZD6	WNT7A
FZD6	WNT3A
FZD6	WNT8A
FZD6	WNT9B
FZD6	WNT4
FZD6	WNT10B
FZD6	WNT5A
FZD6	WNT11
FZD6	WNT7B
FZD6	WNT3
FZD6	WNT2B
FZD7	WNT10A
FZD7	WNT16
FZD7	WNT9A
