spl
S100A9	3.53353911907871
C1QC	4.48462543036923
RPL18	3.21761842573905
MRPL13	4.06660334797578
MRPS15	4.06909652142942
PSMB7	3.72278285646444
RPS3	3.16668645375757
RPS5	3.26166449008667
CXCR2	3.8079069215244
RPL15	3.3038109937077
UQCRC2	4.41600379912145
MRPS22	3.76528552772171
NDUFA12	4.34310815623887
RPL6	3.33182951442479
NDUFS2	4.21892437373857
GNB1	3.49329217618426
RPL31	3.25596580790692
RPS10	3.25929003917844
RPS16	3.15517036685267
MRPL16	4.02481301199098
BMS1	3.94455657129289
PSMB6	3.65071827139974
MRPS28	4.12596462068147
RPL8	3.41244212275911
EIF3K	3.47489018164549
NDUFB2	4.34310815623887
MRPL49	4.11884126795679
RPS14	3.18734417665915
REV1	3.56440698088567
NDUFA7	4.32791167042621
RPL23A	3.34085242787605
MRPS31	4.20230321738098
ATP5F1B	3.57129288851953
MRPL37	4.15600142467054
NDUFB10	4.13926154576754
NDUFB11	4.34287071114805
PSMD14	3.65772290157901
NDUFB4	4.13558114685979
RPS27A	2.77680161462662
PSMD8	3.51228778345008
NDUFS4	4.2463492817286
PSMD1	3.51323756381337
MDH2	4.53104594562507
MRPL36	4.14591000831058
COL4A2	3.86180695714116
CD2	3.81028137243262
PSMD6	3.53816929834976
COX5B	3.88436424076932
COX7B	4.626261427045
UQCR10	4.66342158375876
PSMB5	3.54268075507539
RPL37A	3.38086192567969
HNRNPR	3.38026831295263
MRPL51	4.25014840318176
MRPS27	4.25287902172623
NDUFA1	4.25750920099727
MRPL24	4.01970794253829
PSMA6	3.48937433218568
C1QB	4.82405318770034
NDUFAB1	4.34310815623887
EMC7	6.44081681111243
LSM3	3.57248011397364
MRPS35	4.03502315089636
TXNL1	4.51074439035973
RPL24	3.27947287189837
RPL13A	3.42288970675531
HIP1R	3.53282678380624
CCAR1	3.73655467173216
CCT7	3.57568562269975
NDUFS6	4.16193755194111
HLA-DRA	4.27935414935296
MRPL22	4.10008310578179
COPZ2	4.00320550872611
COX7C	4.61628873323044
NOP10	3.85610827496142
MRPS23	3.81229965570462
RPLP0	3.27935414935296
ZAP70	3.28730855989552
PJA2	3.58007835687997
COL1A2	3.74355930191143
PSMA7	3.56583165143061
RPS7	3.28647750207764
MRPL9	4.05057580434524
NDUFA8	4.33479757806007
PSMA5	3.48818710673157
SERPIND1	4.61438917250386
