gene	spl	degree	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	triangles	pagerank	load_centrality	harmonic_centrality	markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	lobby	mnc	dmnc	geokpath	laplacian	leverage	lincent	semilocal	topocoefficient	clusterrank	ego_size	coreness	hub_score	constraint	eccentricity	local_scan	subgraph_centrality	transitivity	zi	pc	gc	prestige	stresscent	gilschmidt
TNPO1	3.55502789979817	12	0.001425	54.583333	21527.228028	0.0072	0.106061	7	0.000133	42915.541236	2368.416667	3.9206669965478e-05	2368.41666666667	759.09375	1.8	667	10	4	0	3447	1466	-0.321018690486345	2241.692793214	407861	0.114145658263305	70.7424242424242	13	9	0.0420277636437795	0.0901879942075174	7	19	40435040140576481280	0.106060606060606	-0.734703120601024	0.583333333333333	0.583353805426665	12	251098	0.289078074779262
TNPO2	4.24444972100202	4	0.000475	15.75	1409.203615	0.000166	0	0	6.5e-05	3888.006681	1950.279762	2.43967512208431e-05	1950.27976190476	465.90234375	0	67	4	1	0	952	146	-0.427171242388634	1877.57682302593	28664	0.25	0	5	3	0.000960106503167905	0.25	8	4	21753636915470216	0	-1.00585892961019	0.75	0.750014573449238	4	14394	0.238042202112133
TNPO3	3.96200878546836	6	0.000712	31.833333	2506.253381	0.000538	0	0	7.8e-05	6015.059248	2105.903571	3.1795663693781e-05	2105.90357142857	572.52734375	0	197	6	1	1	1762	424	-0.617455743648745	2011.42421790723	84839	0.184630738522954	0	7	6	0.00309428633637655	0.166666666666667	8	6	231262295381729408	0	-0.189437458853304	0.5	0.500004804654836	6	27806	0.257036930480707
TNR	4.39783924967351	3	0.000356	13.333333	676.516939	8e-06	0	0	5.9e-05	1730.320025	1876.269048	2.14039422922448e-05	1876.26904761905	417.2109375	0	43	3	1	0	631	92	-0.59144385026738	1812.08997651378	12426	0.333333333333333	0	4	3	4.81889125579441e-05	0.333333333333333	8	3	53196444137704.1	0	-0.42242314927127	0.444444444444444	0.444447635896984	3	6353	0.22900879380191
TNRC6A	5.26890656535676	1	0.000119	6	0	2e-06	0	0	3.4e-05	0	1549.843651	8.68057344953196e-06	1549.84365079365	225.9296875	0	7	1	1	0	59	14	-0.714285714285714	1512.51124380352	1077	1	NA	2	1	8.98888560707011e-06	1	9	1	1941339514177.49	NA	0	0	-Inf	1	0	0.189166807127283
TNRC6B	5.70924848628755	1	0.000119	3	0	0	0	0	4.1e-05	0	1423.187302	6.94567346535579e-06	1423.1873015873	163.865234375	0	4	1	1	0	14	8	-0.5	1395.85454053942	213	1	NA	2	1	1.18325755066435e-06	1	9	1	32256961681.5824	NA	0	0	0.000246140530973604	1	0	0.173707714095855
TNS1	3.87914044877122	4	0.000475	34.75	1373.707602	0.000401	0.166667	1	6.7e-05	3273.764212	2139.35	2.56001287205288e-05	2139.35	594.0546875	1	143	4	2	0	1953	298	-0.595667812579577	2054.39337087593	81053	0.265503875968992	23.8333333333333	5	4	0.00234432077806845	0.255602190978786	7	5	125684569982233472	0.166666666666667	-0.275637312947093	0.375	0.375010459868165	4	15086	0.261119248138639
TNS2	4.04582690252879	3	0.000356	22.333333	298.965738	7.4e-05	0	0	5.1e-05	796.048779	2043.245238	2.20782689535505e-05	2043.24523809524	527.0703125	2.83783783783784	70	3	1	0	1357	146	-0.734483266991007	1969.75318387229	32462	0.333333333333333	0	4	3	0.000432768739358058	0.333333333333333	8	3	4301385932688339	0	-0.42242314927127	0.444444444444444	0.444446170310953	3	2805	0.249389141717945
TNS4	4.38929122640389	1	0.000119	39	0	1.7e-05	0	0	3e-05	0	1874.588095	1.01851366515523e-05	1874.5880952381	414.953125	0	40	1	1	0	536	80	-0.95	1815.61897162641	15730	1	NA	2	1	9.71964356210598e-05	1	8	1	217244750976257	NA	-0.569208985595448	0	1.05198619460012e-06	1	0	0.228803624464555
TNXB	5.07147097233765	1	0.000119	9	0	1e-06	0	0	3.4e-05	0	1609.402381	9.20064417584347e-06	1609.40238095238	256.177734375	0	10	1	1	0	70	20	-0.8	1571.39426926048	1825	1	NA	2	1	6.48910562504438e-06	1	9	1	963182487425.27	NA	-0.975236872006867	0	4.63666122380024e-05	1	0	0.196436272543948
TOB1	3.50694526890657	11	0.001306	43.909091	30942.353873	0.002091	0.036364	2	0.000165	62624.94599	2392.264286	3.76542831659464e-05	2392.26428571429	776.03125	1	494	8	2	0.314253343630457	3741	1098	-0.177055993981429	2272.42794271979	280864	0.101341281669151	17.9636363636364	12	6	0.0122266205819162	0.0973938449655548	7	13	3418765114503129088	0.0363636363636364	-0.128851476622915	0.743801652892562	0.743829663924811	11	316220	0.291988805774944
TOB2	4.74771459100083	1	0.000119	10	0	3.5e-05	0	0	3.1e-05	0	1726.824206	9.3471884597086e-06	1726.82420634921	323.880859375	0	11	1	1	0	195	22	-0.818181818181818	1678.55086271568	4696	1	NA	2	1	0.000202688269830218	1	9	1	939515262439943	NA	-1.34807555140938	0	6.91598753628231e-05	1	0	0.210768241956463
TOE1	4.0302742490799	6	0.000712	17.833333	10411.931168	0.001393	0	0	9.9e-05	21541.204054	2057.171429	2.94126541212158e-05	2057.17142857143	536.8828125	0	113	5	1	1	1397	256	-0.216959946371711	1977.35437593896	60436	0.17003367003367	0	7	4	0.0081614338889745	0.166666666666667	8	6	1523848999475843328	0	-0.520166538641961	0.833333333333333	0.833336843288349	6	106960	0.251088908650227
TOGARAM1	4.28968301080375	1	0.000119	56	0	8.6e-05	0	0	2.9e-05	0	1922.227381	1.02769370529878e-05	1922.22738095238	446.24609375	0	57	1	1	0	713	114	-0.964912280701754	1857.77839588177	22567	1	NA	2	1	0.000501634680432779	1	8	1	5771592385930284	NA	-0.520166538641961	0	1.25937962136558e-06	1	0	0.234618257164939
TOLLIP	3.64786893030987	14	0.001662	25.142857	26552.454714	0.000462	0.043956	4	0.000204	57846.220064	2298.15	4.13509216567873e-05	2298.15	707.578125	1	366	10	3	0	3052	914	-0.0399538374846347	2184.64001171646	145140	0.0798045602605863	16.0879120879121	15	7	0.00270098768709258	0.0756942598727053	7	18	166939905568649152	0.043956043956044	0.637377439199098	0.724489795918367	0.725367830098123	14	219940	0.280501647748059
TOM1	4.21844948355693	2	0.000237	20.5	139.739206	8.6e-05	0	0	4.2e-05	347.888793	1956.809524	1.68918401257987e-05	1956.80952380952	469.3515625	0	43	2	1	0	930	88	-0.806034482758621	1889.14918946302	18281	0.5	0	3	2	0.000505591649751057	0.5	8	2	5845807389405861	0	-0.520166538641961	0.5	0.500009410122415	2	1435	0.238839194899238
TOM1L1	3.40508132494361	18	0.002137	39.5	68208.631959	0.001634	0.03268	5	0.000285	135546.085729	2472.961905	4.14505053831031e-05	2472.9619047619	834.25	4.87373737373737	729	11	5	0.068033073723357	4213	1764	0.158443624205375	2340.40824936369	431886	0.0659133709981168	23.8235294117647	19	8	0.00952992823842424	0.0569851271089357	7	23	2081191340411698944	0.0326797385620915	0.429618562420897	0.790123456790123	0.790275595189817	18	663264	0.301838387008633
TOM1L2	4.2985872017096	2	0.000237	24	25.16852	0.000182	0	0	3.8e-05	40.737718	1921.621429	1.70099446861354e-05	1921.62142857143	446.890625	2.2	50	2	1	0	806	102	-0.8375	1853.93015162814	25078	0.605263157894737	0	3	2	0.0010609930153983	0.5	8	2	25747758107624268	0	-0.409923512045742	0	1.1579413493612e-06	2	679	0.234544297396728
TOMM20	3.76777870117535	14	0.001662	16.785714	55931.428905	0.000249	0.032967	3	0.000258	114697.033561	2217.77381	3.70977198555555e-05	2217.77380952381	649.53125	0	249	8	3	0	2481	680	0.179873121643229	2115.11371943534	92496	0.0772385509227615	8.20879120879121	15	6	0.00144870929552175	0.0920340136054422	7	17	48368762032772504	0.032967032967033	1.5	0.795918367346939	0.797993357612295	14	477139	0.270691298611457
TOMM22	4.74023507063991	2	0.000237	8.5	0	5e-06	1	1	5.7e-05	0	1730.140476	1.3467082619282e-05	1730.14047619048	325.765625	1	19	2	2	0	218	40	-0.475	1681.19941393042	4547	0.607142857142857	19	3	2	2.68288760292342e-05	0.731434240362812	8	3	16618607887686.2	1	-0.866025403784439	0.5	0.500280035476707	2	0	0.211173010642081
TOMM34	3.91926866912027	3	0.000356	37	19335.095549	0.000258	0.333333	1	4.7e-05	39888.471783	2113.519048	2.15349754757872e-05	2113.51904761905	575.875	0	114	3	2	0	1811	234	-0.817898193760263	2033.35905125409	68423	0.390070921985816	38	4	3	0.00150943122696768	0.343181525372668	8	4	52107012310721048	0.333333333333333	-0.409923512045742	0.444444444444444	0.444511867835989	3	205038	0.257966440573528
TOMM40	4.72503858482726	3	0.000356	6.333333	550.644113	5e-06	0.333333	1	8e-05	1800.722292	1736.804762	1.6420956831602e-05	1736.80476190476	329.78125	0	22	3	2	0	227	50	-0.149019607843137	1686.60642227192	4766	0.4	7.33333333333333	4	2	2.82629630693953e-05	0.436192995716805	8	4	18428357746408.5	0.333333333333333	0.866025403784439	0.444444444444444	0.444572090483254	3	3356	0.211986422788338
TOMM7	4.73881040009498	3	0.000356	6.333333	2.423671	5e-06	0.666667	2	8.1e-05	8.952652	1731.257143	1.60101547507261e-05	1731.25714285714	326.40625	1	22	3	3	0	219	50	-0.149019607843137	1681.70484780158	4777	0.422222222222222	14.6666666666667	4	2	2.73334191564897e-05	0.628558830939783	8	5	17249911195104	0.666666666666667	0.866025403784439	0.444444444444444	0.444573804440265	3	12	0.21130930585344
TONSL	4.69951323756381	1	0.000119	15	0	4.7e-05	0	0	3.1e-05	0	1748.545238	9.7138289702779e-06	1748.54523809524	337.826171875	0	16	1	1	0	293	32	-0.875	1695.76720392078	4974	1	NA	2	1	0.000273632335803822	1	9	1	1712520734908371	NA	-0.805029180247805	0	1.00901986621604e-06	1	0	0.213419411460432
TOP1	3.47583996200879	28	0.003325	37.535714	29468.23497	0.005042	0.07672	29	0.000275	59387.261347	2431.62381	4.75089692998961e-05	2431.62380952381	803.8984375	2.77777777777778	1079	18	17	0.229151998534621	3964	2914	0.0798245832543864	2292.7639102367	676549	0.0715659340659341	82.7804232804233	29	13	0.0289897605293753	0.0393862446078013	7	57	20419039648485724160	0.0767195767195767	0.912992807108885	0.589285714285714	0.589423527797289	28	403232	0.296792848715199
TOP2A	3.59729312596462	9	0.001069	52.222222	3858.175453	0.000499	0.138889	5	0.000101	7647.83855	2332.659524	3.75004962504166e-05	2332.65952380952	733.0625	2.89189189189189	479	9	5	0.068033073723357	3256	1030	-0.65806153422132	2215.35475247525	253337	0.132423984086388	66.5277777777778	10	9	0.00289672498389214	0.114713885085754	7	14	194423307856730112	0.138888888888889	-0.189437458853304	0.691358024691358	0.691366167888983	9	59162	0.2847137219345
TOP2B	3.6388460168586	9	0.001069	38.111111	2487.491468	0.000419	0.222222	8	9.9e-05	5221.62997	2297.12381	3.73166816467206e-05	2297.12380952381	707.1484375	3.67534126984127	352	9	5	0.068033073723357	3128	776	-0.55761303852025	2190.05706362153	211942	0.141073657927591	78.2222222222222	10	9	0.00243704662939075	0.127073241589781	7	17	136829600709988832	0.222222222222222	-0.189437458853304	0.691358024691358	0.691362826777757	9	37253	0.28037639564551
TOP3A	3.96841980292057	12	0.001425	26.083333	1976.58872	0.000279	0.30303	20	0.000126	4599.223132	2101.958333	3.99886033177046e-05	2101.95833333333	568.55078125	0	325	10	11	0.0911683762992002	1663	782	-0.22584759942706	2008.17474421109	147378	0.156626506024096	98.4848484848485	13	8	0.00162108922611228	0.110674884201511	8	32	60795054855067504	0.303030303030303	-0.0578716656227086	0.402777777777778	0.402846292445391	12	42479	0.256555392814989
TOPBP1	3.6754125608453	24	0.00285	23.791667	23018.402873	0.000686	0.199275	55	0.000244	45334.11164	2287.552381	4.68017729609644e-05	2287.55238095238	699.328125	1	595	17	16	0.360845549291872	2954	1742	0.0637860296085987	2168.26826668389	300206	0.0776766004415011	118.56884057971	25	12	0.00398965164468597	0.0619426574648898	7	79	366961607528875584	0.199275362318841	0.86807498434063	0.451388888888889	0.451547352161416	24	268672	0.279208150976715
TOPORS	4.00225572836282	3	0.000356	43.333333	152.324104	0.000133	0	0	5.1e-05	269.8495	2076.917857	2.20591781651859e-05	2076.91785714286	552.13671875	1	133	3	1	0	1621	272	-0.752540792540793	1991.19720565987	65415	0.374631268436578	0	4	3	0.000770532779179277	0.333333333333333	8	3	13706379757353842	0	-0.299680485449523	0	8.52516453897501e-06	3	3314	0.253499067147898
TOR1A	4.58589576160513	7	0.000831	5.857143	13009.913342	1.9e-05	0.142857	3	0.000139	27018.368016	1793.650794	2.78961149758066e-05	1793.65079365079	363.76953125	1	48	5	4	0.0987551639829222	316	138	0.171605149236728	1737.78054210785	10226	0.187192118226601	6.85714285714286	8	4	0.000109207430295557	0.19338521500815	9	10	272879527550857	0.142857142857143	-0.515185842164609	0.73469387755102	0.755115737616644	7	148399	0.218924788679465
TOR1AIP2	5.5584708536151	1	0.000119	7	0	0	0	0	3.5e-05	0	1463.655159	8.80843179736938e-06	1463.65515873016	182.634765625	0	8	1	1	0	32	16	-0.75	1433.71812725603	450	1	NA	2	1	1.98497819852991e-06	1	10	1	90163297005.5518	NA	0	0	-Inf	1	0	0.178647035119033
TOR1B	4.67196960702837	4	0.000475	8.75	111.841477	1.8e-05	0.5	3	7.2e-05	271.420028	1758.26746	2.38072870911456e-05	1758.26746031746	342.58203125	1	39	4	4	0	257	90	-0.357517482517482	1705.7646117097	8675	0.336538461538462	19.5	5	4	0.000105694454030256	0.356671430146132	9	7	255598929697855	0.5	-0.515185842164609	0.375	0.375008257266573	4	1218	0.214606061310575
TOX4	4.50255253472634	1	0.000119	16	0	2.3e-05	0	0	3e-05	0	1821.82619	9.84822668620855e-06	1821.82619047619	380.7265625	0	17	1	1	0	361	34	-0.882352941176471	1769.94723796968	6996	1	NA	2	1	0.000132102654619411	1	8	1	399199082894402	NA	-0.520166538641961	0	2.3294777951044e-07	1	0	0.222363748379864
TP53BP1	3.6754125608453	13	0.001544	35.615385	5403.032429	0.001231	0.128205	10	0.000137	11935.110964	2289.304762	4.11320704913392e-05	2289.30476190476	702.2734375	0	476	10	8	0.0931024214472221	2952	1108	-0.19345088067811	2168.26826668389	281707	0.0964158457346468	61.025641025641	14	9	0.00719172279202931	0.0883519872949056	7	23	1183463799076284928	0.128205128205128	-0.40510165935896	0.627218934911243	0.627399113436782	13	73657	0.279422038557866
TP53BP2	3.51181289326843	9	0.001069	51.333333	10623.051617	0.002551	0	0	0.000117	23924.307323	2388.597619	3.72141257045647e-05	2388.59761904762	773.6875	0	471	9	1	4	3725	1014	-0.557225180444305	2269.27819472617	265784	0.119273301737757	0	10	7	0.0149328055282756	0.111111111111111	7	9	5099697848223485952	0	-0.569208985595448	0.864197530864198	0.864240838431221	9	122470	0.291541269260033
TP53I3	4.22367327555503	1	0.000119	54	0	5.4e-05	0	0	2.9e-05	0	1954.692857	1.02790409756855e-05	1954.69285714286	468.0703125	1	55	1	1	0	911	110	-0.963636363636364	1886.81271081628	23760	1	NA	2	1	0.000318370368394201	1	8	1	2318955886752906	NA	-0.536665852888486	0	2.35527412072445e-05	1	0	0.238580844274722
TP53INP1	4.501009141636	1	0.000119	16	0	1.6e-05	0	0	2.9e-05	0	1827.75	9.86966274790219e-06	1827.75	386.046875	0	17	1	1	0	445	34	-0.882352941176471	1770.55415171977	9818	1	NA	2	1	9.18589050724819e-05	1	8	1	195259930632702	NA	-0.520166538641961	0	1.61689818978239e-07	1	0	0.223086781398758
TP53RK	3.92888519529859	2	0.000237	83.5	975.675311	0.000315	0	0	4e-05	1966.190877	2117.229762	1.73700235296546e-05	2117.22976190476	579.69921875	0	169	2	1	0	1787	340	-0.931020572811618	2028.38210497688	68667	0.503048780487805	0	3	2	0.00183984504526015	0.5	8	2	77518705653737824	0	-0.409923512045742	0	1.05715615170698e-05	2	10415	0.25841935333878
TP53TG1	4.38003086786181	1	0.000119	28	0	2.1e-05	0	0	3e-05	0	1879.007143	1.00950250932803e-05	1879.00714285714	418.046875	1	29	1	1	0	587	58	-0.931034482758621	1819.45759358144	14189	1	NA	2	1	0.000124874922797604	1	8	1	360214453831625	NA	-0.536665852888486	0	1.38596197051255e-05	1	0	0.22934299314746
TP63	4.53733824053188	3	0.000356	4.333333	8211.88812	1.4e-05	0	0	8e-05	16450.824428	1812.002381	1.53294067155788e-05	1812.00238095238	375.6953125	0	16	3	1	0	389	38	-0.05	1756.37785860066	7199	0.333333333333333	0	4	2	8.24634922439392e-05	0.333333333333333	8	3	156612150364282	0	0	0.666666666666667	0.666798561740084	3	68819	0.221164699249655
TP73	3.81455538406743	7	0.000831	26.142857	9822.907104	0.000146	0	0	0.000109	21363.175011	2186.660714	3.22388927345972e-05	2186.66071428571	628.52734375	0	190	6	1	2	2340	422	-0.263972940955038	2089.17675070028	92106	0.145334434351775	0	8	5	0.000847136411586922	0.142857142857143	8	7	16527254548640810	0	-0.189437458853304	0.571428571428571	0.571442705359873	7	81389	0.26689377691756
TPD52	4.64074557758518	3	0.000356	4.666667	232.362857	9e-06	0.333333	1	6.9e-05	748.596372	1769.840079	1.74732888100171e-05	1769.84007936508	349.734375	1	17	3	2	0	292	40	-0.180952380952381	1717.24139783571	4866	0.433333333333333	5.66666666666667	4	3	5.00174337910295e-05	0.45376669186193	9	4	57369771662402.3	0.333333333333333	-0.866025403784439	0.444444444444444	0.444538236136993	3	2005	0.216018562109746
TPD52L1	3.73014365427995	7	0.000831	37.428571	15120.745782	0.000445	0.142857	3	0.000112	30015.79756	2242.1	2.97637111333104e-05	2242.1	668.28125	1	269	5	3	0.159664183576095	2701	580	-0.220183684264802	2136.45402463478	144697	0.14916810097533	38.4285714285714	8	4	0.00259728783538219	0.213107031509717	8	10	154629704954018176	0.142857142857143	0.866025403784439	0.693877551020408	0.695402768092515	7	142904	0.273660441840578
TPD52L2	4.03288614507895	3	0.000356	39.333333	2463.523826	0.000159	0.333333	1	6.2e-05	5843.636935	2059.258333	1.88901022299235e-05	2059.25833333333	539.62890625	0	121	3	2	0	1487	248	-0.448648648648649	1976.0737437075	50458	0.342105263157895	40.3333333333333	4	3	0.000928401742107482	0.45376669186193	8	4	19766348553246396	0.333333333333333	-0.866025403784439	0.444444444444444	0.445572594117073	3	21050	0.251343626673161
TPGS2	4.26368277335866	1	0.000119	58	0	8.3e-05	0	0	3.1e-05	0	1936.960714	1.02615935620743e-05	1936.96071428571	456.60546875	0	59	1	1	0	827	118	-0.966101694915254	1869.10725920976	19222	1	NA	2	1	0.000483708983588485	1	8	1	5384864806003627	NA	-0.520166538641961	0	2.09524222238855e-06	1	0	0.236416540252126
TPH1	4.05021963670901	1	0.000119	96	0	0.00012	0	0	2.8e-05	0	2044.82381	1.0367303288805e-05	2044.77380952381	529.03125	0	97	1	1	0	1356	194	-0.979381443298969	1967.61685475597	52346	1	NA	2	1	0.000695636963087495	1	8	1	11131377094687548	NA	-0.569208985595448	0	3.90346294654176e-06	1	0	0.2495757121352
TPI1	3.92389884839131	4	0.000475	37	1434.528384	0.000224	0	0	6.2e-05	3234.99585	2122.608333	2.61965088810435e-05	2122.60833333333	584.08203125	0	152	4	1	0	1935	316	-0.752407803661387	2030.95969864754	61965	0.264705882352941	0	5	4	0.00130803005098118	0.25	8	4	39185531151931960	0	-0.569208985595448	0.75	0.750013453331731	4	14440	0.25907583709669
TPM1	3.59491867505639	16	0.0019	27.4375	37831.645489	0.001106	0.125	15	0.00026	78491.451191	2333.321429	4.04588179900188e-05	2333.32142857143	732.2421875	0	455	7	12	0.0788383131562831	3214	1150	0.231203543249377	2216.817998679	240249	0.0730846774193548	56.875	17	6	0.00646027850251311	0.0999199586491916	7	31	954771939323850112	0.125	2.18259467427993	0.625	0.626699989825907	16	398812	0.284794510993686
TPM2	3.50599548854327	26	0.003087	21.653846	48645.634142	0.00108	0.126154	41	0.000352	99015.712093	2396.880952	4.59864662190607e-05	2396.88095238095	777.4375	3.08862823070473	589	13	20	0.241870224665245	3727	1828	0.34218300359201	2273.0435474586	277587	0.0519977595220314	74.3046153846154	27	8	0.00630446934327753	0.0694785293157187	7	67	909590733883984512	0.126153846153846	1.4221211521627	0.763313609467456	0.764158120034084	26	527789	0.292552294932355
TPM3	3.71316633028612	14	0.001662	26	15258.845673	0.001161	0.087912	8	0.000179	31825.876284	2254.403571	4.14649312410327e-05	2254.40357142857	675.77734375	0	378	12	6	0.150525010640445	2696	938	-0.0765686640352315	2146.22231103722	176700	0.0945378151260504	33.2307692307692	15	8	0.00679156974267151	0.0842820738457624	8	22	1054879046165080064	0.0879120879120879	0.0310485943391336	0.73469387755102	0.734744547390717	14	170832	0.275162159334606
TPM4	3.67778701175353	20	0.002375	18.2	16931.845562	0.000754	0.173684	33	0.000265	34111.605907	2273.485714	4.37484502946258e-05	2273.48571428571	688.3671875	4.43951503312206	384	10	14	0.207212095071921	2874	1148	0.272651945785123	2166.86839047066	180838	0.0764830508474576	66.6947368421053	21	8	0.00440345567717073	0.0891639941318792	8	53	443665355460438528	0.173684210526316	1.4221211521627	0.66	0.660317323635683	20	207925	0.277491238164967
TPMT	4.55645257034311	1	0.000119	22	0	2.2e-05	0	0	3.1e-05	0	1802.744048	9.93479509087483e-06	1802.74404761905	369.79296875	0	23	1	1	0	358	46	-0.91304347826087	1749.00984913625	7518	1	NA	2	1	0.000126813949859288	1	8	1	377993754776540	NA	-0.569208985595448	0	6.98544345367758e-07	1	0	0.220034669549506
TPP1	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1	1.52913150917951e-06	1	1.5	0	2	1	1	0	1	4	0	1	1	NA	NA	2	1	0	1	1	1	1.54308063481525	NA	0	0	0	1	0	1
TPR	3.9436067909296	15	0.001781	25.133333	1171.018439	0.001028	0.352381	37	0.000137	2608.933224	2116.194048	4.246802688624e-05	2116.19404761905	577.77734375	2.36	392	14	14	0.146267361227238	1706	994	-0.153485474973426	2020.81009723937	157759	0.137728937728938	138.133333333333	16	11	0.00591508238603718	0.102649772836634	8	52	845176294315999488	0.352380952380952	-0.418354676756998	0.124444444444444	0.124469826962523	15	20104	0.258292938803725
TPRKB	4.95797221892437	1	0.000119	6	0	3e-06	0	0	3.7e-05	0	1647.461111	8.39920098853536e-06	1647.46111111111	277.046875	2.83333333333333	7	1	1	0	75	14	-0.714285714285714	1607.36689734441	1956	1	NA	2	1	1.99248276202487e-05	1	9	1	9079359581024.88	NA	-0.5	0	0.000185874907861261	1	0	0.201081546577721
TPST1	4.92722307966283	1	0.000119	7	0	2e-06	0	0	3.4e-05	0	1660.069444	9.03664994199047e-06	1660.06944444444	284.82421875	0	8	1	1	0	136	16	-0.75	1617.39793262975	1939	1	NA	2	1	1.35669060410391e-05	1	9	1	4236411359347.74	NA	0	0	-Inf	1	0	0.202620461911948
TPX2	4.11148047014128	5	0.000594	25.4	77.983807	6.9e-05	0.7	7	6.9e-05	227.287743	2015.555952	2.84177955982442e-05	2015.55595238095	508.83984375	0	132	5	5	0.068033073723357	1183	284	-0.480266125012292	1938.29947157171	57077	0.254	92.4	6	5	0.000402262133906306	0.28849257605351	8	12	3704130723349956	0.7	-0.128851476622915	0.32	0.320001522006676	5	1395	0.246009514510052
TRA2B	3.74165974118485	7	0.000831	49.571429	3223.608409	0.000827	0.095238	2	9.3e-05	7579.584133	2234.914286	3.31018328920385e-05	2234.91428571429	662.5078125	1	354	6	2	0.314253343630457	2519	750	-0.417464286496702	2129.87844269577	187190	0.173038229376258	33.7142857142857	8	5	0.00476062985556844	0.156186668949987	7	9	544776309466430016	0.0952380952380952	-0.275637312947093	0.73469387755102	0.734700751725033	7	37421	0.272783386514602
TRADD	3.32743678024457	31	0.003681	34.774194	42581.782211	0.00934	0.047312	22	0.000345	86587.496837	2542.216667	4.8485994882711e-05	2542.21666666667	884.4296875	1	1109	17	13	0.0965634206297785	4708	3148	0.180459677568354	2395.02083704999	721514	0.0484782212502278	52.4688172043011	32	12	0.0546747822572255	0.0355503821360877	7	53	68368067166373101578	0.0473118279569893	1.46420794008998	0.588969823100936	0.589035015681144	31	540961	0.31029130558605
TRAF1	3.27947287189837	42	0.004987	33.619048	99727.692046	0.010484	0.062718	54	0.000515	191138.520007	2584.507143	4.97674225831122e-05	2584.50714285714	914.03125	2.45833333333333	1454	19	33	0.215433600672596	4899	4630	0.377023351337511	2430.04919813199	940225	0.0412914238624993	91.191637630662	43	12	0.0613755125157256	0.033826216272325	7	96	86155012932437262336	0.0627177700348432	2.78712425924461	0.439909297052154	0.440063617204563	42	1302451	0.315453087130109
TRAF2	3.05853021488781	92	0.010924	26.771739	442882.927628	0.010452	0.031056	130	0.001168	849031.517236	2801.438095	5.30757932340986e-05	2801.43809523809	1068.859375	1	2555	28	54	0.144537608472119	5869	13482	0.648451358815767	2605.5915301607	1514780	0.0191260271384945	79.3478260869565	93	13	0.061157497852492	0.0146955799197966	7	222	85535483020115591178	0.031055900621118	5.6534429507463	0.585302457466919	0.585818814410892	92	4888288	0.34193068414963
TRAF3	3.44627804820135	25	0.002968	28.24	36299.255221	0.002155	0.093333	28	0.000292	78862.474176	2445.32619	4.69096751375058e-05	2445.32619047619	813.390625	1	731	16	17	0.237965536939799	4036	2062	0.154027225615176	2312.43106655643	409665	0.0530798479087452	68.2266666666667	26	11	0.0126016964608119	0.0549367795835494	7	53	3631653839576990208	0.0933333333333333	1.13347886030132	0.5664	0.566442554473116	25	443421	0.298465298483585
TRAF3IP1	4.28066009735249	10	0.001187	14.9	7172.900044	5e-05	0.266667	12	0.000118	16515.177137	1934.071429	3.55427515501334e-05	1934.07142857143	454.1328125	0	159	8	7	0.15514802965177	785	408	-0.0961294140641967	1861.69428111826	29061	0.221212121212121	42.4	11	7	0.000290025317124931	0.136178982497501	8	22	1923645380812126	0.266666666666667	-0.469032883879233	0.34	0.340103253118824	10	104340	0.23606388729054
TRAF3IP3	4.37872491986228	2	0.000237	22	10607.078913	1.9e-05	0	0	6.6e-05	22557.237984	1884.888095	1.22200713958729e-05	1884.8880952381	422.921875	0	46	2	1	0	652	94	-0.454545454545455	1820.00024402147	18942	0.5	0	3	2	0.000112293058122862	0.5	8	2	290814897236743	0	0	0.5	0.501818429419935	2	102800	0.230060795220077
TRAF4	3.62816098777158	16	0.0019	18.6875	33859.280553	4e-04	0.025	3	0.00024	72439.706798	2304.280952	4.17503157026726e-05	2304.28095238095	710.953125	0	315	10	3	0	3105	870	0.10783009722234	2196.50683900524	143055	0.0679245283018868	7.875	17	8	0.00233251287705948	0.0656189431503322	7	19	124674268662768304	0.025	0.141291620935353	0.7578125	0.757819805508306	16	296000	0.281249963673967
TRAF5	3.7933040484388	13	0.001544	19.153846	24829.454838	0.000956	0.115385	9	0.000186	50005.467459	2198.52619	3.9797930141452e-05	2198.52619047619	635.4609375	2.14285714285714	262	10	9	0.178448560619146	2334	680	-0.0169024745504257	2100.88100528935	140002	0.100245499181669	30.2307692307692	14	8	0.00559292469094419	0.0927563146687681	7	22	715354465745180416	0.115384615384615	0.692506753916447	0.142011834319527	0.142044902415949	13	299096	0.268342022516301
TRAF7	4.14472278285646	4	0.000475	55.25	9.281823	0.000776	0	0	4.8e-05	16.007305	2000.802381	2.65135111609763e-05	2000.80238095238	499.4140625	0	225	4	1	0	1096	462	-0.863801555104801	1922.75354472802	117763	0.511792452830189	0	5	4	0.00454013757936877	0.25	8	4	471421458588778624	0	-0.575306196184418	0	2.08533701414604e-05	4	813	0.244208761253789
TRAIP	3.77905734298943	3	0.000356	79	771.728369	0.000455	0.333333	1	4.9e-05	1415.808577	2201.9	2.26350437043443e-05	2201.9	638.4765625	0	240	3	2	0	2314	486	-0.915634999448306	2108.80113725613	128498	0.374603174603175	80	4	3	0.0026631377437435	0.341115913213987	8	4	162197661153849824	0.333333333333333	-0.409923512045742	0.444444444444444	0.444453284634121	3	14232	0.268753814231645
