GeneID	gene	cluster1	Symbol	HCCDB.1.S1	HCCDB.1.S2	HCCDB.1.S3	HCCDB.1.S4	HCCDB.1.S5	HCCDB.1.S6	HCCDB.1.S7	HCCDB.1.S8	HCCDB.1.S9	HCCDB.1.S10	HCCDB.1.S11	HCCDB.1.S12	HCCDB.1.S13	HCCDB.1.S14	HCCDB.1.S15	HCCDB.1.S16	HCCDB.1.S17	HCCDB.1.S18	HCCDB.1.S19	HCCDB.1.S20	HCCDB.1.S21	HCCDB.1.S22	HCCDB.1.S23	HCCDB.1.S24	HCCDB.1.S25	HCCDB.1.S26	HCCDB.1.S27	HCCDB.1.S28	HCCDB.1.S29	HCCDB.1.S30	HCCDB.1.S31	HCCDB.1.S32	HCCDB.1.S33	HCCDB.1.S34	HCCDB.1.S35	HCCDB.1.S36	HCCDB.1.S37	HCCDB.1.S38	HCCDB.1.S39	HCCDB.1.S40	HCCDB.1.S41	HCCDB.1.S42	HCCDB.1.S43	HCCDB.1.S44	HCCDB.1.S45	HCCDB.1.S46	HCCDB.1.S47	HCCDB.1.S48	HCCDB.1.S49	HCCDB.1.S50	HCCDB.1.S51	HCCDB.1.S52	HCCDB.1.S53	HCCDB.1.S54	HCCDB.1.S55	HCCDB.1.S56	HCCDB.1.S57	HCCDB.1.S58	HCCDB.1.S59	HCCDB.1.S60	HCCDB.1.S61	HCCDB.1.S62	HCCDB.1.S63	HCCDB.1.S64	HCCDB.1.S65	HCCDB.1.S66	HCCDB.1.S67	HCCDB.1.S68	HCCDB.1.S69	HCCDB.1.S70	HCCDB.1.S71	HCCDB.1.S72	HCCDB.1.S73	HCCDB.1.S74	HCCDB.1.S75	HCCDB.1.S76	HCCDB.1.S77	HCCDB.1.S78	HCCDB.1.S79	HCCDB.1.S80	HCCDB.1.S81	HCCDB.1.S82	HCCDB.1.S83	HCCDB.1.S84	HCCDB.1.S85	HCCDB.1.S86	HCCDB.1.S87	HCCDB.1.S88	HCCDB.1.S89	HCCDB.1.S90	HCCDB.1.S91	HCCDB.1.S92	HCCDB.1.S93	HCCDB.1.S94	HCCDB.1.S95	HCCDB.1.S96	HCCDB.1.S97	HCCDB.1.S98	HCCDB.1.S99	HCCDB.1.S100	HCCDB.1.S101	HCCDB.1.S102	HCCDB.1.S103	HCCDB.1.S104	HCCDB.1.S105	HCCDB.1.S106	HCCDB.1.S107	HCCDB.1.S108	HCCDB.1.S109	HCCDB.1.S110	HCCDB.1.S111	HCCDB.1.S112	HCCDB.1.S113	HCCDB.1.S114	HCCDB.1.S115	HCCDB.1.S116	HCCDB.1.S117	HCCDB.1.S118	HCCDB.1.S119	HCCDB.1.S120	HCCDB.1.S121	HCCDB.1.S122	HCCDB.1.S123	HCCDB.1.S124	HCCDB.1.S125	HCCDB.1.S126	HCCDB.1.S127	HCCDB.1.S128	HCCDB.1.S129	HCCDB.1.S130	HCCDB.1.S131	HCCDB.1.S132	HCCDB.1.S133	HCCDB.1.S134	HCCDB.1.S135	HCCDB.1.S136	HCCDB.1.S137	HCCDB.1.S138	HCCDB.1.S139	HCCDB.1.S140	HCCDB.1.S141	HCCDB.1.S142	HCCDB.1.S143	HCCDB.1.S144	HCCDB.1.S145	HCCDB.1.S146	HCCDB.1.S147	HCCDB.1.S148	HCCDB.1.S149	HCCDB.1.S150	HCCDB.1.S151	HCCDB.1.S152	HCCDB.1.S153	HCCDB.1.S154	HCCDB.1.S155	HCCDB.1.S156	HCCDB.1.S157	HCCDB.1.S158	HCCDB.1.S159	HCCDB.1.S160	HCCDB.1.S161	HCCDB.1.S162	HCCDB.1.S163	HCCDB.1.S164	HCCDB.1.S165	HCCDB.1.S166	HCCDB.1.S167	HCCDB.1.S168	HCCDB.1.S169	HCCDB.1.S170	HCCDB.1.S171	HCCDB.1.S172	HCCDB.1.S173	HCCDB.1.S174	HCCDB.1.S175	HCCDB.1.S176	HCCDB.1.S177	HCCDB.1.S178	HCCDB.1.S179	HCCDB.1.S180	HCCDB.1.S181	HCCDB.1.S182	HCCDB.1.S183	HCCDB.1.S184	HCCDB.1.S185	HCCDB.1.S186	HCCDB.1.S187	HCCDB.1.S188	HCCDB.1.S189	HCCDB.1.S190	HCCDB.1.S191	HCCDB.1.S192	HCCDB.1.S193	HCCDB.1.S194	HCCDB.1.S195	HCCDB.1.S196	HCCDB.1.S197
3297	HSF1	2	HSF1	6.3977	6.1654	5.8855	6.7213	7.4445	6.716	6.2318	6.3997	5.7276	7.0553	5.8835	6.0895	5.9395	6.0244	5.8112	5.9826	5.4417	6.5946	6.2364	5.9342	5.6216	6.1221	5.5311	6.1708	6.0293	6.0403	5.608	6.4873	5.9787	6.2562	6.156	6.1312	5.9259	6.4597	5.794	6.394	6.3456	6.2368	6.0699	6.7051	5.8943	6.5997	6.0842	6.723	6.532	6.6182	5.996	6.0316	6.0259	7.0729	6.044	7.0396	6.2878	6.9508	6.176	6.9171	6.0797	6.1219	6.3548	6.6033	6.296	6.9007	6.4991	7.6622	6.1778	7.5544	6.4519	6.157	6.5634	5.9967	6.4514	5.7796	6.5891	6.1235	6.31	5.959	6.7698	6.0732	6.7698	6.2489	6.1289	5.9938	6.8667	5.8445	6.7343	6.0888	6.4476	5.8759	6.1557	6.1658	7.2955	6.3395	6.979	5.9827	6.659	6.5403	7.0337	5.5535	7.4809	6.3537	6.4532	6.1536	5.9768	6.3649	6.6993	5.9892	6.452	6.0808	7.1936	5.9904	6.1735	5.8448	7.0426	6.9414	6.1593	6.3348	6.0264	6.6116	6.3418	7.2578	6.3169	5.9639	6.5344	6.3951	6.7246	6.0625	7.3495	6.2973	6.1888	6.2802	5.9576	5.9012	6.223	6.6145	6.7752	6.3296	6.4393	6.2007	6.0209	6.5534	5.544	6.1155	5.8579	6.2538	6.2322	5.9885	6.5767	6.2496	6.1543	6.29	6.1154	7.2908	6.212	6.2825	5.8536	6.7276	5.5759	6.0771	6.1533	6.8166	6.1815	6.2392	5.8239	6.424	5.9214	5.7894	6.4051	5.9077	6.2134	5.9009	6.5925	5.5453	6.3529	5.825	6.1225	6.1786	6.3888	5.9498	6.3351	5.7862	6.164	5.7646	6.4479	6.0443	6.0155	6.3105	6.5919	6.2123	7.0843	6.4579	6.3303	6.1811	6.4708	6.0801	6.8141	6.1212	6.0381
3298	HSF2	18	HSF2	8.1632	8.3926	8.8248	8.4796	8.341	8.0304	8.1723	9.0271	8.4333	8.8277	8.7021	9.0612	8.7316	8.627	8.4323	9.6657	8.6704	9.2516	8.5405	9.1376	8.8777	9.5164	8.9972	9.4579	8.7526	8.8398	8.8291	8.2644	8.3765	8.1864	8.1664	9.0229	8.6323	8.5221	8.5254	8.7466	8.2771	8.8303	8.5709	9.5584	8.6931	9.4308	8.984	9.1562	7.848	9.3005	8.3254	8.9459	8.0999	8.8937	8.8526	9.2858	8.3814	9.3318	8.3428	9.3499	8.5133	8.7916	8.1763	9.0578	8.7046	8.4599	8.4365	8.8698	8.6682	8.3728	9.0034	8.0119	9.6914	8.8626	9.8926	8.7853	9.6991	8.5937	9.1443	8.3979	9.4067	8.8605	7.8029	9.0368	8.9881	8.0704	8.4926	8.7059	9.7373	8.756	8.8564	8.3529	9.8098	8.0347	9.4167	8.398	9.8015	8.9318	9.3166	8.3203	9.1707	9.2037	8.8858	8.8233	9.0085	8.5846	8.8321	8.1469	10.0861	8.9995	8.768	8.6119	9.2131	8.9346	8.8568	8.4393	8.1786	8.3734	8.3101	9.5725	8.862	8.7884	8.4075	8.7059	9.8815	8.545	9.3181	8.6469	8.9157	8.5	8.6828	8.2111	9.8784	8.906	9.6812	8.8957	9.4085	8.2293	8.2924	8.6189	9.8182	8.2467	8.7444	8.5777	8.196	8.5827	8.4574	9.438	8.8887	8.3425	8.2441	8.6223	8.2496	8.2078	8.2574	9.3529	8.7581	7.8914	8.2836	8.4491	8.1127	8.3766	8.1696	8.8104	8.319	9.4559	8.4483	8.8452	7.711	8.4331	7.8913	8.3306	8.6063	8.4967	9.2939	8.4942	9.0451	8.3619	8.5999	8.7525	9.3309	8.789	8.5957	8.5456	9.3181	8.6352	8.6047	8.01	9.0073	8.0323	8.5239	8.0024	8.7818	7.863	9.4255	7.9481	8.6903	8.5934	8.5311	8.3256	8.148
3305	HSPA1L	2	HSPA1L	6.6055	6.4815	6.5631	6.7279	7.712	6.5709	6.3975	8.4705	7.7378	6.7369	6.684	7.1006	7.5059	8.6794	6.5132	7.0444	6.87	7.226	6.8766	6.8498	6.7595	5.9107	6.6874	6.1216	7.3852	8.3429	7.31	8.5806	7.6282	9.0566	6.5864	7.3824	6.8819	7.2324	7.2281	7.1365	7.0295	6.9743	6.6032	6.982	6.7136	6.756	7.566	6.6981	6.1791	7.1375	6.6212	7.3713	6.4191	6.8299	5.9749	7.949	6.8462	6.2819	6.4012	7.0831	6.4339	6.6672	6.4873	6.7674	6.9082	8.3609	6.2374	6.3583	6.4431	7.7429	6.9443	5.2523	7.0777	6.4151	7.5311	6.7921	6.2784	6.6064	6.0714	6.5909	6.2238	6.5331	6.7496	6.4692	7.3206	6.2602	7.6477	6.4795	6.5906	6.5871	6.4559	6.7535	6.5699	6.2754	7.8515	6.8877	7.4202	6.989	6.7225	6.1114	7.7515	6.0932	6.1002	6.3193	6.4258	6.3326	5.7537	6.0537	7.3394	6.4288	5.9991	6.714	6.467	6.2161	7.0286	6.8566	7.5511	7.0138	6.5053	7.4566	6.6627	6.6246	6.0524	7.8143	6.3523	6.217	7.0489	6.2414	7.1952	6.3418	7.4782	6.5604	7.29	5.985	7.075	6.0079	6.9695	6.0502	7.6532	6.3757	8.6708	6.9316	6.3914	7.0413	6.6905	5.7462	6.484	7.1045	6.7319	6.7363	7.0349	7.2913	6.5645	6.9558	6.6614	7.1582	6.8341	6.9718	6.6757	7.2729	7.0409	7.7138	6.7991	7.2631	7.0485	7.3493	6.873	5.9801	6.7955	7.5374	6.7303	6.8794	8.009	6.606	6.973	7.2377	7.2942	6.9735	6.6515	9.224	6.9803	5.988	6.568	6.7404	7.5039	7.1086	6.9058	6.6163	7.017	6.8025	6.5454	6.3869	7.5916	6.5796	7.5147	6.3189	7.2523	6.4588	6.1772	6.0819	6.8831
3306	HSPA2	2	HSPA2	7.9281	8.6235	8.5534	8.4617	8.5131	9.4342	8.4881	10.4451	9.9921	9.3929	8.6865	10.6006	9.843	8.0485	7.7937	10.3608	8.7848	9.4869	8.3281	7.4371	8.1572	8.6631	8.4434	8.9904	9.4102	7.5267	8.4722	9.0656	8.8395	7.6744	9.0923	9.7697	8.6564	9.6849	10.1342	8.5068	9.9504	7.0989	9.7083	8.4473	8.8284	8.6981	7.8582	9.6856	8.2472	9.2471	8.8588	9.0412	8.7607	9.0635	9.3347	9.3198	7.8545	7.9125	9.6828	8.0176	8.3186	8.8145	8.702	10.0835	8.134	8.6566	8.2375	8.1622	8.5414	8.6093	9.0172	8.5429	8.7497	8.9234	8.007	9.2014	9.8282	8.3277	6.6798	8.6226	7.6198	7.6761	7.2869	8.1364	7.5187	7.821	8.0879	8.3126	7.004	9.6478	7.6195	8.9724	8.5056	9.0822	7.5041	8.9238	8.6419	10.8304	9.9887	8.7777	7.159	9.5479	9.3798	7.7598	9.0491	8.284	9.014	8.9703	7.7677	10.0937	8.3509	9.4507	8.9688	7.9793	9.6785	8.3061	8.3767	9.708	8.2282	10.4585	9.3517	10.0165	8.8729	8.6693	10.0405	8.9215	8.127	8.7329	9.1152	7.6404	8.4189	9.3998	9.9992	9.9211	9.416	10.432	7.984	9.3975	8.8644	8.0604	6.191	8.9838	9.1987	8.2258	10.2105	8.9673	8.4265	10.3888	8.786	7.2009	9.3224	8.809	8.5216	7.6774	8.1573	7.1511	9.1368	7.9882	9.638	9.2821	8.077	8.6573	8.7276	6.6555	8.5601	7.1581	9.6637	7.9877	8.5352	7.2321	8.1861	6.8787	8.3957	9.6674	7.9961	8.771	8.3982	9.35	8.8807	8.0346	9.1279	10.2687	8.7721	8.2562	7.402	9.8849	9.8545	9.8925	8.737	8.3924	8.2608	8.5341	8.4664	7.4868	8.6144	7.9057	9.6871	7.7947	8.0492	9.2729	8.9511
3324	HSP90AA2P	2	HSP90AA2	3.0519	3.043	3.2105	3.1522	3.5133	2.94	2.9654	3.1594	2.8054	2.9917	2.8673	2.7743	2.7159	2.7815	3.7126	3.0438	2.9915	2.8648	2.9403	3.7108	3.148	2.8231	3.9866	2.8157	2.8095	3.145	4.3048	3.0934	2.7777	3.288	3.2048	2.6722	3.2238	3.4481	2.7541	2.4334	2.7578	3.1454	3.2248	2.8396	3.0593	3.1833	2.8249	2.9188	2.8488	2.9966	3.0145	2.7397	3.019	2.718	2.8963	3.1008	3.0836	2.9866	2.8398	2.6118	3.1412	2.6149	3.0856	2.9493	3.3645	3.6305	3.4829	2.9463	2.9729	2.9203	2.794	3.1906	3.1803	2.5853	2.8305	3.0701	2.9579	2.7665	3.1061	3.2096	2.7172	3.005	2.9485	3.1798	2.7179	2.1699	3.0122	2.985	3.0345	2.9052	3.0017	2.5815	3.1272	3.2521	3.2391	3.1819	3.1054	2.8781	3.2196	3.2113	3.0274	2.9483	2.8022	3.035	3.7658	3.0326	2.7783	2.9287	3.2735	2.9531	2.8389	3.0114	2.8612	2.7612	2.8714	2.925	3.353	2.7973	3.309	2.7083	3.0427	2.8335	3.0496	3.4729	3.5881	3.224	2.575	3.9926	3.048	3.3471	2.9276	3.4357	2.8102	2.9837	3.4683	2.8377	3.5972	3.1144	3.6215	3.2615	3.6698	3.9808	3.2688	3.0883	3.1	3.256	3.8041	3.2592	3.0745	2.8408	2.7768	3.2891	3.0455	3.0777	3.027	3.4465	3.5964	3.2049	3.1775	2.9553	3.0247	2.8087	2.7705	3.2567	2.8932	3.1992	2.6127	3.8001	2.8008	3.5779	3.7063	2.9881	3.2398	3.031	3.4829	2.7959	2.9218	2.5841	2.9537	3.7248	2.72	2.6138	2.9094	2.9493	3.2735	2.9675	2.8412	2.884	3.2917	3.2748	2.8922	3.3908	2.8367	3.2522	2.8375	2.7934	2.9163	3.4571	2.4465	3.1926	3.1913
3350	HTR1A	20	HTR1A	3.28935	3.1303	3.12875	3.2609	3.15615	2.90925	3.2088	3.07215	2.83415	3.13265	3.1433	3.1231	3.2557	3.06635	3.08065	3.5059	3.21525	3.1616	2.95355	3.07695	3.1262	3.09715	3.1051	3.05875	3.0644	3.4474	3.2283	3.1604	2.8259	3.16855	3.3304	3.219	3.323	3.0777	3.42835	2.962	2.8961	3.20965	2.98525	3.3721	3.198	3.1282	3.14835	3.08385	3.0541	3.0406	3.0801	2.9732	3.31925	3.15845	3.13255	3.12145	3.24625	3.0148	3.15225	3.1842	3.0481	3.44235	3.3521	3.28265	3.02855	3.3328	3.2825	3.08725	3.27425	3.2156	2.92725	3.18105	3.03345	3.1126	3.1798	3.2432	3.03295	2.91625	3.11515	3.06575	3.16775	3.35685	3.0257	2.86295	2.95125	3.18975	3.2883	3.1693	3.06645	2.9754	3.26125	3.2497	3.1151	3.11735	2.73455	3.17135	2.92885	3.1085	3.14265	3.1749	3.11205	3.05935	3.10425	3.0102	3.22725	3.24325	3.12395	3.35185	3.9251	3.0238	3.2127	3.04565	3.26925	3.3528	3.2042	3.2025	3.3965	3.2539	3.3514	3.0592	3.2293	3.1635	3.12005	3.40195	3.4458	3.20545	3.0644	3.5135	3.3392	3.25395	3.29885	3.287	3.1378	3.0617	3.1989	3.06375	3.30955	3.44335	3.10185	2.99525	3.4803	3.3678	3.19	3.22935	3.4008	3.2107	3.3943	3.4269	3.2467	3.33655	3.46135	3.1923	3.13005	3.47105	3.21835	3.1708	3.54695	3.2206	3.3159	3.17935	3.00595	3.19775	3.04925	3.31105	3.5598	3.04985	3.3631	3.7829	3.2666	2.9603	3.24815	3.11885	3.4413	3.6109	3.17165	3.4402	3.1361	2.98335	3.28775	3.339	3.7466	3.20345	3.2745	3.2042	3.46395	3.10945	3.053	3.03275	3.37915	2.9915	2.9198	3.4205	3.1816	3.43725	3.30035	3.41105	3.1343	3.48815	3.4679	3.56095	3.38145
3351	HTR1B	20	HTR1B	3.5328	3.7967	3.5359	3.8341	3.6172	3.3332	3.8444	3.9384	4.0609	3.5704	3.7336	3.4553	3.5582	3.3086	3.5899	3.408	3.7126	3.5785	3.6669	3.9528	3.1717	3.6436	3.5489	3.5654	3.3664	3.7469	3.6958	3.634	3.4525	3.8244	4.0034	3.3456	4.0227	3.3312	3.8527	3.7572	3.6349	3.3881	3.502	3.5398	3.3678	3.7879	3.6508	3.5615	3.7969	3.3997	3.5437	3.388	4.0538	3.5206	3.6783	3.7119	3.543	3.6976	3.1751	3.5072	3.6352	3.7509	3.7937	3.6206	3.1867	3.5426	3.6179	3.7727	3.4899	3.361	3.3949	3.8893	3.3155	3.7861	3.341	3.5268	3.343	3.6858	3.7082	3.5408	3.5735	3.747	3.7404	3.6407	3.4996	3.9251	3.9693	3.8855	3.5772	3.6359	3.7634	3.1819	3.32	3.6649	3.5937	3.7052	3.4554	3.4578	3.3452	3.9046	3.7083	3.4443	3.3994	3.4484	3.7527	4.0532	3.4917	3.4857	3.3647	3.5385	3.5579	3.7604	3.5491	3.7213	3.5837	3.3239	3.5247	3.6371	3.756	3.574	3.607	3.6505	3.5822	3.5682	3.8322	3.859	3.7106	4.148	3.7146	3.8485	3.5003	4.4432	3.5868	3.5552	3.6149	3.6687	4.1232	3.9012	3.87	3.8253	3.9752	4.0245	4.1696	4.1021	3.7776	3.3057	4.0209	4.0028	3.7738	4.1312	3.234	3.8797	4.0733	3.9533	4.0735	4.0256	3.9803	4.0968	3.8436	3.3039	4.324	3.9246	4.1661	4.0266	3.9266	4.0087	3.4895	4.6032	4.4042	3.2614	3.994	3.8003	3.6263	4.3351	3.8613	4.1401	3.913	3.9975	4.1506	3.5761	4.1761	3.6344	3.5655	3.9989	3.731	3.516	3.9539	3.6853	4.1357	4.2886	3.7914	3.8782	3.924	3.7836	3.8794	4.1426	3.8739	4.0493	3.5341	3.7713	4.2742
3354	HTR1E	20	HTR1E	3.1873	3.4957	3.2678	3.7773	3.3735	3.4445	3.4193	3.5811	3.524	3.5067	3.2879	4.0113	3.2166	3.4039	3.2158	3.2364	3.7026	3.4031	3.4683	3.8867	3.2812	3.2289	3.3662	3.4303	3.5608	3.8139	3.1989	3.3917	3.3385	3.3467	3.6017	3.0012	3.237	3.5438	3.3401	3.4085	3.5574	3.5592	3.5814	3.1753	3.2646	3.7499	3.372	3.2206	3.6183	5.0685	3.3298	3.4155	3.3664	3.679	3.4617	3.6625	3.3749	3.4419	3.4011	3.2322	3.2463	3.3691	3.6215	2.8556	3.2334	3.251	3.2932	3.193	3.2445	3.9638	3.2883	3.516	3.2296	3.4169	3.3089	3.5843	3.2369	3.0865	3.4024	3.3826	3.2405	3.6755	3.4965	3.5025	3.5112	3.5209	3.5518	3.3785	3.522	3.1012	3.7981	3.3401	3.2588	3.3703	3.2883	3.4606	3.534	3.4175	3.5332	3.4568	3.4848	3.2431	3.2357	3.713	3.7441	3.8166	3.6654	3.6281	3.6015	3.2332	3.2423	3.4623	3.2546	3.5381	3.1965	3.2979	3.2542	3.456	3.8014	3.5182	3.5454	3.5002	3.4053	3.5384	3.4202	3.1306	4.14	3.1616	3.4322	2.9684	3.3777	3.4094	3.5763	3.4896	3.8639	3.2179	4.0053	3.8117	3.4634	3.5596	3.5938	3.674	3.4282	3.5713	3.1885	3.5101	3.5137	3.9139	3.7738	3.9027	3.3374	3.2312	3.8138	3.3243	3.8462	4.0423	3.8386	4.0742	3.6104	3.4411	3.5391	3.8724	3.3106	3.716	3.9261	3.0244	3.5563	4.1937	3.9301	3.5614	3.4503	3.283	3.3496	3.9139	3.7576	3.9047	3.4406	3.6669	3.6481	3.8256	3.5851	3.5634	3.8578	3.3702	4.142	3.4631	3.5342	3.7053	3.148	4.0052	3.4596	3.6174	3.0558	3.1501	3.7474	3.7294	3.1631	3.5279	3.7319	3.4711	4.1052
3361	HTR5A	20	HTR5A	4.6361	4.8847	4.6365	4.9639	5.0679	4.6914	4.5446	4.9401	4.5984	4.9229	4.5613	4.8917	4.5799	4.6566	4.9963	4.5584	4.6714	4.7954	4.9657	4.9013	5.0529	4.6976	5.3986	4.7189	4.9203	5.2567	4.997	4.7881	5.0444	4.9687	4.8807	4.5388	5.0973	4.9377	4.9085	4.5134	4.461	4.8465	4.7892	6.8294	4.6028	4.8064	4.8988	4.3866	4.7465	4.6102	4.6106	4.5637	4.5624	4.5065	4.7457	4.8109	4.7603	4.731	4.6705	4.5689	4.6624	4.5953	4.9701	4.4498	4.6156	4.8604	4.9006	4.3297	5.042	4.8169	4.7268	5.1714	4.5521	4.9133	4.6104	4.9633	4.5652	4.5396	4.8692	5.0767	4.61	4.9068	5.0201	4.6842	5.0374	4.8634	5.065	5.2465	4.8087	4.8459	4.729	4.8682	4.854	4.6727	4.8291	4.5897	4.8089	4.7654	4.8864	5.1136	5.0404	4.4843	4.8075	4.9221	4.9328	4.7234	4.6928	5.2442	4.5036	4.4172	4.8903	4.586	4.7056	4.8665	4.9675	4.8097	4.7926	4.769	4.7661	4.7255	4.6104	4.63	4.8847	4.7746	5.076	5.0416	4.8522	4.9886	4.9143	5.0284	4.6324	5.0809	4.5801	4.6726	5.1689	4.367	4.7612	4.5583	4.6046	4.5192	4.7587	4.9684	4.6685	4.9398	4.5892	4.7443	4.6928	4.7901	4.7311	4.8226	4.7841	4.7356	4.8172	4.8082	4.9037	5.1268	5.1856	5.18	5.0181	4.4931	4.9164	5.0216	4.8986	4.6239	4.8866	4.9746	4.6779	5.1631	4.8643	4.6796	4.801	4.8765	5.2373	5.2709	5.1351	4.7667	4.7866	4.9732	4.7033	5.083	4.9634	4.6622	4.9401	5.1165	4.5827	4.9613	4.6754	4.5013	4.691	5.4616	4.7806	5.0499	4.6786	4.858	4.8164	5.0004	5.0661	5.01	5.0265	4.7691	4.7391
3362	HTR6	20	HTR6	4.9482	5.00075	4.474	4.8327	5.0551	4.5732	4.88725	4.8518	4.65515	4.91805	4.62605	4.37885	4.52465	4.6211	4.6798	4.67095	4.76615	4.6909	4.75715	5.0697	4.5661	5.117	4.7136	4.71715	4.70795	5.1392	4.47875	4.693	4.80525	4.85215	4.84755	4.4185	4.77845	4.1436	4.77435	4.60135	4.44665	4.64115	4.7341	4.46485	4.62195	4.96725	4.8243	4.4633	4.85175	4.40595	4.5779	4.62915	4.98995	4.63505	4.6854	4.9386	4.646	4.6599	4.6542	5.05705	4.82365	4.79355	4.80915	4.4571	4.61005	4.64355	4.7879	4.73875	4.88705	4.8023	4.78795	4.9391	4.547	4.5256	4.3401	4.58425	4.24305	4.6776	4.77455	4.80445	4.4458	4.682	4.93635	4.60245	4.8461	4.7757	4.5477	4.71195	4.80075	4.5548	4.8814	4.63435	4.61445	4.6337	4.2678	4.59245	4.4174	4.2767	4.77935	4.64935	4.8491	4.4959	4.40405	4.7719	4.91535	4.7055	4.40905	4.7416	4.569	4.61425	4.7303	4.6561	4.67035	4.6938	4.95915	4.7522	5.0064	4.7843	4.7647	4.72865	4.62905	4.8307	4.68805	4.932	4.9887	4.66365	4.5588	5.1287	4.68295	5.0888	4.23045	4.8426	4.64785	4.5503	4.70455	4.40355	4.83265	4.8035	4.8089	4.61355	4.73155	4.62455	4.8725	4.8173	4.41175	4.6765	4.66265	4.91605	4.4376	5.1863	4.50255	4.70495	4.733	5.3173	4.9026	5.201	4.9501	5.0513	4.57015	4.38375	4.65385	4.6112	5.0869	4.74335	4.97135	4.4038	4.35105	4.9175	5.1528	4.85655	4.7943	5.08655	4.7813	4.766	4.89045	4.76125	4.59485	4.87845	4.86285	5.0909	4.82745	4.75635	5.0491	4.5915	4.7493	4.5062	4.3651	4.39435	4.5081	4.89115	4.77565	4.56075	4.30705	4.99975	4.69315	4.89235	4.6609	4.80515	4.9561	4.7741	4.72175
3364	HUS1	14	HUS1	9.5515	10.0904	9.6937	9.9128	10.3104	10.2353	9.8995	10.3734	10.0283	10.1962	9.6191	9.0626	8.8727	8.8221	9.9182	9.607	9.9348	9.7956	9.6875	10.1632	10.2654	9.5808	10.0182	10.019	9.2836	10.2232	9.6571	9.2023	9.3884	9.5193	10.0297	9.4753	9.742	9.2928	9.5575	8.8963	8.7755	9.6508	10.0822	9.7422	10.2345	8.3725	9.3369	9.7516	10.4944	9.9394	9.74	9.1497	9.8247	9.537	10.5544	9.8157	9.712	10.4561	9.9938	9.2435	9.8734	10.3793	9.9798	9.54	10.3316	9.9306	9.8504	9.8084	9.5181	10.2539	9.1836	10.6271	9.8685	9.8842	9.2178	10.5059	9.0931	10.4638	9.3794	9.7916	10.0616	10.1888	9.7745	9.1783	9.7545	9.9478	9.461	9.4655	10.3515	9.9125	9.8744	9.8604	9.8081	10.2103	10.3373	10.7026	9.2727	8.5867	9.4212	9.9795	9.6439	9.7663	9.3183	10.0824	9.9387	10.2396	9.6988	9.6357	9.3794	9.7378	9.9789	9.3483	9.6717	9.6663	9.9476	9.872	10.2794	9.9538	10.0594	10.0047	9.6512	10.7669	9.8715	10.0302	9.087	9.9204	10.8302	10.1381	10.2447	9.4467	9.5835	10.4208	8.9965	9.8764	9.5814	9.4676	10.4348	10.0613	10.1397	10.0276	10.7138	10.1119	10.1532	9.8489	9.668	9.7038	9.9972	10.2208	9.2433	9.663	10.0008	9.3837	10.2436	9.4579	9.8411	9.7201	9.2409	10.3044	9.7849	9.8566	9.4535	9.665	9.5765	9.0934	9.345	9.8176	9.1731	10.1578	9.8126	9.8082	10.0879	9.9019	9.3626	9.8989	9.7235	10.0357	9.4679	9.5185	9.4468	9.5227	9.8744	9.0169	10.2345	9.5318	10.4319	9.4232	9.2908	9.6636	9.7829	9.8016	9.9821	9.9085	9.0112	9.6413	8.9927	10.4198	9.104	9.8284	9.5998	9.5546	10.3028
3460	IFNGR2	19	IFNGR2	10.786	10.86295	11.24735	11.31415	10.67365	10.35085	10.67205	11.5515	10.87425	9.95405	10.63645	10.674	10.66545	11.693	10.47195	11.30585	10.76415	11.3313	11.07745	10.4342	10.87965	10.76835	10.63465	9.93925	10.75605	10.9189	10.92715	10.61745	10.6719	10.0385	10.6031	11.27855	10.6421	10.90465	10.73375	11.85485	11.10585	10.35925	10.5109	11.1872	10.6582	11.03125	10.8136	10.7155	10.70645	10.69905	10.63865	10.7851	10.55395	10.4771	10.69685	10.49625	10.65945	10.89995	10.7933	11.15795	10.59975	10.43355	10.4172	11.31525	10.7435	10.2839	10.8266	10.51075	10.4359	10.51505	11.2458	10.29735	11.39905	10.45345	11.3855	10.425	10.73315	10.48655	10.213	10.4804	10.71605	10.3861	10.17785	10.1065	10.68415	10.6446	10.22325	10.5132	10.35495	10.39845	10.25545	10.52195	10.7396	10.21465	10.07855	11.0248	10.9242	10.91385	10.84465	10.565	9.97025	10.9075	10.8933	10.4604	10.60865	10.28135	10.52575	10.48755	11.1542	10.78915	10.58365	10.28525	10.7599	10.49825	10.939	10.51525	10.54415	10.72705	10.6506	10.3229	10.6556	10.3796	10.46655	10.34885	10.888	10.4758	10.4154	10.4269	10.46205	10.44	10.63545	10.67385	11.4282	10.88095	10.86775	10.88345	10.4828	11.02425	10.59325	10.6877	10.72785	10.42195	10.6476	10.92115	11.1612	10.8972	10.59685	10.81615	10.59635	10.48905	10.77285	10.9746	11.0901	10.5301	10.4479	10.8162	10.98145	10.8125	10.75035	11.1717	10.83405	10.8453	11.1466	10.50785	10.4729	10.09	10.8371	9.96405	10.68565	10.80355	10.9235	10.30605	11.0454	10.62935	10.60175	10.4949	10.18935	10.6729	10.56335	10.66195	10.28065	10.99015	10.4411	10.38025	10.84125	10.90255	10.74505	10.8138	11.187	10.7339	11.2721	10.4547	11.33155	10.4693	11.1959	10.48535	11.06345	10.68215	10.8978	11.0389	10.39355
