GeneID	gene	cluster1	Symbol	HCCDB.1.S1	HCCDB.1.S2	HCCDB.1.S3	HCCDB.1.S4	HCCDB.1.S5	HCCDB.1.S6	HCCDB.1.S7	HCCDB.1.S8	HCCDB.1.S9	HCCDB.1.S10	HCCDB.1.S11	HCCDB.1.S12	HCCDB.1.S13	HCCDB.1.S14	HCCDB.1.S15	HCCDB.1.S16	HCCDB.1.S17	HCCDB.1.S18	HCCDB.1.S19	HCCDB.1.S20	HCCDB.1.S21	HCCDB.1.S22	HCCDB.1.S23	HCCDB.1.S24	HCCDB.1.S25	HCCDB.1.S26	HCCDB.1.S27	HCCDB.1.S28	HCCDB.1.S29	HCCDB.1.S30	HCCDB.1.S31	HCCDB.1.S32	HCCDB.1.S33	HCCDB.1.S34	HCCDB.1.S35	HCCDB.1.S36	HCCDB.1.S37	HCCDB.1.S38	HCCDB.1.S39	HCCDB.1.S40	HCCDB.1.S41	HCCDB.1.S42	HCCDB.1.S43	HCCDB.1.S44	HCCDB.1.S45	HCCDB.1.S46	HCCDB.1.S47	HCCDB.1.S48	HCCDB.1.S49	HCCDB.1.S50	HCCDB.1.S51	HCCDB.1.S52	HCCDB.1.S53	HCCDB.1.S54	HCCDB.1.S55	HCCDB.1.S56	HCCDB.1.S57	HCCDB.1.S58	HCCDB.1.S59	HCCDB.1.S60	HCCDB.1.S61	HCCDB.1.S62	HCCDB.1.S63	HCCDB.1.S64	HCCDB.1.S65	HCCDB.1.S66	HCCDB.1.S67	HCCDB.1.S68	HCCDB.1.S69	HCCDB.1.S70	HCCDB.1.S71	HCCDB.1.S72	HCCDB.1.S73	HCCDB.1.S74	HCCDB.1.S75	HCCDB.1.S76	HCCDB.1.S77	HCCDB.1.S78	HCCDB.1.S79	HCCDB.1.S80	HCCDB.1.S81	HCCDB.1.S82	HCCDB.1.S83	HCCDB.1.S84	HCCDB.1.S85	HCCDB.1.S86	HCCDB.1.S87	HCCDB.1.S88	HCCDB.1.S89	HCCDB.1.S90	HCCDB.1.S91	HCCDB.1.S92	HCCDB.1.S93	HCCDB.1.S94	HCCDB.1.S95	HCCDB.1.S96	HCCDB.1.S97	HCCDB.1.S98	HCCDB.1.S99	HCCDB.1.S100	HCCDB.1.S101	HCCDB.1.S102	HCCDB.1.S103	HCCDB.1.S104	HCCDB.1.S105	HCCDB.1.S106	HCCDB.1.S107	HCCDB.1.S108	HCCDB.1.S109	HCCDB.1.S110	HCCDB.1.S111	HCCDB.1.S112	HCCDB.1.S113	HCCDB.1.S114	HCCDB.1.S115	HCCDB.1.S116	HCCDB.1.S117	HCCDB.1.S118	HCCDB.1.S119	HCCDB.1.S120	HCCDB.1.S121	HCCDB.1.S122	HCCDB.1.S123	HCCDB.1.S124	HCCDB.1.S125	HCCDB.1.S126	HCCDB.1.S127	HCCDB.1.S128	HCCDB.1.S129	HCCDB.1.S130	HCCDB.1.S131	HCCDB.1.S132	HCCDB.1.S133	HCCDB.1.S134	HCCDB.1.S135	HCCDB.1.S136	HCCDB.1.S137	HCCDB.1.S138	HCCDB.1.S139	HCCDB.1.S140	HCCDB.1.S141	HCCDB.1.S142	HCCDB.1.S143	HCCDB.1.S144	HCCDB.1.S145	HCCDB.1.S146	HCCDB.1.S147	HCCDB.1.S148	HCCDB.1.S149	HCCDB.1.S150	HCCDB.1.S151	HCCDB.1.S152	HCCDB.1.S153	HCCDB.1.S154	HCCDB.1.S155	HCCDB.1.S156	HCCDB.1.S157	HCCDB.1.S158	HCCDB.1.S159	HCCDB.1.S160	HCCDB.1.S161	HCCDB.1.S162	HCCDB.1.S163	HCCDB.1.S164	HCCDB.1.S165	HCCDB.1.S166	HCCDB.1.S167	HCCDB.1.S168	HCCDB.1.S169	HCCDB.1.S170	HCCDB.1.S171	HCCDB.1.S172	HCCDB.1.S173	HCCDB.1.S174	HCCDB.1.S175	HCCDB.1.S176	HCCDB.1.S177	HCCDB.1.S178	HCCDB.1.S179	HCCDB.1.S180	HCCDB.1.S181	HCCDB.1.S182	HCCDB.1.S183	HCCDB.1.S184	HCCDB.1.S185	HCCDB.1.S186	HCCDB.1.S187	HCCDB.1.S188	HCCDB.1.S189	HCCDB.1.S190	HCCDB.1.S191	HCCDB.1.S192	HCCDB.1.S193	HCCDB.1.S194	HCCDB.1.S195	HCCDB.1.S196	HCCDB.1.S197
5961	PRPH2	6	PRPH2	4.254	5.2551	6.4575	6.8737	4.3964	6.3242	5.6034	4.6397	6.3662	5.9654	6.0758	7.89	6.3638	5.2423	5.5793	6.8738	4.8408	5.8387	6.2118	6.4052	6.0795	4.9722	5.0576	5.2857	6.4551	5.0858	5.7289	4.6989	5.751	5.6742	6.1509	6.5121	4.4351	5.8152	6.0672	7.0832	6.4118	4.5026	6.0681	5.8948	6.0244	4.8194	5.5613	5.3377	6.3436	8.533	6.2863	6.2661	6.0307	6.1896	6.328	4.7984	5.9348	8.0656	6.8545	5.9438	5.0849	5.074	5.4098	6.608	5.5422	5.1833	5.2306	5.0744	5.0729	4.5451	6.4024	5.9194	5.5773	5.6356	7.2534	4.7811	6.1467	5.668	4.73	5.0113	4.3189	5.7658	4.9064	4.942	8.3486	5.3548	4.7779	5.26	4.5354	6.3569	5.3043	5.9298	4.4497	4.9685	4.3454	5.5151	6.8508	7.0576	5.3135	5.9226	5.0215	6.2639	4.9071	5.5168	5.5496	5.2933	8.3587	5.1265	4.7493	5.7539	8.8694	4.8753	4.7058	4.4746	5.2415	6.5004	4.947	7.0016	5.7687	3.8315	6.4193	6.071	5.4036	4.8637	8.8731	3.8757	4.802	5.7227	5.5279	5.4337	5.0362	5.7375	5.2046	4.6476	9.1498	6.0144	4.9331	5.0408	5.0444	5.1374	4.6193	4.8899	5.1874	5.9049	7.3918	6.4912	4.9395	6.0594	4.9232	5.3075	6.2784	6.3488	6.6302	7.6716	5.008	4.3349	6.4857	6.2984	6.8239	6.0418	5.83	5.0769	5.7057	4.6156	4.2904	5.3928	5.8213	4.7825	6.6351	5.1877	5.9706	4.1845	5.9843	6.4378	5.2703	6.2768	4.3209	6.5119	4.7073	5.6633	5.0338	6.2122	5.4	5.5591	4.9291	6.5231	6.7939	6.2485	6.7158	4.5456	3.5945	5.4767	6.1724	5.3362	6.569	5.065	6.262	5.5591	6.4591	6.3737	5.5092
5962	RDX	20	RDX	6.8299	6.5247	6.1113	6.6182	6.6603	6.3688	6.6262	6.2987	6.3781	6.2708	6.4549	6.3274	6.1998	6.0955	6.5301	6.3366	6.1837	6.0652	6.24	6.8179	6.2102	6.6747	5.9705	6.7968	6.428	6.366	5.6684	6.4446	6.1128	6.3318	6.6389	6.1353	6.4241	6.2115	6.365	6.2001	6.1967	6.4359	6.6433	6.4056	6.2416	6.3016	6.3179	7.0625	7.0144	6.1448	6.2755	6.1797	6.6079	6.5652	6.2699	6.6258	6.3049	6.5889	6.6201	6.4071	6.3494	6.8502	6.7763	6.3662	6.6358	6.9042	6.8708	6.7675	6.6366	6.8145	6.2999	6.374	6.5317	6.332	6.6041	6.241	6.1582	6.439	6.6163	6.435	6.356	6.2424	6.5384	6.346	6.0393	6.5826	6.4009	6.2135	6.3111	6.1756	6.5621	6.3629	6.2631	6.6682	6.0501	6.37	6.5493	6.1432	6.1439	6.6261	6.4674	6.0041	6.7415	6.2976	6.5601	6.7334	6.55	6.5903	6.3934	6.6216	6.6007	6.6689	6.691	6.2401	6.1926	6.2762	6.9527	6.0781	6.6054	6.5281	6.2551	6.2882	6.6206	6.647	6.7288	6.3939	5.9166	6.8141	6.7661	6.4973	6.6348	6.7683	6.5437	6.5951	6.5785	5.9125	7.0301	6.7764	6.3991	6.3678	6.3728	6.8163	6.3215	6.3338	6.2116	6.7781	6.5478	6.5097	6.2759	6.3657	6.2181	6.41	6.4923	6.1184	6.3453	6.6715	6.2504	6.3523	6.2768	6.0422	6.3218	6.5731	6.1193	6.3715	6.3222	6.5584	6.4179	6.8914	6.5482	6.3807	6.3743	6.2659	6.5546	6.5633	5.9657	6.2168	6.3442	6.4123	6.5722	6.4567	6.245	6.5728	6.6475	6.4736	5.9283	6.4917	6.4905	6.4606	6.4217	6.2592	6.6035	6.5348	6.1546	6.6114	6.4486	6.677	6.3116	6.4223	6.569	6.7564	6.5838
5976	UPF1	12	UPF1	8.2687	8.585	8.44045	8.61025	8.67445	8.4614	8.46075	8.7885	7.95685	8.50575	8.2141	8.49365	7.92485	8.86855	8.023	8.51165	7.7657	7.95805	8.1412	8.1468	8.20705	7.8291	8.0784	7.9099	8.082	8.54145	7.63495	8.3731	7.9917	8.4194	8.38035	7.978	8.01665	8.6146	7.8769	8.3647	7.8297	8.1532	8.00415	8.1362	8.32115	9.08655	8.2395	7.87095	8.54985	7.8786	8.0465	8.0572	8.0818	8.423	8.0022	7.98725	7.97715	8.1535	7.9488	8.58375	8.2918	8.47915	8.17095	7.688	7.91605	8.50945	8.4606	9.78195	8.0137	8.56675	8.6805	8.69835	8.0189	8.1955	8.49095	8.21775	8.5824	8.49895	8.91155	8.28855	8.57545	8.33595	8.7272	8.1158	8.43935	8.3615	8.2921	8.3601	8.88575	8.2796	8.71665	8.4079	8.30845	8.2735	8.5929	8.4176	8.14985	8.17535	8.5673	8.29675	8.1691	7.7863	8.1689	8.48005	8.29155	8.5474	7.8068	8.3239	8.6992	8.29695	8.5191	8.26695	8.0718	8.31705	8.32495	7.9246	8.49155	8.07015	8.04385	8.26825	8.19315	8.0326	8.1512	8.492	8.82135	8.2089	8.1623	8.66595	8.35005	8.2774	8.18845	8.2025	8.48235	8.33935	8.61235	8.1633	8.497	8.30005	8.3866	8.5108	7.73155	8.05985	8.30215	8.26025	7.79495	8.2589	7.69515	8.3947	7.55545	8.31755	8.27455	8.3655	8.733	8.61425	8.173	7.77005	7.81235	8.0908	8.32865	8.0933	7.90455	8.16115	8.1256	8.7623	7.96555	7.88965	7.64895	8.20445	8.26945	8.1656	8.4323	8.3722	8.14305	7.81135	8.77715	7.87475	7.90975	7.8723	8.08295	8.00395	8.1223	7.66475	7.84275	8.03955	8.44815	7.49665	8.32135	8.10905	9.77125	8.0929	7.97765	7.8976	8.01865	7.9337	8.27405	8.00385	8.0772	8.0015	8.1874	8.1126	8.11605
5978	REST	10	REST	7.86855	7.97105	7.84455	7.81955	7.7009	7.76335	7.8911	7.80095	7.81695	7.96535	7.87105	8.3439	8.1666	7.88005	7.8816	8.09625	7.9204	7.5933	7.57675	7.8197	7.9979	7.71855	7.70425	7.7339	7.91575	7.69965	7.70295	7.9593	7.97365	7.962	7.90155	7.8774	7.6091	8.15345	7.90225	8.03065	7.8538	8.1081	7.8259	7.78985	7.9514	7.94285	7.6767	7.67795	8.02755	8.1129	7.95185	7.96235	8.05515	7.8738	8.02745	7.5598	7.72555	7.7777	7.84185	7.62585	7.83755	8.01835	7.8704	7.64045	7.85195	7.7681	8.0565	8.24285	7.86285	7.86895	8.23865	8.0745	7.9276	7.91135	7.5428	8.15745	7.8117	8.2259	8.0555	8.11105	7.8746	7.8986	7.9363	7.69045	8.05085	7.72145	7.93785	7.8391	8.1886	8.05205	8.21155	7.96245	7.5175	8.1082	8.12595	7.95445	8.47405	8.0475	8.1771	8.25315	7.70515	7.9013	7.73925	8.08	7.75135	8.0938	8.37495	8.066	8.0333	7.80985	8.06485	7.8792	7.6797	7.73685	7.69425	7.8706	7.72225	7.8203	7.9875	8.07955	7.9192	7.78485	8.14085	7.69215	7.796	7.7555	8.0014	7.93635	7.7478	7.9097	7.8325	7.83985	7.76745	7.90365	7.65295	7.6557	7.74575	8.18575	7.70045	7.86225	7.5487	7.70765	7.9614	7.8246	7.7688	7.7457	7.5314	7.9003	8.05695	7.8814	7.75105	7.9277	7.6576	7.8943	7.69835	7.70715	8.00625	7.94175	7.7917	8.0186	7.61465	7.7635	7.5534	7.8236	7.8177	7.9389	7.99265	7.41665	7.89145	7.4949	7.76325	7.865	7.83905	8.0942	7.5987	7.73595	7.7709	8.02275	7.2279	7.76825	8.0225	8.0633	7.98655	7.844	7.5796	7.83085	8.0367	7.75075	7.7557	7.596	7.58965	7.8621	8.0401	7.82365	7.98655	7.98165	7.85465	7.8629	7.8277	7.7281	8.2196
5982	RFC2	13	RFC2	7.2603	8.0403	7.9435	8.2562	8.1297	7.7879	7.4042	8.4818	7.9117	8.2124	7.373	7.9249	7.2936	8.2973	7.6459	8.1949	7.7636	7.4524	7.4782	8.38	7.285	9.5007	7.9046	8.3574	8.0424	7.7531	7.2095	8.5868	7.5676	7.8778	7.7944	8.2667	7.9454	8.1724	7.733	8.5136	7.3819	7.2411	7.3155	8.4121	7.6493	8.082	7.6011	7.7714	7.546	8.37	7.3863	7.5465	7.3428	7.7825	7.3036	8.1633	7.5087	9.119	7.5203	8.2786	7.5471	8.355	7.54	8.0932	7.5312	7.9686	7.9176	7.9882	7.6449	7.9584	8.1095	8.0378	7.4749	7.3108	7.8783	8.1608	7.2092	7.8979	8.3817	7.5628	7.9163	7.7158	8.6666	7.4221	8.1068	7.8334	7.6133	7.827	7.2763	7.5106	7.8938	7.4349	8.2251	7.3749	8.1621	8.2488	8.1775	7.4367	8.3094	7.5874	6.9034	7.0505	8.1977	7.4995	8.401	7.4123	7.8701	7.5231	7.9029	7.7418	8.1794	7.3557	7.5048	7.4937	7.405	7.8291	7.6119	8.1044	7.3513	7.8011	7.3964	7.984	7.7648	7.8278	8.5346	7.4264	7.304	7.7659	8.022	8.0026	8.1689	7.5092	7.7436	7.8943	8.071	7.5699	7.2349	7.3604	8.2868	7.6442	8.2522	7.7125	7.7332	8.0748	8.1583	8.5698	7.7632	7.8095	8.1713	7.939	8.0052	8.6992	8.4434	9.3609	7.8035	7.6052	7.6412	7.9956	7.7553	7.4467	8.0404	8.1406	7.5534	8.3182	7.5213	7.9413	7.3722	8.6814	8.1357	8.2945	7.8113	7.8659	8.1368	7.8234	8.1247	7.7362	8.4101	7.6689	8.6493	7.7868	8.6628	7.3555	8.0697	7.4174	8.2158	7.476	8.0249	7.5725	7.9688	7.8919	7.5409	7.7405	7.7071	7.8984	7.6033	7.6676	7.8268	7.6885	7.8203	7.8326	7.967
5984	RFC4	13	RFC4	9.482	9.7568	10.5256	9.5237	10.4337	9.789	9.0515	11.8385	9.3889	10.9124	9.2729	11.338	9.4253	11.7716	9.6569	10.8935	9.9948	10.3019	9.2092	9.6409	9.4045	11.9619	9.3356	11.0496	9.7823	10.8094	9.7093	10.458	9.7086	9.865	9.1468	11.2855	9.8257	11.4781	9.9431	11.3646	9.8906	9.1254	9.0931	11.1001	9.4521	11.3488	9.8387	11.594	9.2869	11.9716	9.3002	10.6998	9.466	10.3976	9.1677	11.4341	9.7743	12.0709	9.5	11.7356	9.4312	11.9494	9.66	11.3156	9.6415	10.3443	9.3856	10.8008	9.9223	10.2842	9.9304	9.2462	10.4995	9.2252	11.2703	9.31	11.7706	9.7773	10.7605	8.9053	11.2913	9.8488	9.4663	9.0527	11.2977	9.0289	10.2014	9.568	10.2607	9.4521	9.8033	9.6302	11.5445	9.1379	11.3943	9.6256	11.6323	9.884	11.5803	8.9648	9.4275	8.7777	11.1745	9.1565	10.5785	8.7302	11.0759	8.7824	11.5564	9.349	11.014	9.3414	9.9365	8.9194	11.6217	10.15	10.3588	10.7966	9.624	10.8052	9.4252	10.0549	9.6268	10.2403	11.7586	8.9837	10.5029	9.4713	10.0781	9.4653	10.5768	9.5507	11.0082	9.3085	11.0917	9.1276	9.5795	9.6898	10.2948	9.0575	11.4757	9.4304	9.8436	11.3014	9.995	9.7201	8.9857	10.1439	11.6462	9.7537	10.7686	12.0669	10.3132	10.9574	9.7884	10.5219	9.5586	10.5022	9.4838	10.4507	9.9443	10.6642	9.7335	11.9079	9.4864	10.29	9.8632	9.9071	9.9735	11.3436	9.3131	10.4896	11.7591	9.766	11.6565	9.3445	11.2053	9.9689	12.0938	9.8754	11.6068	9.7051	10.1486	9.9922	10.1612	10.4492	11.4899	10.2068	11.4764	9.7248	10.7595	10.1088	11.3986	9.4842	11.1961	9.7124	10.6136	9.7576	10.1286	10.1387	9.4448
5993	RFX5	10	RFX5	8.97615	8.927	10.9581	9.115	9.8671	10.44765	8.9665	8.77545	9.2719	10.6759	9.60255	9.9688	9.7024	10.2854	8.8047	10.6553	9.19695	10.56535	9.0522	9.5222	9.2249	10.9863	8.856	11.02815	9.9092	10.03555	9.13595	10.0031	9.4163	9.4924	9.08345	10.54205	9.18235	10.4632	9.60525	11.30155	9.5678	10.45215	9.0328	10.7445	9.4828	9.9212	9.0858	10.3702	8.9377	10.6014	9.6664	10.66415	9.52635	9.7452	9.04245	10.8254	9.4217	11.09805	9.40135	10.3885	8.79895	10.02295	9.1452	10.5395	9.10075	10.66385	8.6525	10.07085	8.77435	9.6815	9.66045	8.86005	9.83845	9.04015	11.04945	9.32815	9.58205	8.9667	9.31925	8.6171	9.98905	8.9475	10.3767	8.5635	9.6074	8.9682	8.6721	9.22355	8.74755	9.4944	9.54765	9.55555	9.8675	9.0788	10.929	8.8927	9.23655	9.6261	10.1291	9.0788	9.43985	8.89165	10.6837	8.95115	11.0146	8.79275	10.39155	8.8267	8.8027	9.03245	10.8935	9.80205	10.9695	8.89955	10.1745	8.89985	9.7619	10.35505	8.89235	10.76455	9.2194	10.5715	8.9192	9.74905	9.75845	9.04535	9.954	8.53615	9.8465	8.59135	10.2429	8.7902	9.8126	9.14935	10.00595	9.0817	9.31605	8.80035	9.7633	8.4298	9.91365	9.1334	10.3708	10.21445	9.2876	8.5566	8.4482	9.2456	10.4825	8.7696	9.93905	9.68415	8.797	10.67705	8.58335	9.6948	9.39985	10.43245	9.50365	9.98755	8.74815	10.1863	9.65405	9.221	9.03085	10.79375	9.5542	9.93455	9.03225	10.1895	8.58215	9.9821	9.6018	9.40015	9.75705	9.2508	10.63255	9.38715	9.62875	9.2558	10.46825	9.56035	10.7972	9.0473	9.8119	9.62535	9.63805	9.17505	10.0904	8.88675	10.8904	8.958	10.6657	9.1307	9.3413	9.53055	10.618	8.78125	10.36575	9.84765	9.009
5998	RGS3	8	RGS3	6.8559	7.1486	7.0437	6.9437	7.8736	8.1667	7.4873	5.946	6.85855	7.60305	6.95935	6.4355	7.0687	6.6527	7.72625	6.3796	6.8401	7.53	6.786	7.8592	7.6915	6.86865	6.97785	7.01985	7.4055	7.44185	6.60045	6.74565	6.95375	6.4731	7.1653	6.5361	6.7947	6.42535	6.8977	6.71865	6.8801	7.99685	7.7577	7.49785	6.88615	6.15635	6.91385	6.36245	7.0718	6.5267	7.23965	6.91805	6.83425	6.57615	7.6811	7.17315	7.5548	6.20225	7.3542	6.3521	6.94545	6.41975	7.7728	6.84085	6.6363	7.75445	6.50685	6.6747	6.70515	7.88095	6.3519	6.773	7.41615	6.9673	6.4222	6.9685	7.01895	7.5345	7.8765	7.3173	6.32555	7.0917	7.11385	6.55925	6.29955	5.85025	6.77325	6.6987	7.41305	7.45645	6.3402	6.8045	6.8272	8.2293	6.26925	7.31305	7.32535	6.76735	7.2834	6.74815	7.2787	6.96665	5.71405	7.4108	6.88095	6.47085	6.2734	6.668	7.9412	8.06435	6.8958	6.1955	7.1988	6.4332	5.82585	7.63855	7.485	8.0257	7.0575	6.27315	6.7432	6.7214	6.7744	7.51475	5.26295	6.37275	7.13255	7.6902	7.4068	6.66805	7.86155	7.0227	6.44395	6.7038	6.4477	6.71685	6.9534	7.0124	7.5198	5.6006	6.613	7.32915	7.43005	6.02585	7.19295	7.4288	7.09415	6.5571	7.43765	6.1132	6.1133	7.12495	6.8502	6.7473	7.2115	5.7312	6.79215	6.0904	7.04	6.69575	7.0013	7.1271	7.34165	6.01705	6.63615	6.99625	7.2399	7.00685	6.70795	6.67005	6.7949	8.3399	7.16255	7.4833	7.51845	7.41405	5.9845	7.2607	7.53935	6.24315	7.0877	6.86445	6.85805	6.93485	7.59345	6.39195	6.16035	7.03515	7.10895	7.0322	7.4172	7.13675	6.86475	7.0063	6.98565	6.67635	6.58985	6.2885	7.4999	7.4759	7.90675
6004	RGS16	20	RGS16	8.236	7.85835	9.05565	9.1777	9.1086	9.4258	8.8999	7.8541	9.00995	12.52355	9.10125	9.09605	8.64135	7.9599	9.50805	8.4437	8.89025	9.22905	9.4967	6.95475	9.68	8.58625	9.74215	9.01575	9.72865	11.3382	9.5392	9.88455	7.79775	9.48255	8.701	9.99865	8.4022	9.03695	8.8647	8.8515	8.9562	7.7201	9.31745	8.91205	8.4568	7.8894	8.2309	9.48545	9.84005	8.35255	7.63015	8.41065	8.0149	9.53115	9.6904	7.2209	8.60295	11.9928	10.37785	8.96025	8.7521	6.9511	9.06835	8.555	9.3163	8.751	8.459	7.27265	8.5981	8.9465	7.4299	7.768	7.90395	8.6468	7.39935	8.372	8.6765	7.99635	11.0763	8.24965	9.12865	7.62605	12.02155	8.05345	7.3234	9.49365	7.5487	8.51775	7.8433	8.1901	10.16805	7.9396	8.37875	9.0031	8.81115	9.6159	8.56785	9.60325	7.77875	7.7363	7.9279	9.48975	9.99345	9.12065	8.4543	7.66465	8.1632	8.64905	6.374	10.4065	7.7219	8.54785	9.84365	8.0533	7.34245	9.3031	9.0802	12.7809	8.14435	7.1612	9.22695	8.50535	7.73905	9.0933	9.5767	7.89215	8.7395	9.3195	7.27485	8.60405	9.1158	9.1071	10.1455	10.61555	10.20035	9.5443	7.1468	8.87705	8.8741	7.34935	6.28665	8.91225	10.6952	7.3613	10.2734	9.1766	9.1872	6.4099	7.7453	7.39745	8.0379	8.5305	7.93425	7.2591	9.3791	7.5182	8.91825	7.819	8.92785	9.5937	8.40285	9.83845	9.0184	6.442	7.9605	9.0686	11.4597	9.04365	8.04835	7.39915	8.28775	9.13715	9.04695	10.02825	9.0131	8.23575	8.1727	9.08715	6.963	8.3271	7.3827	9.03015	7.5152	8.1458	10.65865	10.78365	8.65335	8.1167	8.85065	9.18455	9.2247	8.98065	9.1612	7.5039	7.8111	7.0151	9.8773	8.38635	10.3196	9.2565	9.0191
6018	RLF	4	RLF	6.9146	7.31705	6.36795	6.4466	6.84025	6.592	6.93725	6.5996	6.9681	6.1621	6.39135	6.49755	6.9085	6.26855	7.0067	6.7599	6.8262	7.05525	6.57085	6.23715	6.557	6.93515	6.72855	6.3018	6.2628	6.3966	6.84635	6.17975	6.57355	7.04655	6.9738	6.93005	6.04255	6.7432	6.6323	6.4677	6.48635	6.5193	7.00935	6.9607	6.8453	6.13505	6.00955	6.53305	6.7881	7.1577	6.89925	6.36005	6.545	7.06285	6.7812	6.59195	6.5765	6.33945	7.2897	6.05845	6.6317	6.39945	6.50215	6.41065	7.12205	7.6675	7.39185	7.47135	7.24165	7.10595	7.4325	7.4911	6.86085	7.4945	7.21535	7.8002	7.38165	7.85635	7.6538	7.58705	7.3225	7.69455	7.29705	7.0738	8.07515	7.5157	8.1082	7.0568	7.5202	7.67035	7.4015	7.1385	7.0714	7.35025	7.69405	7.7302	7.29175	7.4511	7.62975	7.65135	7.4229	7.95685	7.22455	7.8566	6.124	7.37235	6.45195	7.3466	8.3358	7.5065	7.46285	7.1253	7.31915	7.35155	7.62655	7.40205	6.8716	6.2519	7.14475	6.4884	6.8052	6.81435	7.2729	6.6198	6.81805	7.6063	7.55355	7.09985	6.06955	7.09015	6.9112	7.01685	6.80815	6.82225	6.3539	7.6624	7.4702	7.2447	6.51	7.119	7.0587	6.9417	6.4273	6.83235	6.82325	6.80985	7.0187	6.96815	7.18185	6.414	5.9956	7.265	6.8503	6.2173	6.65205	7.4919	6.22345	6.1373	6.65385	6.35995	6.08535	6.26625	6.72	6.253	6.44265	6.92435	7.03515	6.1693	6.72015	7.11845	7.1965	6.72645	6.81325	6.8458	6.7826	7.0362	6.51925	7.1258	6.8444	6.80225	6.88745	6.89935	6.32395	7.1365	6.53405	6.4367	6.11505	6.71245	7.1061	6.26135	5.96375	6.5992	6.57425	6.6972	6.1605	6.5787	6.52235	6.115	6.2555	6.25615	6.826
6157	RPL27A	12	RPL27A	5.2124	5.1728	5.59335	6.0004	5.1881	5.39395	5.12765	6.32485	5.2373	5.11715	5.1113	5.83735	5.18625	4.9514	5.2798	5.4189	5.78425	5.84135	5.16255	6.2077	5.3608	5.3694	5.44055	5.6973	5.17085	5.2507	4.70725	5.1322	5.3435	5.39155	5.3463	5.7984	5.22295	6.217	5.27615	5.32405	5.32705	6.1497	5.21675	5.87685	5.3435	5.5462	5.0668	5.5233	5.2625	5.41245	5.16	5.41485	5.112	5.6463	5.1689	5.0028	5.4312	5.0644	5.22285	5.3197	5.3164	5.79935	5.19305	5.22935	4.9861	5.51205	5.35125	5.90215	4.7469	5.61205	5.70735	5.819	5.2476	5.07355	5.38805	5.3023	5.6361	5.61755	5.70585	5.17575	6.6767	5.4753	5.21115	5.08815	5.62185	5.60815	4.9795	5.0264	6.0042	5.1962	5.2775	5.53905	5.8447	5.5338	6.4457	6.06315	5.3312	5.5958	5.97975	5.2719	5.4032	5.0091	5.04765	5.22055	5.5196	5.36345	7.02065	5.4187	4.94435	5.42285	5.9019	4.9905	5.73525	4.9506	5.5945	5.2467	5.59315	5.65185	5.58455	5.0917	4.94075	5.11575	5.18345	5.46855	4.2719	5.5869	5.4975	5.1288	5.54225	5.40955	6.473	5.41735	5.16535	4.95075	6.4636	5.22695	5.60255	5.4165	5.47105	5.2977	5.0769	5.36735	5.13085	5.31605	5.1548	5.4925	4.7163	5.596	5.3897	5.0069	5.3948	5.461	6.02365	5.76855	5.316	5.3939	4.79375	5.39495	5.1736	5.4943	5.3481	5.1673	5.09165	5.71325	5.38925	5.4019	4.9299	5.3532	5.32225	5.3035	5.64085	5.78825	5.2949	5.24695	5.5237	4.97685	5.324	5.11175	5.11635	4.382	5.57425	5.3786	5.4638	5.36735	5.4956	5.0902	5.22225	5.21685	5.5459	5.0179	5.54655	5.30805	4.7873	5.23485	5.4303	4.9145	5.50155	5.17845	5.2136	5.3912	5.857
