gene	gene.y
NPY1R	GNAT3
NPY1R	GNG7
NPY2R	GNG7
NPY2R	GNAT3
NR1I2	ACTN2
NR1I2	POU1F1
NR4A1	RPS6KA3
NR5A1	EDF1
NR5A2	EDF1
NR5A2	CENPT
NRXN3	NLGN4X
NTRK1	SH2B2
NTRK1	ARHGAP32
NTRK1	SQSTM1
NUAK1	SIK1
NUAK1	SIK2
NUAK1	MARK2
NUF2	CENPI
NUF2	CENPP
NUF2	SKA2
NUF2	CENPN
NUF2	KIF2C
NUP153	NUP155
OPRK1	GNAT3
OPRK1	GNG7
ORC1	DBF4
ORC1	CLSPN
ORC1	ORC5
ORC1	ORC3
ORC1	ORC2
ORC1	MCM10
ORC1	MCM8
ORC1	CDC7
ORC1	ORC6
ORC2	CLSPN
ORC2	MCM8
ORC2	ORC6
ORC2	ORC5
ORC2	MCM10
ORC2	ORC3
ORC2	CDC7
ORC2	DBF4
ORC3	MCM8
ORC3	SEPSECS
ORC3	CLSPN
ORC3	DBF4
ORC3	SLA
ORC3	PTPRJ
ORC3	MCM10
ORC5	CDC7
ORC5	ORC6
ORC5	MCM10
ORC5	DBF4
ORC5	CLSPN
ORC5	MCM8
ORC5	ORC3
ORC6	MCM8
ORC6	MCM10
ORC6	ORC3
ORC6	CLSPN
ORC6	DBF4
OXSR1	SLC12A2
PAFAH1B2	SNUPN
PAFAH1B2	SLA
PAFAH1B2	PINX1
PAFAH1B2	PAFAH1B3
PAFAH1B3	IGSF21
PAFAH1B3	CHMP7
PAFAH1B3	LNX1
PAFAH1B3	CCDC90B
PAFAH1B3	ECH1
PAK3	SET
PAK3	PIM1
PAK3	PLXNA4
PAPOLA	THOC2
PAPOLA	CWC27
PAPOLA	PRPF8
PAPOLA	PPWD1
PAPOLA	FIP1L1
PAPOLA	AQR
PAPOLA	PCF11
PCBD1	LNX1
PCF11	FIP1L1
PDCD6	SEC31A
PDCD6	ANXA11
PEA15	RPS6KA3
PEA15	LUC7L2
PEA15	FADD
PF4	CCL5
PF4	FGF13
PHC2	UNC13D
PICALM	CLTB
PIK3CG	PIK3R5
PIM1	HSP90AA2P
PINX1	COTL1
PINX1	TSR1
PINX1	HIST1H2BC
PKP3	DSC3
PLCB3	GNAT3
PLEC	METAP2
PLK1	AURKA
PLK1	ANAPC4
PLK1	ZWILCH
PLK1	KIF23
PLK1	NUF2
PLK1	STAG1
PLK1	SMC4
PLK1	TUBGCP3
PLK1	SPC25
PLK1	CENPH
PLK1	PDS5A
PLK1	GTSE1
PLK1	CENPP
PLK1	KIF20A
PLK1	CDCA8
PLK1	CDCA5
PLK1	PLK4
PLK1	KIF2C
PLK1	CENPI
PLK1	HAUS6
PLK1	KIF2B
PLK1	CENPK
PLK1	CDC25C
PLK1	SKA1
PLK1	NCAPH2
PLK1	AURKB
PLK1	SPDL1
PLK1	KIF2A
PLK1	INCENP
PLK1	CENPN
PLK1	TUBGCP2
PLK4	CEP89
PLK4	TUBGCP2
PLK4	HAUS6
POLA1	POLD3
POLA1	RFC4
POLR1E	UBTF
POLR1E	RB1CC1
POLR1E	CD3EAP
POLR1E	HNRNPUL1
POLR1E	MRM3
POLR2H	PAPOLA
POLR2H	MED29
POLR2H	TXNL4A
POLR2H	SNRPN
POLR2H	POLR1E
POLR2H	POLR3B
POLR2H	CRCP
POLR2H	GTF2E2
POLR2H	PCF11
POLR2H	POLR2J
POLR2H	GTF2H5
POLR2J	MED29
POLR2J	TXNL4A
POLR2J	SNRPN
POLR2J	GTF2E2
POLR2J	GTF2H5
POLR3B	CRCP
PPFIA1	TNNT1
PPFIA1	CD3EAP
PPFIA1	RAB3A
PPFIA1	ERC1
PPFIA2	RAB3A
PPFIA2	PPFIA1
PPFIA2	CD3EAP
PPP1CB	RYR2
PPP1CB	PPP2R2C
PPP2R3A	PPP2R2C
PPP3R1	GRIK2
PPP3R1	PPP2R2C
PPP5C	PPP2R3A
PPP5C	GNA12
PPWD1	FIP1L1
PPWD1	PCF11
PRKACA	PRKAR2B
PRKACA	MAP2
PRKACA	LRP1
PRKACA	PKIA
PRKACA	CAD
PRKACA	GYS1
PRKACA	MGMT
PRKACA	LIPE
PRKACA	WT1
PRKACA	RYR2
PRKACA	AURKA
PRKACA	RRAD
PRKACA	RASGRF1
PRKACA	RASGRP3
PRKACA	ASIC3
PRKACA	ADD2
PRKACA	ITPKA
PRKAR2B	RYR2
PRKCG	AFAP1
PRKCG	EXOC5
PRKCG	TOP2A
PRLR	SOCS2
PRLR	GH1
PRLR	SOCS3
PROS1	TYRO3
PRPF8	SYF2
PRPF8	PPWD1
PRPF8	CWC27
PRPF8	RNU12-2P
PRPF8	AQR
PSEN2	FLNB
PTCD3	MRPS5
PTCD3	MRPS21
PTGDR	GNG13
PTGDR	GNG7
PTGFR	GNG7
PTGFR	GNG13
QARS	HSP90AA2P
QARS	RARS
RAB11FIP5	RAB11FIP4
RAB3A	UNC13B
RAB3A	SYT1
RAB5B	PACSIN1
RAB5B	EPN2
RAB6B	COG8
RAB6B	TMF1
RAB6B	GCC2
RABEP1	GAP43
RABEP1	AP1G2
RACGAP1	SH3RF1
RACGAP1	MEGF10
RAD1	TIPIN
RAD1	RFC4
RAD1	RAD9B
RAD1	RMI1
RAD1	TIMELESS
RAD23A	GTF2H5
RAD23A	CUL4A
RAD23A	SQSTM1
RAD23A	CUL4B
RAD51	BRIP1
RAD51	RFC4
RAD51	CHEK1
RAD51	TOP3A
RAD51	HUS1
RAD51	RAD1
RAD51	DMC1
RAD51	TIMM13
RAD51	NBN
RAD51	RAD9B
RAD51	RAD54L
RAD9B	RRAD
RAD9B	TIPIN
RALGDS	BCL11B
RASSF1	MAP1B
RASSF1	MOAP1
RBBP5	CUL4B
RBBP5	CUL4A
RBFOX1	PCBP4
RBFOX2	RBFOX1
RBPJ	SUFU
RBPJ	NCOR1
RCOR1	REST
RCOR1	PHF21A
REG1A	REG3A
REST	SIN3B
REST	CTDSP1
RFC2	DSCC1
RFC2	RFC4
RFC4	DSCC1
RFC4	CLSPN
RFC4	RAD9B
RFC4	DTL
RFC4	REV1
RFC4	TOP3A
RFC4	POLD3
RFC4	TIMELESS
RFC4	TIPIN
RFX5	SIN3B
RGS3	GLS2
RIPK1	FADD
RIPK1	HSPA1L
RIPK1	SQSTM1
RIPK1	CAD
RND2	RACGAP1
RNF111	UBE2U
RNF138	PCBP4
RNF19A	UBE2U
RNF217	UBE2U
ROR2	FZD5
RPL10L	RPL27A
RPS6	UTP3
RPS6	BMS1
RPS6	RPL27A
RPS6	RPL10L
RPS6	EIF5B
RPS6KA2	SHANK1
RPS6KA3	SHANK1
RSPO4	LGR4
RUNX1	NCOR1
RUNX1	CBFA2T2
RUNX1	ELF4
RUNX1	YAP1
SCAND1	ZSCAN32
SCNN1A	SCNN1B
SCNN1A	SCNN1G
SCNN1B	SCNN1G
SDC3	FGF13
SDC4	FGF13
SDC4	CCL5
SEL1L	SYVN1
SELPLG	SELP
SELPLG	SELENOP
SELPLG	VCAN
SEMA3A	PLXNA4
SEMA3F	SHBG
SEMG2	TGM1
SEPT1	AURKB
SEPT5	SEPT2
SERINC3	HACD3
SET	SGO2
SETD7	HIST1H3B
SETD7	HIST1H3J
SETD7	HIST1H3I
SETD7	HIST1H3H
SF1	DDX17
SF1	TAF15
SF1	HNRNPUL1
SF3B1	RNU12-2P
SF3B1	PPWD1
SF3B1	PRPF8
SF3B1	AQR
SF3B1	SYF2
SF3B1	PAPOLA
SF3B1	PCF11
SF3B1	FIP1L1
SF3B3	ELAVL2
SF3B3	RNU12-2P
SF3B3	PAPOLA
SF3B3	AQR
SF3B3	SF3B1
SF3B3	PRPF8
SF3B3	PPWD1
SF3B3	CWC27
SGCB	SGCE
SH2B2	ASB6
SH2D1A	CD244
SH2D1A	SLAMF1
SH2D1A	SLAMF6
SH2D1A	SLAMF7
SH3GL1	SH3GL2
SH3GL1	SH3GL3
SH3GL1	PICALM
SH3GL1	SH3D19
SH3GL2	BIN1
SH3GL2	ADAM15
SH3GL2	SH3GL3
SH3GL2	PICALM
SH3GL3	PICALM
SH3GL3	BIN1
SH3GL3	PACSIN1
SH3GL3	SNRPN
SH3GL3	SH3D19
SHANK1	DLGAP2
SHANK2	DLGAP2
SHB	SPNS1
SHB	ORC3
SHBG	MPDU1
SHBG	ACTG2
SIN3B	SAP30L
SKA1	INCENP
SKA1	CENPM
SKA1	SPC25
SKA1	ZWILCH
SKA1	NUF2
SKA1	CENPI
SKA1	KIF2C
SKA1	CENPN
SKA1	SKA3
SKA1	KIF2A
SKA1	CENPP
SKIV2L	EXOSC4
SLA	SEPSECS
SLC25A23	CDC26
SLC9A3	SHANK2
SLC9A3R2	ADRB2
SLC9A3R2	GEMIN5
SLC9A3R2	LGALS1
SLC9A3R2	PLCB3
SLC9A3R2	RDX
SLC9A3R2	SLC9A3
SLC9A3R2	DDX20
SLC9A3R2	PRKACA
SMAD6	SRFBP1
SMAD6	STRAP
SMAD6	RNF111
SMC4	HIST1H2BH
SMC4	NCAPD2
SMC4	HIST1H2BA
SMC4	NCAPG
SMC4	NCAPH2
SMC4	NCAPH
SNCA	SQSTM1
SNCA	SEPT2
SNCA	CYCS
SNCA	MAP1B
SNRPN	SF3B1
SNRPN	TXNL4A
SNRPN	PAPOLA
SNRPN	PRPF8
SNRPN	CWC27
SNRPN	AQR
SNRPN	SYF2
SNRPN	XAB2
SNRPN	SF3B3
SNX4	LEPROT
SOCS3	GH1
SOCS3	SOCS2
SOCS3	LEPROT
SORBS2	DLGAP2
SP4	ZBTB7A
SPC25	CENPP
SPC25	NUF2
SPC25	CENPN
SPC25	CENPI
SPDL1	CENPT
SPDL1	INCENP
SPDL1	NUF2
SPDL1	KIF2C
SPDL1	SPC25
SPDL1	CENPI
SPDL1	KIF2A
SPDL1	SKA3
SPDL1	CENPN
SPDL1	KIF2B
SPDL1	ZWILCH
SPDL1	SKA1
SPDL1	CENPM
SPDL1	CENPP
SPNS1	SLA
SPNS1	PTPRJ
SPNS1	SEPSECS
SPP1	MMP3
SPTA1	SPTB
SPTA1	PLEC
SQSTM1	KCNAB2
SRFBP1	GH1
SRP19	SRP72
SRP54	SRP19
SRP54	SRP72
SRP54	RPL10L
SRP54	RPL27A
SRPRB	STYXL1
SRPRB	CDK5RAP3
SSTR3	GNG7
SSTR3	GNG13
SSTR3	GNAT3
SSTR5	GNG13
SSTR5	GNG7
SSTR5	GNAT3
STAG1	SKA1
STAG1	SPC25
STAG1	HIST1H2BA
STAG1	HIST1H2BH
STAG1	KIF2C
STAG1	KIF2A
STAG1	KIF2B
STAG1	NUF2
STAG1	PDS5A
STAT5B	EPOR
STAT5B	CD247
STAT5B	PRLR
STAT5B	CTLA4
STK16	PASK
STK4	LATS1
STK4	RASSF1
STRAP	GH1
STRAP	SRFBP1
STRAP	MAP1B
STX11	SLC38A2
STX11	TAF6L
STYXL1	DDOST
SUB1	HSF1
SUFU	RNF19A
SUFU	ZNF764
SUFU	GLI2
SVIL	LUC7L2
SYT1	TFAP2A
SYT1	STON2
SYT1	CPLX1
SYT1	SYT4
SYT1	UNC13B
TAAR1	GNG7
TAAR5	GNG7
TAAR6	GNG7
TAAR8	GNG7
TADA2B	HIST3H2A
TADA2B	HIST1H2BH
TAF12	TAF15
TAF12	TAF6L
TAF12	TADA2B
TAF15	ZNF384
TAF1A	UBTF
TAF1A	CD3EAP
TAF1A	SET
TAF6L	TADA2B
TAL1	CBFA2T2
TBCB	USP7
TBCB	TUBA8
TBL3	UTP3
TBL3	BMS1
TCAP	MYL1
TEAD3	YAP1
TENT5A	SPINT1
TERT	HSP90AA2P
TERT	NKX2-1
TERT	PINX1
TERT	TEP1
TFAP2A	LDLRAP1
TFAP2A	EPN2
TFAP2A	DEK
TFE3	GANAB
TGFBR1	CDK17
TGFBR1	SMAD6
TGFBR1	RHOH
TGFBR1	ARHGAP31
TGFBR1	RHOD
TGFBR1	STRAP
TGFBR1	OXSR1
TGFBR1	TTC1
TGFBR1	KATNB1
TGFBR1	ATG16L1
TGFBR1	UBXN1
TGFBR1	STYXL1
TGFBR1	KLHL1
TGFBR1	SRFBP1
TGFBR1	RNF138
TGFBR1	YAP1
TGFBR1	CDC42EP4
TGFBR1	EIF2AK1
TGFBR1	RAB6B
TGFBR1	STX8
TGFBR1	SQSTM1
TGFBR1	PLK4
TGFBR1	CDK14
TGFBR1	SCRIB
TGFBR1	AURKB
TGFBR1	NKIRAS1
TGFBR1	WDR61
TGFBR1	TNNT1
TGFBR1	RHPN2
TGFBR1	FBXO3
TGFBR1	RHOBTB1
THOC2	FIP1L1
THOC2	PCF11
THOC5	THOC2
THOC5	PAPOLA
THOC5	FIP1L1
THOC5	PCF11
TIMELESS	CLSPN
TIMELESS	TIPIN
TIMELESS	RAD9B
TIMELESS	RMI1
TIMELESS	TOP3A
TIPIN	TOP3A
TJP1	PLEC
TJP1	GJA3
TJP1	PTPN14
TK1	CCDC90B
TK1	PAK3
TMBIM4	DDOST
TNFRSF8	TNFSF8
TNNT1	TNNC2
TNNT1	MYL1
TNNT1	MYL4
TNNT2	TTN
TNNT2	TNNC2
TNNT2	MYL4
TNNT2	MYL1
TNNT2	ACTN2
TNNT3	HAP1
TNNT3	TCAP
TNNT3	MYL1
TNNT3	SNUPN
TNNT3	MYL4
TNNT3	TNNC2
TOMM34	HSP90AA2P
TOP2A	TOP2B
TP53BP2	YAP1
TP53BP2	KIF5A
TP53BP2	NAE1
TP73	CABLES1
TP73	MDM4
TP73	WT1
TP73	BIN1
TP73	HIPK2
TP73	YAP1
TP73	NFYB
TPX2	AURKA
TPX2	PLK4
TPX2	PLK1
TRADD	RIPK1
TRADD	SLC25A3
TRADD	CAD
TRADD	HSPA1L
TRADD	DAPK1
TRADD	EEF1A2
TRADD	HIPK2
TRADD	FADD
TRIM11	UBE2U
TRIM4	UBE2U
TRIM41	UBE2U
TSHR	SCRIB
TSHR	FLNB
TSHR	GNAO1
TSHR	GNA12
TSR1	RIOK1
TTF2	MATR3
TTF2	MYBL2
TTF2	KIF4A
TTN	ACTN2
TTN	MYL4
TTN	IGHG1
TTN	TNNT3
TTN	TNNC2
TTN	TCAP
TTN	OBSCN
TTN	MYL1
TTN	DES
TTN	SQSTM1
TTN	TNNT1
TUBGCP3	MAPRE1
TUBGCP3	PLK4
TUBGCP3	HAUS6
TUBGCP3	TUBGCP2
TXNIP	TXNRD1
TXNL4A	PRPF8
TXNL4A	SF3B1
TXNL4A	SF3B3
TXNRD1	GLRX2
UBE2E2	RNF111
UBE2E2	HERC6
UBE2E2	FBXW11
UBE2E2	TRIM41
UBE2E2	RNF19A
UBE2E2	HERC4
UBE2E2	UBOX5
UBE2E2	TRIM4
UBE2E2	UBR1
UBE2E2	HECTD2
UBE2E2	HERC2
UBE2E2	TRIM11
UBE2E2	UBR2
UBE2E2	RNF217
UBE2U	HERC4
UBE2U	UBR2
UBE2V2	IGSF21
UBR1	UBE2U
UBR5	PAIP1
UBR5	UBXN1
UBTF	CD3EAP
UBXN1	UBR1
UBXN1	NGLY1
UBXN1	UBR2
UPF1	GSPT1
UPF1	RPL27A
UPF1	TRMT112
UPF1	UPF3A
UPF1	EXOSC4
UPF1	RPS6
UPF1	ABHD16A
UPF3A	RPL27A
UPF3A	GSPT1
USP12	WDR48
USP13	FNBP1L
USP7	SYVN1
USP7	AQR
USP7	ARNT2
USP7	BCOR
USP8	RASGRF1
UTP3	BMS1
UTS2R	GNG7
VCAN	SELENOP
VCAN	CCL5
VCAN	CCL2
VCAN	FBLN1
VCAN	SELP
VDR	MED12
VDR	POU1F1
VDR	MED24
VDR	HR
VPS11	STX8
VPS36	VPS25
VPS4B	VTA1
VPS51	COG8
VTA1	KLHL12
WASF2	PACSIN1
XAB2	PAPOLA
XAB2	PPWD1
XAB2	SF3B1
XAB2	CWC27
XAB2	SYF2
XAB2	POLD3
XAB2	FIP1L1
XAB2	TXNL4A
XAB2	AQR
XAB2	PRPF8
XAB2	SF3B3
XRCC1	OGG1
XRCC1	PNKP
YAP1	KIF5A
ZFAND5	RIPK1
ZNF384	CCDC90B
ZNF8	FBN2
ZNF8	LRP1
ZNF8	FBLN1
ZWILCH	NUF2
ZWILCH	CENPM
ZWILCH	SPC25
ZWILCH	CENPP
ZWILCH	CENPN
ZWILCH	CENPI
