ADRB2	AGTR1	CNR1	CRHR1	GALR1	GALR3	GHSR	GNA12	GNAO1	GNAS	GNB2	GNG13	GNG3	GNG7	GNGT1	GPR84	GPSM2	GRPR	HTR1A	HTR1B	HTR1E	HTR5A	HTR6	LPAR3	MCHR2	NMUR1	NPFFR1	NPY1R	NPY2R	OPRK1	PLCB3	PTGDR	PTGFR	SLC9A3R2	SSTR3	SSTR5	TAAR1	TAAR5	TAAR6	TAAR8	TSHR	UTS2R	GNAT3	RGS16	TTC1	GABRB2	HEXIM1	S1PR1	RDX	SCRIB	if_health
closeness_latora_n	0.723547226709404	1.01992632457109	0.108478021442232	0.432241319351969	-0.457520013427426	-0.385854764160927	-0.457563209071211	0.91570534573346	0.423368750306991	0.223245170757479	1.16124776613992	0.358037636720816	0.321516179427602	0.693631945746743	0.658599359579788	-0.184790990066857	-0.356035984104605	-0.807263193434007	0.263679050510219	-0.536140680399786	-0.700566277056788	-0.513341651986861	-0.246002893537071	-0.730340942413067	-0.730340942413067	-0.103972859598898	-0.42546425045673	0.175168419223312	-0.507308966756793	-0.471432686951618	-0.807263193434007	-0.460791853680181	-0.730340942413067	0.383180258573201	-0.443196521759142	-0.407465452841593	-0.421317468653234	-0.404705526920514	-0.455500846844491	-0.576739990277669	0.311995675725857	-0.157271688749974	-0.263724136164478	0.389058542353155	0.752668443071392	0.14912696035766	0.817892027076223	0.486154997134797	0.572239319919662	0.575131589940845	0
closeness_residual_n	0.918387058657597	1.37040819923705	0.00796474949628617	0.480355858999059	-0.762442848744953	-0.666319655769082	-0.764364543926398	1.20929327522472	0.462829998944282	0.167407798700765	1.56100192733275	0.358308998025496	0.298928616918851	0.836638145638933	0.786020694559676	-0.401663795380498	-0.637744048420997	-1.20588362033926	0.229036563169701	-0.868270602387121	-1.08212645065421	-0.838964750870087	-0.483816264387265	-1.11181664120753	-1.11181664120753	-0.290897285122017	-0.718935669837042	0.101743474350795	-0.831739176987854	-0.781313895426742	-1.20588362033926	-0.766958832421349	-1.11181664120753	0.402680939765058	-0.743091378267804	-0.697451117708488	-0.714054564076172	-0.691090306657906	-0.762096943612293	-0.921520775864958	0.301407603702914	-0.365977915861067	-0.517042374074446	0.414826053311789	0.966621607711863	0.0615992620104119	1.06797181158126	0.559606568281844	0.688360145438649	0.69510529552552	0
communitycent_n	-0.51642647910199	0.947953039903361	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	1.69641368295054	-0.51642647910199	-0.51642647910199	1.06936772196447	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	1.14320364243741	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	0.0625142609698936	0.0625142609698936	1.11513378837332	0.0625142609698936	-0.51642647910199	0
diffusion_degree_n	0.568278123093035	1.51514445457399	-0.182735607941629	-0.137085753702267	-0.181263031998423	0.20307928917814	-0.329993202262151	1.11460379802217	0.357699763214688	-0.107634234838162	2.46053821011175	0.250201719360707	0.319412788691352	1.96428011725159	1.74486630171401	0.245783991531091	-0.416875182911259	-0.487558828185109	1.08809743104448	-0.394786543763181	-0.469887916866647	-0.352081841410229	-0.0119167985298228	-0.444854125832158	-0.444854125832158	0.14123109956352	-0.0236974060754646	0.946730140496777	-0.390368815933565	-0.276980468306763	-0.487558828185109	-0.254891829158684	-0.444854125832158	-0.198933943316886	-0.103216507008547	-0.09290847540611	-0.187153335771244	-0.0104442225866176	-0.265199860761121	-0.402149423479207	-0.00455391881379667	-0.117942266440599	-0.12677772209983	-0.2593095569883	0.111779580699416	-0.322630322546125	0.151539131165957	-0.106161658894957	-0.125305146156625	-0.119414842383804	0
dmnc_n	-0.0852461362139246	-0.0170079568701045	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0748721623327209	-0.123265764231294	-0.06325889788944	0.00842284172809751	-0.0990689632820077	-0.0248891389812703	-0.0247108560503551	-0.0548304338000285	-0.0175714644457717	-0.0178122261375507	-0.0990689632820077	-0.123265764231294	-0.123265764231294	-0.0255085814589995	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0990689632820077	0.35898235213825	-0.0527286047931151	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	0.35898235213825	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.05292051984288	-0.123265764231294	1.80572670124689	-0.0904569425773752	-0.0904569425773752	-0.123265764231294	-0.0904569425773752	-0.123265764231294	0
geokpath_n	0.872730678533115	1.55076343615958	-0.263412573739683	0.348862696616976	-0.883724870318207	-0.833310796744687	-0.873495927854014	1.34399267063341	0.248034549469937	-0.0836754418688735	1.74072951049458	0.128209794889397	0.0134995115409542	0.663767996764613	0.610431368201324	-0.672570272307378	-0.820889938038168	-1.02766070356434	-0.0719852219097965	-0.926101917669861	-1.01816239984759	-0.918795530195438	-0.736866482082302	-1.01012537362573	-1.01012537362573	-0.608274062532455	-0.847192932946091	-0.218843610145701	-0.913681058963342	-0.893953812782399	-1.02766070356434	-0.867650817874476	-1.01012537362573	0.210041334602937	-0.871304011611687	-0.85011548793586	-0.847923571693533	-0.836233351734456	-0.872765289106572	-0.945098525103361	0.0748731663261085	-0.651381748631551	-0.790203110645591	0.276529460620187	1.07365633407975	-0.173544007804278	1.23731941350683	0.477455116166823	0.68495652044044	0.682764604198113	0
lincent_n	0.678414084876912	0.971754950013713	0.105675945578451	0.426297734131647	-0.460343415416393	-0.40414848816945	-0.454026360345954	0.866447200168708	0.382722886276314	0.214530354839795	1.0562211795876	0.335434822065246	0.274027832153759	0.590157693456135	0.564942620801238	-0.194754682893753	-0.337838791262591	-0.779783875419945	0.231216825764133	-0.523662979277339	-0.669760163369216	-0.5037255226043	-0.256486802746213	-0.709296978410534	-0.709296978410534	-0.116356640448708	-0.435512644032984	0.151024105990637	-0.496360520147429	-0.470650060768184	-0.779783875419945	-0.460234658923629	-0.709296978410534	0.378826367109908	-0.452389593555006	-0.41606077308909	-0.427355445195518	-0.415505586749306	-0.451188500716012	-0.561320416766639	0.305905526343096	-0.159508954891942	-0.263758029135603	0.400095501523609	0.735211450013239	0.156574434352072	0.799594179616989	0.488598717029337	0.568625855154952	0.573153201819697	0
semilocal_n	0.198860013491261	0.657714708673999	-0.265001095791403	-0.202598641434963	-0.300519919537935	-0.157508390267689	-0.357586070791113	0.48549638679852	-0.0456016769528569	-0.243748809858165	1.1956591308256	-0.0201653762660374	-0.0255365267992301	0.802301341777076	0.700024134932868	-0.120932527813284	-0.388377259877158	-0.419570355988394	0.261306607925612	-0.384955242258043	-0.413007423351599	-0.367931111156297	-0.241632409280423	-0.408414532086841	-0.408414532086841	-0.156999617790713	-0.244661812522328	0.189815943843459	-0.385366441931216	-0.340482952181526	-0.419570355988394	-0.329533889697556	-0.408414532086841	-0.23247915101884	-0.276275400954718	-0.270455880156427	-0.307916867331052	-0.235276238061212	-0.329152891130323	-0.391390400985095	-0.175294518503902	-0.274200817292892	-0.261381609402686	-0.19376365636674	-0.00221430352815675	-0.328225949494188	0.136118377483504	-0.14299559728289	-0.167639699729304	-0.109149450172992	0
coreness_n	0.789649383562229	1.2923235307655	-0.215698910844319	-0.215698910844319	-0.383256959912077	0.454533285426713	-0.550815008979835	1.2923235307655	0.789649383562229	0.119417187291197	1.45988157983326	1.2923235307655	0.957207432629988	1.45988157983326	1.45988157983326	0.286975236358955	-0.718373058047594	-0.718373058047594	1.45988157983326	-0.718373058047594	-0.718373058047594	-0.550815008979835	0.119417187291197	-0.718373058047594	-0.718373058047594	0.119417187291197	-0.0481408617765611	1.2923235307655	-0.718373058047594	-0.550815008979835	-0.718373058047594	-0.550815008979835	-0.718373058047594	0.119417187291197	-0.0481408617765611	-0.215698910844319	-0.383256959912077	-0.215698910844319	-0.550815008979835	-0.550815008979835	0.286975236358955	-0.0481408617765611	0.454533285426713	-0.383256959912077	0.286975236358955	-0.0481408617765611	0.286975236358955	0.119417187291197	0.286975236358955	-0.0481408617765611	0
hub_score_n	-0.157383240729213	-0.123854115260421	-0.172297599359286	-0.161711695605825	-0.175641890172097	-0.174106772138073	-0.176257969436522	-0.14189509981568	-0.167499623039631	-0.169952060169189	-0.0942135825089132	-0.164682716561758	-0.168273720981061	-0.144882767407455	-0.148214763592518	-0.172765096266547	-0.176574463998255	-0.176997287144697	-0.164752248893498	-0.176599242709005	-0.176898567833055	-0.176373094192748	-0.174923148403373	-0.176963838716768	-0.176963838716768	-0.172531192891969	-0.175016394619454	-0.166569099387588	-0.176660467257308	-0.176135147043957	-0.176997287144697	-0.175958644312473	-0.176963838716768	-0.140587263104097	-0.175414944175155	-0.175299506238214	-0.175797766679929	-0.174908511913861	-0.175910689885186	-0.176737690200511	-0.169256403318835	-0.174553300156896	-0.174613489668343	-0.16784324379025	-0.148136036199499	-0.172018564938599	-0.120379171484892	-0.167500297776124	-0.153620359567546	-0.137540044571397	0
eccentricity_n	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	0.950062541383136	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.950062541383136	0.186549824460118	0.950062541383136	0.950062541383136	0.950062541383136	0.186549824460118	0.950062541383136	0.950062541383136	0.186549824460118	0.186549824460118	0.186549824460118	0.950062541383136	0.950062541383136	0.950062541383136	0.186549824460118	0.950062541383136	-0.576962892462901	0.950062541383136	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.950062541383136	-0.576962892462901	0.186549824460118	0.950062541383136	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0
subgraph_centrality_n	-0.094192294474949	-0.0939691726831052	-0.0942256591202735	-0.0942061601087225	-0.0942275787202803	-0.094226947506947	-0.0942277111630339	-0.0941146744529416	-0.0942193366044836	-0.0942230922885293	-0.0935986238305308	-0.0942136759283824	-0.0942206023636827	-0.0941329420369041	-0.0941515077634709	-0.0942260448819874	-0.0942277520411353	-0.0942277782727148	-0.0942137648295639	-0.0942277545417888	-0.094227775098058	-0.0942277282002719	-0.0942273371199633	-0.0942277773842205	-0.0942277773842205	-0.0942258363416442	-0.0942273739484446	-0.0942175727261233	-0.0942277600331645	-0.0942276902413852	-0.0942277782727148	-0.094227655539747	-0.0942277773842205	-0.09409495860182	-0.0942275127134523	-0.0942274753064086	-0.0942276188244878	-0.0942273309824506	-0.0942276451415502	-0.0942277660761365	-0.0942221230427584	-0.0942271746475975	-0.0942272036368084	-0.0942199398079409	-0.0941512764432994	-0.0942254063993052	-0.0939343792669572	-0.0942193103172609	-0.0941771926460995	-0.0940852499287076	0
pc_n	0.99451809856754	0.778331828410457	0.213058727577955	1.32667957645474	-1.09655939070115	-1.09655939070115	-1.09655939070115	0.835579371572558	-0.0658414272407419	1.04539379830645	-0.332313175786656	-1.09655939070114	-1.09655939070115	-0.935115348623094	-0.92309077278029	-1.09655939070114	-1.09655939070115	-1.09655939070115	-0.419379200270586	-1.09655939070115	-1.09655939070115	-1.09655939070115	-1.09655939070115	-1.09655939070115	-1.09655939070115	-1.09655939070114	-1.09655939070115	-1.09655939070114	0.649598100337655	-1.09655939070115	-1.09655939070115	-1.09655939070115	-1.09655939070115	1.61968559535921	-1.09655939070115	-1.09655939070115	-1.09655939070115	-1.09655939070115	-1.09655939070115	-1.09655939070115	0.47141876451737	-1.09655939070115	-1.09655939070115	1.23165059735059	1.19527231628728	0.867867786717505	1.32667957645474	1.23165059735059	1.20836849747007	1.23165059735059	0
gilschmidt_n	0.0954373414050074	0.222376545310346	-0.167996874525175	-0.0293290143861528	-0.410413902165305	-0.37971966712917	-0.410432402864838	0.177738687312488	-0.0331291367945331	-0.118842090420405	0.282904536038866	-0.0611104607431817	-0.0767526053738594	0.0826246229056255	0.0676201619606339	-0.293604028064782	-0.366948279979812	-0.560208948987577	-0.101524254771231	-0.444087143456544	-0.514510646638366	-0.43432231679558	-0.31982109381636	-0.527263139456317	-0.527263139456317	-0.258989612889313	-0.396684414959778	-0.139433368989407	-0.431738516972854	-0.416372701939304	-0.560208948987577	-0.411815231746198	-0.527263139456317	-0.0503418727251345	-0.404279148929886	-0.388975527737292	-0.39490834780558	-0.38779345112735	-0.409549092870591	-0.461475832848557	-0.080830238275096	-0.281817507941067	-0.32741110420362	-0.0478242030623977	0.107909961938703	-0.150586929010316	0.135845230954505	-0.00623777959010143	0.0306321463995603	0.031870906003789	0
