ADRB2	AGTR1	CNR1	CRHR1	GALR1	GALR3	GHSR	GNA12	GNAO1	GNAS	GNB2	GNG13	GNG3	GNG7	GNGT1	GPR84	GPSM2	GRPR	HTR1A	HTR1B	HTR1E	HTR5A	HTR6	LPAR3	MCHR2	NMUR1	NPFFR1	NPY1R	NPY2R	OPRK1	PLCB3	PTGDR	PTGFR	SLC9A3R2	SSTR3	SSTR5	TAAR1	TAAR5	TAAR6	TAAR8	TSHR	UTS2R	GNAT3	RGS16	TTC1	GABRB2	HEXIM1	S1PR1	RDX	SCRIB	if_health
communitycent	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	1.65395565391581	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	0.126907633049567	-0.463477648784388	-0.463477648784388	1.264999742609	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	1
diffusion_degree	1.15371576347003	0.310723200109046	-0.36442520634114	-0.479464459954161	0.495540361651276	1.14240042704908	0.595492500036359	-0.0117638878881099	-0.0551393441684291	-0.462491455322731	0.995301053576693	1.55918198522084	0.923637256243992	0.523828702703658	-0.138118477922083	0.484225025230323	-0.238070616307167	-0.145662035536052	0.782195550982081	0.0580140200410994	0.161737937233167	0.484225025230323	0.412561227897622	0.212656951127455	0.301293753091586	0.776537882771605	0.429534232529051	0.476681467616355	0.403131780880161	0.457822573581433	-0.14377614613256	0.212656951127455	0.0391551260061779	-0.164520929570973	0.301293753091586	0.520056923896674	-0.0230792243090627	0.612465504667789	0.250374739197298	0.697330527824935	-0.400257105007491	0.433306011336035	0.982099827752248	-0.140004367325575	-0.322935639464313	-0.409686552024952	-0.168292708377958	-0.177722155395418	-0.343680422902727	-0.290875519604947	1
dmnc	-0.100907556637132	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.106340995052126	-0.129626099015958	-0.106340995052126	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.122433095737773	-0.0384968680895432	-0.0685326800080311	-0.136903159982308	-0.106340995052126	-0.0792196586594759	-0.214905655225139	-0.214905655225139	-0.119227183346157	1.53421093839464	-0.095907877060657	-0.0792196586594759	-0.095907877060657	-0.106340995052126	-0.095907877060657	-0.119227183346157	-0.0393817926478076	-0.0792196586594759	-0.0393817926478076	-0.0792196586594759	-0.214905655225139	-0.095907877060657	-0.214905655225139	5.03244412563421	-0.095907877060657	-0.106340995052126	-0.214905655225139	-0.106340995052126	-0.095907877060657	-0.125726415657563	-0.214905655225139	-0.0393817926478076	-0.107507126442882	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	1
geokpath	2.09973945485673	0.57756030631767	-0.880960673647803	-1.03542534739254	-0.572031326158326	-0.488714017289951	-0.524287699728134	0.931424831623799	-0.504628559433349	-0.609477307672202	1.14486692625289	0.350075968620873	0.329480678788241	0.285481650509437	-0.388546016740333	-0.599179662755886	0.0102536863824474	-0.691858467002729	-0.440970390859759	-0.557989083090622	-0.681560822086413	-0.602924260907273	-0.6553486350267	-0.433481194556984	-0.606668859058661	-0.246251286987604	-0.601051961831579	-0.527096148341674	-0.543946840022918	-0.538329942795837	-0.511181606198277	-0.683433121162107	-0.654412485488853	0.424967931648625	-0.606668859058661	-0.533649195106603	-0.607605008596508	-0.600115812293733	-0.616966503974977	-0.567350578469091	-0.427864297329903	-0.601051961831579	-0.0945950618564056	0.453052417784032	-0.140466389210904	-0.400715960732343	0.569134960477048	0.278928603744508	0.0598696118883332	0.397819595051065	1
lincent	1.13162644039707	0.572179029598231	-0.59364352367018	-4.12943574001613	-0.0655414947514634	-0.00119955513319729	-0.0615140683202098	0.676088746091261	-0.0163272559867749	-0.109660714286397	0.778648583978265	0.471189477071822	0.479599602222951	0.435967081270337	0.0643525291257119	-0.122218795098423	0.286419377801031	-0.256924588753319	0.0729388118858623	-0.0871527208818665	-0.249393350730632	-0.132698295041028	-0.2137505556541	0.0241016299042344	-0.140245156315967	0.178394225666929	-0.175054539465922	-0.0686429296099446	-0.0600161360945278	-0.0807733609188117	-0.0178574721638396	-0.254835508099336	-0.182551108031863	0.510701236351396	-0.140245156315967	-0.0728853745220419	-0.0878350332645938	-0.131586056927911	-0.144007924591958	-0.0643916143055506	0.102147375594488	-0.174836823540266	0.270599394425603	0.516701558724226	0.251283368305537	0.0699909909717452	0.544655871938147	0.445122491327842	0.345132279434482	0.504716373248479	1
semilocal	0.937235816325353	0.056487740710331	-0.363154890119657	-0.406907013719157	0.0351967683394383	0.315969012246405	0.0701921843795335	-0.0767437977573968	-0.216093251192637	-0.388105616501924	0.447237163368975	0.661148214623933	0.335767810234978	0.100345887226469	-0.229672038071749	0.0240839959658443	-0.258408175255481	-0.256813904731213	0.166877230804491	-0.177960342174979	-0.125899163330771	0.0268798595453492	-0.0250517357340784	-0.0827242756107479	-0.0659490941337185	0.16412063497189	-0.0132203635921567	0.0207108965068629	-0.0167230466159184	0.0180917377884222	-0.253366196553115	-0.0953292223666619	-0.189925224656372	-0.180681597035368	-0.0659490941337185	0.0251049573853264	-0.194437088775545	0.0656881738097412	-0.0822295019997681	0.122155193856484	-0.325167271765541	-0.0125802993176352	0.315431044113832	-0.153441561008647	-0.305152501169001	-0.358328884025259	-0.161024162935647	-0.196549693558935	-0.293148350940706	-0.221366909601731	1
coreness	1.15275951528674	0.60767828436468	-0.482484177479431	-0.482484177479431	0.60767828436468	1.15275951528674	0.60767828436468	0.425984540723995	0.24429079708331	-0.482484177479431	1.15275951528674	1.15275951528674	1.15275951528674	0.971065771646051	0.60767828436468	0.425984540723995	-0.300790433838746	-0.119096690198061	0.971065771646051	0.0625970534426247	0.0625970534426247	0.60767828436468	0.425984540723995	0.60767828436468	0.24429079708331	0.971065771646051	0.425984540723995	0.60767828436468	0.425984540723995	0.425984540723995	0.24429079708331	0.0625970534426247	0.24429079708331	0.24429079708331	0.24429079708331	0.60767828436468	-0.119096690198061	0.60767828436468	0.0625970534426247	0.789372028005366	-0.482484177479431	0.425984540723995	1.15275951528674	0.0625970534426247	-0.300790433838746	-0.300790433838746	-0.119096690198061	-0.119096690198061	-0.119096690198061	-0.482484177479431	1
hub_score	-0.0293866396991162	-0.130318970635597	-0.141715762205707	-0.141895056461183	-0.138566518343068	-0.136329280959871	-0.138800481862634	-0.134060832842729	-0.139991927872639	-0.14002175755702	-0.10797233990639	-0.122907501335441	-0.126689062395473	-0.133455588719893	-0.138962794722761	-0.139058392054252	-0.137485009864994	-0.141086149984212	-0.137782228522061	-0.140373719666082	-0.140313772475469	-0.139004767242829	-0.139723648248008	-0.13927810231599	-0.139641863471984	-0.13723989280613	-0.139636672417747	-0.139224043024938	-0.139551000791405	-0.139124006585193	-0.140872277345282	-0.140074106756902	-0.140764705267027	-0.12159341546611	-0.139641863471984	-0.139194260733882	-0.139825432949386	-0.139016993313193	-0.139746442411061	-0.138145847998807	-0.14012492398881	-0.13963582894703	-0.132261437677373	-0.127741041689819	-0.138795066583923	-0.139417337609658	-0.135371887134192	-0.137887653864747	-0.13739731888923	-0.121423869592575	1
eccentricity	-0.104393651028562	-0.104393651028562	0.415385918927497	-3.22307107076492	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	-0.624173220984621	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	1
subgraph_centrality	-0.0882200243892166	-0.0893156959163184	-0.0893274173893615	-0.0893274202022177	-0.0893264506591762	-0.0893247085425504	-0.08932658224639	-0.0893220491560325	-0.0893271032921924	-0.0893271131935276	-0.0892266961068498	-0.0892958752123837	-0.0893071904945476	-0.0893211872677798	-0.0893266679173106	-0.0893267161038279	-0.089325717486472	-0.0893273629376282	-0.0893259398472084	-0.0893272176904969	-0.0893272013909319	-0.0893266892277805	-0.0893270076128554	-0.0893268204536775	-0.0893269759722505	-0.0893255230416547	-0.0893269739042123	-0.0893267959148822	-0.0893269393762406	-0.0893267482856253	-0.0893273286532403	-0.089327130046082	-0.0893273083945693	-0.0892911260093147	-0.0893269759722505	-0.0893267819460227	-0.0893270453738964	-0.0893266953815914	-0.0893270162431399	-0.0893261900943484	-0.0893271460567052	-0.0893269735707307	-0.0893193001001761	-0.0893098939815574	-0.0893265792850765	-0.0893268831048443	-0.0893236881980274	-0.0893260145941966	-0.0893256489414016	-0.0892907584088084	1
pc	0.938663360671939	0.872973015875301	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	0.799624267807104	-1.0058833769485	0.619073503331543	-0.509986363513837	-0.604452702748702	-0.491815228094472	-0.791013045671797	-1.0058833769485	-1.0058833769485	0.619073503331543	-1.0058833769485	-0.550895450470086	-1.0058833769485	-1.0058833769485	-1.0058833769485	-0.206099912435663	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	-0.206099912435663	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	1.77279288833037	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	-0.570287025740614	1.38180836550381	1.27921223594531	0.619073503331543	1.27921223594531	0.82219311336655	0.749070053753948	-1.0058833769485	1
gilschmidt	0.231137406669969	-0.00899680067363438	-0.49933059792306	2.55069778256174	-0.273881200119926	-0.241288202003916	-0.268238722194797	0.0282487735956885	-0.255684675616434	-0.31090735023233	0.0875433979913151	-0.021670720721848	-0.0289571088878187	-0.0579313105762966	-0.227875165386315	-0.295624239343106	-0.138804810125939	-0.354008740065019	-0.21430666463868	-0.28175502330753	-0.348811128198244	-0.299980639307151	-0.330666081200298	-0.234742821698476	-0.303304394320095	-0.16966614209315	-0.314123336038572	-0.271061285061141	-0.269685938159238	-0.278121474809254	-0.259951084510319	-0.352110674684862	-0.320684190544088	-0.0459957505810323	-0.303304394320095	-0.271254196755304	-0.287303314934919	-0.297885845263483	-0.306341051341142	-0.272260741888966	-0.224684179009954	-0.313487862222507	-0.125039615101897	-0.0439648821771947	-0.158753770593413	-0.234877447239077	-0.0319279489779347	-0.0753126542203049	-0.122169391699383	-0.0576873340219241	1
spl_n	-0.422770733451066	-0.638016908919561	0.0728086040454023	-0.218192342086721	0.693295540229672	0.624427566899101	0.685463496203842	-0.563342420190528	-0.180787580101293	-0.0302232854668088	-0.695947027662337	-0.139466796102951	-0.0846424879221394	-0.353362619153203	-0.333107332879501	0.382849519274797	0.545431950431673	1.12203243302294	-0.0456173030348236	0.773101368148039	0.966741904924589	0.747714742685003	0.451717492605368	1.0215662131054	1.0215662131054	0.298047387408919	0.662642540335478	0.0293272561778552	0.738397310999107	0.706123888203013	1.12203243302294	0.693160504987849	1.0215662131054	-0.177411699055682	0.683437967576472	0.638876337774341	0.652649932440456	0.638201161565215	0.681952579916396	0.821714055204908	-0.113269959188976	0.344364475354773	0.459954642356678	-0.195776491943838	-0.466252081318613	0.0240608817466985	-0.514459662650013	-0.270586015914694	-0.336078108199643	-0.339724059728912	0
degree_centrality_n	0.538731585775182	0.856329187076001	-0.349900086551353	-0.159555396209448	-0.41352654203081	-0.0959289407299908	-0.477152997510267	0.98304742193845	0.919955642555458	0.348386895433277	4.2210458621367	1.17392678837682	2.25290315104526	4.79261460925888	4.41139055247861	-0.159555396209448	-0.540244776893258	-0.540244776893258	0.602358041254639	-0.540244776893258	-0.540244776893258	-0.477152997510267	-0.223181851688905	-0.540244776893258	-0.540244776893258	-0.159555396209448	-0.286273631071896	0.28476043995382	-0.477152997510267	-0.477152997510267	-0.540244776893258	-0.477152997510267	-0.540244776893258	0.158042205091372	-0.223181851688905	-0.223181851688905	-0.41352654203081	-0.349900086551353	-0.477152997510267	-0.477152997510267	-0.159555396209448	-0.286273631071896	0.158042205091372	-0.41352654203081	-0.0959289407299908	-0.0959289407299908	-0.159555396209448	-0.223181851688905	0.0307892941324573	-0.223181851688905	0
average_neighbor_degree_n	0.271172325030734	0.966057749985237	0.82521685754211	0.112873861172421	1.51676150310806	0.998103018933597	1.04359937719451	0.388451818237302	-0.31674173480692	-0.545740083519234	-0.246581545953153	-0.539673890285416	-0.756034333394185	-0.492785889418013	-0.507192948210349	1.46476568069433	1.15279063702072	-0.594269520198517	0.869276477206235	1.69874693615173	-0.157504480893708	0.770621227629009	0.849481594080295	0.46124599145477	0.46124599145477	1.09559519960824	1.20374655827294	1.36337377057208	0.297459101715467	1.69874693615173	-0.594269520198517	1.97172508571723	0.46124599145477	-0.566971705241966	0.473378341525319	0.515841621367871	1.46823206642877	1.88983164084758	1.84433528258666	0.151870755280531	0.5808364084843	0.737863849681149	-0.418350280388665	0.873746294221394	0.716025597715908	-0.626116970981159	1.13199228621697	0.46124599145477	-0.25577661473729	0.406650361541669	0
betweenness_n	0.594627603674144	1.43791869611534	-0.240586861912389	0.612131158861416	-0.259201034004902	-0.258054585313647	-0.259216815930259	0.710830812892664	0.659960797335276	-0.0115775825344958	3.60604567954941	0.322045758570818	0.652467254986906	1.17797607295531	1.7003287271264	-0.25874168953431	-0.259264592921767	-0.259264592921767	-0.183837949122159	-0.259264592921767	-0.259264592921767	-0.259210070853094	-0.256257199879642	-0.259264592921767	-0.259264592921767	-0.22686232044743	-0.258969078503013	-0.254739248321303	0.065868711732065	-0.259213138006121	-0.259264592921767	-0.259244782951615	-0.259264592921767	0.427551473775991	-0.20104684049275	-0.184167636555634	-0.259020844678921	-0.259063496345386	-0.259258818699557	-0.259203281914092	-0.170504534905282	-0.257314068490605	-0.241662421540349	-0.250317055764733	0.0368750104976606	-0.130049550220442	-0.0989594856756593	-0.202628514626191	-0.017999973190837	-0.0737661018376426	0
eigenvector_n	-0.157942696691821	-0.124294118795444	-0.172856193820409	-0.16223032711629	-0.176211730674341	-0.174720380961483	-0.176864196173717	-0.144427339919038	-0.168009307253618	-0.170525959894067	-0.0943739151812142	-0.165213026542008	-0.168848191467101	-0.145359433489575	-0.148714970343507	-0.173322240605677	-0.177143824244878	-0.177609871030147	-0.165306235899061	-0.177143824244878	-0.177516661673093	-0.176957405530771	-0.175466055817912	-0.177516661673093	-0.177516661673093	-0.173042612534516	-0.175559265174966	-0.167077213683081	-0.177237033601932	-0.17667777745961	-0.177609871030147	-0.176491358745502	-0.177516661673093	-0.14041933756573	-0.176025311960234	-0.175838893246127	-0.176398149388449	-0.175466055817912	-0.176491358745502	-0.177330242958986	-0.169780285037638	-0.175093218389697	-0.175186427746751	-0.168382144681833	-0.148621760986453	-0.172576565749248	-0.120752163227404	-0.168009307253618	-0.154027903695567	-0.138089103639388	0
cluster_coefficient_n	-0.204017587512868	0.445220700378478	0.818445195841505	-0.389560145444983	-0.590894368992731	0.315111750983596	-0.590894368992731	0.198337985886361	-0.177283798573738	-0.309024764816714	0.0114128644585804	-0.288890919659647	-0.518290759367121	-0.207175920635995	-0.195675698286725	1.01977941938925	-0.590894368992731	-0.590894368992731	1.11515093245266	-0.590894368992731	-0.590894368992731	-0.590894368992731	0.254710215512395	-0.590894368992731	-0.590894368992731	1.01977941938925	-0.590894368992731	1.77865879770753	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.526831365670622	-0.309024764816714	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.188225921897235	-0.168092076740168	0.434079859977623	-0.590894368992731	-0.590894368992731	0.164107912305594	0.214442525198261	-0.0271593886636208	-0.121114514047985	-0.309024764816714	0
harmonic_centrality_n	0.72351803087146	1.01989565079403	0.108451895894211	0.432213578014689	-0.457543316804233	-0.38587842504713	-0.457586510394386	0.915675191980304	0.423341051806826	0.223218471571512	1.16121638578772	0.358010264970596	0.321488989023581	0.693602898402924	0.6585704881384	-0.184815653524775	-0.356059793775425	-0.807284750656368	0.263652148802241	-0.53616359016528	-0.700588365774779	-0.513364676944749	-0.246027251790943	-0.730362884000283	-0.730362884000283	-0.103997926529795	-0.425487713816622	0.175141960694442	-0.507332021594959	-0.471455918924215	-0.807284750656368	-0.460815139775905	-0.730362884000283	0.383152760488368	-0.443219896163689	-0.407489005016216	-0.421340950829168	-0.404729092094145	-0.455524158899217	-0.576762697688288	0.311968533487314	-0.157296489188102	-0.263748405297458	0.389031016702442	0.752639103032273	0.149100630883697	0.817862359831119	0.486126985795752	0.572210879934183	0.575103134310865	0
markovcent_n	1.31234770380725	1.50279392915826	0.0942647833633975	0.207807529586613	-0.17784467847208	0.729835658675526	-0.546610435683624	1.51994208459866	1.40108126149807	1.11072128048402	1.89194502872248	1.49128543237282	1.7014106796597	1.90246151217619	1.86865960448728	0.622932736387118	-1.03062772717853	-1.06378533163979	1.3692885510979	-1.02964448512109	-1.04600001833158	-0.548249844937135	0.470188039855647	-1.03654325245952	-1.03654325245952	0.557618990941511	0.302867058380858	1.18791948373292	-1.02918167013444	-0.536018846380105	-1.06378533163974	-0.534958402807804	-1.03654325245958	0.779193381391239	0.400176354187627	0.369570619726152	-0.179818617470274	0.0967021638881999	-0.534885859353529	-0.553448886553892	0.628191322774184	0.298065339303159	1.00234742024829	-0.219214814933862	0.643759940879233	0.510002414683957	0.641325736516315	0.490886998277552	0.866553558599591	0.455662874761452	0
