TNFRSF8	HSBP1	TRIB3	HIST1H4D	TOMM34	EIF2AK3	CRY1	NR5A1	CDC37	ZFAND5	MARK2	ERBB2	CRTC2	HSPA1L	CAD	CHRM4	CNTN2	YBX3	NPAS2	BID	NFKB2	HSF1	CASP14	ARID3A	AKT2	SUB1
communitycent	0.126907633049567	-0.463477648784388	1.20033541820221	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388
diffusion_degree	-0.347452201709711	-0.475692681147176	-0.31162030304336	-0.458719676515747	-0.479464459954161	-0.456833787112255	-0.466263234129716	-0.479464459954161	-0.226755279886214	-0.451176118901779	0.114590702145864	0.167395605443644	-0.256929510342088	-0.273902514973517	-0.00610621967763343	-0.026851003116047	-0.247500063324627	-0.0570252335719212	-0.324821528867805	-0.319163860657329	1.59689977329069	-0.104172468659225	-0.434203114270349	-0.349338091113203	-0.336136865288758	-0.109830136869701
dmnc	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	0.0643656176745642	-0.214905655225139	-0.214905655225139	-0.214905655225139	0.334760082719393	-0.214905655225139	-0.214905655225139	1.53421093839464	-0.214905655225139	-0.214905655225139	-0.0846305869566219	-0.214905655225139	-0.214905655225139	1.53421093839464	-0.214905655225139	-0.095907877060657
geokpath	-0.344546988461528	-0.979256375121728	-0.000980108071715414	-0.983937122810962	-1.01389390802206	-0.833217047217611	-0.873471477345028	-1.02980845016546	0.440882473792022	-0.729304448516605	1.20384434713725	1.35643672180629	0.237738024079245	0.298587744039293	1.04282662662758	1.06248576692237	0.501732193752071	0.848107522755425	0.0589334623504863	0.145995369370248	2.74661878550894	0.880872756580066	-0.614158055361436	-0.137657940597363	-0.188210015641096	0.587857951233986
lincent	0.143041109023305	-0.599553502552463	0.322674481698631	-0.584303888227883	-0.708047564674342	-0.265154513235672	-0.327544881435213	-1.15174404699606	0.518504678951962	-0.159866084295495	0.786370007761512	0.85610572458259	0.415464696749832	0.399851291412812	0.712839610048964	0.754467087010273	0.526334379618057	0.687846377297474	0.29839323186636	0.397996290293199	1.35647278254966	0.629310796694875	-0.0254915297924282	0.2296220582244	0.217227244613549	0.51535013524623
semilocal	-0.316677584885078	-0.403043067423886	-0.297028004334738	-0.39899063594348	-0.404535241806206	-0.39376409883067	-0.39339498200978	-0.406557530771719	-0.1447830228165	-0.377703590347278	0.0803821647009032	0.169531730495145	-0.222285774879265	-0.197001272648321	0.0185825846247117	0.114427301265942	-0.196439743867606	0.0358682468114823	-0.273577305884171	-0.296022750014017	1.72536305731989	0.00476819126418043	-0.365856511106595	-0.286519955263452	-0.308839742603208	-0.0535208522388687
coreness	-0.300790433838746	-0.664177921120116	-0.119096690198061	-0.482484177479431	-0.664177921120116	-0.482484177479431	-0.482484177479431	-0.482484177479431	0.0625970534426247	-0.482484177479431	0.0625970534426247	0.425984540723995	-0.482484177479431	-0.300790433838746	0.0625970534426247	-0.482484177479431	-0.300790433838746	0.0625970534426247	-0.300790433838746	0.0625970534426247	1.15275951528674	0.24429079708331	-0.482484177479431	-0.119096690198061	-0.119096690198061	0.0625970534426247
hub_score	-0.126729160674126	-0.141833738235937	-0.134363502224285	-0.141736496615395	-0.141868237134595	-0.1403691913063	-0.14120528813286	-0.14189354723683	-0.0847015903269897	-0.137652333043044	-0.101780120571785	-0.119773836215858	-0.133315110662778	-0.106079413608187	-0.0896873090490527	-0.0460103313644027	-0.130688648308679	0.0487554529176717	-0.131612279737522	-0.136815837678576	0.372271114649352	-0.121785683899	-0.140320681555052	-0.138086124994866	-0.138660169398104	-0.121587834970622
eccentricity	0.415385918927497	0.415385918927497	0.415385918927497	0.415385918927497	0.935165488883556	0.415385918927497	0.415385918927497	0.935165488883556	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	0.415385918927497	0.415385918927497
subgraph_centrality	-0.0893072986260512	-0.0893274198732174	-0.0893224542733192	-0.0893274180022563	-0.0893274201392675	-0.089327216515568	-0.089327378573585	-0.0893274202020177	-0.0890412537671389	-0.0893258454360484	-0.0891866089983584	-0.089284608801198	-0.0893209740314021	-0.0892151920437132	-0.0890889544272298	-0.0885231027426244	-0.0893164287105617	-0.0861475313242351	-0.0893181688662205	-0.0893251631411134	-0.0661974456761334	-0.0892920236429085	-0.0893272032185468	-0.0893261507188458	-0.0893265014779387	-0.0892912934934669
pc	0.365173990787788	-1.0058833769485	1.73623135852407	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	-0.11049897352888	-1.0058833769485	-0.206099912435663	0.619073503331543	-1.0058833769485	0.619073503331543	-1.0058833769485	-1.0058833769485	1.63467155350657	0.164085576853133	0.82219311336655	1.43155194347157	0.292159101381712	1.05070267465593	-1.0058833769485	-1.0058833769485	0.749070053753948	-0.11049897352888
gilschmidt	-0.204385639169427	-0.514769619974709	-0.128942827326699	-0.507686734733161	-0.559487272810856	-0.378104545440539	-0.400907429819825	-0.733413017556473	-0.0481336660622175	-0.332354591524462	0.0733526624654558	0.101269254160048	-0.0884045496058838	-0.0911609172830638	0.0398204491796184	0.0539275896380104	-0.0434674726128396	0.0236362928141009	-0.134187033729226	-0.100349909927866	0.333683589413213	0.00584529551366034	-0.276974148842129	-0.166899939702191	-0.170914738102986	-0.0362578364792028
spl_n	-4.6041369965514	-0.11840129837831	0.612949571344002	-0.396708931778915	-0.146488628677831	-0.343640081741827	-0.162557822454972	-0.458825143018252	-0.844890899394933	-0.0795111487328055	-0.317038139102371	-0.967908004697189	-0.372672658734121	-0.57657587388935	-0.503386772820383	0.639551513983457	0.387575752738662	-0.0313035674014057	-0.415748900876186	-0.771566763084143	-1.08822440516295	-0.74672027858841	0.7290798793132	0.566497448156324	-0.502306490885787	-0.568743829863521
degree_centrality_n	-0.540244776893258	-0.349900086551353	-0.477152997510267	-0.159555396209448	-0.41352654203081	-0.223181851688905	0.0944157496119145	-0.159555396209448	0.919955642555458	-0.41352654203081	-0.223181851688905	1.55461616906063	-0.159555396209448	0.221668660570829	-0.0323024852505337	-0.477152997510267	-0.349900086551353	-0.349900086551353	0.0307892941324573	1.04667387741791	5.10967753446324	0.98304742193845	-0.540244776893258	-0.477152997510267	0.221668660570829	0.0307892941324573
average_neighbor_degree_n	-1.14022581932953	-0.175703024198075	-0.703460780024719	0.362453888831896	0.170069298584898	0.139738405209982	-0.567798901829323	0.2792605584111	0.362670560688478	0.46124599145477	0.151870755280531	0.667852998073737	0.970805203977047	0.665629645641156	1.11639355041198	-0.630666606807251	-0.885446213068389	-0.193901567502443	0.213745802515379	0.0650777165970446	0.287753199820776	-0.067239706104048	-0.557872433589783	-0.830850583155288	-0.238697973390787	1.00356258192491
betweenness_n	-0.259264592921767	-0.243691858337179	-0.257569207037098	-0.215745139692455	0.124478754144768	-0.174114871902382	-0.129608182850959	-0.122595811535916	0.462488086172076	-0.252747089401493	-0.192330888433328	1.88686799657322	-0.0627659693303538	-0.0354968737635007	-0.230811949369808	-0.255841536598157	-0.249057742232784	-0.249004392624736	-0.126062502050972	0.887016169740544	3.69134548626612	0.310118629253905	-0.259264592921767	-0.257179574802839	0.182195422802618	-0.199588704709947
eigenvector_n	-0.1777030803872	-0.166704376254866	-0.177050614887824	-0.139860081423408	-0.153655066267352	-0.0516840296506308	-0.14498659606136	-0.152070507197439	0.0539221718911837	-0.121591047440887	-0.152443344625654	0.466653204924859	-0.131098401860362	0.154401858795046	0.100060803632753	-0.176770986816663	-0.176491358745502	-0.100152895318542	-0.112642949163735	-0.075172787628157	3.70698329353884	-0.0651061770663601	-0.176957405530771	-0.17667777745961	-0.132030495430899	-0.0822566987642364
cluster_coefficient_n	-0.590894368992731	0.818445195841505	-0.590894368992731	-0.188225921897235	0.818445195841505	-0.309024764816714	0.254710215512395	-0.590894368992731	-0.299833042983144	-0.590894368992731	-0.0271593886636208	-0.334650811750142	0.415776748746009	-0.0488406902103322	1.05333723732534	-0.590894368992731	-0.590894368992731	-0.590894368992731	0.536579819688411	-0.25265253519068	-0.315358343154658	-0.337212993641193	-0.590894368992731	-0.590894368992731	-0.374072897479771	0.536579819688411
harmonic_centrality_n	-4.57653895858481	0.290892840704984	-0.429882618768481	0.657031994989432	0.316076695532834	0.574427632881079	0.35676954588453	0.730135203190492	1.32751694669106	0.256450461829978	0.540288537857231	1.56867426670319	0.627921953985182	0.920456097087465	0.813522599082025	-0.455141834252094	-0.231577001800053	0.195881280787947	0.691011174141277	1.22089776369334	1.84875709895059	1.16950439502634	-0.528735814277697	-0.389396553387122	0.792943194860524	0.915664163139751
markovcent_n	-1.64405117796102	0.066117290160632	-0.624392169041499	0.612127026061187	-0.243833300415672	0.429862503131933	0.904552626155634	0.463413681797889	1.51962744728236	-0.20199101792608	0.448257225713567	1.68038011536754	0.446531740960428	1.10510481232019	0.872954018177934	-0.621304818555211	-0.0420110624886099	0.0649968760361395	0.838378966326698	1.55618356565676	1.98325093892119	1.55828992004373	-1.06038516203992	-0.704252403301729	1.06863259459328	0.940969716554073
closeness_latora_n	-4.57653620852208	0.290919877783136	-0.429859177447927	0.657060859415984	0.316103857166813	0.574456083596543	0.356796910782283	0.730164431714962	1.32754915660475	0.256477325729172	0.540316820105328	1.56870767869502	0.627950671729026	0.920486276349989	0.813552243460073	-0.455118519444168	-0.231745573918839	0.195907842578246	0.691040207119559	1.22092944095261	1.84859890741786	1.16953581540939	-0.528712867781047	-0.389372911488891	0.792972735892779	0.915694317058455
closeness_residual_n	-2.52256189933392	0.267585768509485	-0.744609517461145	0.823801221826882	0.303098695462586	0.694163664886612	0.363881914051686	0.932646036903918	1.8511394658273	0.219504955069735	0.641816688144055	2.22552412107638	0.775297635447214	1.22401346031459	1.06247576336233	-0.779987925751545	-0.48033799610885	0.127417321974898	0.873188787990014	1.68368294771619	2.6339996488443	1.60477814356607	-0.87388195231694	-0.689764336982709	1.02534861245682	1.21920922236097
communitycent_n	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	0.0625142609698936	0.0625142609698936	-0.51642647910199	0.0625142609698936	-0.51642647910199	0.0625142609698936	-0.51642647910199	1.10460759309928	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.963088745526159	0.0625142609698936	0.786190186059748	0.0625142609698936	-0.51642647910199	-0.51642647910199	0.5256668530274	1.24145329156137
diffusion_degree_n	-0.509647467333188	-0.344718961694203	-0.471360492809852	-0.066402108428416	-0.344718961694203	-0.184208183884834	-0.22544031029458	-0.0899633235196995	1.01741378577063	-0.309377139057278	-0.181263031998423	2.07619588893518	0.105889276926595	0.475505838671106	0.33561112406661	-0.465470189037031	-0.45957988526421	-0.347664113580613	0.0646571505168488	0.83186921692677	4.95213670601498	0.646324648082911	-0.486086252241904	-0.481668524412289	-0.000136190984181003	0.384206130192382
dmnc_n	-0.123265764231294	-0.123265764231294	-0.123265764231294	0.0282823187973247	-0.123265764231294	-0.123265764231294	-0.0858558417022882	0.841230468507795	-0.0244993097617505	-0.123265764231294	-0.123265764231294	0.0153286604140236	-0.123265764231294	-0.108299608440506	-0.0783672968589281	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0484459191732821	-0.0700382850069769	-0.0259588513980115	-0.0740906315299005	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0372092820038548
geokpath_n	-1.15625312311419	0.114327658687993	-0.923179362680092	0.952370302004327	0.166203009756398	0.733178677771633	0.225384748299225	1.10507380021977	2.35008222586147	0.0259203702474735	0.641848834341344	2.6803309397054	0.740485065246056	1.42070973911485	1.22270663855798	-0.961903216294534	-0.754401812020917	-0.110709075524239	0.950178385762	2.08266844429759	2.99231368486327	2.07609269557061	-1.0028189861513	-0.876418482843784	1.24170324599148	1.38271652424785
lincent_n	-4.72436708341654	0.311662453309649	-0.394638431957533	0.644933613122349	0.343408872815076	0.578024538059458	0.361752048277414	0.725425660110063	1.28534256007294	0.268356536897407	0.545108150849619	1.48873359217445	0.614420820744364	0.884824649026011	0.78467207832468	-0.416615816461226	-0.199045637205573	0.215697669998651	0.669352434060627	1.17032207842536	1.70142636617097	1.13233833432182	-0.488969784189958	-0.35571948191289	0.783220576805675	0.873933641965224
semilocal_n	-0.43002923129135	-0.273108931155089	-0.408577153426513	-0.0290700561941202	-0.271073841247184	-0.0984048259446116	-0.259169959183136	0.000122797439140763	1.12509540837958	-0.260605673296247	-0.158539874193614	2.13353124414851	0.0766012903252583	0.597633093150889	0.42505700432813	-0.412349968506922	-0.398831488856123	-0.280234068994753	0.0775886341732716	0.672738597297769	5.36837867078566	0.714427739303887	-0.41562098059634	-0.410066300265517	0.0464838182178577	0.433462204427218
coreness_n	-0.718373058047594	-0.215698910844319	-0.550815008979835	0.119417187291197	-0.383256959912077	-0.0481408617765611	0.119417187291197	-0.215698910844319	1.12476548169775	-0.383256959912077	-0.0481408617765611	1.12476548169775	-0.0481408617765611	0.957207432629988	0.622091334494471	-0.550815008979835	-0.215698910844319	-0.215698910844319	0.119417187291197	0.957207432629988	3.13546207051084	1.12476548169775	-0.718373058047594	-0.550815008979835	0.454533285426713	0.454533285426713
hub_score_n	-0.177124716349312	-0.166138233385691	-0.17651316342273	-0.139323588813337	-0.15307702192458	-0.050995799220525	-0.144393185739386	-0.151598121530897	0.0542339241013948	-0.120956504469177	-0.151931261220606	0.467544336583641	-0.130949518456459	0.154714539667857	0.100679597317836	-0.176218470971858	-0.17592432184366	-0.0998668651732069	-0.112242549982972	-0.075027131493061	3.70889698795008	-0.0652869377747975	-0.176349624883543	-0.176067638013455	-0.13158282709849	-0.0825838164384401
eccentricity_n	-5.15803919400101	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	-0.576962892462901	-0.576962892462901	-0.576962892462901	-0.576962892462901	0.186549824460118	0.950062541383136	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	-0.576962892462901	-0.576962892462901	0.950062541383136	0.186549824460118	0.186549824460118	-0.576962892462901
subgraph_centrality_n	-0.0942277797594032	-0.0942167712804865	-0.0942277454776638	-0.0940976843092773	-0.0941751764698791	-0.0927805666549067	-0.0941303317414157	-0.0941681527781184	-0.0893582087616331	-0.093940776822057	-0.0941699794713622	-0.0564238938616535	-0.0940306390641453	-0.0842110961872417	-0.0872079343776785	-0.0942277050559276	-0.0942276482537189	-0.093683531135374	-0.0938440736300343	-0.093276934441654	1.27938774628029	-0.0930789249401057	-0.0942277251117104	-0.0942276777630549	-0.0940386747853864	-0.0933990822849014
pc_n	-1.09655939070115	0.649598100337655	0.649598100337655	0.328875295861139	0.455580601333342	0.649598100337655	1.32785762165025	-0.241298578763772	0.964876536219661	0.455580601333342	0.455580601333342	1.28401518185694	1.04159263914228	-0.600609334074739	-0.406719394241372	-1.09655939070115	-1.09655939070115	1.08613747309735	1.06867589818697	1.00089605711469	1.31874289690363	1.19439923754176	-1.09655939070115	0.649598100337655	1.25920337827428	1.27821479711162
gilschmidt_n	5.95148501751928	-0.0898570051146731	-0.398566762728277	0.0669612221521009	-0.0790707036608978	0.0315815865538054	-0.0616418638145908	0.0982714911191755	0.354131441938357	-0.104608754376816	0.0169597358202188	0.457419666479117	0.0544933252012694	0.179786360480967	0.133986501100309	-0.40938534199823	-0.313714682078118	-0.130550671426994	0.0815145809342575	0.308466204669104	0.577297114013359	0.286454308555879	-0.440905810402419	-0.381226490060552	0.125172295489319	0.177733963729624
