ABHD16A	BYSL	C1D	CAPZA1	CRX	DDX56	DGKD	DHX37	EIF1AX	EIF4G1	EIF5B	ETHE1	EXOSC4	EXOSC7	GART	GSPT1	GTF2IRD1	HEATR1	IPO13	MAD2L1BP	MCC	MPP6	MPZL1	NUP153	PAFAH1B2	PAFAH1B3	PINX1	RPL10L	RPS6	SKIV2L	SRP19	SRP54	TBL3	TSR1	UBE2V2	UPF1	UPF3A	UTP3	IFITM1	RIOK1	MTHFD1	BANF1	RTCA	HIST1H2BC	IGSF21	BMS1	EIF4E2	RPL27A	MTHFD1L	DUSP3	TKT	UCHL1	TRMT112	UBA2	CRYZ	RAB7A	APRT	PFKM	CLIC4	ECH1	GCLM	CUTA	SAR1A	NUP155	RAB2A	PDCD5	KCTD12	LIN7A	SNUPN	CHMP7	COTL1	SRP72	if_health
pc	0.619073503331543	-0.0607553955611262	0.889899650044887	1.43155194347157	0.619073503331543	1.50772179723469	-1.0058833769485	-0.359216863367662	-0.447304449352231	-0.401560570232779	-1.0058833769485	0.82219311336655	1.50772179723469	-0.447304449352231	-1.0058833769485	0.619073503331543	-1.0058833769485	-0.206099912435663	-1.0058833769485	0.365173990787788	1.23257763160054	0.93644789401124	-1.0058833769485	0.619073503331543	1.23257763160054	-1.0058833769485	0.164085576853133	-0.45599796866173	0.337193228180925	-1.0058833769485	1.251001178996	0.299885544705107	0.142329955811366	0.749070053753948	0.635654695987465	0.060494575735282	1.50772179723469	-1.0058833769485	1.43155194347157	0.444491359169226	0.619073503331543	1.62654676910517	-1.0058833769485	1.27921223594531	-1.0058833769485	-1.0058833769485	1.27921223594531	-0.0132949700977485	-1.0058833769485	1.43155194347157	-1.0058833769485	0.365173990787788	0.619073503331543	-1.0058833769485	0.82219311336655	1.43155194347157	-1.0058833769485	0.619073503331543	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	0.82219311336655	0.86647178268214	0.365173990787788	-1.0058833769485	-1.0058833769485	0.82219311336655	0.82219311336655	-1.0058833769485	0.365173990787788	-1.0058833769485	1
gilschmidt	-0.329000197595382	0.0478270410037983	-0.189822766325537	0.0686459953861204	0.0182177437574816	-0.283115205493389	-0.475081219708657	-0.242151352883645	-0.0499814574857064	-0.0341297900989436	-0.140101823188397	-0.108307362570062	-0.245477755704162	-0.232877974267812	-0.0787430780523851	-0.118974244482531	-0.057796272390401	-0.285256903556811	-0.00546727318693485	-0.0429829238280915	0.262100868357663	-0.0274652584529933	-0.0487173185016136	-0.0688069910283706	-0.125101649450635	-0.0426156350927384	-0.0370155220886816	0.0202815206268027	-0.0467412975402371	-0.31848386245599	-0.103397914695631	0.0497289233533035	-0.233218819314611	-0.160522884306342	-0.0784559800604882	-0.0205609110931043	-0.0462760399248922	-0.328483875119835	-0.395252125502193	0.0320253037025818	-0.132837786644755	-0.100191419732075	-0.5837635073592	-0.0384131862257951	-0.188923268269231	-0.292597004390557	-0.158683036305552	0.128710375267262	-0.313729913098682	-0.11857366902349	0.0102334691685192	0.0529959396326648	-0.081523275997657	-0.0585119369499149	-0.0623191059729365	-0.0870042376612038	-0.110979756921535	-0.106371436980403	-0.0903688445623166	-0.166416147433887	5.30506371721646	-0.110979756921535	-0.0225898882058198	0.0765678573681555	-0.046859314106077	-0.0663286431457171	0.0211919881716016	-0.227645562644446	-0.386756789665705	-0.420702507964406	-0.059532099379628	-0.290814651639803	1
spl_n	0.00340048974752694	-0.181597791552244	-0.21400624959016	-0.126503412887786	-0.234801676831154	-0.21562667249206	0.0368892297200398	-0.0970657301700117	-0.618841904580467	-0.683793855898123	-0.385906112432942	-0.270586015914694	-0.318523526762437	0.250650017528468	0.392707091927996	-0.821124696833797	-0.0985511178300883	-0.304749932096322	-0.387121429609362	-0.416829182810782	-1.12941015391947	0.0453964499549964	0.787685174265103	-0.431818094653327	-0.366326002368367	-0.586028340817081	-0.42371598014384	-0.628834512475489	-0.008752682016688	-4.6041369965514	0.0591700446211108	-0.0788359725236898	0.0394548993147123	-0.339724059728912	-0.5374156537602	-0.364570544224644	-0.412102949346929	-0.0322488140941788	0.747309636959533	-0.0853176641312663	-0.23169586626919	-0.123262567083998	0.022575494086633	-0.190780187996316	-0.0978759416209614	-0.117726122169183	-0.199557478714919	-0.428037107882235	0.100490828619454	-0.423851015385674	-0.0232014528919287	-0.634776063115773	-0.319738843938867	-0.345260504643727	1.42086542318089	-0.436139222391712	-0.267615240594552	-0.339183918761608	-0.36808146051209	-0.274367002685786	-0.0234715233755755	-0.267615240594552	-0.452208416168841	-0.186864165983401	-0.382260160903674	-0.442620913999299	-0.284494645822631	-0.012803739271426	0.263073259776329	0.316412180297074	-0.312311905638506	0.0567394102682611	0
degree_centrality_n	-0.0323024852505337	0.221668660570829	0.158042205091372	-0.159555396209448	-0.286273631071896	0.665984496734096	-0.41352654203081	0.98304742193845	1.17392678837682	1.11030033289736	1.49098971358117	-0.41352654203081	0.665984496734096	0.0944157496119145	-0.41352654203081	2.82447189816744	-0.540244776893258	0.412013350912734	-0.0959289407299908	-0.223181851688905	7.77610722753931	-0.286273631071896	-0.540244776893258	0.475639806392191	0.0307892941324573	0.475639806392191	0.98304742193845	2.57050075234608	-0.286273631071896	-0.540244776893258	-0.159555396209448	0.221668660570829	0.665984496734096	0.28476043995382	-0.0323024852505337	0.665984496734096	0.729076276117087	1.30064502323927	-0.477152997510267	-0.0323024852505337	-0.349900086551353	-0.349900086551353	-0.41352654203081	-0.349900086551353	0.0307892941324573	0.98304742193845	-0.0959289407299908	0.158042205091372	-0.286273631071896	-0.223181851688905	-0.540244776893258	-0.223181851688905	-0.286273631071896	-0.223181851688905	-0.540244776893258	-0.0959289407299908	-0.477152997510267	-0.286273631071896	-0.41352654203081	-0.349900086551353	-0.477152997510267	-0.477152997510267	-0.349900086551353	0.28476043995382	-0.159555396209448	-0.223181851688905	-0.349900086551353	-0.159555396209448	-0.41352654203081	-0.41352654203081	-0.286273631071896	-0.349900086551353	0
average_neighbor_degree_n	-0.715593130095268	-0.0567125403471173	-0.339489913937379	-0.505876611176057	0.315657645019834	0.131852357645727	-0.266695740719911	-0.158960364358058	1.07479688520158	0.387103779340574	1.09543763662031	1.2013200737	-0.408644378493973	-0.779563775988701	-0.861181476530204	1.38128346659712	2.79065953441375	0.0608780387586957	0.333856188324201	1.1467244437869	-0.42138335880703	-0.390445835189606	-0.448681173763581	-0.223875623840247	-0.0410338037457596	0.0351859904691493	0.148231046619657	1.38427610785227	-0.0337543864240128	-1.14022581932953	-0.20430072470577	0.822417084448907	-0.304912681659081	0.0114819874472586	0.68771674448754	0.0172015348282148	0.131939019108943	-0.226658945450303	-0.849049126459655	-0.250519273959178	0.925308845716129	-0.184802295850259	0.436981254916585	0.679628511107174	-0.732578449311706	-0.0366661533527115	0.411199997367761	1.3256767984122	-0.273975158041657	0.891944837525761	3.62779252641463	3.76124852277902	1.02904054255102	0.370253274932935	-1.06743164611206	0.620483245367981	3.62779252641463	0.628672589854947	2.0991148888478	0.670529239454991	1.24378335354255	3.62779252641463	2.33569595180457	-0.368087614445073	0.476844727259762	1.31657752676002	0.879812487455212	-0.282294476524902	-0.169636830964258	-0.6427989568778	0.934408117368313	-0.366787728893929	0
betweenness_n	0.348331764787315	-0.0884622108630367	0.0915851829986286	-0.157284260667849	0.0948261920406245	0.297433990423288	-0.0905309424470203	-0.129630421536333	-0.178103755362228	0.55413925265528	-0.221986792670473	0.228664950823237	0.583995477689865	-0.0962267391783066	-0.256737586778448	0.367891941226163	-0.259264592921767	-0.0844233586694583	-0.138571926976376	-0.171579984005384	13.8092731227588	-0.05732887044427	-0.259264592921767	-0.0484320978453632	-0.116222919001603	0.257279645462399	0.301210229080649	-0.233538182007369	-0.242108285105306	-0.259264592921767	-0.249670911433705	-0.231412299859741	-0.0598626183503085	-0.1421989106915	-0.180754929878871	-0.0274252550374397	0.0866255092259644	-0.0995389360799532	-0.254135948549585	-0.254830173431754	-0.184227865287382	-0.0769646963052534	-0.227961948374904	-0.210727552973921	0.131929774685494	-0.197185752204531	-0.161590898422643	-0.252933138113096	-0.236122402046061	-0.149445254160556	-0.259264592921767	-0.164334552227421	-0.0844939791236611	-0.174760292949743	-0.259264592921767	-0.000736401571103367	-0.259264592921767	-0.0111979165628783	-0.226445653781783	-0.233821307958071	-0.0966780936100719	-0.259264592921767	-0.182838158851662	-0.0694812548614697	-0.106411043752121	-0.158038756873395	-0.252889753497483	-0.033049440632431	-0.203607635095613	-0.25583125224789	-0.0577114015067632	-0.237714357076393	0
eigenvector_n	-0.119354022871599	0.747213369656423	-0.149460645199937	-0.114134298876593	-0.146850783202434	1.30796086169134	-0.172762984463355	0.21992803680378	3.89433410121673	1.31392626054277	6.08810952883204	-0.128208911791698	0.126439051678943	-0.167916097896564	-0.172296937678087	8.88466986851347	-0.165213026542008	-0.0881288882586179	0.0135625202869422	0.0416185367600985	1.32697557053029	-0.167263632397189	-0.172203728321033	-0.115159601804184	0.118795884400542	0.0714455310172747	1.92845555159765	9.53219527196535	0.0806732573655886	-0.1777030803872	0.318170699138354	1.96163808270876	-0.100805360817918	0.555295303482905	0.143309945305659	0.990023744781248	0.983126252359276	-0.0373297886643647	-0.176491358745502	0.262990759762578	-0.132682960930275	-0.14144464049332	0.0561591964604719	-0.0941874964671068	-0.155612462765479	0.428157740461691	0.0905534492132782	1.80458031607332	-0.168102516610672	-0.134826776142509	-0.150392738770473	0.410354753264439	-0.0706055291325269	-0.128581749219913	-0.177516661673093	-0.0721900882024394	-0.0980090801063076	-0.138368731710549	-0.128022493077591	-0.141071803065106	-0.15029952941342	-0.0980090801063076	-0.0890609818291547	-0.1104991339515	-0.0944671245382679	-0.0828159549065584	-0.0482352834396448	-0.174254334176214	0.0327636478399993	-0.166984004326028	-0.105465828670602	-0.126531143364732	0
cluster_coefficient_n	-0.590894368992731	1.14367740311094	0.690323417220211	-0.389560145444983	-0.590894368992731	0.0544372257182012	-0.590894368992731	1.69223800917111	1.85867413151633	-0.193388337885639	2.60414644914728	-0.590894368992731	0.121193479641958	0.715949464153639	-0.590894368992731	1.87323544246151	-0.590894368992731	1.2764838311304	-0.43989475833765	-0.0271593886636208	-0.528788940283752	-0.168092076740168	-0.590894368992731	-0.15565746132502	-0.496939243608366	-0.590894368992731	-0.0271593886636208	2.81913718673479	-0.590894368992731	-0.590894368992731	0.415776748746009	2.0109675171857	1.43410452568215	0.477725740606855	0.231219320154843	0.00992882841277399	0.0735098371217144	2.11115052033495	-0.590894368992731	1.87545092647291	0.113777527435848	0.113777527435848	-0.590894368992731	-0.590894368992731	-0.496939243608366	2.04457184337394	0.315111750983596	1.52311709227008	-0.590894368992731	-0.309024764816714	-0.590894368992731	-0.309024764816714	-0.168092076740168	0.254710215512395	-0.590894368992731	-0.288890919659647	3.6371285535329	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	3.6371285535329	0.113777527435848	0.431263996711221	0.0131083016505133	-0.0271593886636208	-0.590894368992731	-0.188225921897235	-0.590894368992731	0.818445195841505	-0.590894368992731	0.113777527435848	0
harmonic_centrality_n	0.169649706951684	0.389069615328366	0.437959488142129	0.309964082247042	0.458533377943353	0.460918317234663	0.115264824343027	0.315483905775172	0.988364825608667	1.12192141434196	0.669066977535498	0.490858263436437	0.592663454805338	-0.0800658196285621	-0.237408384283772	1.35825922598898	0.268827329169136	0.560564655911564	0.666621379621148	0.690771300333271	1.96906279978499	0.125375311268812	-0.558480002033676	0.718169149739875	0.62385514893373	0.924851004355335	0.72201262424415	1.04661248203456	0.183482353451673	-4.57653895858481	0.115165567094064	0.274661470020997	0.134937126115156	0.593700144973199	0.858839199353032	0.647790011887096	0.706183796976297	0.233491630421433	-0.537566064035444	0.265179613110655	0.45057347323716	0.298174487929259	0.151628942786182	0.402080629419252	0.275372816340584	0.330008599281789	0.435497349282961	0.709349011682642	0.0565925668198966	0.69128413215493	0.19843440642367	1.01507062800865	0.559348750558737	0.584369933462451	-1.0157991923435	0.719848257131874	0.491864625450784	0.57624735451611	0.616653459645457	0.490226875052852	0.199978411676904	0.491864625450784	0.733843575556001	0.400735138663947	0.641307941706829	0.721927151887872	0.509000344848018	0.17800388691761	-0.103008107776278	-0.162965199747684	0.554350029324675	0.0961687690677306	0
markovcent_n	0.241790601138927	1.05896405410939	0.990589710444062	0.482733402356598	-0.316581694764605	1.36978261446894	-0.567790425621749	1.43023532384149	1.62283323135485	1.55590897657445	1.6950331977232	-0.235522924327818	1.27523760229896	0.784108364541904	-0.301211012216218	1.867682358627	-1.02467617692218	1.22931909656039	0.626781295595164	0.504011729316031	2.02202009527392	0.0348072872045588	-1.0567784576337	1.30722780831273	0.888870251453586	1.31440161502228	1.49864154549528	1.83968464874378	0.301274186453013	-1.64405117796102	0.514748911082198	1.11073348791565	1.29383097114609	1.18742329878549	0.811564941387482	1.41386432109949	1.43634418699673	1.4764075261564	-0.664131856422537	0.809453636490522	0.0944028772172559	-0.306130710481387	-0.25741737135596	0.0852520271497654	0.659587504809658	1.41767774111908	0.688665188456119	1.10703475808172	0.235621573029571	0.418707719365436	-1.0237525049225	0.507689173399355	0.096243272154499	0.393730209381445	-1.24163828798973	0.621265784993691	-0.523592603133914	0.156711707100405	-0.163971394032888	0.0836681815560112	-1.02366612720392	-0.523592603133907	0.109774549863948	1.12993448683085	0.52594891611502	0.485521793561284	0.0877523274081957	0.42178857767306	-0.248866335790788	-0.241156335325554	0.209387145885518	0.0365443878309464	0
closeness_latora_n	0.169676139068691	0.389097142715672	0.437987259031795	0.309991214042913	0.458561252261586	0.460946203232338	0.115290985429218	0.31551106588507	0.988395342719593	1.1219525970819	0.669095901019857	0.490886298713759	0.592691997724377	-0.0800406348287827	-0.237383984017344	1.3582915881931	0.268854256258335	0.560477238022276	0.666534491248958	0.690800333438111	1.9690982105692	0.125401523243955	-0.558457204281041	0.718198319329893	0.623883847819338	0.924881203341187	0.722041812570639	1.04664328978107	0.183508854699074	-4.57653620852208	0.115191727354128	0.274688425338223	0.134963384476992	0.593728693175251	0.858869069073184	0.647818829758228	0.706212906763565	0.233518381528606	-0.537543160238476	0.265206521999018	0.450601306073654	0.298201560458014	0.151655284103544	0.402108222057869	0.275399774876337	0.330035830872263	0.435525107335963	0.709378136491234	0.056618434379869	0.691313166826045	0.19846098084289	1.01510127925454	0.559377127690101	0.584398434117386	-1.01577867560934	0.719877435100054	0.49189266530837	0.576275814973063	0.616682123038292	0.490254907069499	0.200004995344196	0.49189266530837	0.733872823686829	0.400762723706742	0.641336726021526	0.721956340339305	0.509028469104029	0.178030360388208	-0.102983036016818	-0.162940427704743	0.554378380742156	0.0961948346506573	0
closeness_residual_n	0.0892908895750321	0.412865924226716	0.491655426665954	0.29650728099023	0.526245939931962	0.522075861388226	0.00909854965333863	0.3013883867511	1.31982918206143	1.53236866912923	0.827202622298039	0.572866265033814	0.721836075499418	-0.265377173112429	-0.487160014002979	1.88511503663524	0.237165333787213	0.673716828156039	0.842211061665123	0.874668493279727	2.79868892589412	0.0306023187337065	-0.90036291191725	0.909970033762869	0.769244295625663	1.22624262672506	0.913313783378583	1.40184713240549	0.112293580896927	-2.52256189933392	0.0144024283541264	0.245159585742024	0.0305638848300776	0.721451736463129	1.13215643064152	0.805083910759609	0.891079770129266	0.174594938679369	-0.882126024645338	0.228152583386237	0.5121983481556	0.278789251417309	0.0690362223626034	0.440480683984078	0.241969571740825	0.319567623167568	0.490982833352449	0.899381493313108	-0.0765706215354727	0.873477042267231	0.138063513280102	1.37717256627574	0.674081950240514	0.71026747050712	-1.45215846631732	0.918867482452958	0.574538139841671	0.697814885731358	0.762479928586977	0.568542450875563	0.139908340654289	0.574538139841671	0.940697939714172	0.431218113209514	0.798377194576366	0.920635442019888	0.599231922923237	0.0966317651681514	-0.297642435208888	-0.383042569072297	0.667951742611705	-0.0195347085501896	0
communitycent_n	0.757243149056154	0.0625142609698936	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	1.05498410109312	-0.51642647910199	-0.51642647910199	0.641455001041777	-0.51642647910199	1.3228876424661	-0.51642647910199	-0.51642647910199	0.5256668530274	-0.51642647910199	-0.51642647910199	0.0625142609698936	1.19346826483125	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	1.70569511386281	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	2.10103171821964	1.07566055609569	0.0625142609698936	0.448474754351151	0.889572461072585	1.38389289455989	0.0625142609698936	1.57189547615731	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	6.54958788135828	1.22039574111366	-0.51642647910199	1.28242510612136	0.0625142609698936	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	1.06679921823745	-0.51642647910199	0.0625142609698936	1.82520893622902	0.0625142609698936	0.0625142609698936	-0.51642647910199	0.0625142609698936	-0.51642647910199	0.0625142609698936	0.0625142609698936	1.06250281200315	0.0625142609698936	0.0625142609698936	0.0625142609698936	1.11513378837332	0.0625142609698936	0
diffusion_degree_n	-0.331465778205356	0.0955812453241584	-0.0884907475764943	-0.312322290943688	-0.203351671146502	0.575641002809061	-0.397731695649591	0.553552363660982	2.07914104082159	1.235355025365	2.56950882990893	-0.219550006521759	0.13828594767711	-0.319685170659714	-0.469887916866647	5.1553521861773	-0.350609265467024	0.312049908975326	-0.0119167985298228	0.0602394226872331	3.71517291372259	-0.346191537637408	-0.481668524412289	0.167737466541214	-0.0384231655075168	0.345919155669046	0.864265887677284	4.74155834613663	-0.274035316420352	-0.509647467333188	-0.226912886237785	0.557970091490598	0.222222776439808	0.180990650030061	0.179518074086856	0.482868718387132	0.630126312707654	0.684611622606247	-0.483141100355494	-0.162119544736755	-0.166537272566371	-0.346191537637408	-0.312322290943688	-0.206296823032912	-0.318212594716509	0.677248742890221	0.013116992504666	0.719953445243173	-0.322630322546125	-0.00160876692738623	-0.316740018773304	0.694919654208684	-0.0590392287123899	-0.128250298043035	-0.506702315446777	0.0808554858921062	-0.120887418327009	-0.140030905588677	-0.110579386724573	-0.207769398976117	-0.313794866886893	-0.120887418327009	0.0617119986304383	-0.0340054376779011	-0.0340054376779011	0.101471549096979	-0.173900152282397	-0.249001525385864	-0.385951088103949	-0.443381549888953	-0.0781827159740578	-0.375643056501513	0
dmnc_n	1.80572670124689	-0.0624343594035027	-0.0783672968589281	-0.123265764231294	0.35898235213825	-0.0617136753914318	-0.123265764231294	-0.023208261164919	-0.0103748971591553	-0.0297588937534472	0.00088498999102319	-0.123265764231294	-0.0396225825930807	-0.0820246366100165	-0.123265764231294	-0.0167220093687776	-0.123265764231294	-0.055166645826227	-0.123265764231294	-0.123265764231294	-0.0334569895833881	0.0282823187973247	-0.123265764231294	-0.092334918515336	0.0282823187973247	8.55720033042052	-0.0614040727993776	-0.0243627004060743	0.35898235213825	-0.123265764231294	-0.123265764231294	-0.070045732563968	0.00424360460213368	-0.0372092820038548	-0.0933334526497168	-0.0092068801791851	-0.0168257008966415	-0.00132078515490079	-0.123265764231294	-0.0740906315299005	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.00942943013105882	-0.0248392992695366	-0.0624343594035027	0.35898235213825	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	0.35898235213825	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0617136753914318	-0.123265764231294	0.0282823187973247	-0.123265764231294	0.0282823187973247	-0.123265764231294	-0.123265764231294	0.35898235213825	-0.123265764231294	0
geokpath_n	-0.168429536572182	0.278721376862514	0.440923178794708	0.156704706039648	0.500104917337535	0.370051220292803	-0.241493411316413	0.0953310512544933	1.56464557236099	1.73050056803039	0.87126940103823	0.565131765859901	0.652077776805536	-0.51840549659705	-0.729560094607879	2.17326764898043	0.0661055013568008	0.649885860563209	0.941410720792692	0.928989862086173	3.05514861714331	-0.168429536572182	-0.924640640174976	0.972097548185269	0.766057421406537	1.44628209527533	0.958946050731308	1.60483070347031	-0.134089515442393	-1.15625312311419	-0.23418702384199	0.057337836387493	-0.275833432446202	0.682764604198113	1.34253139313852	0.806242552515864	0.895380479703827	-0.0551805307186233	-0.9509436350829	0.0178833440256081	0.434347430067727	0.134054904868936	-0.172813369056836	0.349593335364418	0.0646442238619162	0.112866381193109	0.308677565507649	0.963329883215962	-0.432190124398857	0.945063914529904	-0.0624869181930464	1.61432900718706	0.636003724361805	0.717835264075344	-1.13068076695371	1.00789884680994	0.51106449854917	0.679111410460902	0.803319997526095	0.527869189740343	-0.0624869181930464	0.51106449854917	1.02251162175879	0.30575501051788	0.847888961120076	0.974289464427596	0.586320289535728	-0.245877243801067	-0.600237036310589	-0.63530769618782	0.632350530624594	-0.310904092323433	0
lincent_n	0.178471320947037	0.383658936016174	0.421384228066325	0.320779201947203	0.445886042383844	0.423285118474364	0.143076432291203	0.287811813765781	0.944337337628347	1.03829408412392	0.631176977531803	0.488598717029337	0.546935350312638	-0.0713454619853151	-0.203695197254579	1.24757315113047	0.289464985967311	0.530040652143964	0.632721080587876	0.670744556101535	1.77761754220679	0.134166199818349	-0.535031507851309	0.690134639124586	0.606421833105893	0.898025508296947	0.67963624718783	0.958592386860187	0.191443813757311	-4.72436708341654	0.119809033571366	0.267611271304367	0.140385781090905	0.573153201819697	0.830789096678181	0.604213575247437	0.664659319141967	0.216719523270549	-0.503405838384541	0.274775014054125	0.442211876255672	0.317128546333169	0.158142196016656	0.394291518634233	0.288713408954706	0.310904210558668	0.404496457150704	0.685230320327002	0.0772419167794238	0.679810886921458	0.206956225700297	0.967102385928493	0.548431274035288	0.580042883715174	-0.975549823812754	0.695750469899114	0.48502592843929	0.572481995382616	0.608631921148394	0.493152993082171	0.20724710898612	0.48502592843929	0.716736898952557	0.389751628919913	0.626550002052897	0.704196082432056	0.505391224451626	0.19578323888596	-0.0832280364113334	-0.133563790343778	0.539302748533175	0.122336485374545	0
semilocal_n	-0.27436111547057	0.188336089652436	-0.125734503657622	-0.266931643409519	-0.126991334297093	0.559451925757714	-0.346012077730401	0.0303541044843123	2.47189978876767	1.25285537915052	3.29076095939404	-0.171143028018255	0.019377164056399	-0.355813498188679	-0.399732875710309	5.93966046757019	-0.279151475504931	-0.0135327487693829	0.0110672135991195	-0.0169361810925348	3.26561505395664	-0.314252130092305	-0.4175794061584	0.0637797592730565	-0.027248697189785	0.213133520790542	1.0703663580937	5.85412396606429	-0.207902420270291	-0.43002923129135	-0.123204580244712	0.828903869785549	-0.20057749049903	0.218683554797374	0.256365242361555	0.563940274732683	0.670617550396037	-0.0585161344848717	-0.419760855272011	-0.103792238611772	-0.200925964798329	-0.289749740527606	-0.246559835872509	-0.203246803631659	-0.282896412641396	0.164302978810794	0.00949210976628875	0.985965882803524	-0.328781185211071	-0.00319700105217946	-0.297265169582484	0.732834151792851	-0.0889425871376506	-0.145337344574179	-0.428270597660888	0.01809942495897	-0.139220459040486	-0.185323608837722	-0.106082876339163	-0.212088758185868	-0.296956189037106	-0.139220459040486	-0.0416244236168596	-0.122640051879848	-0.084435652866719	0.00107994018121489	-0.0739047595419083	-0.309893878189074	-0.310112255416635	-0.384104964967754	-0.124296466382515	-0.33519311231817	0
coreness_n	-0.383256959912077	0.789649383562229	0.286975236358955	-0.215698910844319	-0.383256959912077	1.2923235307655	-0.550815008979835	2.46522987423981	2.96790402144308	1.45988157983326	3.97325231584963	-0.383256959912077	0.286975236358955	0.119417187291197	-0.383256959912077	5.64883280652722	-0.718373058047594	1.2923235307655	-0.0481408617765611	0.119417187291197	2.96790402144308	-0.215698910844319	-0.718373058047594	0.957207432629988	0.286975236358955	0.789649383562229	1.12476548169775	5.64883280652722	-0.0481408617765611	-0.718373058047594	-0.0481408617765611	0.789649383562229	1.45988157983326	0.789649383562229	0.286975236358955	0.957207432629988	0.957207432629988	2.46522987423981	-0.550815008979835	0.622091334494471	-0.215698910844319	-0.383256959912077	-0.383256959912077	-0.215698910844319	-0.0481408617765611	2.46522987423981	0.119417187291197	0.957207432629988	-0.215698910844319	-0.215698910844319	-0.718373058047594	0.119417187291197	-0.215698910844319	-0.215698910844319	-0.718373058047594	0.119417187291197	-0.550815008979835	-0.383256959912077	-0.383256959912077	-0.215698910844319	-0.718373058047594	-0.550815008979835	-0.215698910844319	0.957207432629988	0.119417187291197	0.119417187291197	-0.215698910844319	-0.0481408617765611	-0.383256959912077	-0.383256959912077	-0.215698910844319	-0.215698910844319	0
hub_score_n	-0.11994998860194	0.748994511675246	-0.149090943713956	-0.113527404833309	-0.146491845892224	1.31046448245325	-0.172236386948186	0.22092028667342	3.90001953107031	1.31382116610096	6.09694582476292	-0.127701301620501	0.125993509438681	-0.16742256415836	-0.171692031437346	8.89392910567395	-0.164674502236544	-0.0876853385272884	0.0135652785789857	0.0423686809244413	1.32446942638188	-0.166768101566359	-0.171615173013568	-0.115079793441908	0.119641419033043	0.0720826401864901	1.93097026589197	9.5439420830692	0.0815226811796529	-0.177124716349312	0.319318871198979	1.96504391573507	-0.100128431549098	0.556690424913262	0.144091339522457	0.989898992630008	0.981425465399193	-0.0366836315042509	-0.175927474826992	0.264205487921932	-0.132160065374481	-0.140851977065447	0.0569496047065295	-0.0936160831814835	-0.155076309062255	0.42946868897692	0.0892952919576397	1.80751352086553	-0.1675286100655	-0.134376553827534	-0.149831411960987	0.411166677003874	-0.0701394695877623	-0.128135791784966	-0.176895077371747	-0.0717019007865342	-0.0975216569587194	-0.137817460140799	-0.127535099878917	-0.140544081153272	-0.14982239195702	-0.0975216569587194	-0.0886844754161612	-0.110955620890588	-0.0940379387336074	-0.0824644125050783	-0.0475663133893478	-0.17366599161664	0.0335859463141912	-0.166403872305892	-0.104997895096023	-0.125864709243972	0
eccentricity_n	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	-0.576962892462901	0.186549824460118	0.950062541383136	-0.576962892462901	0.186549824460118	-0.576962892462901	-0.576962892462901	-0.576962892462901	0.186549824460118	-5.15803919400101	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.950062541383136	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0
