ABI1	ADAM12	ADAM15	ADAM17	ATF7IP	BIN1	CLTB	DNAJC6	DOCK1	DOCK3	EPS8	F13A1	FGB	FLNB	ITGA3	ITGB3	LAMA2	LAMA4	LAMC1	LAPTM5	MAD2L2	NCKAP1	PICALM	PSEN2	RAB5B	SH3GL1	SH3GL2	SH3GL3	SHB	SNX4	USP13	WASF2	SH3D19	MCAM	DPEP1	ASAP2	EPN2	USP6NL	FGA	NPHP1	LAMB2	UBAC1	PACSIN1	LEPROT	FNBP1L	if_health
diffusion_degree_n	-0.337356081978177	-0.265199860761121	0.13828594767711	-0.240166069726632	0.482868718387132	-0.234275765953811	0.577113578752266	0.615400553275602	0.123560188245058	0.13828594767711	0.0484588151415913	-0.434546094229722	-0.253419253215479	0.229585656155834	-0.204824247089707	0.331193396236994	-0.257836981045095	0.0852732137217219	-0.437491246116132	0.216332472666987	-0.0148619504162332	0.456362351409438	0.575641002809061	0.329720820293789	0.553552363660982	-0.00897164664341234	-0.0914358994629048	-0.477250796582673	-0.0104442225866176	-0.00897164664341234	-0.363862448955871	0.0204798722206921	-0.430128366400106	-0.465470189037031	-0.472833068753057	0.351809459441867	1.22651956970577	-0.159174392850345	-0.266672436704326	-0.16064696879355	-0.431600942343311	-0.449271853661774	-0.474305644696263	-0.285815923965994	-0.481668524412289	0
dmnc_n	-0.123265764231294	-0.123265764231294	1.80572670124689	-0.123265764231294	-0.0462680124500414	-0.0756412724187647	-0.0170079568701045	-0.0617136753914318	-0.0748721623327209	-0.123265764231294	3.25247105035552	-0.123265764231294	-0.0904569425773752	-0.123265764231294	-0.104560802966791	-0.0700382850069769	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0858558417022882	-0.0372092820038548	-0.05292051984288	-0.0425098306367899	-0.0434357167303045	-0.0703628946526597	-0.0858558417022882	-0.0858558417022882	-0.123265764231294	-0.063401141068139	-0.123265764231294	0.35898235213825	-0.123265764231294	1.80572670124689	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0229042843157192	-0.123265764231294	-0.0783672968589281	3.25247105035552	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0756412724187647	-0.123265764231294	0
geokpath_n	0.164741732261513	0.213694528340148	1.07219505658487	0.536636854709651	1.87589767877141	0.29625670680113	1.56172301737122	1.38929227297483	1.05612100414114	0.958215411983866	0.985979684386673	-0.885916786560534	0.0558765588926084	1.22489855480031	0.242920078237841	1.3023462620292	-0.239301495074086	0.938488165802923	-0.849384849188418	1.15987170627794	0.878575788512653	1.25339346595056	1.25631602094033	1.91754408737562	1.35860544558225	0.624313504402728	0.550518990911055	-0.967748326274073	0.542481964689189	0.700299934136729	-0.628731947460839	0.928259223338731	-0.560051905201262	-0.77120650321209	-0.832580157997245	1.24754835597102	1.88977981497282	0.566593043354785	-0.28460109741551	0.723680374054883	-0.565166376433358	-0.529365077808685	-0.758785644505571	0.38174144025188	-0.603159591300358	0
lincent_n	0.333904225388358	0.387094054573683	0.752735285001494	0.47821872517623	1.06823464454614	0.386312940371531	0.923851257407578	0.868878097526084	0.754350255797858	0.687856529055344	0.725248061208197	-0.409389085325015	0.290517572276998	0.818085266063442	0.400095501523609	0.83873546025204	0.162994375274155	0.695926152238788	-0.353320956553022	0.761899390314328	0.644244103865852	0.834482255281187	0.820842025481311	1.07808272904042	0.851162391896277	0.535163854371471	0.509319587225691	-0.484565943750053	0.52360948586247	0.604723010891405	-0.119529383977691	0.691186721201326	-0.0626535064578405	-0.212235226387038	-0.379447917520585	0.821945496918903	1.06963946747526	0.536653106583193	0.121493708597499	0.594891144841532	-0.0748390392353521	-0.033751508037868	-0.252782502178092	0.440456510809374	-0.0851596639448515	0
semilocal_n	-0.254758274554013	-0.207563238618974	0.177484599972271	-0.215859250104281	0.391970531190703	-0.174618478363262	0.589088503332082	0.791579949168648	0.190115631740856	0.14597090750568	-0.0482175573595935	-0.410914254393811	-0.271931088023459	0.279982507206035	-0.261460596910527	0.314105110593376	-0.243235391057198	-0.0109888863845014	-0.408976737289709	0.338737597229813	0.0432476535583692	0.341943560783363	0.493557758922299	0.308478412240698	0.605887287720281	0.0100705771031248	-0.0690958142115844	-0.410389219782867	0.0509442892488828	-0.0498135696503822	-0.362334613909558	0.0654524359096909	-0.382032704467923	-0.402797126382143	-0.407940607039794	0.363927642745128	1.37818067615035	-0.0969923434514537	-0.321825638197066	-0.18174129304093	-0.392921364740014	-0.383795984422376	-0.396631454446549	-0.197213551929798	-0.397930102001936	0
coreness_n	-0.0481408617765611	-0.383256959912077	0.119417187291197	-0.0481408617765611	0.789649383562229	0.286975236358955	1.12476548169775	0.789649383562229	-0.0481408617765611	-0.215698910844319	0.119417187291197	-0.383256959912077	0.119417187291197	-0.215698910844319	0.119417187291197	0.622091334494471	-0.215698910844319	0.454533285426713	-0.215698910844319	0.622091334494471	0.454533285426713	0.454533285426713	1.12476548169775	0.622091334494471	1.12476548169775	0.454533285426713	0.454533285426713	-0.550815008979835	0.454533285426713	0.454533285426713	-0.215698910844319	0.286975236358955	-0.215698910844319	-0.718373058047594	-0.718373058047594	0.454533285426713	1.2923235307655	-0.550815008979835	0.119417187291197	0.119417187291197	-0.215698910844319	-0.383256959912077	-0.718373058047594	-0.0481408617765611	-0.550815008979835	0
hub_score_n	-0.156321602639841	-0.168129916581847	-0.0810757540356055	-0.146720383278035	-0.0323105230261235	-0.140693271737112	-0.0198977643677548	0.422739276646064	-0.0802510146241295	-0.149255996497231	-0.161339743850099	-0.176783334953155	-0.170696359066726	-0.0770433408817227	-0.169048525929575	-0.108279289749818	0.058153812068272	0.048892883676198	-0.172263784124962	0.161249211497915	-0.0769003583146478	-0.108936407203959	-0.0448149330842999	-0.109235307592024	0.180522240583376	-0.106606941144111	-0.122719658618851	-0.175474760524811	-0.157768677631792	-0.149232250104358	-0.158586516214836	-0.0600229770784486	-0.173148759913589	-0.174492541818497	-0.17220670921063	-0.136585437186986	0.543675933335542	-0.0927950661098361	-0.173042621618031	-0.160371114978424	-0.165419339378416	-0.16971745078216	-0.173658952842143	-0.16468053515393	-0.173969377622435	0
eccentricity_n	-0.576962892462901	-0.576962892462901	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	-0.576962892462901	-0.576962892462901	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.950062541383136	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0
subgraph_centrality_n	-0.0941884157962308	-0.0942204164393411	-0.0933886140610099	-0.0941436725281132	-0.0922493961444825	-0.0941070557544459	-0.0919792706343925	-0.0614935569646918	-0.0933741532634176	-0.094157051932808	-0.094205098413883	-0.0942277691492146	-0.0942240196271336	-0.0933166718332621	-0.0942218274822071	-0.0937965671015072	-0.0891908050507535	-0.089581056540281	-0.0942256299639274	-0.0838123089585993	-0.0933137113799831	-0.093801686847065	-0.0926354601211977	-0.0938080973866394	-0.0825922187303507	-0.0937754672787491	-0.093958553677947	-0.0942275321383043	-0.0941936875656136	-0.0941570141560854	-0.094196048521078	-0.0929804958960761	-0.0942263418078208	-0.0942271207718077	-0.0942255797895262	-0.094078216528882	-0.0469657006088718	-0.0935809305941035	-0.0942262632287049	-0.0942022225703529	-0.0942153163227124	-0.0942227891279991	-0.0942266872120742	-0.0942135284765059	-0.0942268737576894	0
pc_n	0.47141876451737	1.08613747309735	1.63181168904698	1.490340596023	1.33824918161102	0.455580601333342	0.527367075964939	0.750615475852297	0.899049170486053	0.213058727577955	0.579751800696103	0.213058727577955	1.04159263914228	1.08613747309735	1.32785762165025	1.72824940366633	0.47141876451737	1.61647869454922	0.649598100337655	1.57657059558047	1.32865934685274	-0.563011268439289	0.0596265217327081	0.370212901771447	0.349477281565361	1.09388669273214	0.957743539932737	0.649598100337655	-1.09655939070115	1.32785762165025	0.649598100337655	0.32219357076788	1.52267684585705	-1.09655939070115	-1.09655939070115	0.923788119591681	0.680330472179938	0.649598100337655	0.579751800696103	1.76713889460249	0.213058727577955	0.455580601333342	-1.09655939070115	0.859136999262311	0.649598100337655	0
gilschmidt_n	-0.0798217533351489	-0.0549355570534845	0.116522234382579	-0.00976393419279389	0.262945036676991	-0.0527166540064513	0.191654362408975	0.167632581790126	0.114217125948405	0.0880614667739361	0.104031900413181	-0.40129817451528	-0.0929970068188003	0.143235276334152	-0.046221727578187	0.156688040310652	-0.147390244311886	0.090158737562421	-0.376870165770755	0.122666434783718	0.0639145112093951	0.158749884227689	0.149416084502433	0.254456758283127	0.163813565050306	0.0180922148101628	0.0066328027992785	-0.437665432562574	0.0128573041089746	0.0473642577744711	-0.270012093485937	0.0864282880011665	-0.252624584989645	-0.321203922697754	-0.386624364370295	0.149652263645275	0.261353189254212	0.0140913401303478	-0.166093270633845	0.0395183866491409	-0.25796577630511	-0.243103022845835	-0.33745777130839	-0.0346926427201606	-0.268139192883191	0
