ABI1	ADAM12	ADAM15	ADAM17	ATF7IP	BIN1	CLTB	DNAJC6	DOCK1	DOCK3	EPS8	F13A1	FGB	FLNB	ITGA3	ITGB3	LAMA2	LAMA4	LAMC1	LAPTM5	MAD2L2	NCKAP1	PICALM	PSEN2	RAB5B	SH3GL1	SH3GL2	SH3GL3	SHB	SNX4	USP13	WASF2	SH3D19	MCAM	DPEP1	ASAP2	EPN2	USP6NL	FGA	NPHP1	LAMB2	UBAC1	PACSIN1	LEPROT	FNBP1L	if_health
communitycent	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	1.07659304852489	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	0.835369971250313	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	1
diffusion_degree	0.0297256789887172	0.531372260317627	-0.221097611675737	-0.166406818974465	-0.437974893077334	-0.0306227819230313	-0.219211722272245	-0.168292708377958	-0.217325832868753	-0.332365086481774	-0.315392081850345	-0.392713547393522	-0.0985148004487483	-0.339908644095742	-0.288989630201455	-0.413458330831936	-0.387055879183046	-0.345566312306219	-0.413458330831936	-0.190923381219863	-0.181493934202403	-0.151319703746528	0.0372692366026858	-0.136232588518591	-0.22298350107923	0.408789449090638	-0.487008017568129	-0.181493934202403	0.55211704375604	-0.187151602412879	-0.334250975885266	0.548345264949056	-0.392713547393522	-0.236184726903675	-0.402142994410983	-0.107944247466209	0.159852047829675	-0.4700350129367	-0.0475957865544605	-0.31162030304336	-0.460605565919239	-0.360653427534156	-0.400257105007491	-0.481350349357653	-0.353109869920187	1
dmnc	-0.214905655225139	-0.214905655225139	-0.214905655225139	3.28332753201443	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.127143723936473	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.095907877060657	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.106340995052126	-0.214905655225139	-0.095907877060657	-0.0811367958737757	-0.214905655225139	-0.214905655225139	-0.0792196586594759	0.0643656176745642	1.53421093839464	-0.214905655225139	3.28332753201443	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.119907239735133	-0.214905655225139	-0.140114755879571	1.53421093839464	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	1.53421093839464	1
geokpath	1.14393077671505	1.83855373379745	0.185313649959818	0.537305876190253	-0.652540186413159	1.01006139280294	0.0682949577289553	0.337906024628863	0.292970846812212	-0.0384260895855915	0.169399107816421	-0.440970390859759	0.418414884883697	-0.0974035104699463	-0.0309368932828163	-0.402588259808036	-0.556116784014928	-0.299611810644877	-0.792962617090194	0.31169383756915	-0.0983396600077932	0.515774436819774	0.556028866947191	0.685217503170064	-0.155444781816454	1.87506356577348	-1.03823379600608	0.611261689680158	1.55770887244338	0.197483593951828	-0.575775924309713	1.62698393824405	-0.115190351689037	0.168462958278574	-0.414758203800046	0.801300045863079	0.702068194851308	-0.810749458309286	0.327608379712547	0.351948267696567	-0.945554991759239	-0.199443810095259	-0.293058763879949	-1.00078781449221	0.0383381725178545	1
lincent	0.757123701744004	1.03411714393914	0.417334024643585	0.548916094278424	-0.0334476882281934	0.703071248213559	0.370211370873751	0.452414834681115	0.461782986463999	0.298120378669194	0.41187414675329	0.0491067152825043	0.494131129797213	0.280456671510326	0.342347476222051	0.11991822221468	-0.00226685258939593	0.158852437565825	-0.21663028723287	0.447745062676371	0.237437907118087	0.553794427378107	0.543592026918635	0.634673925700968	0.268444772540573	0.98015730865547	-4.13266281217124	0.573409796942098	0.945163867369161	0.420933205904655	-0.0332141232889581	0.961338213871021	0.282894015598863	0.410439512736694	0.0712187476386735	0.650200131728386	0.594897584953739	-0.290764793847162	0.461636314861817	0.463396992046776	-0.639020527680541	0.162567125194796	0.175167903606712	-0.711549477239824	0.306457538196894	1
semilocal	0.0822670165522549	0.661764718250313	-0.162288584385929	-0.192489408529148	-0.376156441119293	0.0206048735902244	-0.157226971810111	-0.0893055499917174	-0.16094562744184	-0.263882099173781	-0.253209125565503	-0.359934934873598	-0.134239632773002	-0.288742509738171	-0.286327543303627	-0.343780183797639	-0.352882447529791	-0.348331315663715	-0.386966851841733	-0.148556653293894	-0.162987550280805	-0.142195278295582	0.0273275118600452	-0.165068740866672	-0.205773687306487	0.438676794544086	-0.406965915339512	-0.197068027818056	0.656577448884406	-0.205412424034978	-0.347102235185646	0.636723676050168	-0.325328269527844	-0.167173492100681	-0.343560284414981	-0.013970377558007	0.178586872931013	-0.393379274911019	-0.202887507909105	-0.240227208439318	-0.400313959014117	-0.321126620609206	-0.327523336579731	-0.404409585016116	-0.304107979101377	1
coreness	0.425984540723995	0.0625970534426247	-0.482484177479431	0.0625970534426247	-0.300790433838746	0.24429079708331	0.24429079708331	0.24429079708331	-0.300790433838746	-0.664177921120116	-0.119096690198061	-0.300790433838746	0.24429079708331	-0.482484177479431	0.0625970534426247	-0.300790433838746	-0.482484177479431	-0.119096690198061	-0.119096690198061	0.24429079708331	0.0625970534426247	-0.119096690198061	0.60767828436468	0.0625970534426247	0.0625970534426247	0.789372028005366	-0.664177921120116	0.0625970534426247	0.425984540723995	0.24429079708331	-0.300790433838746	0.425984540723995	-0.119096690198061	-0.664177921120116	-0.482484177479431	0.0625970534426247	0.971065771646051	-0.664177921120116	0.24429079708331	-0.300790433838746	-0.482484177479431	-0.300790433838746	-0.482484177479431	-0.664177921120116	-0.119096690198061	1
hub_score	-0.0997868868218628	-0.0225576458999271	-0.137622278421624	-0.120948556265138	-0.141356522718319	-0.119380413785119	-0.120271978622153	-0.106047688892928	-0.134150999912939	-0.13603596355867	-0.136703914758495	-0.139891050088801	-0.134681413097005	-0.1344658876366	-0.13878161424749	-0.13951825604236	-0.14026879820719	-0.140637734807769	-0.141500613664678	-0.114048247559472	-0.107979300112666	-0.122578209561547	-0.0946317529397625	-0.135443804039955	-0.12423441958495	-0.0751194280611666	-0.141895056461185	-0.124421466564177	-0.0310219197920323	-0.128155217107256	-0.134650706956686	-0.0189882065204449	-0.137686241121454	-0.13770360170261	-0.140418054828432	-0.121700253226458	-0.08070644054891	-0.141226338272936	-0.137163413609263	-0.133633943646572	-0.141824529305851	-0.132548259049602	-0.131192309827248	-0.141879002474325	-0.134236614639363	1
eccentricity	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	0.415385918927497	-0.104393651028562	0.415385918927497	-0.104393651028562	0.415385918927497	0.415385918927497	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	0.415385918927497	0.415385918927497	-0.624173220984621	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-4.78240978063309	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	0.935165488883556	0.415385918927497	0.415385918927497	0.935165488883556	-0.104393651028562	1
subgraph_centrality	-0.0891723013463436	-0.0880815216907712	-0.0893258228413886	-0.089289036051383	-0.0893273948049206	-0.0892830723614988	-0.0892865162416842	-0.0892150004009132	-0.089322173240728	-0.0893244166874517	-0.0893250625346095	-0.0893270688478898	-0.0893228676008593	-0.0893225917382676	-0.0893265720967964	-0.0893269259709707	-0.0893271888291614	-0.0893272767947144	-0.0893274065853585	-0.0892595807644797	-0.089226789632293	-0.0892947745229222	-0.0891319969416132	-0.0893237785591126	-0.0893001340737084	-0.0889373020663666	-0.0893274202022177	-0.0893007088123679	-0.0882519862027247	-0.0893109047549606	-0.0893138900367144	-0.0880058767075176	-0.0893258704153123	-0.0893258830662117	-0.0893272292243825	-0.0892917410340738	-0.0889998732651406	-0.0893273810532362	-0.0893254605993652	-0.0893214496703692	-0.0893274197670513	-0.089319776850966	-0.0893173990847295	-0.0893274201796645	-0.0893222686750474	1
pc	0.378695266603728	1.50772179723469	0.82219311336655	1.85048613916876	1.27921223594531	1.33405453065476	0.784885429890733	-1.0058833769485	-1.0058833769485	-1.0058833769485	0.365173990787788	1.27921223594531	0.93644789401124	-1.0058833769485	0.635654695987465	0.619073503331543	0.619073503331543	0.365173990787788	1.27921223594531	1.16967872722809	1.22843233343656	0.365173990787788	0.710270062939099	1.43155194347157	-0.206099912435663	0.971423847269818	-1.0058833769485	0.93644789401124	-0.11049897352888	0.82219311336655	1.62654676910517	-0.401560570232779	0.635654695987465	-1.0058833769485	0.82219311336655	0.164085576853133	0.229083852064336	-1.0058833769485	1.89307815798897	1.33405453065476	-1.0058833769485	0.619073503331543	0.82219311336655	-1.0058833769485	1.04156229220436	1
gilschmidt	0.0603027537427233	0.179703744682331	-0.0877384024865719	-0.0302575606614205	-0.282273580945335	0.0371019073248293	-0.111022465713715	-0.0749181308928418	-0.0705442966633748	-0.140181635673641	-0.094403346777874	-0.240870192279482	-0.0506411054409847	-0.147677200637393	-0.123313622826514	-0.218190620081175	-0.265470972383816	-0.196292116727991	-0.354663848921623	-0.0723939793779933	-0.156515616682909	-0.0320996782115578	-0.0297563685148285	0.000904108335562809	-0.151117080925048	0.158373385181341	5.30506371721646	-0.0210242774173128	0.144340761593089	-0.0859375494699482	-0.272299668098923	0.151875665412121	-0.149642630368503	-0.0917260006823682	-0.233625790776365	0.00958740412218811	-0.00826146668649124	-0.384351136136264	-0.0602673989796664	-0.0725736864214347	-0.527209742053508	-0.192864684574613	-0.193805000131985	-0.560139389988787	-0.135183365890839	1
spl_n	-0.138116443684708	-0.184568566872386	-0.479485535017424	-0.261943760437914	-0.704049142171825	-0.183893390663259	-0.604393133705225	-0.565097878334252	-0.480700852193843	-0.430062636509604	-0.458690107776429	0.630774223264854	-0.0994963645228613	-0.528098222074304	-0.195776491943838	-0.543222169158661	0.0179842958645905	-0.436274257633535	0.563661708078006	-0.486372332350481	-0.396168790811611	-0.540116358596696	-0.530123750701673	-0.710665869021225	-0.55226953036091	-0.308936024592895	-0.28773549162642	0.723543434398397	-0.299483557665165	-0.364975649950125	0.30142326845453	-0.432628306104266	0.241602656326208	0.402159558855726	0.59471981369768	-0.530933962152612	-0.704994388864598	-0.310151341769314	0.0575496217192104	-0.357143605924295	0.254295969057726	0.211759867882964	0.447531400108807	-0.230210478609124	0.265098788403698	0
degree_centrality_n	-0.159555396209448	-0.349900086551353	-0.0959289407299908	-0.0323024852505337	1.36427147871873	-0.0323024852505337	0.665984496734096	0.0944157496119145	-0.159555396209448	-0.349900086551353	0.0307892941324573	-0.349900086551353	-0.159555396209448	-0.349900086551353	0.0944157496119145	0.602358041254639	-0.159555396209448	0.0944157496119145	-0.223181851688905	0.538731585775182	0.158042205091372	0.158042205091372	0.729076276117087	0.665984496734096	0.412013350912734	0.221668660570829	0.475639806392191	-0.477152997510267	-0.0959289407299908	0.0944157496119145	-0.223181851688905	-0.0959289407299908	-0.0959289407299908	-0.540244776893258	-0.540244776893258	0.0944157496119145	0.98304742193845	-0.477152997510267	0.0307892941324573	0.0307892941324573	-0.349900086551353	-0.41352654203081	-0.540244776893258	-0.286273631071896	-0.477152997510267	0
average_neighbor_degree_n	-0.594269520198517	0.315657645019834	0.79791904258556	-0.464857640524313	-0.419328670473794	-0.448681173763581	0.133672211976164	1.32154077907833	1.03320021999119	2.80885807771812	0.173709007245771	-0.730758594981269	-0.297893248726981	3.37301292015349	-0.521475346981049	-0.117276127757279	-0.313491984531972	0.13036338922965	-0.903644756372756	-0.21210011080681	-0.187835374268625	0.779720499281193	0.0678108102275809	-0.172063315537202	0.43394817649822	-0.255496648347096	-0.600692550469447	-0.776254953242187	0.338405824150293	-0.081401484929727	-0.600335713432335	0.43394817649822	-0.958240386285857	-0.0483132210675064	-0.230298654111177	0.729260888701962	0.5063783788496	3.15463040050109	-0.605188646181137	-0.343129622598252	-0.712560051676903	-0.69132842995417	-0.266695740719911	-0.0919897249979872	-0.830850583155288	0
betweenness_n	-0.230330018335893	-0.191082836398095	-0.0785511973643217	-0.117975669380565	2.50573427116049	-0.237413667794521	-0.0773689846843518	-0.221831589150264	-0.125572532849293	-0.25032836082558	0.415547313190628	-0.0939480376890579	-0.13413830112759	-0.245899947529336	0.057824210000849	0.121962859792357	-0.112498526404264	0.0590142681145141	-0.235276439502788	0.0812128698234634	-0.142570534009935	-0.15303438800856	-0.0138743893562215	0.46551542664457	-0.195199297903555	-0.0900623210591091	0.297979163794814	-0.257779342426523	-0.242668086637422	-0.0232209751891375	-0.152587242745173	-0.205048753637033	-0.124383583785137	-0.259264592921767	-0.259264592921767	-0.0193652214131811	-0.112359599892447	-0.248239006497723	-0.171675113004916	0.378211190867719	-0.223706359327518	-0.25534682986167	-0.259264592921767	-0.250035915881951	-0.257035237923584	0
eigenvector_n	-0.156917393764231	-0.168661772752994	-0.0816042332648606	-0.147223620630648	-0.0308983430276611	-0.141258221779213	-0.0204588950376495	0.421726294824988	-0.0807653490513776	-0.149740273271098	-0.161857489688075	-0.177330242958986	-0.171271634750497	-0.0775962309115526	-0.16959386632353	-0.108821365524534	0.057277708745116	0.0482364011109095	-0.172856193820409	0.160460467003535	-0.0773166028403916	-0.109100993595695	-0.0454390027280345	-0.109660249738017	0.179754803913646	-0.107236806454621	-0.123268815867854	-0.176025311960234	-0.158315534120036	-0.149833482628151	-0.159154418333519	-0.0606321279277836	-0.173695078033892	-0.175000009032644	-0.172762984463355	-0.137063800711798	0.542618830923605	-0.0933486122536238	-0.173601868676838	-0.160925396117539	-0.165958701398437	-0.17033954117996	-0.174254334176214	-0.165119817184954	-0.174533962247375	0
cluster_coefficient_n	-0.389560145444983	-0.590894368992731	-0.590894368992731	-0.473448348250814	-0.545430438506812	-0.238560534789902	0.722016677047463	1.25406262557224	0.415776748746009	1.52311709227008	-0.590894368992731	-0.590894368992731	0.415776748746009	1.52311709227008	-0.129655120351487	-0.244741904302635	0.0131083016505133	-0.437146543438009	-0.0271593886636208	-0.369819506419711	-0.0143442511854456	0.434079859977623	0.657378662607891	-0.301608812610605	1.17078325806726	-0.0488406902103322	-0.373273801147414	-0.590894368992731	0.466111361638677	-0.129655120351487	-0.590894368992731	-0.288890919659647	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.0527812075741262	0.747980965814693	-0.590894368992731	0.34866534089676	-0.590894368992731	0.113777527435848	-0.590894368992731	-0.590894368992731	0.677512507764958	-0.590894368992731	0
harmonic_centrality_n	0.314323144625109	0.372427428439828	0.772747034742192	0.477894120759894	1.11461495338445	0.377608123227	0.948165505449658	0.892079460083908	0.76736506708895	0.706296841433956	0.743584605587312	-0.436259917279507	0.283561566014231	0.835116635790281	0.39277247558961	0.866526146045573	0.156564249345071	0.711193549366921	-0.379032407760645	0.787092510747831	0.649918536425581	0.871340139990403	0.850396788662683	1.09479652294901	0.883162820829845	0.542932650269509	0.516177218087043	-0.521170182515226	0.530710182066068	0.611277008728501	-0.129733211805228	0.702483695083196	-0.0891368603343526	-0.249255878856452	-0.401999509641599	0.850099016915792	1.11089830823052	0.533591409918208	0.112896428312547	0.592958470500096	-0.101607472818209	-0.0669059208222343	-0.287205361862917	0.419690579696212	-0.125360362218465	0
markovcent_n	0.563445125590969	-0.0144933369558342	0.695021869442898	0.781285905219134	1.44985106297406	0.797941559167376	1.4394021562622	1.02389336505482	0.521921954865652	0.11263220436653	0.800800013371875	-0.310474577178282	0.568550111362447	0.113911487842306	0.837025802870588	1.38832956906766	0.459234010859153	1.0119937633226	0.282413262250866	1.28877873754732	1.0721903063121	1.07332511292158	1.46006152025772	1.33956966894788	1.29142099760639	1.12129766588398	1.18007055808287	-0.619757998625109	0.744598712047611	0.966828781459629	0.246922397254187	0.716797497937616	0.491418454704772	-1.04797914860459	-1.04521137955746	0.927890395779953	1.56200164760618	-0.535287875107769	0.836560541443387	0.721837573545756	-0.039518071477742	-0.238275507578316	-1.04410013369779	0.289316224081167	-0.624849560396818	0
closeness_latora_n	0.314350297840322	0.372454872126688	0.772776474782042	0.47792209124038	1.11464609988824	0.377635592212283	0.948195822310798	0.892109495551131	0.767394481377516	0.706325950682411	0.743613900888764	-0.436236508772036	0.283588566070712	0.835146389128231	0.392800020350037	0.866556055554653	0.156590616170188	0.711222682386538	-0.379201715961581	0.78712202380036	0.649947364035023	0.871370072196198	0.849577410377859	1.09482757089658	0.883192811806134	0.54296094493881	0.516205379366315	-0.521147196724678	0.530738415859784	0.611305643971267	-0.129708272733049	0.702512786297951	-0.0891117200239175	-0.249231538146041	-0.401975929855723	0.850128844128334	1.11092943641012	0.53361965720594	0.112922577470974	0.592987014780873	-0.101582394290645	-0.0668806683739736	-0.287181208852964	0.419718258878923	-0.125335403091861	0
closeness_residual_n	0.300254586594047	0.387461113928015	0.996657703397846	0.548345434518577	1.51476594126719	0.395705186256413	1.26156338416002	1.1797376033341	0.987318264816024	0.899016371228633	0.949749124018777	-0.750393819957294	0.256843492445208	1.09452963898883	0.414345629516428	1.13500053951006	0.0708041819295327	0.899746615397582	-0.676485423278925	1.01462555334436	0.805660419314042	1.1476837277076	1.10763560012629	1.48778534091971	1.1644409096898	0.643642298566427	0.599981384044	-0.863235761011735	0.626673730114269	0.74529997366486	-0.332982409595659	0.887928190031696	-0.284363521505104	-0.503897979033363	-0.698392748347397	1.11505334352666	1.51272894437486	0.633226710682996	0.00546654576040787	0.718319373317374	-0.297873038630661	-0.251598618661469	-0.55313180958198	0.457449252436236	-0.335057840391619	0
communitycent_n	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	0.0625142609698936	-0.51642647910199	0.963088745526159	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	1.87707823655169	-0.51642647910199	0.0625142609698936	0.0625142609698936	0.0625142609698936	1.24131728022421	0.0625142609698936	-0.51642647910199	-0.51642647910199	0.0625142609698936	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	1.55328666665499	0.0625142609698936	0.0625142609698936	-0.51642647910199	-0.51642647910199	0.0625142609698936	0.0625142609698936	0
