AQR	CUL4A	CUL4B	DTL	ELAVL2	ERCC6	GTF2E2	GTF2H4	ISG15	NFKBIB	PAPOLA	PCF11	POLA1	POLR1E	POLR2H	POLR2J	POLR3B	PPWD1	PRPF8	RAD23A	RBBP5	RFC2	RFC4	SF3B1	SF3B3	SNRPN	TAF1A	TBCB	THOC2	THOC5	TXNL4A	UBTF	USP7	XAB2	CWC27	FIP1L1	CD3EAP	SYF2	DCAF4	COPS4	MX1	POLD3	GTF2H5	BTAF1	REV1	CRCP	RNU12-2P	DSCC1	TUBA8	if_health
closeness_residual_n	1.49981515275555	1.8889199930945	1.76447101314413	0.500975648295962	0.251693349358936	1.33831588970693	0.734596131504212	0.235973882774717	0.694682522585602	1.9943826246522	0.988010075081344	-0.154956567986608	0.975000198702962	1.10429185051057	1.70059386531291	1.58617613420968	-0.158185015891435	0.694605654778345	1.21617294397429	0.818881682162383	1.15610075260232	0.104164810279415	1.30895238733445	0.550440082266352	1.39604361295753	1.61404071434063	0.0796824136678079	-0.881376563524575	0.233648631605169	-0.0488982109226669	0.696623434718862	1.49408850111484	1.21444341831099	1.81274399610203	0.102800406700589	1.29204146973773	0.91166112552254	0.734365528082439	0.0991876197594731	0.208378339969169	-0.137738179160862	-0.397455282933133	0.0149020691013021	-1.03897478535487	1.18112122386474	-0.655327559331217	-0.51308368200067	0.154282620611497	0.756119117536394	0
communitycent_n	0.207249445987864	0.0625142609698936	0.0625142609698936	0.0625142609698936	0.782278424302504	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	0.0625142609698936	0.0625142609698936	-0.51642647910199	0.0625142609698936	0.0625142609698936	0.0625142609698936	1.04464587359184	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	0.834435247732403	-0.51642647910199	0.0625142609698936	-0.51642647910199	1.58675189197396	2.79026433449176	-0.51642647910199	-0.51642647910199	1.05498410109312	1.8965688362489	0.0625142609698936	-0.51642647910199	-0.51642647910199	6.45219780751092	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0
diffusion_degree_n	5.4086352484086	2.07914104082159	2.03201861063903	0.101471549096979	-0.00308134287059145	1.42678989798168	0.457834927352643	-0.151811513134319	-0.101743931065341	1.81996767481747	1.50630899891476	-0.159174392850345	0.40334961745405	0.447526895750206	3.05987661899627	3.09080071380358	-0.265199860761121	1.56962976447259	2.8978932652437	-0.0722924122012369	0.306159605202505	-0.312322290943688	1.16614395603435	0.00722668873184511	2.99802842938165	5.3821288814309	-0.381533360274333	-0.499339435730751	0.500539629705595	-0.0605118046555951	1.7713726686917	0.669885863174195	0.588894186297908	6.01975426483877	0.150066555222752	2.33684183088251	0.120615036358647	1.13669243717025	-0.263727284817916	-0.243111221613043	-0.38889623999036	-0.444854125832158	-0.297596531511636	-0.497866859787546	0.747932388164072	-0.437491246116132	-0.409512303195233	-0.25636440510189	-0.106161658894957	0
dmnc_n	-0.0248488739321655	-0.00134980411126008	-0.0100082794569521	-0.063401141068139	-0.0904569425773752	-0.0124654687716023	-0.0624343594035027	-0.123265764231294	-0.0462680124500414	-0.0180771071615148	-0.0252938433613284	-0.0740906315299005	-0.0700382850069769	-0.0103898162661016	-0.00892938052600448	-0.0243627004060743	-0.063401141068139	-0.0113817835673422	-0.00776411411644264	1.80572670124689	0.0225323352237464	-0.123265764231294	-0.00307238145954339	-0.0756412724187647	-0.0112644704015967	-0.027526099679821	-0.123265764231294	-0.123265764231294	-0.055166645826227	-0.0740906315299005	-0.00480492741422651	-0.0717143547046969	-0.0792999864885353	-0.0274119682189064	-0.0858558417022882	-0.0111903273788959	-0.0624343594035027	-0.0305450649819874	-0.0990689632820077	-0.0264785604341479	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0624343594035027	-0.123265764231294	-0.123265764231294	-0.123265764231294	0.35898235213825	0
geokpath_n	1.6771639394671	2.18276595269718	1.99718371084684	0.450421482511458	0.0631829463670315	1.44116762404323	0.739023787751172	0.101176161234032	0.69445482415719	2.41510907438384	1.05100653290904	-0.424153098176992	1.08169336030162	1.24170324599148	1.8481334063686	1.73123120677783	-0.368624553371376	0.632350530624594	1.35714416808737	0.886612814734519	1.38783099547995	-0.0442209495069886	1.46527870270883	0.470879367439842	1.57268259858285	1.8671300138021	-0.0982882168177198	-0.966287048779188	-0.0142647608618537	-0.351819862180203	0.680572687955786	1.82183041146068	1.36883438804645	2.07170886308595	-0.137012070432162	1.55514726864424	1.01958906676902	0.741215703993498	-0.0588337244558348	0.00546248531908876	-0.412462878217915	-0.573934041402666	-0.185964866510797	-1.01743176110015	1.34545394812829	-0.800432053109783	-0.722253707133455	0.0186139827730504	0.821585966212153	0
lincent_n	1.00571477981055	1.25269555791369	1.16202290844969	0.424870266441594	0.265972469524088	0.900483937551896	0.552424556029472	0.247572823067426	0.563102924340107	1.34092029480973	0.723472708330218	-0.00967953386266826	0.706487965092025	0.800689213758539	1.11210318825419	1.03908848347785	-0.0152564967314325	0.535494726473928	0.839290705779672	0.637186826146097	0.844663796407865	0.172010702875226	0.898214541975368	0.474175254173623	0.94664410922269	1.07788141316192	0.181348179751806	-0.503832073256608	0.23386183907583	0.0628073386559938	0.526246008531601	1.0564209958341	0.870749456874828	1.19305649573088	0.163994550157011	0.908251541064955	0.696453267565821	0.572985384270817	0.175454246556744	0.247129350351892	0.0320310120255134	-0.168216491375058	0.111962671772208	-0.635246841736322	0.848189725330537	-0.35914138667659	-0.252782502178092	0.202887457936719	0.596075824835294	0
semilocal_n	5.30138797148846	2.24375366501673	2.19339912876805	0.146284534375048	0.0590033382106671	1.50619387157877	0.516052936523037	-0.0570757740477699	-0.04569460343267	1.98709537409715	1.43392959455218	-0.14003356573885	0.409410508289612	0.489183244885101	2.96333450777286	3.0783681971334	-0.254467879304597	1.52520662934852	2.79494011054168	-0.146782351335271	0.32708461666126	-0.238798151646126	1.08882388014656	0.0763039255898566	2.88693500239458	5.29227653014279	-0.31140161032404	-0.421010716425496	0.451613069096696	-0.0621495598455609	1.76685961694029	0.669407182996473	0.705966783316911	5.9302098445732	0.225680918727295	2.22481989475482	0.116225141317531	1.21798239443868	-0.212200269961644	-0.270562745608212	-0.349599039851183	-0.3574931443113	-0.239546209808621	-0.421050210179416	0.909694151334991	-0.388335442961242	-0.336821648876893	-0.194158593905945	-0.084356665358878	0
coreness_n	3.63813621771412	1.2923235307655	1.2923235307655	0.454533285426713	0.454533285426713	1.2923235307655	1.12476548169775	-0.215698910844319	-0.0481408617765611	1.2923235307655	2.13011377610429	0.454533285426713	1.12476548169775	1.12476548169775	2.96790402144308	2.96790402144308	0.119417187291197	2.96790402144308	3.47057816864636	0.286975236358955	0.789649383562229	-0.383256959912077	1.12476548169775	0.119417187291197	3.47057816864636	3.97325231584963	-0.0481408617765611	-0.718373058047594	1.2923235307655	0.454533285426713	2.96790402144308	1.12476548169775	0.789649383562229	3.97325231584963	0.286975236358955	3.13546207051084	0.789649383562229	1.79499767796878	0.119417187291197	0.119417187291197	-0.215698910844319	-0.550815008979835	-0.215698910844319	-0.550815008979835	0.789649383562229	-0.550815008979835	-0.550815008979835	-0.383256959912077	-0.215698910844319	0
hub_score_n	2.18335347718092	0.758694112017168	0.775597184105756	-0.0811330867833141	0.0256125764575029	0.241246903017349	0.0315617834788703	-0.09370105271921	-0.103556736613081	1.05331426372917	0.558587046379559	-0.0569541020985748	-0.0552028649329678	0.14087134179491	1.15738316894743	1.12357876274884	-0.14728200047938	0.672283257089746	1.12451592164149	-0.128306317384064	-0.0893604404123583	-0.151111391717526	0.0751935146727619	0.00557852046727367	1.30741316312106	2.46610896503404	-0.163790519301334	-0.17579357485879	0.199716917640708	-0.0116057143342272	0.810326598562711	-0.0995437603169154	0.233623754958669	2.34236284741326	0.113949713615071	0.873095475612619	-0.0917825030912609	0.567893569959608	-0.119389750481114	-0.143417756366827	-0.173005126339659	-0.161555966738704	-0.136233240344058	-0.175587426355039	0.473527685905586	-0.171991935736575	-0.136584191518792	-0.146281631181756	-0.103913577378109	0
eccentricity_n	-0.576962892462901	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	-0.576962892462901	0.186549824460118	-0.576962892462901	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	-0.576962892462901	-0.576962892462901	0.186549824460118	-0.576962892462901	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	0
subgraph_centrality_n	0.459505991088845	-0.0140957957722509	-0.0111588934361042	-0.0933828307746418	-0.090182851769052	-0.0778267492709756	-0.0900552760210007	-0.0935734959562861	-0.0937352277163462	0.0434891934013839	-0.0402019113170936	-0.0927840690624385	-0.092868514270253	-0.0848855078207485	0.0749530370035141	0.0673741563010735	-0.0941411679251459	-0.0216813982529154	0.0754567390958031	-0.094010674952001	-0.093518914039066	-0.0941656230933449	-0.0883545455331922	-0.0909172002624041	0.121374487759739	0.594006862055806	-0.0942114827835167	-0.0942276185355202	-0.0801347532817025	-0.0915452838334843	0.00369671850250374	-0.0936735264438286	-0.0788538028355516	0.537074220640632	-0.0857778953683572	0.015856328619088	-0.0935607263129743	-0.0391579955806064	-0.0939225174126402	-0.0941240797545616	-0.0942262294799932	-0.0942057066840147	-0.0940696155378021	-0.0942275561194934	-0.0557206285238262	-0.0942252531831095	-0.0940614293044987	-0.0941403593031207	-0.0937401293538933	0
pc_n	-0.132206592634886	1.35278535219199	1.51542134381673	0.110660603103457	-1.09655939070115	1.27955615266029	-0.600609334074739	0.0209814035636869	1.490340596023	1.01878568415729	-0.600609334074739	-1.09655939070115	0.515278293334672	1.30647019999119	1.03438681053809	1.20754191404236	-0.33261548837167	-1.09655939070114	-0.786802950971169	1.19527231628728	-0.450481119016789	-1.09655939070115	0.301334002401937	-0.126471895679589	-0.157476050115318	-0.276934445927832	-1.09655939070115	0.649598100337655	-1.09655939070115	-1.09655939070115	-0.448757800684371	1.14542059779312	1.15108969811004	0.23579757846126	-1.09655939070114	-0.392922594312178	0.812733921299757	-1.09655939070115	0.649598100337655	1.47417247110598	1.61968559535921	-1.09655939070115	-1.09655939070115	0.649598100337655	0.515278293334672	0.649598100337655	-1.09655939070115	-1.09655939070115	0.649598100337655	0
gilschmidt_n	0.264262916294041	0.364412320026394	0.330988247730843	-0.0248097264878003	-0.0958972866929502	0.211625670727978	0.0410830734704641	-0.102451257906925	0.0315426169952222	0.394319684884988	0.115768822916897	-0.216730078859957	0.108918446878642	0.147798257373927	0.316073534860112	0.284009854427363	-0.218602979462728	0.0332289360751344	0.180794845420906	0.0658511801807242	0.161834383833258	-0.140687480237948	0.205921944428267	-0.0095927043142304	0.231330096615621	0.295320473578276	-0.145033176466305	-0.444781116504618	-0.101510084022671	-0.184530595420092	0.0330506208222833	0.255269214534488	0.177674918943922	0.350772974527051	-0.140218664639385	0.202794932577004	0.0936234855879629	0.0433267753275131	-0.140865795490791	-0.107344889746682	-0.209290435860327	-0.292032255869171	-0.166599874895255	-0.499592391080524	0.167415296978692	-0.373900213049479	-0.327925581103131	-0.125992413970083	0.0476394064758791	0
