AQR	CUL4A	CUL4B	DTL	ELAVL2	ERCC6	GTF2E2	GTF2H4	ISG15	NFKBIB	PAPOLA	PCF11	POLA1	POLR1E	POLR2H	POLR2J	POLR3B	PPWD1	PRPF8	RAD23A	RBBP5	RFC2	RFC4	SF3B1	SF3B3	SNRPN	TAF1A	TBCB	THOC2	THOC5	TXNL4A	UBTF	USP7	XAB2	CWC27	FIP1L1	CD3EAP	SYF2	DCAF4	COPS4	MX1	POLD3	GTF2H5	BTAF1	REV1	CRCP	RNU12-2P	DSCC1	TUBA8	if_health
communitycent	0.126907633049567	-0.463477648784388	-0.463477648784388	2.68397172313029	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.632952160335815	-0.463477648784388	-0.463477648784388	0.126907633049567	1.30767819671748	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	0.126907633049567	1.06810156061094	1.94785860080712	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	1.65034288622613	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	0.970315178526646	0.126907633049567	-0.463477648784388	-0.463477648784388	2.18676836911859	-0.463477648784388	-0.463477648784388	0.762707167332289	-0.463477648784388	1
diffusion_degree	1.38190838129258	0.0636716882515758	0.299407863688093	0.423876564318575	-0.2060104964478	0.0523563518306229	-0.245614173921135	0.12024837035634	0.312609089512538	0.389930555055716	0.454050794774449	0.176825052461104	1.37625071308211	-0.0607970123789055	1.17257465750495	1.0650789615059	-0.239956505710659	0.623780841088742	0.980213938348756	-0.31162030304336	-0.0664546805893819	0.0919600293039579	2.85478800541994	2.65865550745676	1.15371576347003	1.44037095280084	-0.483236238761145	-0.426659556656381	1.09148141315479	0.248488849793806	0.250374739197298	-0.00799210908112557	-0.141890256729068	1.521464197151	0.555888822563025	0.808598002630971	-0.172064487184942	0.280548969653172	-0.4700350129367	-0.341794533499234	-0.458719676515747	0.599264278843344	-0.215439943465261	-0.341794533499234	-0.215439943465261	-0.409686552024952	-0.343680422902727	-0.0457098971509684	-0.460605565919239	1
dmnc	-0.0946365364194475	-0.214905655225139	0.0230899011038248	-0.125726415657563	-0.214905655225139	0.0643656176745642	-0.214905655225139	-0.0792196586594759	-0.214905655225139	-0.214905655225139	-0.118390980162149	-0.13216721417235	-0.104658962986588	-0.147062656942307	-0.150945988068253	-0.10280615835901	-0.106340995052126	-0.0443216179277715	-0.0784384253872448	-0.214905655225139	-0.125726415657563	-0.127143723936473	-0.0647622017861105	-0.107970679536577	-0.060768847034212	-0.102235384318828	-0.214905655225139	-0.214905655225139	-0.0740763841317407	-0.13216721417235	-0.106340995052126	-0.214905655225139	-0.214905655225139	-0.108750447507308	-0.125726415657563	-0.112546673014161	-0.127143723936473	-0.0792196586594759	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.0443216179277715	-0.214905655225139	-0.214905655225139	-0.095907877060657	-0.214905655225139	-0.214905655225139	-0.127143723936473	-0.214905655225139	1
geokpath	1.43600943252328	0.805980793552314	1.63728158316036	0.682409054556523	0.0308489762150792	0.792874700022457	0.0476996678963235	0.871511261201597	1.35081982457921	2.01174139829912	0.512029838668387	0.109485537394219	1.61294169517634	0.298587744039293	1.24784337541605	1.278736310165	-0.3379939416966	0.322927632023313	0.911765691329014	0.023359779912304	0.756364868046428	0.874319709815138	2.49385841029028	1.88442506115195	0.861213616285281	0.955764719607818	-0.974575627432493	-0.296803362031336	1.12520778595811	0.41747873534585	0.0636142100397208	0.905212644564086	0.751684120357194	1.04095432755189	0.558837315560732	0.600964044763842	0.303268491728528	0.0832733503345058	-0.847259290285315	-0.364206128756313	-0.738665943895074	0.755428718508581	-0.0402983886612853	-0.25935738051746	0.199355893027522	-0.660029382715934	-0.544882989560765	0.0870179484858934	-0.826664000452683	1
lincent	0.836813663345527	0.5855982711745	0.908879377077818	0.556084645604267	0.315238496960408	0.608290672631235	0.276130248935571	0.623645319239554	0.854377134420364	1.04787867748402	0.55532099099194	0.360230276564377	0.894615646543621	0.393151915814601	0.782842001756768	0.81494740187422	0.0555574023141334	0.42627045042788	0.645119248088628	0.28546968849336	0.569719424138909	0.607822195309533	1.23348521502843	1.01305936411211	0.661512000603802	0.687846377297474	-0.593295262505888	0.13593861255818	0.76661139764851	0.521211981717266	0.31922880951016	0.662630152143533	0.579419015779974	0.7007976252732	0.529352822813226	0.556542957739323	0.424105196241524	0.347083703666068	-0.313607051693407	0.0735534615091382	-0.178426077934327	0.581888775729999	0.240758156993534	0.134040160704048	0.410296099123565	-0.195198022723162	-0.0527412931978984	0.285876648238418	-0.199610719789153	1
semilocal	1.43401600917191	0.119312208980695	0.408028318086171	0.48868819699995	-0.122761670353209	0.123396054658623	-0.162814772194431	0.224891400079218	0.334719361392664	0.411409271094533	0.470369793069626	0.188046473159984	1.39003613264037	-0.0357953912867827	1.18190922050425	1.12367907862155	-0.229471772562543	0.629714383227954	1.0595941156756	-0.295987409041804	-0.0723654439776946	0.138875400487849	2.88204166364872	2.60928396688469	1.15944021572626	1.45423497205234	-0.402646463180164	-0.354900809720613	1.04769206158925	0.18712368110776	0.324529381071294	0.0456930370866526	-0.0984353011467018	1.55391614756601	0.697557269552542	0.737253034896945	-0.151427125592515	0.334110711315664	-0.393359641037567	-0.332125516516781	-0.382651326457076	0.683448368090237	-0.165803047733761	-0.271967328261142	-0.182833469565661	-0.354131161881311	-0.272599538986283	0.0264832553016273	-0.387441991579261	1
coreness	2.24292197713085	0.60767828436468	0.425984540723995	0.789372028005366	0.0625970534426247	0.425984540723995	-0.119096690198061	0.24429079708331	0.789372028005366	0.789372028005366	1.15275951528674	1.15275951528674	1.51614700256811	0.425984540723995	1.33445325892742	1.33445325892742	0.0625970534426247	1.69784074620879	1.87953448984948	-0.119096690198061	0.425984540723995	0.24429079708331	1.51614700256811	2.7880032080529	1.87953448984948	2.24292197713085	-0.664177921120116	-0.482484177479431	1.69784074620879	1.15275951528674	0.789372028005366	-0.119096690198061	0.0625970534426247	2.24292197713085	0.789372028005366	1.69784074620879	0.425984540723995	0.60767828436468	-0.664177921120116	-0.119096690198061	-0.664177921120116	1.51614700256811	-0.119096690198061	-0.482484177479431	0.0625970534426247	-0.300790433838746	-0.300790433838746	0.24429079708331	-0.482484177479431	1
hub_score	0.111347137516443	-0.0955383095931088	0.164581117524005	-0.0629775606357713	-0.0924403050086989	-0.0778655653411442	-0.118059987850921	-0.109350153388046	0.124749634123534	-0.0237044868244793	-0.00600608288825234	-0.060984083378273	-0.00596490046120655	-0.101814770079631	0.0701931492427963	0.0409360512839518	-0.119886423728597	0.00600630350695531	0.056898844736049	-0.133325021607015	-0.121913282517412	-0.103079184775394	0.504168983885673	0.260729223490844	0.0881728553955737	0.121702226287714	-0.141827290396536	-0.137162718800325	0.226304580467623	-0.0594147482831757	-0.0354239778028115	-0.126805880348314	0.0584544535953223	0.120147985408583	0.1836142703056	0.167200654339586	-0.129788378910207	-0.0219688698753397	-0.141567763996979	-0.137021344059951	-0.136742912842345	-0.0517705254923973	-0.130132027054535	-0.137042890200948	-0.115930114465406	-0.136676433070447	-0.121648330238219	-0.0984091969232252	-0.139915853146332	1
eccentricity	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.624173220984621	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.624173220984621	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	-0.104393651028562	0.415385918927497	0.415385918927497	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	0.415385918927497	1
subgraph_centrality	-0.0836642957882649	-0.0891388934341676	-0.0811099910957328	-0.088782407094424	-0.0891122766120975	-0.0889682235944097	-0.0892775205948708	-0.0892343970509315	-0.0831074084797018	-0.0881052653980008	-0.0876973183402062	-0.0887489731762237	-0.0877106069582998	-0.0891858739497436	-0.0853559576485066	-0.0863851449066458	-0.0892847962732977	-0.0873903496846547	-0.0858324561205902	-0.0893209945703332	-0.0892924695523228	-0.0891955480597059	-0.0528097283568139	-0.0749936654171683	-0.0846426031099162	-0.0831779700690556	-0.0893274197995697	-0.0893254609727447	-0.077438893692691	-0.0887275028825471	-0.088322196617302	-0.089307446017489	-0.0858158451446283	-0.083245747205556	-0.0800345791138273	-0.080950488883131	-0.0893145721539311	-0.0880557426999673	-0.0893274108122337	-0.0893253414774991	-0.0893250979935153	-0.0886166151726518	-0.0893152029633259	-0.089325349395543	-0.0892684375570303	-0.0893250132749748	-0.0892911658759908	-0.0891619394485394	-0.0893270775023104	1
pc	-0.447304449352231	1.251001178996	0.619073503331543	-1.0058833769485	-0.11049897352888	0.479428771432479	0.00971467322653026	-0.11049897352888	1.85048613916876	0.493139345109841	-0.11049897352888	-1.0058833769485	0.293467776848211	0.237208636465735	0.276309161397475	0.453261576772357	0.365173990787788	-1.0058833769485	-1.0058833769485	0.365173990787788	0.0568046866256491	0.00971467322653026	0.50849951443675	-0.00829038915884459	-1.0058833769485	-1.0058833769485	-1.0058833769485	0.82219311336655	-0.658548843788637	-0.486666385616411	-1.0058833769485	1.23257763160054	1.4603973318789	-0.511556570893917	-1.0058833769485	-1.0058833769485	0.889899650044887	-0.283680319046255	-1.0058833769485	1.39346701659	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	0.635654695987465	0.619073503331543	0.365173990787788	-1.0058833769485	0.82219311336655	1
gilschmidt	0.107866834100382	0.000107496516127095	0.134241645274574	-0.0186934502419717	-0.128894822919379	0.00612331530820133	-0.139570404771013	0.0106211838479601	0.106023960033808	0.187017745698631	-0.0222929555000869	-0.101482827695397	0.138093827026242	-0.0852373934976154	0.0893779503769712	0.102465306663862	-0.228348710295474	-0.0677970415706837	0.0284507634872286	-0.139551491859821	-0.0129556512444385	0.00572996114249844	0.296593101015634	0.196586165729081	0.0304369974206529	0.0437218045003879	-0.510397298778146	-0.209688475596658	0.076638969914249	-0.0370072004077416	-0.117831904646515	0.0229372716164313	-0.0110038388093869	0.0561192177869787	-0.027378637319719	-0.00893174025913294	-0.0795442289704878	-0.105962918098634	-0.395124652480765	-0.226422997677869	-0.341112782439417	-0.00484012105179571	-0.152570727279299	-0.202699398394632	-0.0890876839581468	-0.338087438777984	-0.278953986772847	-0.132504885020663	-0.353605138540186	1
spl_n	-0.661513040997052	-0.824365542637585	-0.766165353411162	-0.216977024910302	-0.0773505848636132	-0.587783798960792	-0.322979689742655	-0.0606062148773567	-0.331621945219435	-0.879324886060219	-0.457339755358187	0.187183453870877	-0.444376372143011	-0.515269874100963	-0.733351789647765	-0.684333996865426	0.192854934027516	-0.309206095076541	-0.54362727488413	-0.390632345896807	-0.547543296897045	0.0094770756296339	-0.586163376058903	-0.258567879392291	-0.620462327482366	-0.710530833779401	0.000699784911030574	0.747849777926826	-0.0480479373876621	0.114669529011037	-0.301644121534357	-0.696082062904161	-0.566448230752505	-0.78628560444303	0.0170390491718175	-0.593320243875607	-0.436679363359015	-0.339589024487088	0.00623622982584514	-0.0602011091518877	0.145187493663408	0.353816942282502	0.0667320181632832	0.919749640769609	-0.550108966491718	0.570548505411063	0.447531400108807	-0.0194204661208375	-0.358088852617068	0
degree_centrality_n	3.90344826083588	1.36427147871873	1.80858731488199	-0.0323024852505337	0.0307892941324573	1.11030033289736	0.221668660570829	-0.286273631071896	-0.0323024852505337	1.61824262454009	1.04667387741791	-0.0323024852505337	0.221668660570829	0.856329187076001	2.76084544268799	2.69721898720853	-0.0959289407299908	1.11030033289736	2.12618491618281	-0.0959289407299908	0.665984496734096	-0.41352654203081	1.80858731488199	-0.223181851688905	2.38015606200418	3.84035648145289	-0.223181851688905	-0.477152997510267	0.348386895433277	-0.0323024852505337	1.23701856775981	0.538731585775182	0.475639806392191	4.15741940665724	-0.159555396209448	2.25290315104526	0.475639806392191	0.538731585775182	-0.223181851688905	0.158042205091372	-0.223181851688905	-0.477152997510267	-0.349900086551353	-0.477152997510267	0.221668660570829	-0.477152997510267	-0.477152997510267	-0.349900086551353	-0.223181851688905	0
average_neighbor_degree_n	0.848285440225986	0.853395263612073	0.442089622419208	0.473378341525319	0.0463192041152022	0.562349017900606	0.632032332125626	0.570437251280972	-0.0847103076762404	0.434208160887866	0.706226373691152	-0.242431004181726	0.528440618485831	-0.181241714455673	0.453005145090254	0.499742898784135	-0.448681173763581	0.693108900074451	0.747344016844693	0.147321119454439	-0.201180984824189	0.436981254916585	-0.121107394284974	0.928341924134495	0.633164135930811	0.868373392693299	-0.673129886649803	-1.04923310280769	0.456393058705968	0.0285250688401448	0.733596618850054	0.410694478231852	0.388451818237302	0.939746368869956	1.12679270761531	0.352054731628568	-0.292387789009457	1.05168761057488	-0.187835374268625	-0.657964421763801	-0.703460780024719	-0.375887000546113	0.115473668671797	-1.03103455950333	1.18358817744304	-0.284894284024278	0.0608780387586957	0.370253274932935	0.46124599145477	0
betweenness_n	0.0277994399059468	0.305826471978288	0.78118068334762	-0.253738985672722	0.0366221822195837	-0.0226665923800401	-0.250317713057175	-0.12087882671358	0.667997178295577	0.778183632728039	-0.142959851490862	-0.25762845479193	-0.206087961567366	0.309050557992537	0.79223665939537	0.0752412571432146	-0.255291751958341	-0.237230204767942	-0.164127386859881	-0.0601584624870213	0.119001700360816	-0.259264592921767	0.0755374756536012	-0.237664783099189	0.40531592825447	0.151488064370734	-0.244659964980409	-0.0966780936100719	-0.253370720126713	-0.25616442028678	-0.2528690340591	0.0769068026297873	0.493785500026254	0.38757884959397	-0.259177296395849	-0.00689946237485878	-0.0308574730467756	-0.251521694644389	-0.254492709393927	0.0310309316637905	0.0313772582535891	-0.259264592921767	-0.258593686420792	-0.255517302262679	-0.209967811210297	-0.259143266795441	-0.259032695214298	-0.259094526312209	0.127968488894617	0
eigenvector_n	2.23325014916317	0.763245379069655	0.780302691410478	-0.0811381864795923	0.029128482914906	0.245747028707648	0.0343482069099118	-0.0931621935395164	-0.103974478957743	1.052101176579	0.574123593607747	-0.0548531477904558	-0.0551327758616168	0.143123526591551	1.17662887760271	1.14353955584865	-0.147316829987702	0.69110133671011	1.15304691026813	-0.128768167934021	-0.0892474005432621	-0.151511251055117	0.0767584643693342	0.00890205243425836	1.33555083137922	2.5191232472468	-0.164280932971471	-0.176398149388449	0.207158354887426	-0.00899414412004735	0.832127093932321	-0.0995004298191664	0.234282277790046	2.39590047722184	0.119727977971079	0.895509456728821	-0.091857262540765	0.5830716918849	-0.11963365094276	-0.143868083776716	-0.173601868676838	-0.162137117759236	-0.136224916498315	-0.176118521317288	0.472898231847456	-0.172483356392194	-0.136224916498315	-0.146664364488326	-0.104440525743011	0
cluster_coefficient_n	0.964202058072654	0.181971309153264	0.0526318599302828	1.640563113012	-0.0271593886636208	0.493212988572066	1.3604988746239	1.52311709227008	-0.238560534789902	-0.249811303786743	1.02225704082185	1.05333723732534	0.439009734705287	0.110991260329904	0.179231550299468	0.333786928232392	0.76811481097176	1.44481833576783	0.926137167701155	-0.590894368992731	0.00992882841277399	3.6371285535329	0.130816459813627	1.10031480001752	0.602025386506186	1.10031480001752	1.10031480001752	-0.590894368992731	1.18085018064579	1.17078325806726	1.63767114533299	-0.204017587512868	0.279579446342691	0.960143156067029	2.02645476515092	0.65188646083153	0.279579446342691	1.84090797919588	1.66404978034663	0.113777527435848	-0.0271593886636208	3.6371285535329	0.818445195841505	-0.590894368992731	1.19788488500065	-0.590894368992731	-0.590894368992731	2.93245665710432	-0.590894368992731	0
harmonic_centrality_n	1.11769193736637	1.35152073873988	1.27348222397993	0.442765209298539	0.276789992243473	0.994794512270323	0.596611700978853	0.261487784005974	0.574336646104525	1.42134844614508	0.770987969414191	-0.00533037776585852	0.754993711854057	0.845770282691239	1.23865935705389	1.16379708352483	-0.00970322503661191	0.578273863437488	0.922810708225261	0.654440270727785	0.878541826962666	0.172213861427959	0.981477453644125	0.478293908123894	1.0408003988638	1.19020511417792	0.162067531928383	-0.537783877846334	0.263685235323898	0.0698489668230552	0.57785753281266	1.09669344646791	0.915526304948853	1.3196755985468	0.173308451850716	0.974176507106888	0.719283041791605	0.601850296020922	0.171797530803131	0.250062132162388	0.0120396987030957	-0.181145879785189	0.111713609481378	-0.665757228376326	0.891572142682525	-0.372291164459411	-0.264949606301551	0.206523898848353	0.611919425952638	0
markovcent_n	1.93576592899755	1.65836777588657	1.71028889315088	0.856747692849668	0.809280270792421	1.60170237456672	1.16223943668997	0.194884021978285	0.528959189289263	1.70449820341918	1.58670134747067	0.815492677951471	1.16022251090145	1.46758477278358	1.85457751075495	1.85841515464305	0.662829075689189	1.60488860375141	1.79652694452206	0.747104674084861	1.38164031643386	-0.25595624358137	1.72869221239074	0.487417951881892	1.81952427997686	1.93149572988781	0.341326355311832	-1.12731089294159	1.25330575748756	0.829305366651243	1.64142647062691	1.3542321582428	1.17272655477746	1.94892292062971	0.647439169315087	1.80514213798819	1.30756822251199	1.38704503884256	0.460334966057507	0.950971579689726	0.100037666110036	-0.560439349808973	0.0944252708037597	-0.7753747647455	1.14440967958328	-0.570212938168625	-0.613508598523079	0.0125159490074245	0.275425473787572	0
closeness_latora_n	1.11772310021584	1.35155306776244	1.27351416339682	0.442793004167085	0.276816959615018	0.994825060249997	0.596640263377693	0.261514673039657	0.574365097027707	1.42138112358366	0.771017401118072	-0.00530481862843687	0.755023065185856	0.845800089187188	1.23869112205505	1.1638284760921	-0.00967768826962486	0.578302334006017	0.922840898464477	0.654469120788823	0.878571796977244	0.17224030600834	0.9815079351763	0.478321880709445	1.04083117805119	1.19023663840181	0.162093924999814	-0.537760976569891	0.263712136535257	0.0698749017410168	0.577886001524422	1.09672450299818	0.915556458620847	1.31970776867317	0.173334902003012	0.974206952320164	0.719312215505847	0.601878884007087	0.171823973526744	0.250088965730059	0.0120653445111685	-0.18112119845753	0.111739752076217	-0.665734964208763	0.891602176500699	-0.372267436549495	-0.264925342684236	0.206550513962199	0.611948064290555	0
