ARHGAP32	ATP2B4	BCL11B	CD80	CHN1	CNKSR1	CSF3R	CTLA4	CYCS	EPOR	GH1	IL7	KCNA2	KCNB1	KCND2	LIMS1	NAPA	NAPG	NTRK1	OXSR1	PRLR	RAB11FIP5	RALGDS	RASSF1	SEPT5	SH2B2	SMAD6	SNCA	SOCS3	SQSTM1	SRFBP1	STAT5B	STK4	STRAP	TGFBR1	VPS11	GRAP	MEGF10	CD22	RLF	CD86	EIF2AK1	RHPN2	RHOD	TXK	WDR61	SOCS2	KCNAB2	SEPT2	STX8	BET1L	NKIRAS1	SLC12A2	RAB11FIP4	MAP1B	MOAP1	ASB6	LATS1	CDK17	RHOH	ARHGAP31	KATNB1	ATG16L1	KLHL1	CDC42EP4	CDK14	FBXO3	RHOBTB1	if_health
communitycent	-0.463477648784388	-0.463477648784388	0.389301091642433	1.28190741060568	-0.463477648784388	-0.463477648784388	0.717292914883521	3.1609001521747	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	1.75961881805611	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	1.52087288182418	-0.463477648784388	2.73163126933128	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	0.126907633049567	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	1.72276700831502	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	1.73895520665578	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	1
diffusion_degree	-0.175836265991926	-0.040052228940492	-0.200352828237324	-0.432317224866857	-0.375740542762093	-0.322935639464313	0.740705984105254	0.606807836457312	-0.270130736166533	0.0165244531642723	0.112704812742371	-0.441746671884318	-0.266358957359549	-0.183379823605895	-0.341794533499234	-0.128689030904623	-0.375740542762093	-0.19658104943034	0.325810315336983	-0.28521785139447	-0.0966289110452562	-0.347452201709711	0.0316115683922094	-0.377626432165585	-0.4700350129367	0.474795578212862	-0.279560183183994	0.620009062281757	0.418218896108098	0.0674434670585601	-0.262587178552565	-0.00422033027414129	-0.305962634832884	-0.145662035536052	0.746363652315731	-0.321049750060821	0.122134259759832	-0.487008017568129	0.220200508741423	-0.4700350129367	-0.432317224866857	-0.475692681147176	-0.294647298411931	-0.322935639464313	0.0184103425677644	0.00143733793633513	-0.25881539974558	-0.315392081850345	-0.424773667252889	-0.349338091113203	0.0372692366026858	-0.296533187815423	-0.479464459954161	-0.445518450691302	0.327696204740475	-0.387055879183046	-0.321049750060821	-0.458719676515747	-0.485122128164637	-0.33802275469225	-0.439860782480826	-0.485122128164637	-0.466263234129716	-0.4700350129367	-0.4700350129367	-0.279560183183994	-0.141890256729068	-0.319163860657329	1
dmnc	-0.214905655225139	-0.214905655225139	5.03244412563421	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.0811367958737757	-0.125726415657563	-0.214905655225139	-0.214905655225139	5.03244412563421	-0.214905655225139	-0.0421713591969668	-0.214905655225139	-0.214905655225139	1.53421093839464	-0.214905655225139	-0.125726415657563	-0.214905655225139	-0.214905655225139	-0.127143723936473	-0.214905655225139	0.334760082719393	1.53421093839464	-0.214905655225139	-0.214905655225139	-0.0421713591969668	-0.127143723936473	-0.138906922833134	-0.214905655225139	0.0643656176745642	0.0643656176745642	-0.214905655225139	-0.0421713591969668	-0.166648317693644	-0.095907877060657	-0.095907877060657	-0.214905655225139	-0.127143723936473	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.095907877060657	0.0230899011038248	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.102719306206787	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.0421713591969668	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	1.53421093839464	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	1
geokpath	0.363182062150729	0.813469989855089	0.482073053457286	-0.474671774222248	-0.433481194556984	-0.131104893832435	1.79455470551864	1.31056539445179	-0.00753315483664373	0.559773465098579	1.2946508523084	-0.607605008596508	-0.357653081991385	0.548539670644416	-0.412885904724352	0.733897279138103	-0.794834916165888	-0.469054876995166	1.45566857281806	-0.0796166692508552	0.246163369919867	-0.115190351689037	1.07652800999007	-0.194763062406024	-0.880960673647803	1.75055567723984	0.285481650509437	1.85540442547869	1.33396913289797	1.19635515083447	0.343522921855944	1.01286984141648	0.105740939242831	0.478328455305898	2.24577878276085	-0.176976221186933	0.862149765823128	-1.03823379600608	0.732961129600256	-0.910917458858904	-0.474671774222248	-0.931512748691536	-0.0580852298803764	-0.0936589123185587	0.673983708715901	0.618750885982934	0.0533165651234049	-0.369823025983395	-0.536457643720143	-0.6553486350267	-0.274335773123011	0.0561250137369456	-1.02419155293838	-0.663773980867322	1.53524128353505	-0.715262205448902	-0.0730636224859269	-0.798579514317276	-1.02793615108977	-0.248123586063298	-0.505564708971196	-1.03636149693039	-0.890322169026272	-0.950235739448474	-0.912789757934598	0.0514442660477111	0.418414884883697	-0.122679547991813	1
lincent	0.488040493162591	0.66550779412074	0.472073309602777	0.0212218099241177	0.115398847755932	0.280592008962142	1.01692552819422	0.851441277312649	0.297302020544486	0.582970109565871	0.806797057244322	-0.0735725045955014	0.168472589027477	0.559906651579684	0.116151410041643	0.624274151281846	-0.286862649612675	0.0558012139190371	0.884626468505285	0.274644998566855	0.432054528816604	0.256096478809926	0.774796950542169	0.215912788943835	-0.361948685566959	0.995093717356702	0.411013257696665	1.03300454598826	0.832699036650821	0.755296969131098	0.477235766663409	0.713981822221291	0.368380533243901	0.51805376786277	1.15852564117923	0.190049084073059	0.671273446226418	-4.13266281217124	0.631833118987466	-0.422716595587096	0.0212218099241177	-0.39262790291091	0.297711161837644	0.281133441739994	0.600027840868944	0.522867995744296	0.364582774784388	0.172203946889804	0.0104579099416465	-0.125569273424494	0.187194306563021	0.358127250439074	-0.84523689970691	-0.105382060480346	0.926600902377111	-0.125011248944952	0.206602934735237	-0.210759693299284	-0.926566400191616	0.189659574201277	0.0237414341881597	-1.07675710414059	-0.434731099707728	-0.479796921222806	-0.333171856557813	0.334429746087116	0.485223434013763	0.233990187840592	1
semilocal	-0.138276357154647	-0.0239443852714094	-0.235342300724565	-0.351853632560928	-0.329938303014275	-0.310971981260049	0.814681178240594	0.620360805915622	-0.286908705957794	0.0186807539919696	0.142539081273913	-0.36467455192481	-0.327307363971764	-0.115838766574182	-0.334210633877339	-0.126994733469369	-0.367529317124669	-0.293588149706021	0.367857413004239	-0.280853619385327	-0.011869553098688	-0.306723211045128	0.0495726904806847	-0.335636053089924	-0.398582251375687	0.608195657925023	-0.247377865150384	0.607924710471392	0.472513812050538	0.0220970479725445	-0.227610481359333	0.073219727665767	-0.282565693150304	-0.147834126750876	0.493883319915237	-0.330205323693217	0.202689415980172	-0.406965915339512	0.253988800534459	-0.397522022209302	-0.351853632560928	-0.397286415727883	-0.282569619924995	-0.303507182573759	0.0753166253503957	-0.00657626081614218	-0.174477293024669	-0.340878297301495	-0.369614434485227	-0.367321198066082	-0.20519252465232	-0.277680785435551	-0.40582322390463	-0.378382922368702	0.299975258932748	-0.379415664112255	-0.213532994094551	-0.392833453229065	-0.406164853302687	-0.329333579711967	-0.355796114350005	-0.406643919814906	-0.39848800878312	-0.398095331314088	-0.394447357626785	-0.257862353573527	-0.15907255591456	-0.294632671773645	1
coreness	-0.119096690198061	0.0625970534426247	0.24429079708331	-0.300790433838746	-0.664177921120116	-0.119096690198061	0.789372028005366	0.60767828436468	0.0625970534426247	0.24429079708331	0.60767828436468	-0.482484177479431	-0.119096690198061	-0.119096690198061	-0.300790433838746	-0.119096690198061	-0.119096690198061	0.24429079708331	0.425984540723995	-0.482484177479431	0.24429079708331	-0.482484177479431	0.24429079708331	-0.119096690198061	-0.664177921120116	0.24429079708331	0.0625970534426247	0.789372028005366	1.15275951528674	0.0625970534426247	0.0625970534426247	0.24429079708331	-0.482484177479431	0.0625970534426247	0.971065771646051	0.0625970534426247	0.24429079708331	-0.664177921120116	0.425984540723995	-0.664177921120116	-0.300790433838746	-0.664177921120116	-0.482484177479431	-0.119096690198061	0.425984540723995	0.60767828436468	0.0625970534426247	-0.119096690198061	-0.482484177479431	-0.119096690198061	0.789372028005366	-0.300790433838746	-0.664177921120116	-0.482484177479431	0.789372028005366	-0.482484177479431	-0.664177921120116	-0.482484177479431	-0.664177921120116	-0.119096690198061	-0.664177921120116	-0.664177921120116	-0.664177921120116	-0.664177921120116	-0.664177921120116	-0.482484177479431	-0.300790433838746	-0.300790433838746	1
hub_score	-0.130402972978146	-0.12782067514187	-0.130713069841198	-0.139254994836022	-0.140072945142265	-0.138341161019632	-0.0343147128792592	-0.11381502636014	-0.131185357573197	-0.130154574027657	0.125024395214622	-0.139560379119028	-0.140733520064911	-0.13085326822942	-0.140464041837707	-0.099895504684676	-0.141462257829115	-0.139748722685851	-0.114034453420209	-0.131618625454017	-0.13068035371159	-0.134235408912783	-0.0464924568640659	-0.138500103094366	-0.141642507863893	-0.0307554705414821	-0.128605789763346	-0.107096000941494	-0.103835529478864	-0.10605574841455	-0.125409490236979	-0.127336424472056	-0.133733268990743	-0.109582776044141	-0.0790296937734418	-0.139769549759174	-0.123312699360682	-0.141895056461185	-0.126974937160429	-0.141678996651842	-0.139254994836022	-0.140789956821149	-0.132190188353192	-0.137972502310827	-0.126440296632142	-0.103859046469707	-0.136884352170334	-0.14048948389393	-0.141154856597977	-0.141343338198288	-0.137938877642856	-0.136284215042276	-0.141885556323466	-0.140080018426117	0.0143533637662072	-0.139352353878288	0.0526121789562438	-0.140029310094385	-0.141833625761836	-0.139362297880524	-0.130754326868723	-0.141893064618024	-0.141319761982913	-0.141446812373838	-0.14152735141652	-0.12672958745403	-0.119142900842662	-0.131626856498657	1
eccentricity	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.624173220984621	-0.104393651028562	0.415385918927497	0.415385918927497	-0.104393651028562	0.415385918927497	-0.104393651028562	0.415385918927497	0.415385918927497	-0.104393651028562	0.415385918927497	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	0.415385918927497	-0.624173220984621	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.624173220984621	0.415385918927497	0.415385918927497	-0.104393651028562	0.415385918927497	-0.104393651028562	-4.78240978063309	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	0.415385918927497	0.415385918927497	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	0.415385918927497	0.415385918927497	-0.104393651028562	0.415385918927497	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	0.415385918927497	0.415385918927497	0.935165488883556	0.935165488883556	0.415385918927497	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	1
subgraph_centrality	-0.0893158656057417	-0.0893100901325537	-0.0893164753823374	-0.0893268104336511	-0.0893271297306203	-0.0893263151360196	-0.0883149145113801	-0.0892584369123012	-0.0893173833447025	-0.0893153610955505	-0.0830945515890648	-0.0893269433439684	-0.0893273021520156	-0.0893167537800503	-0.0893272410416614	-0.089173100633971	-0.0893274038027276	-0.0893270171396954	-0.089259511112706	-0.0893181790035186	-0.0893164168579428	-0.0893222857889187	-0.088531166003594	-0.0893264111941223	-0.0893274146221357	-0.0882468103193963	-0.0893119626766751	-0.0892214615712022	-0.0892006918185578	-0.0892150276854342	-0.0893036400698828	-0.0893088757413739	-0.0893215903189262	-0.089236013504321	-0.0889812830148415	-0.0893270249039609	-0.0892972080265402	-0.0893274202022177	-0.0893079441545199	-0.0893274161152229	-0.0893268104336511	-0.0893273133634234	-0.0893191792373021	-0.0893260725243303	-0.0893065241491729	-0.0892003481544219	-0.0893252235176102	-0.0893272473238715	-0.08932737225604	-0.0893273935629589	-0.0893260508638254	-0.0893246626481091	-0.0893274201943061	-0.0893271319766223	-0.0871911767082693	-0.0893268545917415	-0.0860176561056224	-0.0893271156628835	-0.0893274198720781	-0.089326858656306	-0.089316557506015	-0.0893274202018706	-0.0893273907466947	-0.0893274026244255	-0.0893274083716658	-0.0893072957336653	-0.0892821194184298	-0.089318194897821	1
pc	0.00971467322653026	1.63467155350657	0.675946994141346	-1.0058833769485	-1.0058833769485	0.00971467322653026	0.529700874916142	0.060494575735282	1.68026983331034	0.93644789401124	1.55342370949257	-1.0058833769485	1.53103909940708	1.43155194347157	1.73623135852407	1.22843233343656	0.365173990787788	0.799624267807104	-0.283680319046255	0.82219311336655	-1.0058833769485	0.619073503331543	0.00971467322653026	1.04156229220436	-1.0058833769485	1.08334689769727	1.23257763160054	1.54439617126879	0.43829705040039	0.479428771432479	-1.0058833769485	1.61210270794712	0.82219311336655	0.619073503331543	1.74330006595242	1.96474091981345	1.08334689769727	-1.0058833769485	0.237208636465735	-1.0058833769485	-1.0058833769485	-1.0058833769485	0.82219311336655	0.365173990787788	-0.206099912435663	-0.283680319046255	-1.0058833769485	0.82219311336655	-1.0058833769485	1.08334689769727	-1.0058833769485	-1.0058833769485	-1.0058833769485	0.82219311336655	0.672962379463281	0.82219311336655	-1.0058833769485	1.43155194347157	-1.0058833769485	0.164085576853133	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	0.619073503331543	1
