spl	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	harmonic_centrality	markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	dmnc	geokpath	lincent	semilocal	coreness	hub_score	eccentricity	subgraph_centrality	pc	gilschmidt
LSM3	3.57248011397364	0.005343	56.244444	17753.165707	0.019109	0.473737	2369.121429	5.08065767465083e-05	2369.12142857143	755.9765625	8.74530880641992	2576	0.218924083836555	3389	2230.7417167924	1586761	27	0.109656815333999	7	2.96208609059341e+20	0.396049382716049	0.289164094784725
LSM4	3.52629704380862	0.006056	54.019608	24890.869117	0.018621	0.39451	2404.492857	5.1394760468454e-05	2404.49285714286	781.2421875	3.9020230314348	2806	0.201607456360542	3651	2259.9572082688	1687601	27	0.106575920476375	7	2.85739440044442e+20	0.309880815071126	0.293481369112984
LSM5	3.50172147690847	0.00843	58.591549	22277.607697	0.029453	0.490141	2432.978571	5.26371744423178e-05	2432.97857142857	799.78125	1	4231	0.208971381563566	3741	2275.81790133921	2609086	29	0.168583702593482	7	7.14348915702355e+20	0.274945447331879	0.296958204739214
LSM6	3.49103644782144	0.008312	58.214286	13416.110916	0.028829	0.485714	2440.528571	5.25983839156633e-05	2440.52857142857	805.46875	6.13498455104368	4145	0.208107677668541	3804	2282.78350620643	2550741	29	0.165011945381717	7	6.8444472040978e+20	0.256734693877551	0.297879723108554
LSM7	3.74023507063991	0.003325	51.857143	5492.623532	0.009728	0.457672	2249.616667	4.81167278092254e-05	2249.61666666667	671.5625	0	1480	0.260468374868093	2591	2130.68972194007	887099	22	0.0556941914318481	7	7.7847515690149e+19	0.441326530612245	0.274577891696144
LSM8	4.04523328980173	0.001306	28.545455	32855.217435	0.004067	0.090909	2064.328571	3.37576770982796e-05	2064.32857142857	543.2578125	0	325	0	1418	1970.04223285299	196851	6	0.0235908218147524	8	12919329890276134912	0.743801652892562	0.251962476678684
LSR	3.82844592188057	0.000237	138	0	0.000356	1	2177.845238	1.75371339954938e-05	2177.84523809524	622.3203125	2.25	278	0	2155	2081.59670667039	144890	2	0.00206402707935169	7	99564128931337120	0	0.265817800328951
LST1	4.29799358898255	0.000356	15.666667	16383	3.7e-05	0	1918.10119	1.02525645262724e-05	1918.10119047619	443.21484375	6.86015051507079	50	0	691	1854.18620518203	18682	1	0.000219147279147061	8	1098426901496656	0.444444444444444	0.234114633281601
LTA	3.9895524160038	0.000594	18.6	14911.61291	0.000403	0.1	2074.222619	2.28772558554341e-05	2074.22261904762	547.95703125	0	98	0	1494	1997.53746577788	50429	3	0.00236176704858721	8	127587993617327984	0.48	0.253170098748627
LTA4H	4.08215600142467	0.000119	108	0	0.000151	0	2032.279762	1.03655686135471e-05	2032.27976190476	521.33203125	0	109	0	1332	1952.22338878548	46222	1	0.000880011544898532	8	17759493656121174	0	0.248050745991047
LTB	4.86774308441173	0.000237	4.5	39.164916	8e-06	0	1678.386111	1.39460897528659e-05	1678.38611111111	294.060546875	2.93409090909091	11	0	117	1637.16126435941	2503	2	4.70382696058678e-05	9	50609799859087	0	0.204856110229616
LTB4R	4.14650362103763	0.001781	66.466667	854.460957	1e-04	0.561905	2017.102381	4.26161857373188e-05	2017.10238095238	511.2265625	4.36571428571429	1012	0.109700520920429	1126	1921.927761553	269976	14	0.000582795105205444	8	7800280418502756	0	0.246198264488259
LTB4R2	4.18283271993352	0.000831	65.285714	202.715252	5.5e-05	0.380952	1993.54881	3.39125248845076e-05	1993.54880952381	495.96484375	0	464	0.10035000709363	1056	1905.23526907357	123717	7	0.000320369045944702	8	2356640609423148	1.11022302462516e-16	0.24332342359621
LTBP1	4.06874035379318	0.000475	26.75	1550.915557	7.4e-05	0	2038.045238	2.577596902593e-05	2038.04523809524	524.484375	5.17230749926402	111	0	1342	1958.66035423536	38062	4	0.000429509907017068	8	4225573788138483	0.625	0.248754453569526
LTBP2	3.83960584114923	0.000594	42.4	4259.935372	0.00015	0.2	2172.089286	2.82670966211461e-05	2172.08928571429	618.34765625	2.92202729044834	217	0	2198	2075.54648897684	95396	5	0.000876262679417504	8	17579530706279362	0.56	0.265115255182978
LTBP3	4.20847678974237	0.000119	68	0	0.000283	0	1962.913095	1.03305681470841e-05	1962.9130952381	473.53515625	0	69	0	918	1893.62584631009	38014	1	0.00161826593048642	8	66370088977076040	0	0.239584168831689
LTBP4	4.22094265701057	0.000237	38	891.1913	4.3e-05	0	1958.999603	1.72038453684213e-05	1958.9996031746	471.1640625	3.68888888888889	78	0	911	1888.03333052063	21632	2	0.000253865513297405	9	1473910859776529	0.5	0.239106505940992
LTBR	4.34892556096403	0.000475	8.5	2019.010112	3.9e-05	0.166667	1895.434524	2.287355858317e-05	1895.43452380952	428.66796875	1	38	0	638	1832.47110370997	15778	3	0.000226134699027566	8	1169463651147642	0.375	0.231348043916698
LTK	3.87902172622581	0.000356	52	27.509648	0.00019	0.333333	2140.569048	2.24009236941223e-05	2140.56904761905	595.3984375	0	159	0	1999	2054.45624827839	115339	3	0.00111301087351485	7	28341437074892116	0.444444444444444	0.26126803949944
LTV1	3.98029205746171	0.001069	32	129.330416	0.006482	0.638889	2089.602381	3.66457961604543e-05	2089.60238095238	559.609375	3.07222222222222	297	0.101970606068083	1600	2002.18484161546	185984	9	0.0379728703783037	8	32989202705582563328	0.345679012345679	0.255047281942177
LUC7L	4.9498990858364	0.000237	4.5	18.563556	2e-06	0	1654.749603	1.42136410816768e-05	1654.7496031746	282.568359375	1	11	0	148	1609.9884632912	2595	2	1.27048695924877e-05	9	4681462837490.36	0.5	0.201971146487825
LUC7L2	3.32684316751751	0.003562	29.833333	127123.553921	0.001576	0.025287	2542.666667	4.79705340706738e-05	2542.66666666667	884.1171875	1	925	0.30591181820425	4546	2395.44818357005	439482	10	0.00918795085480993	7	1934507477257419776	0.806666666666667	0.310346230521969
LUC7L3	4.09117891487594	0.000356	40	111.870142	0.000526	0.333333	2030.420238	2.22005665450805e-05	2030.42023809524	520.28515625	4.89312770562771	123	0	1307	1947.91784677887	63917	3	0.0030219571182504	8	223426152249820288	0.666666666666667	0.247823781044199
LUM	4.52902766235308	0.000356	10	8218.749276	1.2e-05	0	1814.849603	1.65720049231208e-05	1814.8496031746	377.0390625	4.38328747339617	33	0	375	1759.60073922617	9186	2	6.77840675164234e-05	9	105094824125425	0.444444444444444	0.22151221813434
LURAP1	5.11112430250505	0.000119	11	0	1e-06	0	1600.962698	9.52671879544834e-06	1600.9626984127	253.322265625	0	12	0	136	1559.20301502869	1434	1	3.53900838035163e-06	9	286839671232.556	0	0.195406163604649
LXN	5.00997269381456	0.000119	4	0	2e-06	0	1629.563095	8.07451106442049e-06	1629.5630952381	267.12109375	0	5	0	91	1590.68340482002	1618	1	1.39363935032922e-05	8	4524743914948.05	0	0.198896996855641
LY6E	4.6941707230203	0.000119	25	0	7e-06	0	1749.490476	1.00608302066805e-05	1749.49047619048	337.90625	0	26	0	298	1697.69718505779	10321	1	3.8020357912563e-05	8	33085735164099.4	0	0.213534782886679
LY86	0.000118722545411374	0.000119	1	0	0	0	1	1.52913150917951e-06	1	1.5	0	2	0	1	1	1	1	0	1	1.54308063481524	0	1
LY9	4.20740828683367	0.000237	27.5	91.466479	0.000126	0	1963.235714	1.67703066021451e-05	1963.23571428571	473.7109375	3.4980907980908	57	0	947	1894.10674680437	32246	2	0.000740188488529321	8	12529357747432140	0.5	0.239623546232839
LY96	4.43678024456844	0.000356	13	1.157513	1.1e-05	0.666667	1856.040476	2.105388455341e-05	1856.04047619048	403.5546875	0	42	0	520	1796.18551818255	13102	3	6.55500804029286e-05	8	98387945584654.6	0	0.22653978715861
LYAR	3.5417309747121	0.003206	33.518519	40732.92268	0.018064	0.079772	2378.980952	4.73935668178118e-05	2378.98095238095	764.953125	1	932	0.130349342066545	3573	2250.10890989541	636669	13	0.105731627551695	7	2.55669637880048e+20	0.724279835390947	0.290367503036834
LYL1	4.23364596936958	0.000356	15.333333	304.293044	3.1e-05	0	1950.969048	2.10333178742192e-05	1950.91904761905	465.5546875	0	49	0	899	1882.36817162086	21395	3	0.000180551512788273	8	749100168363108	0	0.238120230394116
LYN	3.18544461593257	0.008312	26.028571	165236.689702	0.001852	0.042236	2671.052381	5.23913567933654e-05	2671.05238095238	974.390625	1	1894	0.241073738168525	5333	2501.77962058813	1171394	12	0.010819551916428	7	2679848030590692864	0.56	0.326016401922645
LYPLA1	3.91214531639558	0.000237	73.5	516.737692	0.000572	0	2127.005952	1.71059921536666e-05	2126.92261904762	586.88671875	1	149	0	1930	2037.06145302258	74893	2	0.00334288610959323	8	255628205961501664	0	0.259602419022028
LYRM4	5.33990264751276	0.000119	5	0	0	0	1524.81746	8.28295096268118e-06	1524.81746031746	211.828125	2.55555555555556	6	0	36	1492.4018186669	658	1	2.16416558327705e-06	9	107181006368.566	0	0.186112225108949
LYST	3.55585895761605	0.001187	44.7	13070.627888	0.000529	0.066667	2356.340476	3.76527703072018e-05	2356.34047619048	749.65625	1	457	0.0987551639829222	3448	2241.16887583052	230338	8	0.0030738595506563	7	218079820949997600	0.6	0.287604110361323
LZTS2	3.91523210257628	0.000475	43.25	4124.157907	0.000208	0	2125.308333	2.58455083102152e-05	2125.30833333333	585.03515625	0	177	0	1825	2035.45542482867	67118	4	0.0012160065853969	8	33815700150444004	0.375	0.259405386712217
MAATS1	4.61652617832126	0.000237	8.5	0	1.5e-05	1	1778.404365	1.54140146626966e-05	1778.40436507937	354.75	0	19	0	295	1726.25045647422	5803	2	8.66899422718378e-05	9	172125738232058	0	0.217063879541002
MACF1	4.18496972575092	0.001069	9.666667	23674.37133	4.1e-05	0	1978.247619	3.13301379441699e-05	1978.24761904762	482.9609375	2.48571428571429	96	4	949	1904.26238297872	25238	5	0.000235900043845729	8	1310440855264326	0.716049382716049	0.241455830470835
MAD1L1	3.55942063397839	0.002731	30.521739	21485.675743	0.000571	0.185771	2363.8	4.66449814059017e-05	2363.8	754.34375	1	725	0.165793901025995	3500	2238.92628664821	310785	12	0.00333234442172942	7	254491305632891296	0.722117202268431	0.288514585621852
MAD2L1	3.31746408643001	0.006887	31.793103	105841.840137	0.005698	0.15124	2569.180952	5.16917087955152e-05	2569.18095238095	901.1796875	1	1902	0.230236898451163	4650	2402.22055613213	930173	14	0.0333349316189571	7	25412202828688257024	0.782401902497027	0.313582442619404
MAD2L1BP	3.6815861332067	0.000712	63.833333	4418.031751	0.002353	0.133333	2275.303571	3.22199347353014e-05	2275.30357142857	692.05859375	2.95348837209302	389	0	2855	2164.63234440503	177816	6	0.0137772121562508	8	4341429810853535232	0.666666666666667	0.277713117469598
MAD2L2	3.69975068265464	0.001425	27.166667	5879.687026	0.001077	0.136364	2257.664286	4.03378799057196e-05	2257.66428571429	678.03125	0	338	0.178448560619146	2786	2154.0047171325	203722	8	0.00629090560817852	7	905444749371574784	0.694444444444444	0.275560147163938
MADCAM1	4.30867861806957	0.000237	21	86.622817	2.1e-05	0	1913.838095	1.6621545749678e-05	1913.8380952381	440.8984375	0	44	0	729	1849.58803593078	17360	2	0.000120954902454757	8	334589136134308	0	0.233594299430986
MADD	4.80707586370652	0.000237	7.5	33.501387	3e-06	0	1704.689683	1.55656347515456e-05	1704.68968253968	310.673828125	1	17	0	220	1657.82289454186	3929	2	1.75420317626226e-05	9	7235406663483.53	0	0.208066603507848
MAF	3.72159563101033	0.001069	36.666667	9186.422534	0.000438	0.111111	2252.385714	3.54806135982221e-05	2252.38571428571	675.921875	1	339	0.136066147446714	2779	2141.36118288831	214691	5	0.00254257924677631	7	149314601794089952	0.592592592592593	0.27491586894734
MAFA	3.91428232221299	0.000356	37.666667	663.956166	8.7e-05	0	2118.140476	2.08500790157653e-05	2118.14047619048	579.265625	1	116	0	1810	2035.94931756142	75598	3	0.00050960457096157	8	5954432355371419	0.444444444444444	0.258530510947192
MAFB	4.03300486762436	0.000475	24	249.68178	0.000102	0.333333	2058.745238	2.482437310167e-05	2058.74523809524	539.46875	0	100	0	1572	1976.01557256403	62200	4	0.000591591302496454	7	8160352970989677	0.375	0.251281000621885
MAFF	4.54826071470972	0.000475	5.25	1565.978836	1.1e-05	0	1810.019841	2.25357751293241e-05	1810.01984126984	374.92578125	0	25	0	419	1752.15998433829	8856	3	6.30037521389321e-05	9	91858235611958.1	0.625	0.220922719549602
MAFG	3.86346907277692	0.001069	20.444444	11022.593875	0.000169	0.111111	2154.780952	3.48324300904626e-05	2154.78095238095	605.0703125	0	193	0.0987551639829222	2054	2062.72659947145	90940	6	0.000984464990367045	8	22251505073387536	0.518518518518519	0.26300267940691
MAG	4.37100795441054	0.000119	33	0	1.5e-05	0	1882.617857	1.01593383218765e-05	1882.61785714286	420.16796875	0	34	0	582	1823.21343401146	14821	1	8.52643404762884e-05	8	168293408559343	0	0.229783700371397
MAGEA11	3.67921168229847	0.00285	9.833333	80256.402708	0.000351	0.007246	2273.719048	4.30308439654076e-05	2273.71904761905	688.265625	0	260	0.314253343630457	2913	2166.02933204259	132023	6	0.00205034680768135	7	96276112937462112	0.798611111111111	0.277519717761371
MAGEA5	4.39867030749139	0.000119	36	0	4e-05	0	1870.002381	1.01904677778472e-05	1870.00238095238	411.9296875	0	37	0	520	1811.74761133603	16872	1	0.000235219214856451	8	1266009341389068	0	0.22824391321279
MAGEB18	4.68835331829514	0.000119	16	0	9e-06	0	1749.356349	9.846755544322e-06	1749.35634920635	337.134765625	0	17	0	243	1699.80372246138	5360	1	5.39766359093825e-05	9	66633551898203	0	0.213518411962216
MAGEB2	4.0866674581503	0.000237	53	97.531902	0.001394	0	2029.841667	1.73964781177974e-05	2029.84166666667	519.49609375	0	108	0	1307	1950.06824124107	62190	2	0.00816563480937748	8	1525391189725433600	0.5	0.247753163269444
MAGEB4	5.26843167517512	0.000119	3	0	6e-06	0	1548.781746	7.33107557337429e-06	1548.78174603175	225.017578125	0	4	0	49	1512.64757977285	856	1	3.31289117537699e-05	9	25105490457204.4	0	0.189037195902834
MAGED1	3.50005936127271	0.003918	15.30303	56512.002019	0.002146	0.001894	2404.257143	4.86255310376558e-05	2404.25714285714	782.2578125	0	538	0.314253343630457	3805	2276.89864658594	266632	11	0.0125606899823655	7	3608152142200829440	0.61524334251607	0.293452598908456
MAGEH1	4.11349875341327	0.000594	13	2050.261124	4.1e-05	0	2010	2.78915167291981e-05	2010	504.4296875	0	70	1	1144	1937.34844724082	27806	4	0.000237627419727575	8	1313031379416725	0.72	0.24533138044671
MAGI1	3.70889231865131	0.001425	22.75	24151.860064	0.000344	0.045455	2251.045238	3.71977605231004e-05	2251.04523809524	673.3515625	1	285	0.159664183576095	2759	2148.69555057618	169160	7	0.00200811853823079	7	92271715483205936	0.666666666666667	0.274752256572086
MAGI2	3.60394158850766	0.001187	41.5	30189.202816	0.00076	0.044444	2328.316667	3.51735632492695e-05	2328.31666666667	729.875	2.75	425	0	3226	2211.26792067466	250513	5	0.00439750194722823	7	452959495264417600	0.86	0.284183652711645
MAGI3	4.14591000831058	0.000831	10.571429	18299.05582	3.4e-05	0	1993.77619	3.0578974154756e-05	1993.77619047619	493.09375	0	81	2	1032	1922.20294378741	28250	5	0.000200496757821353	8	920440609262226	0.73469387755102	0.243351176672294
MAGOH	3.42989433693458	0.008074	52.397059	37101.808988	0.054471	0.194908	2490.9	5.25928359989486e-05	2490.9	842.3203125	2.70149892301791	3631	0.209663553288866	3970	2323.4769470405	2351004	29	0.317235469111379	7	2.31096071199657e+21	0.590397923875432	0.304027828634174
MAGOHB	3.61700106850291	0.004749	55.525	7092.596295	0.030871	0.267949	2342.929762	5.03979493244222e-05	2342.92976190476	738.01171875	0	2261	0.227717594900278	3158	2203.28395588525	1468346	26	0.179396849088867	8	7.42731666203747e+20	0.51125	0.285967260088439
MAGT1	4.36198504095928	0.000594	12	0	4.6e-05	1	1893.04881	2.68540391044392e-05	1893.04880952381	427.97265625	5.67535559678417	65	0.068033073723357	712	1826.98481260717	17615	5	0.000266783308202823	8	1629846349913294	0	0.23105685457388
MAL2	4.60037991214532	0.000356	4.333333	106.744791	1.1e-05	0.666667	1786.99127	1.66018608424234e-05	1786.99126984127	360.57421875	0	16	0	355	1732.309195076	5758	3	6.49928346712302e-05	9	96889415654252.4	0	0.21811195774946
MALL	4.03882227234952	0.000237	30	0	4.9e-05	1	2045.482143	1.6736510679984e-05	2045.48214285714	528.61328125	2.55555555555556	62	0	1377	1973.16937593698	42126	2	0.000284183918461144	8	1848073599877423	0	0.249662168052853
MALSU1	4.66888282084768	0.000119	12	0	1.8e-05	0	1758.869048	9.66845584387278e-06	1758.86904761905	343.5390625	3.99428571428571	13	0	294	1706.8923612877	5341	1	0.000107487167825272	8	264256826736664	0	0.21467948829722
MALT1	3.79318532589339	0.000594	43	2005.708682	0.000724	0.2	2198.996429	2.81757809274677e-05	2198.99642857143	637.29296875	0	220	0	2389	2100.94676056338	115236	4	0.00422934092793141	8	409165237193831808	0.64	0.268399417621297
MAML1	3.78356879971507	0.000712	48.166667	1025.327088	0.000503	0.266667	2212.578571	3.10222821397315e-05	2212.57857142857	647.8515625	1	295	0	2500	2106.28664219147	183600	5	0.00292914111559597	7	197312349404708352	0.722222222222222	0.270057191679289
MAML2	3.89694883058293	0.000594	23.6	8638.488282	0.000239	0.1	2131.669048	2.55117869919853e-05	2131.66904761905	589.375	1.8	123	0	2002	2045.0051486717	72616	4	0.00139449083532127	8	44622235227039448	0.64	0.260181746322337
MAN1A2	4.30772883770628	0.000119	59	0	4.1e-05	0	1916.121429	1.02690021206986e-05	1916.12142857143	442.8359375	0	60	0	715	1849.99583838607	19043	1	0.000236392886850461	8	1331468242640955	0	0.233872992624362
MAN2A2	3.79698444734655	0.000475	35.25	653.367461	0.000155	0	2186.020238	2.63233782718389e-05	2186.02023809524	626.94140625	1	145	0	2315	2098.84463135514	72777	4	0.00090663881287811	8	18826611080884656	0.375	0.266815603331516
MAN2B1	4.30772883770628	0.000119	59	0	4.1e-05	0	1916.121429	1.02690021206987e-05	1916.12142857143	442.8359375	0	60	0	715	1849.99583838607	19043	1	0.000236392886850461	8	1331468242640955	0	0.233872992624362
MAN2C1	4.74498397245637	0.000119	12	0	1.3e-05	0	1729.497222	9.63176842959989e-06	1729.49722222222	325.96875	0	13	0	255	1679.51682638176	3883	1	7.28472344777875e-05	9	132156353381577	0	0.211094498013221
MAP1A	3.79092959753057	0.001069	27	8101.30217	0.000423	0.027778	2202.807143	3.65666133044531e-05	2202.80714285714	639.453125	0	252	0.314253343630457	2355	2102.19689330118	98805	6	0.00246022073417106	7	139608867856773152	0.716049382716049	0.268864535927865
MAP1B	3.78333135462424	0.000831	27.714286	9810.82519	0.000268	0	2201.264286	3.28031600161856e-05	2201.26428571429	637.9453125	1	201	2	2363	2106.41883453102	86013	5	0.00156446832811629	7	56088878346479128	0.693877551020408	0.268676221861852
MAP1LC3A	3.86026356405081	0.000475	32	5798.150959	0.000342	0	2150.088095	2.44097166608821e-05	2150.0880952381	601.6796875	0	132	0	2039	2064.43945871136	69857	3	0.00195978534179777	7	94631649022856160	0.625	0.26242989078945
MAP1LC3B	4.01733349163006	0.001187	8.3	14987.683731	0.000206	0.022222	2064.186905	3.44544697379986e-05	2064.1869047619	541.39453125	1	93	0	1487	1983.72389030085	35940	5	0.0012043090015158	8	33167953387268484	0.68	0.251945185495152
MAP1LC3C	4.64347619612964	0.000237	6.5	0	0.000108	1	1770.368254	1.4804663432638e-05	1770.36825396825	350.869140625	0	15	0	350	1716.23156575987	6457	2	0.00063273350267825	9	9157124082047792	0	0.216083028679155
MAP1S	4.79294788080256	0.000119	9	0	3e-06	0	1706.879762	9.4173807003169e-06	1706.87976190476	311.142578125	0	10	0	169	1662.7095935201	2923	1	1.50852710840618e-05	9	5274852245115.46	0	0.2083339145496
MAP2	3.49079900273062	0.001425	52.333333	27542.717257	0.001157	0.075758	2408.916667	3.79994599404953e-05	2408.91666666667	788.0859375	1	640	0.068033073723357	3757	2282.93878175696	378085	7	0.00676199390633023	7	1045746775504334976	0.75	0.294021319012143
MAP2K1	3.32470616170011	0.003681	32.354839	67148.451529	0.001611	0.066667	2540.32381	4.8222200614408e-05	2540.32380952381	882.3125	1	1034	0.0853226273825557	4631	2396.98789458649	612952	11	0.00938167475678246	7	2021041831790274304	0.534859521331946	0.31006027212543
MAP2K2	3.78926748189481	0.000831	31.142857	1912.293964	0.000161	0.238095	2197.892857	3.28378210096616e-05	2197.89285714286	635.6875	0	225	0.0501750035468149	2365	2103.11899614625	142385	6	0.000935454523030905	8	20119185123683380	0.448979591836735	0.268264720754635
MAP2K4	3.63065416122522	0.001662	22.928571	22774.115775	0.000814	0.076923	2300.154762	4.12137233472309e-05	2300.15476190476	707.9765625	1	335	0.204099221170071	3086	2194.99849579804	189796	8	0.00476267268297013	7	518735549437406720	0.459183673469388	0.280746339790629
MAP2K5	3.91535082512169	0.000475	26.25	2025.294991	0.000312	0	2120.141667	2.49863917024939e-05	2120.14166666667	581.26171875	0	109	0	1906	2035.39370508505	70229	3	0.00181686528910803	8	75725080311871664	0.625	0.25877476707757
MAP2K6	4.83889350587677	0.000356	4.666667	214.16024	2e-06	0.333333	1693.465476	1.76169267245471e-05	1693.41547619048	304.09765625	0	17	0	194	1646.92205211247	3092	3	1.05826736921707e-05	8	2566176572812.91	0.444444444444444	0.206690525593873
MAP2K7	3.95417309747121	0.000831	16.714286	12062.865811	7e-05	0.142857	2098.642857	3.06619315775499e-05	2098.64285714286	565.625	0	124	0.0987551639829222	1708	2015.41010628716	66024	5	0.000407438505593634	8	3809121250535172	0.612244897959184	0.256150720998745
MAP3K1	3.18841267956785	0.005937	38.54	102155.646892	0.028876	0.072653	2659.080952	5.1170718207733e-05	2659.08095238095	967.8359375	1	1977	0.146783067760917	5329	2499.45073726542	1371106	14	0.169072409380384	7	6.53811089772321e+20	0.7376	0.324555224262273
MAP3K10	3.75650005936127	0.001425	20.416667	23862.506998	0.000141	0.045455	2222.810714	3.89786327522319e-05	2222.81071428571	653.05859375	0	257	0	2486	2121.46420783161	104822	8	0.000822266053597042	8	15490758022538918	0.680555555555556	0.271306080103207
MAP3K11	3.73429894336935	0.001306	27	17402.862624	0.000208	0.054545	2238.964286	3.75478011313674e-05	2238.96428571429	664.9609375	0	309	0	2589	2134.07671520315	159422	7	0.00121422838246479	7	33756333641848444	0.628099173553719	0.273277710937891
MAP3K12	4.1722664133919	0.000594	11.6	3796.590064	8.3e-05	0	1978.925	2.76985264285923e-05	1978.925	483.12890625	0	63	1	958	1910.06029650286	20911	4	0.000487300785036684	8	5432853031968983	0.48	0.241538508482842
MAP3K14	3.28552772171435	0.006056	40.901961	74352.959994	0.03513	0.116078	2587.295238	5.12855777088614e-05	2587.29523809524	915.015625	1	2137	0.232996179386678	4802	2425.57089687071	1462305	16	0.20567279772801	7	9.67499830301714e+20	0.635140330642061	0.315793389246316
MAP3K2	3.63896473940401	0.001069	56.333333	3646.36569	0.000568	0.222222	2303.319048	3.68179564095694e-05	2303.31904761905	711.4140625	1	516	0.12413656192963	2983	2189.98561221494	268741	8	0.00329516015390221	7	251733010116576064	0.37037037037037	0.281132557990832
MAP3K20	4.57675412560845	0.000475	6.25	8997.845405	1.6e-05	0	1793.505952	1.94779525347129e-05	1793.50595238095	363.19921875	0	29	0	294	1741.25159533074	9891	3	9.41965477745743e-05	8	202925885132137	0.625	0.218907110018432
MAP3K3	3.0699275792473	0.008668	30.835616	289973.345259	0.009117	0.019026	2781.021429	5.24731099665173e-05	2781.02142857143	1055.796875	1	2324	0.229575542130481	5820	2595.91805244025	1412481	13	0.0533225962931309	7	65023593324410494976	0.756614749483956	0.33943871946433
MAP3K4	3.95393565238039	0.000831	21.285714	9648.053033	6.7e-05	0.047619	2100.496429	3.02641113941317e-05	2100.4130952381	566.52734375	0	157	0	1595	2015.53113740091	63854	4	0.000395386471600782	8	3578861382016433	0.612244897959184	0.256366788140849
MAP3K5	3.41730974712098	0.002612	34.681818	33656.396791	0.001214	0.060606	2463.492857	4.5815428600188e-05	2463.49285714286	826.703125	0	785	0.0911683762992002	4156	2332.03338660367	437918	10	0.00708843627551733	7	1150298055960373888	0.545454545454545	0.300682638489282
MAP3K6	4.38988483913095	0.000119	22	0	2.2e-05	0	1873.307143	1.00495433442845e-05	1873.30714285714	414.1015625	0	23	0	567	1815.37345845954	14089	1	0.000128840972003869	8	380123630925281	0	0.228647277292462
MAP3K7	3.16359966757687	0.006293	31.660377	138390.156736	0.006795	0.048621	2688.5	5.13767067529897e-05	2688.5	989.6015625	0	1731	0.224060257302137	5417	2519.05464029722	1077663	13	0.0396994794938217	7	36054378286649339904	0.666429334282663	0.328145978274116
MAP3K8	3.6002611895999	0.001306	44.727273	2114.361266	0.002263	0.272727	2326.938095	3.95065591406021e-05	2326.85476190476	728.375	1	503	0.178448560619146	3259	2213.52840890354	324332	8	0.0132395643936994	8	4008569023136034816	0.314049586776859	0.284005219321934
MAP4	3.60904665796035	0.00095	49.5	9143.797266	0.000647	0.035714	2321.447619	3.54445611349733e-05	2321.44761904762	724.8125	0	404	0	3193	2208.14003750123	217052	6	0.0037863322099565	7	327853427276026560	0.625	0.283345248266503
MAP4K1	3.35046895405437	0.002375	66.5	14594.850668	0.001714	0.226316	2523.740476	4.55604685313529e-05	2523.74047619048	871.796875	7.69202178453866	1350	0.168234170521827	4470	2378.556713086	791413	12	0.0100207907249592	7	2296770115676470528	0.265	0.308036186523898
MAP4K2	4.00130594799953	0.000237	53	181.548034	0.000205	0	2070.867857	1.70844625769362e-05	2070.86785714286	546.73828125	0	108	0	1506	1991.66985134854	56147	2	0.00119817947377045	8	32831474391909828	0.5	0.252760631898295
MAP4K3	4.33325418496973	0.000119	69	0	2.9e-05	0	1905.465476	1.03167990785929e-05	1905.46547619048	436.05078125	0	70	0	679	1839.09830406312	29766	1	0.000167864666120883	8	644530686927088	0	0.232572375953919
MAP4K4	3.77680161462662	0.000831	25.571429	17966.118828	0.00019	0	2203.246429	2.94321557802002e-05	2203.24642857143	639.15234375	0	187	2	2389	2110.06063749528	94040	5	0.00111395272793049	8	28389742733027312	0.693877551020408	0.268918153127218
MAP4K5	3.7505639320907	0.000594	55.4	17570.059394	0.000321	0	2226.519048	2.63034193275928e-05	2226.51904761905	656.7890625	0	282	1	2527	2124.82191130385	150989	4	0.00187826207843966	7	80694436077303264	0.64	0.271758702260332
MAP6	4.10174522141755	0.000594	16	2846.40565	0.000205	0	2018.913095	2.77642133404091e-05	2018.9130952381	511.09765625	1	85	1	1222	1942.89991027237	41641	4	0.00119782891641553	8	32812396762841072	0.32	0.246419271968508
MAP7	4.46990383473822	0.000119	7	0	2.4e-05	0	1836.385714	9.20187910800341e-06	1836.38571428571	390.2109375	0	8	0	437	1782.87513944223	7422	1	0.000138274023473694	8	437382902105188	0	0.224140817073812
MAP7D1	4.30677905734299	0.000237	38.5	1707.727286	1.6e-05	0	1919.241667	1.71373109753939e-05	1919.24166666667	445.15234375	0	79	0	721	1850.40382070791	16934	2	9.08126619661065e-05	8	188706754635642	0.5	0.234253834574227
MAPK1	2.99952510981835	0.011874	29.13	433058.618076	0.003958	0.028687	2857.069048	5.35202265179921e-05	2857.06904761905	1109.15625	1	3013	0.175014708415826	6135	2656.84737779537	1929035	13	0.0230812232497099	7	12208185088423469056	0.732	0.348720743026837
MAPK10	3.81123115279592	0.00095	19.625	2058.855122	0.000192	0.035714	2179.858333	3.4565959905388e-05	2179.85833333333	622.09765625	0	165	0	2233	2090.99897202666	87897	5	0.00111894138545363	8	28759658069258508	0.375	0.266063509499964
