CHAF1B	DNMT3A	HERC2	HIST1H2AA	HIST1H2BA	HIST1H2BH	HIST1H3B	HIST1H3C	HIST1H3H	HIST1H3I	HIST1H3J	HSF2	NCAPD2	NCAPH	SETD7	SMC4	STX11	TADA2B	TAF12	TAF6L	H2AFJ	DNMT3L	HIST3H2A	NCAPG	NCAPH2	SLC38A2	if_health
pc	1.28732500143488	0.00971467322653026	0.237208636465735	0.164085576853133	1.11468535181696	1.11468535181696	0.749070053753948	1.17765243092781	0.619073503331543	0.749070053753948	-1.0058833769485	1.73623135852407	-1.0058833769485	-1.0058833769485	0.749070053753948	1.44813313612748	0.365173990787788	-1.0058833769485	-0.447304449352231	0.867517323870228	-0.11049897352888	-1.0058833769485	1.11468535181696	0.635654695987465	1.04156229220436	0.82219311336655	1
gilschmidt	0.067923900436796	0.141699006157723	0.0142585149284734	-0.228872976193728	0.0337437308135128	-0.112800279365795	-0.218610864967867	0.121981161465022	-0.22822240643582	0.132677547518971	-0.451004327244352	-0.127969603303851	-0.306108766404609	-0.305632161042568	-0.174433330488327	0.128730044694913	-0.227302104177199	-0.255835600647764	-0.0151922577349274	0.0217533233757876	0.00972735966500504	-0.162761760346186	-0.0759617453324426	-0.227981421560121	-0.0688762122833274	-0.325169954820713	1
spl_n	-0.213061002897387	-0.291786548881158	-0.635181168841254	0.622942179239024	-0.0976058711373152	-0.0823468888111242	0.549347972444587	-0.328786205141117	0.44847664680158	-0.260323337536014	-0.280038482842413	-0.293271936541235	0.678171593145305	0.567172624365451	0.689649588700403	-0.332567191912208	-0.084102346954847	-0.0261722282120708	-0.0381903647344629	-0.260863478503318	-0.222378434583294	0.064031313326799	0.226073603516382	0.231610048431185	-0.081131571634705	1.02210635407269	0
degree_centrality_n	-0.286273631071896	0.221668660570829	1.23701856775981	-0.477152997510267	-0.223181851688905	-0.0323024852505337	-0.41352654203081	-0.223181851688905	-0.349900086551353	-0.540244776893258	-0.477152997510267	-0.159555396209448	-0.41352654203081	-0.286273631071896	-0.349900086551353	0.158042205091372	-0.0959289407299908	0.602358041254639	0.0307892941324573	0.158042205091372	-0.0323024852505337	-0.477152997510267	-0.223181851688905	-0.223181851688905	-0.286273631071896	-0.540244776893258	0
average_neighbor_degree_n	0.264701723767606	0.0272807252431654	0.936918278843371	-0.357688457241746	-0.169636830964258	-0.286916360567912	-0.715593130095268	0.612900531123524	-0.785354224894371	6.46676528189589	2.93624788084868	0.00368260134621936	-0.82478438992147	-0.885446213068389	-1.05833237445988	-0.151438287659891	-0.339489913937379	-0.439102989245799	-0.230298654111177	-0.0756110360240569	-0.218166304040627	0.406650361541669	-0.715593130095268	-0.703460780024719	0.0754368734021893	-0.885446213068389	0
betweenness_n	-0.22756480659732	-0.137100348215525	0.141161765556512	-0.259250946492279	-0.243751880938144	-0.230031553464381	-0.24895090609234	-0.170032379404485	-0.24642115330495	-0.259264592921767	-0.213181362901506	-0.0390582677785829	-0.258935975697252	-0.0950847395657822	-0.251591859649985	0.127772659191974	-0.00398015283129219	-0.233705142980595	-0.249026593124512	-0.188118025796152	-0.237940112479473	-0.190414458998389	-0.244381114665638	-0.203359086164853	-0.251415752769386	-0.259264592921767	0
eigenvector_n	-0.142469943420911	-0.141071803065106	0.736960340380519	-0.175186427746751	-0.156451346978962	-0.164933398470847	-0.176491358745502	-0.0876628414733496	-0.172390147035141	-0.0952127993946973	-0.0948399619664826	-0.147876086130024	-0.176211730674341	-0.175652474532019	-0.176025311960234	-0.146384736417165	-0.159340837047626	-0.14321561827734	-0.129327424076343	-0.133149007715543	-0.152536553982708	-0.17211051896398	-0.169500656966477	-0.173322240605677	-0.167170423040135	-0.177330242958986	0
cluster_coefficient_n	-0.590894368992731	0.167980781302627	0.0235219221086939	-0.590894368992731	-0.0271593886636208	0.583557382380594	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.188225921897235	2.22778898869866	1.10031480001752	-0.590894368992731	0.177836302735034	-0.288890919659647	0.719547511660708	0.536579819688411	0.370021084678437	-0.356002327508897	-0.590894368992731	-0.590894368992731	-0.0271593886636208	1.52311709227008	-0.590894368992731	0
harmonic_centrality_n	0.423376896696627	0.555618320512122	1.03130475706078	-0.412920600135935	0.290606097798644	0.276445349082236	-0.369503681751969	0.574242903275837	-0.27748363346058	0.467822234776045	0.495228354655058	0.524774027913109	-0.471080028153417	-0.374416930629753	-0.490290964482459	0.599451571836926	0.272761790449965	0.238010608671504	0.244409964863635	0.501936513750644	0.442122792074402	0.101429421790904	-0.0524584268834773	-0.056274329286371	0.270702195006929	-0.745685313322801	0
markovcent_n	0.277048529152276	1.12208094124646	1.62639083124127	-0.562448456290767	0.455872941316197	0.776215703630409	-0.316835018542007	0.42573681749904	-0.0645552117204412	-1.0212493716232	-0.549689510607966	0.464116218856308	-0.39365786730449	-0.148886446549687	-0.292346985081301	0.91995991425277	0.602251650956128	1.36866188220869	0.925010714729226	1.07058731833163	0.80596754167839	-0.770543882111328	0.374018083500317	0.275198263028519	0.210777157023077	-1.09952523095396	0
closeness_latora_n	0.42340459350078	0.555646678368224	1.03133548886818	-0.412897075283664	0.290633132232894	0.276472313520977	-0.369479938940904	0.574271353290142	-0.277459431832287	0.46785015378816	0.495256411186196	0.524802231536033	-0.471056792945055	-0.374393213657539	-0.490267825754956	0.59948014719258	0.272788736067894	0.238037381113656	0.244436769787797	0.50196460276059	0.441841780947523	0.101455512630084	-0.0525489051994125	-0.0562490256650256	0.270729131009903	-0.745663448225967	0
closeness_residual_n	0.4700363558747	0.672525377143543	1.38974045276239	-0.705483803566928	0.273581457475593	0.250367379683739	-0.662303312839862	0.696027709212614	-0.537566078612277	0.533682900284153	0.574807177167073	0.622234614245132	-0.79042273058679	-0.66307199091244	-0.822255611267424	0.737401806469121	0.243872049970456	0.195599067012561	0.209031716330861	0.588931636750692	0.497266776595773	-0.00300812998976391	-0.218968234480536	-0.224656452217613	0.243506927885981	-1.13934492468173	0
communitycent_n	-0.51642647910199	-0.51642647910199	0.448474754351151	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	0.0625142609698936	-0.51642647910199	-0.51642647910199	0
diffusion_degree_n	-0.213659702748938	0.139758523620315	2.00992997149095	-0.443381549888953	-0.2593095569883	-0.175372728225602	-0.452217005548184	-0.0693472603148264	-0.443381549888953	-0.201879095203296	-0.176845304168808	-0.168009848509576	-0.465470189037031	-0.446326701775363	-0.487558828185109	0.00280896090222944	-0.229858038124196	0.0823280618353114	-0.114997114554188	0.03962335948236	-0.150338937191114	-0.381533360274333	-0.39184139187677	-0.38889623999036	-0.251946677272274	-0.499339435730751	0
dmnc_n	0.35898235213825	-0.102645200420655	-0.0124654687716023	-0.123265764231294	-0.123265764231294	-0.104560802966791	-0.123265764231294	0.35898235213825	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0756412724187647	-0.123265764231294	-0.0792999864885353	0.0282823187973247	-0.0138414785490892	-0.0372092820038548	-0.0717143547046969	-0.123265764231294	-0.123265764231294	0.35898235213825	-0.123265764231294	-0.0756412724187647	-0.123265764231294	0
geokpath_n	0.394892937705842	0.657192248037632	1.65232222205406	-0.774859696949302	0.141361292343359	0.0777957213158778	-0.882263592823322	0.639656918099017	-0.772667780706975	0.41973465511888	0.470879367439842	0.61846839442319	-0.899798922761938	-0.812852911816302	-0.914411697710784	0.764596143911652	0.0661055013568008	0.0288429252372428	0.0398025064488775	0.567323682102228	0.446768288774246	-0.204230835196855	-0.372277747108587	-0.446802899347703	0.0675667788516854	-1.05469433721971	0
lincent_n	0.420276023201896	0.514238343689514	0.967683540932705	-0.402920127706341	0.288412841205203	0.271489082674662	-0.341173826851154	0.559594326191582	-0.253619493649439	0.476277074760403	0.499999340146636	0.516044203945667	-0.448128125462631	-0.356290171672549	-0.45740504268113	0.564273492237302	0.273430247346546	0.210157829415599	0.223152288592998	0.476924130591495	0.431220628097646	0.11476202573873	-0.0476585714862969	-0.0530156385106942	0.270146082095858	-0.709682670691868	0
semilocal_n	-0.190176694245957	0.0902614828577726	1.94728334698326	-0.384908779018137	-0.236928006239889	-0.172729747661062	-0.402046745057653	-0.0471070859258279	-0.397219214431367	-0.121933810633269	-0.110534054722206	-0.172018860090493	-0.408103228379467	-0.396835892702138	-0.420181347593165	-0.0352636060736582	-0.240991216569713	-0.000502133137601813	-0.0910264634474577	0.0216236617058788	-0.111656141965949	-0.3145030315878	-0.340350531947792	-0.358355037411565	-0.237894441629944	-0.423596395726293	0
coreness_n	-0.0481408617765611	0.789649383562229	1.79499767796878	-0.550815008979835	0.119417187291197	0.286975236358955	-0.383256959912077	-0.0481408617765611	-0.383256959912077	-0.718373058047594	-0.550815008979835	-0.0481408617765611	-0.383256959912077	-0.383256959912077	-0.383256959912077	0.119417187291197	0.119417187291197	0.789649383562229	0.622091334494471	0.789649383562229	0.119417187291197	-0.550815008979835	-0.0481408617765611	-0.215698910844319	-0.215698910844319	-0.718373058047594	0
hub_score_n	-0.141997372555464	-0.140782386175722	0.73791802812943	-0.174613828149534	-0.155892303438288	-0.164460100011066	-0.175941913638983	-0.0871288567190977	-0.171846913179732	-0.0946566263707197	-0.0942439203212684	-0.147415861477123	-0.175595950838367	-0.175040197772819	-0.17543443046512	-0.146031017813149	-0.158859777991854	-0.143020896179642	-0.129543189180814	-0.133059997653891	-0.152153379929738	-0.171567653135077	-0.168965794284486	-0.172801029099807	-0.166690964241598	-0.176792728824831	0
eccentricity_n	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.950062541383136	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.950062541383136	0
subgraph_centrality_n	-0.0941154276842987	-0.094106023007385	-0.0180648149241923	-0.0942271981206833	-0.0941867611190704	-0.0942128374644641	-0.0942276516236612	-0.0934910681427111	-0.0942252461193701	-0.093609173848901	-0.0936029636093643	-0.0941471879237654	-0.0942275669770073	-0.0942273833414486	-0.0942275198799014	-0.0941387964647577	-0.0941973111713127	-0.0941197561422298	-0.0940101017341435	-0.0940460389572245	-0.0941704506168964	-0.0942249358105174	-0.0942216445242686	-0.0942260543948816	-0.0942178081742482	-0.0942277696838939	0
pc_n	0.579751800696103	0.72192415026234	0.331926166771738	-1.09655939070115	1.4256680963549	0.196890602660928	0.455580601333342	0.649598100337655	0.213058727577955	-1.09655939070115	0.649598100337655	1.46922304511097	-1.09655939070115	0.0209814035636869	-1.09655939070115	0.795111224590889	1.63181168904698	-0.748295292765429	0.579751800696103	-0.563011268439289	1.23165059735059	0.649598100337655	-0.126471895679589	1.03763309834628	0.859136999262311	-1.09655939070115	0
gilschmidt_n	-0.0331137851502537	0.0235255159913046	0.227263091775816	-0.391301892294355	-0.0899798182689577	-0.0960448986572262	-0.372706327482393	0.0315024665409352	-0.33329393302002	-0.0140777462368719	-0.00233964283743557	0.0103148356362383	-0.41621170649029	-0.374810683645149	-0.424439794195119	0.0422993960561259	-0.0976225753314374	-0.112506584913585	-0.109765725960854	0.000533476435275121	-0.0252171355092048	-0.17100461590933	-0.236964726923272	-0.238549488971764	-0.0985047044299645	-0.533825770572198	0
