AHR	AKT2	APAF1	BCL6	BID	CACNA1A	CASP8	CDC37	CHRM4	CNTN2	CRTC2	CRY1	DAPK1	DARS	DAXX	DEK	E2F2	EIF2AK3	ERBB2	HDAC6	HIPK2	HIST1H4A	HIST1H4C	HIST1H4D	HNRNPH1	HSF1	HSPA2	MAP3K7	MTOR	NFKB2	NFYB	NKX2-1	NPAS2	NR5A1	NR5A2	NUAK1	PDCD6	PEA15	QARS	RIPK1	SP4	SUB1	TERT	TNFRSF8	TOMM34	TP73	TRADD	TTF2	ZFAND5	HSP90AA2P	SH3RF1	TRIB3	BCOR	EHMT1	ZBTB7A	ARNT2	FADD	CASP14	EEF1A2	NRCAM	SIK2	SIK1	PER3	RARS	HIPK1	ARID3A	KMT5A	NLK	KHSRP	HSBP1	HSPA1L	CAD	MATR3	COMMD2	YBX3	EDF1	MARK2	SEC31A	ANXA11	TEP1	TNFSF8	SLC25A3	KIF4A	if_health
spl	-0.115480708479002	0.0262057306475781	0.22116140611532	-0.380002601268975	-0.134331693942196	0.26834967940383	-0.305085136460416	-0.2344243457887	-0.41612352180168	-0.240748547363449	-0.149169243790643	0.602194550993931	-0.158655546152772	-0.594295739244123	-0.451271488245955	-0.295355595576182	-0.277355944940365	0.528006801751687	-0.489095078433397	-0.375259450087911	-0.342300630342586	-0.0723058708052407	-0.603173945300979	0.934944849234566	-0.508919017985014	-0.321990213746758	-0.181519967230706	-0.640754296966316	-0.396056343727959	-0.80895373500242	-0.340597960687848	-0.313720103995166	-0.047495541550454	1.87348068677949	0.279295412898581	0.0747318158076764	-0.550147947481932	0.0393406108412876	-0.450420153418586	-0.376840500481606	-0.142845042215894	-0.231870341306594	-0.532513154629263	0.0960151864919254	1.113117066677	-0.422082865593272	-0.488851839911292	-0.242937694062398	0.408090210353566	-0.575323134519876	0.069988664626612	-0.0690221507568087	-0.303382466805678	-0.197695328950741	-0.161696027679089	0.17616227952576	-0.2171544107192	0.263971386005923	-0.450055295635428	0.357010120711362	0.0632996052687049	0.439832837488365	0.599397307989719	-0.292679971833023	-0.0634276647483749	0.0147735201086066	0.167770550513116	-0.324665837489927	-0.214965264020242	0.956228219918815	-0.135912744335881	-0.385353848755303	-0.317247062565704	0.255579656993279	-0.366624482553161	-0.156101541670656	-0.439352800662772	0.0491917709865744	0.136514400422527	-0.0374011428830624	1.01265955704734	0.185770201148932	0.0279084003023254	1
degree_centrality	-0.240165604545892	-0.240165604545892	-0.387539766751978	0.939983568884805	-0.166189554497346	-0.166189554497346	0.275932932120911	-0.0927914423398056	-0.461515816800523	-0.166189554497346	-0.461515816800523	-0.387539766751978	-0.240165604545892	0.349908982169457	0.202534819963371	0.497283144375542	0.128558769914825	-0.461515816800523	0.497283144375542	0.202534819963371	0.275932932120911	-0.314141654594437	-0.0188153922912605	-0.461515816800523	1.01395961893335	-0.0188153922912605	-0.387539766751978	1.01395961893335	0.423885032218002	2.26750690452159	-0.0188153922912605	-0.0927914423398056	-0.314141654594437	-0.461515816800523	-0.387539766751978	0.0551606577572846	0.571259194424088	-0.387539766751978	0.349908982169457	0.202534819963371	-0.387539766751978	-0.0927914423398056	-0.166189554497346	-0.314141654594437	-0.534913928958064	-0.0188153922912605	0.644657306581628	0.202534819963371	-0.461515816800523	0.497283144375542	-0.387539766751978	-0.314141654594437	-0.166189554497346	-0.387539766751978	-0.314141654594437	-0.387539766751978	0.128558769914825	-0.461515816800523	-0.0927914423398056	-0.387539766751978	-0.387539766751978	-0.461515816800523	-0.314141654594437	0.128558769914825	-0.387539766751978	-0.240165604545892	-0.314141654594437	-0.387539766751978	-0.166189554497346	-0.534913928958064	-0.387539766751978	-0.240165604545892	-0.314141654594437	-0.534913928958064	-0.240165604545892	-0.387539766751978	-0.0188153922912605	0.0551606577572846	-0.240165604545892	-0.461515816800523	-0.534913928958064	-0.534913928958064	-0.387539766751978	1
average_neighbor_degree	-0.214572682184774	-0.444627255769841	-0.556915783945017	-0.586259491292835	-0.495294023163303	-0.372050501599875	-0.485023729699684	-0.296735029893727	3.93462587711731	-0.235113269112012	1.42867427199427	-0.94034010064091	-0.00916681291239399	0.480647186204911	-0.270592449774997	-0.450104731923379	-0.132410334475822	-0.748627942292964	-0.162536514942047	-0.259388504473187	-0.279617860427304	-0.348086497211822	1.22326840272189	-0.769168529220202	0.457664693222589	-0.0656534269622986	0.305788866998981	-0.151083576645505	-0.326078737241545	0.0477147966241214	0.150022735773701	-0.126541601222493	-0.214572682184774	-0.99511498541982	-0.570609535950625	-0.821661149385626	-0.111869747548584	-0.461059725311631	0.054035011978111	-0.106267754357092	0.1003829977266	0.0671268015432293	1.53137720663046	-0.337816203748203	-0.871871463856392	0.216779643287225	-0.21698924115559	-0.296735029893727	-0.687006181511249	0.223626519290028	-0.488447188241673	-0.142680627939441	0.387951214707933	0.702906853538134	0.0113737740148441	-0.639078131653969	-0.518573368707897	-0.502140899166107	0.636394502252566	-0.556915783945017	-0.406284840532721	-0.337816203748203	-0.912952637710868	-0.000950578141498803	0.196239056359986	-0.502140899166107	-0.717817061902107	1.45606173492431	0.196239056359986	-0.78970911614744	0.456419810411277	0.993213829136823	0.452996392950462	0.401644925632367	0.771375490322652	0.0319143609420821	0.530023593927605	-0.269347566963685	-0.567870777333269	0.771375490322652	-0.912952637710868	0.401644925632367	-0.283041318969293	1
betweenness	-0.236077074153205	-0.229137065325171	-0.239989968367563	0.680797448053307	-0.125038657296577	0.0692843575890025	0.122997274144028	-0.0678310394471417	-0.24409418507266	0.0311515712376136	-0.243220917015388	-0.24725282304091	-0.030548706625693	-0.0730515396894095	-0.0980125719416775	0.150793500061514	-0.151657924342261	-0.248445745429921	0.335705580008168	-0.161546792881015	0.0936835406290645	-0.166159635710502	-0.0125676896303765	-0.25062153002164	-0.0121510271613473	-0.211503288587825	-0.221992454096506	0.585270739189015	0.499398619868212	1.50637657754535	-0.168915776927063	-0.0789519905673854	-0.17896925409947	-0.250392510585162	-0.246225538855931	-0.026944070487665	0.774554187934647	-0.0989421003477614	-0.0376095835406168	0.249525467376715	-0.250839860020807	-0.163367383519871	-0.163308416451295	-0.10245606319373	-0.250839860020807	-0.0548210289191566	0.0221842872930205	0.182878581451063	-0.250500587724427	0.0548782277272176	-0.214983758800316	-0.219508627796952	-0.179966775893913	-0.250119517755289	-0.249845820651447	-0.100019941587305	0.0211300362274165	-0.250839860020807	-0.198602373634022	-0.0992451459317144	-0.245007515647136	-0.228114433806488	-0.245726594438851	-0.216996543803355	-0.206852293237148	-0.228062435658687	-0.247563860912253	-0.203835681028066	-0.184206310289036	-0.250839860020807	-0.239351445488073	-0.229758294009469	-0.221325850751001	-0.250839860020807	-0.227662725903857	-0.24548631965264	-0.0772260580526882	-0.178454435209739	-0.16517285975478	-0.211716439833697	-0.250839860020807	-0.250839860020807	-0.238871744050401	1
eigenvector	-0.136062468505961	-0.139102561518737	-0.141606167529259	-0.126673945966506	-0.137314271511222	-0.141427338528507	-0.129714038979282	-0.0851856177921513	-0.0464691391294452	-0.131144670985294	-0.133827105996567	-0.141695582029635	-0.128641064974773	0.217482465979812	-0.123544438453354	-0.117374837927427	-0.130161111481161	-0.140890851526253	-0.120236101939451	-0.112814698408263	-0.120772588941706	-0.13946021952024	-0.0255461460415162	-0.142232069031889	0.0760287263853524	-0.122292635448094	-0.124349168956736	-0.0493304031414696	-0.0154423074990548	0.372258966130261	-0.120593759940954	-0.129714038979282	-0.132128230489428	-0.142410898032641	-0.141427338528507	-0.137403686011598	-0.0322522335696986	-0.137761344013101	0.00306649407872846	0.0425877032448165	-0.134989494501452	-0.122024391946966	-0.111920553404505	-0.127210432968761	-0.142410898032641	-0.127031603968009	0.188243924356937	-0.11540771891916	-0.13820841651498	-0.083754985786139	-0.138923732517986	-0.134810665500701	-0.126316287965003	-0.128641064974773	-0.134631836499949	-0.132038815989052	-0.0817878667778722	-0.140801437025877	0.0237212436655301	-0.141874411030386	-0.141069680527004	-0.141695582029635	-0.141695582029635	-0.0946635548319823	-0.131502328986797	-0.138566074516483	-0.137493100511974	-0.133111789993561	-0.101906129362419	-0.142321483532265	-0.106555683381959	-0.0901034153128183	-0.111473480902626	-0.135794225004834	0.0483102312688654	-0.132754131992058	-0.102263787363922	-0.137850758513477	-0.137940173013852	-0.140264950023622	-0.142142654531513	-0.140354364523998	-0.139013147018362	1
cluster_coefficient	-0.559328249783801	-0.133233069380434	-0.559328249783801	-0.478165639820568	-0.275263375864288	-0.559328249783801	-0.236527063013818	-0.153523721871242	-0.559328249783801	-0.275263375864288	-0.559328249783801	-0.559328249783801	-0.133233069380434	0.91561726098967	-0.404382998381921	-0.518746944802184	-0.369954507805329	-0.559328249783801	-0.478165639820568	-0.249442007931844	-0.430208627266169	-0.559328249783801	-0.559328249783801	-0.559328249783801	0.418291749278272	-0.25497272337348	-0.559328249783801	-0.503991268704816	-0.278386653536645	-0.375319046126607	-0.25497272337348	-0.356425985827522	0.150831804539079	-0.559328249783801	-0.559328249783801	-0.440967530571354	-0.38178717096513	-0.559328249783801	0.751732532702927	-0.171969382230904	3.70162355424987	0.252280806041316	0.292862111022933	0.150831804539079	-0.559328249783801	-0.407152617054543	-0.340012799478384	-0.559328249783801	-0.559328249783801	-0.0317798069263924	-0.559328249783801	0.150831804539079	-0.559328249783801	2.28130770655591	2.28130770655591	-0.559328249783801	-0.464641378794565	3.70162355424987	-0.153523721871242	-0.559328249783801	-0.559328249783801	-0.559328249783801	0.860987597910154	1.9972428326364	-0.559328249783801	-0.559328249783801	-0.559328249783801	-0.559328249783801	0.292862111022933	-0.559328249783801	-0.559328249783801	0.292862111022933	0.150831804539079	-0.559328249783801	-0.559328249783801	-0.559328249783801	-0.102797090644222	0.742631139649511	-0.559328249783801	-0.559328249783801	-0.559328249783801	-0.559328249783801	-0.559328249783801	1
harmonic_centrality	0.371884874682213	0.204035217421108	-0.0188330787836405	0.740257501843654	0.378379213818736	-0.0333374463059311	0.614976958513842	0.507507254635036	0.759551487901114	0.519035983944663	0.408010281571158	-0.364206020054894	0.420713753654668	1.04236423176757	0.813654088425175	0.616318050761654	0.587859771057863	-0.307867103154724	0.876518186729199	0.717214060724028	0.681749386296194	0.30105084812115	1.05352194244915	-0.628024856450965	0.932793638646168	0.640754921308906	0.437807785935864	1.13687345958402	0.748849842881617	1.45074256029702	0.678526089104443	0.620617961164609	0.294778082979525	-1.18568305362838	-0.0640357822698051	0.144817769761604	0.974246039237528	0.168634942947468	0.835910630166662	0.719344857262958	0.400305772031901	0.536731025942833	0.944482179698042	0.121456664592917	-0.756008061789718	0.783492105519198	0.89339633726963	0.556577252499806	-0.194833031275342	1.01903481669885	0.13623188402715	0.307734906296256	0.625793553153536	0.464113774188238	0.428168736627942	0.0376424545708315	0.49547386236748	-0.0580049814980433	0.816640941579578	-0.150497514563128	0.148488635448327	-0.212778447672135	-0.36089954812618	0.613525586790619	0.308122662553646	0.21395455077908	0.0350816749989144	0.635814838386333	0.495032751531107	-0.645524487156417	0.401082391439292	0.724697081051651	0.61897313522901	-0.0417353157323522	0.684828759187314	0.407654215413737	0.807544870199589	0.188472926687119	0.0743350567850035	0.261159248540694	-0.684069387018192	0.00879913638427691	0.197137147447224	1
markovcent	0.546716366585491	0.48346107327174	-0.0720755087474901	1.31136631552536	0.681548913168744	0.340343632371282	1.09071344216044	0.678986223104162	-0.315306419266131	0.493685913557872	-0.267799852022636	-0.290426663855567	0.236970556876917	1.17492716939704	1.10609813955772	1.19035250035945	1.0261123995831	-0.500387808761192	1.23724855902778	1.10988280082021	1.09554568986632	0.280031799807387	0.907866535817314	-0.475976129999195	1.43130600757244	0.906515415106574	0.0815589150417984	1.39432279409265	1.09119451576723	1.57402653320184	0.888872057788849	0.767469964228791	0.191242291988514	-1.05524686198001	-0.0123252652495386	0.771384669281388	1.18059464849444	-0.309393883156679	1.16779320342554	0.948171076366356	0.0226486710125671	0.741451188262176	0.74322814906784	0.0970091125519673	-1.15471864860927	0.90749289571397	1.31579736869394	0.952774533833247	-0.373182840032915	1.27651933892684	-0.0443535749003948	0.343645507073913	0.707594100191178	0.12914557514723	0.29237973702103	-0.322647369202718	0.984232507789763	-0.328501420969398	0.764477267142199	-0.368730850763812	0.0701999267356681	-0.451729080778096	-0.0307676612964953	1.00847399977123	0.109563367857997	0.516366881596836	0.298946547960819	0.125206354681511	0.716197799347345	-1.05215179668801	0.102668875521899	0.60414905666119	0.376845361234725	-0.929671381436694	0.581342719472607	0.0862730166165823	0.915479507888012	0.93769967726518	0.369513156507587	-0.261880644902438	-1.15377802620434	-0.92787390854365	0.0963049153666971	1
closeness_latora	0.371835154180327	0.204063857649314	-0.0188046280354174	0.740286599009158	0.378408003728122	-0.03330900830013	0.614888194399678	0.507418400034934	0.759580602267212	0.518947139399984	0.407921342012891	-0.3641778638812	0.420624824032091	1.04239358797509	0.81336923668315	0.616347043471419	0.587888739126008	-0.307838898591398	0.876547401287218	0.717243138687815	0.681778433643657	0.301079572360648	1.05355130678827	-0.627996925238571	0.932822901417376	0.64078393362359	0.43783662630886	1.13690289615999	0.74887894901906	1.450772264637	0.678241121832974	0.620646956718701	0.294806801720375	-1.18569765298137	-0.0640073694055087	0.14484636080053	0.974275336123647	0.168545797691824	0.835939809348942	0.719256182185889	0.400334579191436	0.53675994909235	0.944511450642307	0.121367480207075	-0.75598023946352	0.783324983026585	0.893307810801876	0.556606192695539	-0.194804730509118	1.01906415211504	0.13626046775466	0.307763634617943	0.625822553233264	0.464142637629163	0.428197568444791	0.0376709530197679	0.495306494865448	-0.0579765649964748	0.816552350032488	-0.150469176401015	0.148517229814682	-0.212750162844361	-0.360871388534768	0.613436821812622	0.308151392300262	0.213983198728547	0.0351101720593901	0.635843846376212	0.495061639992418	-0.645496572175228	0.401111199036791	0.724726165284433	0.61900213009075	-0.0417853878375603	0.684740056134564	0.407683029063932	0.807574026501364	0.188501554803453	0.0742458310777612	0.26118793878981	-0.68412000703347	0.00870985508013368	0.197165781018276	1
closeness_residual	0.373197364190778	0.107238193092764	-0.238683859990598	0.966397985071581	0.374539763535102	-0.245796693390183	0.760319509374988	0.582799974438603	1.00191372884666	0.60423532108304	0.429825633124689	-0.726230388989672	0.447064300456209	1.47112399746315	1.08887645671163	0.763789840345284	0.719767750424405	-0.653334607360115	1.18912866906751	0.933055905966266	0.874888854617619	0.252349141053052	1.49463078197357	-1.07075892932682	1.28524876640758	0.80864050541256	0.47341729439809	1.63096367570435	0.979945726750972	2.1555916326837	0.872349325597495	0.771505273851339	0.254533566439006	-1.65804384648384	-0.296767515788796	0.00986447231690475	1.35374610529572	0.0435751059516237	1.12881485483956	0.933529377478492	0.420485331474402	0.643250987797934	1.31290380700809	-0.02214058780218	-1.2260158875619	1.04304118611325	1.22261601784134	0.672587390302651	-0.490455026796098	1.43391344088862	-0.00546685807047562	0.267422214251945	0.788248948238259	0.518267959465366	0.465680339459661	-0.146364985643567	0.564033285408534	-0.292299128392158	1.09664031344053	-0.431685375340981	0.01627516898529	-0.508898894340558	-0.722173598987185	0.763617668886293	0.272955912551093	0.122375830588779	-0.158016151095005	0.799300203762274	0.567164653818941	-1.09222117776173	0.424246201781747	0.94637767260573	0.770052577166099	-0.262494634733308	0.873075673940115	0.426871816531367	1.08149998576547	0.0825477298017693	-0.0983318387639956	0.189643757652552	-1.1385568216628	-0.200738884536308	0.0969913011037249	1
