ACTG2	ACTN2	CAMK2A	DES	GRIN2A	LMOD1	MORF4L2	MPDU1	MYL1	MYOZ2	RGS3	SEMA3F	SHBG	TCAP	TNNT1	TNNT2	TNNT3	TTN	MYL5	RAVER1	MYL4	TNNC2	ITPKA	GRIN3A	MRFAP1	ING3	GLS2	OBSCN	if_health
betweenness_n	-0.250394534483455	-0.249948434302747	0.774646369967106	-0.259264592921767	-0.20994045384862	-0.258799042160106	-0.199750164138687	-0.224568035800377	0.0109913975113797	-0.188108401874151	0.0540223209217365	-0.248669409082914	1.44602030040034	-0.0409921360842497	-0.256542057975941	-0.259264592921767	-0.23461255214599	1.48993803912943	-0.258991292558279	-0.259264592921767	-0.259264592921767	-0.259264592921767	-0.259264592921767	-0.246994601465025	-0.259190973608011	-0.24257736940429	-0.22300902478008	-0.232893654332333	0
eigenvector_n	-0.152629763339761	-0.172762984463355	-0.125785468508303	-0.1777030803872	-0.157103812478338	-0.172949403177463	-0.160366139975217	-0.0528025419352749	-0.168102516610672	-0.175000009032644	-0.127463236935269	-0.173415449962731	0.0493549133955536	-0.170898797322282	-0.177143824244878	-0.177237033601932	-0.177330242958986	-0.139766872066354	-0.171458053464604	-0.172762984463355	-0.177237033601932	-0.177609871030147	-0.174347543533268	-0.162603164544505	-0.17033954117996	-0.164840189113793	-0.175186427746751	-0.152256925911547	0
cluster_coefficient_n	1.640563113012	-0.590894368992731	-0.323509971349287	-0.590894368992731	0.0131083016505133	2.22778898869866	0.466111361638677	-0.590894368992731	0.0131083016505133	0.113777527435848	-0.590894368992731	0.818445195841505	-0.590894368992731	0.113777527435848	-0.590894368992731	-0.590894368992731	1.10031480001752	-0.329158609973782	1.52311709227008	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	1.10031480001752	2.22778898869866	0.935891216583422	-0.168092076740168	0.818445195841505	0
harmonic_centrality_n	0.209038423542142	0.0972192464442872	0.961063477398894	-4.57653895858481	0.588356778261891	-0.114282114220269	0.404597912481184	0.0648860881627839	0.289004189974504	-0.126441167748537	0.914384843111751	-0.371105587260099	0.79139091681887	0.104156248191317	-0.485262832234919	-0.513352728648148	-0.537985150712405	0.788487631285624	-0.0736967915899456	-0.500065998175465	-0.513352728648148	-0.951329555998342	-0.0323201670200436	0.385013841433477	0.194147029193185	0.285513631419884	0.0264623765926043	0.357516734777909	0
markovcent_n	0.744145862489373	-0.245439235317799	1.42251630621781	-1.64405117796102	0.598749129303435	0.0188403055344837	0.761288419699147	-0.0175107575869474	0.288885538201053	-0.0535778768624427	0.853285855772268	-0.356048848596559	0.935264227648287	-0.294855336718824	-0.670355846153362	-1.06145127316562	-0.284233250806407	1.17733311828624	0.0409506595318886	-1.06311089657413	-1.06145127316557	-1.15270922743057	-1.03094594305112	0.272763824636793	-0.216918906991736	0.81654903271887	0.245572093220935	0.0786027079133073	0
closeness_latora_n	0.209065051864304	0.0972453159452874	0.961093857734126	-4.57653620852208	0.588385300133242	-0.114257099045054	0.404625517128747	0.0649119979868371	0.289031217187789	-0.126416213242778	0.914414990757381	-0.371081853986009	0.791420449885219	0.104182352526125	-0.485239669006982	-0.513329704255598	-0.537962249888823	0.788517151189031	-0.0736715750109274	-0.500042908038187	-0.513329704255598	-0.95130871773013	-0.0322947435448772	0.385041347481013	0.194173583433036	0.285424840459763	0.0264880942545432	0.35754410351414	0
closeness_residual_n	0.141868469739363	-0.01621017588629	1.27839743394947	-2.52256189933392	0.715456047497021	-0.320299221398123	0.440461467032264	-0.0635799621089055	0.25957229960286	-0.334442897933557	1.21759499840856	-0.670172654607879	1.01783478429737	-0.00356542159238291	-0.818825385368545	-0.856106271888575	-0.888083279707817	1.01258855645202	-0.263801383063644	-0.834448767193692	-0.856106271888575	-1.38346747205658	-0.205477934306793	0.405236794356379	0.130472817313395	0.264760876592761	-0.118886349430888	0.367859823077277	0
communitycent_n	2.03340519788721	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	1.50435238981558	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	0.0625142609698936	1.05498410109312	0
diffusion_degree_n	-0.253419253215479	-0.416875182911259	0.332665972180199	-0.509647467333188	-0.00455391881379667	-0.394786543763181	-0.166537272566371	-0.38889623999036	-0.316740018773304	-0.408039727252028	0.279653238224811	-0.45957988526421	-0.0516763489963638	-0.346191537637408	-0.475778220639468	-0.483141100355494	-0.474305644696263	0.0366782075959496	-0.387423664047154	-0.487558828185109	-0.483141100355494	-0.503757163560367	-0.421292910740874	-0.175372728225602	-0.328520626318946	-0.182735607941629	-0.321157746602919	-0.244583797556248	0
dmnc_n	-0.0740906315299005	-0.123265764231294	-0.0617136753914318	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0990689632820077	-0.123265764231294	-0.0462680124500414	-0.123265764231294	1.80572670124689	-0.123265764231294	14.8264258432246	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	0.0263957936765936	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0933334526497168	-0.123265764231294	-0.123265764231294	0
geokpath_n	-0.104863965544701	-0.24368532755874	1.5441876874326	-1.15625312311419	0.665229274259498	-0.620694921238974	0.353977167849072	-0.343782835958337	0.031765480227012	-0.631654502450609	1.44993528901254	-0.90052956150938	1.19055853367052	-0.278025348688529	-0.945098525103361	-0.96701768752663	-0.986744933707573	1.18690533993331	-0.568088931423127	-0.946559802598246	-0.96701768752663	-1.11899054699463	-0.531556994051012	0.201273669633629	-0.0617562794456041	0.118711491172647	-0.459954396801665	0.241458800742956	0
lincent_n	0.230335781347817	0.12528851283746	0.934362965235638	-4.72436708341654	0.577688296368062	-0.0791018530080915	0.398054765771279	0.0900996794297981	0.311662453309649	-0.0972280350941355	0.884636514210546	-0.333345737961931	0.77977632286197	0.119247735368094	-0.446158426860823	-0.470758286937655	-0.499886114963506	0.774708421382957	-0.0386152422097076	-0.464037840099843	-0.470758286937655	-0.908282461520934	0.00632764118419078	0.396329257849233	0.204194544101121	0.279113075831613	0.0460081952592403	0.369809289503827	0
semilocal_n	-0.244259905497136	-0.359602575403055	0.215921315184932	-0.43002923129135	0.0221301110208598	-0.364137387617931	-0.175619761183247	-0.323628411905439	-0.316621755327537	-0.366216617603747	0.200676726171606	-0.411100107353437	-0.0363392300774939	-0.351020814992323	-0.416329545004915	-0.418882700037778	-0.419572679150389	-0.0182371518099172	-0.356963463376365	-0.411578678724474	-0.418882700037778	-0.427294869622851	-0.365568455407051	-0.221523119048885	-0.281161010630888	-0.213645276722736	-0.345352299723728	-0.211296559945462	0
coreness_n	0.286975236358955	-0.383256959912077	0.622091334494471	-0.718373058047594	0.119417187291197	-0.215698910844319	0.119417187291197	-0.383256959912077	-0.383256959912077	-0.383256959912077	0.454533285426713	-0.383256959912077	0.119417187291197	-0.383256959912077	-0.550815008979835	-0.718373058047594	-0.383256959912077	0.286975236358955	-0.215698910844319	-0.718373058047594	-0.718373058047594	-0.718373058047594	-0.718373058047594	-0.215698910844319	-0.383256959912077	0.286975236358955	-0.0481408617765611	-0.215698910844319	0
hub_score_n	-0.152083966053829	-0.17221331484592	-0.125312750852247	-0.177124716349312	-0.156576328642515	-0.172418265778997	-0.159819060253854	-0.0520991563671972	-0.167496783278563	-0.174462101339636	-0.127247566611313	-0.172836831011734	0.0501795900508575	-0.17035091304194	-0.176568407321429	-0.176648292898449	-0.176739317554771	-0.13924145028347	-0.170906731353942	-0.172312810272011	-0.176648292898449	-0.177019238712787	-0.1738172098177	-0.161988371116019	-0.16981383544543	-0.164303377980897	-0.174593667783227	-0.151682484971227	0
eccentricity_n	0.186549824460118	0.186549824460118	-0.576962892462901	-5.15803919400101	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.950062541383136	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.950062541383136	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0
subgraph_centrality_n	-0.0941706935817341	-0.0942255853808576	-0.0939832250634319	-0.0942277797594032	-0.0941893372047519	-0.0942257623497498	-0.0942004432923847	-0.0928054087376433	-0.094219346164472	-0.0942271301557673	-0.0939990785017262	-0.0942261070084342	-0.0895271802705239	-0.094223582843419	-0.0942277515406594	-0.0942277590549448	-0.0942277662316538	-0.094097210411789	-0.0942242604169121	-0.094225507734002	-0.0942277590549448	-0.0942277787470957	-0.0942267836773666	-0.0942069398746441	-0.094222861116113	-0.0942127436123753	-0.0942271968543188	-0.0941688916796376	0
pc_n	0.455580601333342	1.23165059735059	1.01599409562179	-1.09655939070115	1.04159263914228	-1.09655939070115	0.110660603103457	1.08613747309735	1.04159263914228	0.649598100337655	1.40411059646553	0.455580601333342	1.65085738190284	1.08613747309735	0.649598100337655	-1.09655939070115	-1.09655939070115	1.31084141327072	0.213058727577955	-1.09655939070115	-1.09655939070115	-1.09655939070115	-1.09655939070115	0.0209814035636869	0.455580601333342	0.110660603103457	0.859136999262311	1.08613747309735	0
gilschmidt_n	-0.124915437078689	-0.172807843664959	0.197178592560139	5.95148501751928	0.0375474717020845	-0.263394353903413	-0.0411568658598661	-0.186656207705711	-0.090665918678906	-0.268602104003161	0.177186028118232	-0.373392427892357	0.12450745120221	-0.169836710047955	-0.42228623404427	-0.434317199580826	-0.444867321891744	0.123263968015125	-0.246011568989969	-0.428626463133963	-0.434317199580826	-0.621903664681736	-0.22828986700655	-0.0495447681180289	-0.131293454831245	-0.0922105302731344	-0.20311317037919	-0.0613218410760398	0
