BRCA1	BRCA2	BRIP1	CCNA1	CCNA2	CCNE1	CDC25A	CDC6	CDC7	CHEK1	CLSPN	CUX1	DBF4	DCLRE1C	E2F1	FANCD2	HUS1	MCM10	MDM4	MSH2	MSH4	NBN	ORC1	ORC2	ORC3	ORC5	ORC6	PAK3	PIM1	RAD1	RAD51	RAD9B	SDC3	SEMA3A	TIMELESS	TIPIN	XRCC1	LMO4	NELFB	MSH3	BAP1	FANCE	DMC1	TOP3A	INCA1	MYBL2	CABLES1	CDC25C	CDKN3	MCM8	RMI1	MGA	DCLRE1B	RRAD	PLXNA4	RAD54L	OGG1	if_health
eigenvector_n	0.0574641274592234	-0.111897274307305	-0.143868083776716	0.499649317321861	-0.0901794941137988	-0.110126296523285	-0.106863969026407	-0.135758869713046	-0.123362025224907	-0.145918689631897	-0.127463236935269	-0.166890794968974	-0.170992006679336	-0.144240921204931	-0.146105108346004	-0.148342132915292	-0.146011898988951	-0.135386032284831	-0.00946019090531573	-0.0962381023222877	-0.152163716554493	-0.146477945774219	-0.1358520790701	-0.0537346355058116	-0.138182312996442	-0.0911115876843356	-0.134640357428402	0.122058211897421	-0.145173014775467	-0.145639061560736	-0.0931621935395164	-0.14778287677297	-0.0798332554808408	-0.177423452316039	-0.133894682571973	-0.143868083776716	-0.166704376254866	-0.1777030803872	-0.150113110699312	-0.150951994912795	-0.169966703751745	-0.154959997266103	-0.146850783202434	-0.151697669769225	-0.158315534120036	-0.15766306862066	-0.139300825281086	-0.102483129244884	-0.148248923558239	-0.147410039344756	-0.170898797322282	-0.16679758561192	-0.160272930618163	-0.171830890892819	-0.161671070973968	-0.176211730674341	-0.13053914571804	0
cluster_coefficient_n	-0.385323666476612	-0.0963890359970556	1.14367740311094	-0.34045588722277	-0.078407254507554	-0.0333534422451209	-0.283402945906209	1.30629562075712	1.07468875308409	0.106031789441782	0.466111361638677	-0.590894368992731	1.10031480001752	0.0131083016505133	-0.379493222866449	0.434079859977623	0.601623724328546	1.82512054160317	-0.0333534422451209	0.376299698718387	0.818445195841505	0.524187484502489	1.66404978034663	0.808082311658395	-0.145839992098915	1.33093231032668	2.0109675171857	-0.456815306073598	-0.309024764816714	0.677512507764958	0.155935143996351	2.93245665710432	-0.590894368992731	-0.590894368992731	0.167980781302627	1.94591938452265	-0.0271593886636208	-0.590894368992731	1.52311709227008	2.22778898869866	-0.590894368992731	1.10031480001752	1.62378631805542	0.690323417220211	-0.590894368992731	-0.00366849330606842	-0.590894368992731	0.315111750983596	0.254710215512395	1.39499531364879	-0.590894368992731	0.113777527435848	0.818445195841505	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	0
harmonic_centrality_n	1.48852377066558	1.10171146701494	0.426092694256487	1.41819977469956	0.872062512834532	0.918107002685958	0.927018127519744	0.376976734843414	0.402767162005601	0.53489002925917	0.486380644496444	0.325914224444965	-0.299458158219873	0.354312919129628	0.735263512143043	0.127159192646062	0.546486623499302	0.373075360084242	1.33611927093741	0.708508079960577	0.209631210983792	0.488889654769956	0.408284229481599	0.655074415163504	0.650064665088889	0.40500321426546	0.48750832144086	1.58270818606925	0.418946146854967	0.214412118406965	0.789692507797899	0.0700722973702317	0.587000258666033	-0.580253256242908	0.204723476526284	0.0722614782157466	0.0591539629280292	-1.36837865814161	0.709081568089265	0.309484336947041	0.108821352788686	-0.069039957464986	0.467574090495629	0.289301961721396	0.0329968349235007	0.297769186144983	0.445891823062951	0.723325030793808	0.441687162136611	0.363381203783285	-0.364662115705757	0.0585198184923108	-0.185424984227255	0.110621775110754	0.529210289859035	-0.439531740251178	-0.217248066739233	0
markovcent_n	1.8581862875305	1.32818867775023	1.11008820747475	1.75632792217804	1.47725725129631	1.20393424644991	1.01509888320855	1.10463059454271	0.967874859625732	1.13645359295225	1.25978696325272	0.0261170246716152	0.218906317187481	0.723656533302428	1.23889562773263	0.963828247400068	1.12320985886615	1.20625618483308	1.22496475570654	1.3547239265541	0.284687864657047	1.17089825014183	0.925788665677564	1.30938647435244	1.39975858786055	0.966282578169948	1.16325364878986	1.78643121049925	0.399620076715891	0.26888584052218	1.52971891939427	0.0828861368794543	0.251569303305053	-0.916049141734651	1.08537834285888	0.298471771963141	0.334721589040154	-1.35809208213343	0.109648174326845	-0.180689037850648	-1.0270649361247	0.198643152472439	0.619077227613585	1.04774428326189	-1.02810933922165	0.808365098592501	0.445017428062551	0.762587555124862	0.296208272583659	1.03182092789702	-0.237133545080494	0.0523486485412292	-0.106432580271329	-0.19991006061903	-0.0746731555677891	-1.0441992881113	-0.602975054587974	0
closeness_latora_n	1.48855678306514	1.10174255012738	0.426120404721816	1.41823243686852	0.872092450409294	0.918137168573004	0.9270483379805	0.377004200568023	0.402794757077199	0.534918283688295	0.486408656660003	0.325941435275087	-0.299434066788252	0.354340273423954	0.735292765594284	0.12718541142671	0.546514935460539	0.373102806783479	1.33615152311199	0.708537200021766	0.209657843146047	0.488917680224604	0.408311851750581	0.655103269601857	0.650093493978883	0.405030820935339	0.487536338679713	1.58274166764434	0.418973823315794	0.214438773762576	0.789722033933799	0.0700982324099577	0.587028773107111	-0.580230565918097	0.204750082766937	0.0722874243993029	0.0591798441507675	-1.36835990131829	0.70911069112225	0.309511466680016	0.108847482055034	-0.0690147169882716	0.467602008600435	0.289328991413036	0.033022584197541	0.297796256651423	0.445919633532214	0.723354224896727	0.44171495118492	0.363408601450337	-0.364638350611824	0.0584298942501358	-0.18540032436113	0.110647913250295	0.529238516058522	-0.439508349024791	-0.217223566100374	0
closeness_residual_n	2.08912219709743	1.50265926162409	0.472169437526104	1.98504318607037	1.14572359862252	1.22182272780774	1.23181554275125	0.397261759353383	0.433927703415351	0.632515683465862	0.561451395656031	0.325351925663717	-0.564354509441618	0.370588630234929	0.940294383726068	0.0287767083113339	0.651425164051279	0.388863951410469	1.8721628111123	0.895480452094775	0.152879783129042	0.564948880886261	0.441979606225605	0.815922271582958	0.804372883542474	0.438712724417149	0.559548917426401	2.24108985204609	0.455950330194709	0.160874035083853	1.0164127298631	-0.0481487498019034	0.709268189012769	-0.94200604649916	0.146038548283098	-0.0428064371974867	-0.0644062910369268	-1.79786182098334	0.902629158169749	0.304001892197865	0.0050822067241189	-0.252213561119532	0.534259408838587	0.267066910810495	-0.0994387941946664	0.286994889842078	0.500821912681446	0.92630444280515	0.497228342692144	0.372990749211735	-0.649005182184264	-0.0620618229155641	-0.409792565998009	0.00268008774731284	0.625482279101773	-0.75307458473541	-0.45018659871198	0
communitycent_n	0.0625142609698936	0.0625142609698936	-0.51642647910199	-0.51642647910199	0.724160821052045	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	0.834435247732403	0.577128252144902	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	0.0625142609698936	1.68822664218185	0.0625142609698936	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0
diffusion_degree_n	1.88181586443209	0.602147369786755	0.0322604797663339	1.81113221915824	0.485813870273542	0.362117491044304	0.226640504269423	-0.0472586211667481	-0.0914358994629048	-0.039895741450722	0.111779580699416	-0.2593095569883	-0.402149423479207	-0.175372728225602	0.0808554858921062	-0.215132278692143	0.0690748783464644	0.0617119986304383	1.21621153810333	0.250201719360707	-0.195988791430476	0.00722668873184511	-0.0192796782458489	0.291433845770453	0.125032764188263	-0.00160876692738623	0.126505340131468	1.62264249842797	-0.321157746602919	-0.29023365179561	0.522628268853673	-0.309377139057278	-0.210714550862528	-0.500812011673957	-0.0855455956900839	-0.2593095569883	-0.372697904615102	-0.508174891389983	0.00869926467505033	-0.269617588590737	-0.399204271592796	-0.412457455081643	-0.0958536272925204	-0.0340054376779011	-0.412457455081643	-0.197461367373681	-0.238693493783427	0.194243833518908	-0.22249515840817	-0.0516763489963638	-0.447799277718568	-0.384478512160744	-0.443381549888953	-0.384478512160744	-0.206296823032912	-0.471360492809852	-0.405094575365617	0
dmnc_n	-0.0260083782013416	-0.0700382850069769	-0.070045732563968	-0.011325337717344	-0.0510104552256854	-0.0614040727993776	-0.123265764231294	-0.092334918515336	-0.0717143547046969	-0.0717143547046969	-0.055166645826227	0.35898235213825	-0.123265764231294	-0.123265764231294	-0.0248392992695366	-0.0624343594035027	-0.0820246366100165	-0.0703628946526597	-0.0506753613834342	-0.0212582691645522	-0.123265764231294	-0.070045732563968	-0.0510937908940582	-0.055166645826227	-0.0820246366100165	-0.0617136753914318	-0.0527286047931151	0.241722664735456	-0.123265764231294	-0.0756412724187647	-0.0206426841632171	-0.123265764231294	0.35898235213825	-0.123265764231294	-0.0783672968589281	-0.0904569425773752	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0748721623327209	-0.0792999864885353	-0.123265764231294	-0.123265764231294	0.35898235213825	-0.0904569425773752	-0.123265764231294	-0.0624343594035027	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	0
geokpath_n	2.44287334678665	1.84740276762116	0.391970382716073	2.31574220473168	1.28700284833291	1.49012042012187	1.45797231523441	0.297717984296014	0.338633754152784	0.636734363109248	0.505219388569631	0.186660894684783	-0.754401812020917	0.275068183125302	1.0780401665644	-0.229072552609894	0.61554583943342	0.253149020702033	2.22587363879628	0.999861820588077	-0.0515273369814117	0.529330467235227	0.319637146719284	0.819394049969826	0.868346846048461	0.275068183125302	0.459919786228208	2.76070120192405	0.398546131443053	0.00692376281397338	1.16352490001516	-0.256836825012702	0.732448039024191	-1.02035431608992	-0.0486047819916424	-0.245146605053625	-0.273641516203875	-1.13287268319604	0.994747349355981	0.211502612097821	-0.200577641459644	-0.49940888916355	0.485492142388689	0.0580684751349353	-0.299944511111798	0.189583449674552	0.462842341217977	0.983787768144346	0.465034257460304	0.201273669633629	-0.796778859372571	-0.223958081377798	-0.60681278503757	-0.275833432446202	0.622852226907844	-0.912950420215899	-0.68279921477157	0
lincent_n	1.38144302704456	1.05782009627857	0.409377765288958	1.32096914349132	0.822865391833356	0.883131889692164	0.909010504284995	0.368723174994089	0.40056667136757	0.524433114856759	0.463369666278141	0.323825454107117	-0.281537897663649	0.338038962308969	0.701201920930544	0.127540090164554	0.528555138893561	0.36484797056947	1.27090827428311	0.682956332533985	0.211760189943784	0.473690459777379	0.407329634891116	0.619709893921432	0.6286054486373	0.392881725427383	0.475791888477123	1.5088795089121	0.440456510809374	0.219641433637781	0.748075155022664	0.0801392790258521	0.603704236947847	-0.53692028636703	0.191443813757311	0.0750367459184504	0.0681586163556732	-1.33798944141533	0.697332020870418	0.308630850974894	0.13035750207239	-0.0439930241747938	0.465623837958193	0.280610704534666	0.0476419467459	0.283008775211267	0.452128101856842	0.686630647878949	0.441733021960027	0.363144747282351	-0.3466827627214	0.0645897702695005	-0.164115650232403	0.136426025754067	0.539302748533175	-0.408943571803013	-0.202717136237788	0
semilocal_n	1.78135847095311	0.514605606599949	0.00461346957610507	1.6119906688459	0.377745810293325	0.391380448043891	0.22375501743317	-0.107878680561549	-0.106547508738228	-0.0269792103983272	0.0279380160091737	-0.233575683480634	-0.36302923934616	-0.153951629252846	0.0701010830623373	-0.235638651332483	0.0274245972082068	-0.035012704578163	1.08693282628237	0.265839096978493	-0.173319830807875	0.00691339995147738	-0.0687403704262995	0.209156267454544	0.0984181046233606	-0.0355145075691534	0.0122636420267121	1.646728910162	-0.244524745964603	-0.228752799178338	0.40236900428178	-0.257964238107562	-0.121357666458428	-0.42182382312386	-0.102746815713875	-0.22434343771121	-0.32306620670257	-0.429599446322214	0.030045123938934	-0.196202976461832	-0.325075741828527	-0.354865648094586	-0.0821124908713935	-0.0876485859062543	-0.340455074237582	-0.146001768904842	-0.178584115889283	0.157658735504162	-0.180226591419978	-0.116139844616927	-0.393901739102042	-0.315193010700412	-0.380634160946738	-0.349912666720552	-0.155889146356947	-0.404427986102862	-0.332226434450139	0
coreness_n	1.12476548169775	1.12476548169775	0.957207432629988	1.2923235307655	0.789649383562229	0.789649383562229	0.622091334494471	0.789649383562229	0.789649383562229	0.789649383562229	0.957207432629988	-0.215698910844319	-0.0481408617765611	0.286975236358955	0.454533285426713	0.286975236358955	0.957207432629988	0.789649383562229	1.12476548169775	0.789649383562229	-0.215698910844319	0.789649383562229	0.789649383562229	0.957207432629988	0.789649383562229	0.622091334494471	0.789649383562229	1.12476548169775	-0.0481408617765611	-0.0481408617765611	1.12476548169775	-0.215698910844319	-0.0481408617765611	-0.550815008979835	0.454533285426713	-0.0481408617765611	-0.215698910844319	-0.718373058047594	-0.215698910844319	-0.383256959912077	-0.718373058047594	-0.0481408617765611	0.119417187291197	0.454533285426713	-0.718373058047594	0.286975236358955	-0.0481408617765611	0.454533285426713	-0.0481408617765611	0.789649383562229	-0.383256959912077	-0.215698910844319	-0.383256959912077	-0.383256959912077	-0.383256959912077	-0.718373058047594	-0.550815008979835	0
hub_score_n	0.0566747236430493	-0.111589444910283	-0.143478841036611	0.500256266024415	-0.0898890023887169	-0.109937271358667	-0.106408447593398	-0.135348504638153	-0.122841609787557	-0.14554673211733	-0.127176074149728	-0.166392297528515	-0.170466440180505	-0.143793264990282	-0.14570380453826	-0.147839592923015	-0.145649647906153	-0.13500417987916	-0.00973093964924937	-0.0961082404460204	-0.151722173454673	-0.146052265677561	-0.135323171277662	-0.0546830778605483	-0.137836186681467	-0.0918801631136194	-0.134275267956756	0.121119429204969	-0.144605439699778	-0.145247669793352	-0.0931962088997846	-0.147412976074413	-0.0793790841849301	-0.176832616945327	-0.133593389700931	-0.143524319133979	-0.166209866037787	-0.177122556081861	-0.149670515856551	-0.150536030772459	-0.169431578497424	-0.154382911293536	-0.146404962441579	-0.151298128394664	-0.15771450353605	-0.157211914179657	-0.138743398334273	-0.102306477043867	-0.14770675977551	-0.14693186581475	-0.170283340108276	-0.166358021633235	-0.15972168376556	-0.171237925294466	-0.161112580081252	-0.175599213395159	-0.131052883501139	0
eccentricity_n	-0.576962892462901	-0.576962892462901	-0.576962892462901	-0.576962892462901	-0.576962892462901	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	0.950062541383136	0.186549824460118	0.186549824460118	0.186549824460118	1.71357525830616	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.950062541383136	0.186549824460118	0
subgraph_centrality_n	-0.0892229911508623	-0.0938354191780834	-0.0941241132407802	-0.0524918538244356	-0.0935336307517683	-0.0938143915315836	-0.0937725049509062	-0.0940686557571063	-0.0939596154990751	-0.094136269626605	-0.0939996555471051	-0.0942171093588107	-0.0942236573826858	-0.094126403029921	-0.0941373313195991	-0.0941497525894322	-0.0941368934718141	-0.0940654516929014	-0.0916653245122918	-0.09362668304397	-0.0941687033774699	-0.0941394644692246	-0.0940686876445204	-0.0928233484048652	-0.0940863417542522	-0.0935317877118071	-0.0940600045433251	-0.0860938056456653	-0.0941315901142111	-0.0941348678969093	-0.0935802043514557	-0.0941469414036177	-0.0933586022882669	-0.0942277719774431	-0.0940542101593083	-0.0941243087495449	-0.0942168970936528	-0.0942277797589775	-0.0941589210048226	-0.0941629395373288	-0.094222359105453	-0.0941807358899946	-0.0941413870901326	-0.0941664056807455	-0.0941935104998653	-0.0941912787986408	-0.0940937788312594	-0.0937151846222181	-0.0941490397866326	-0.0941446514844308	-0.09422352157129	-0.0942169130596026	-0.0942002267846934	-0.0942246255698475	-0.0942044070605206	-0.0942275652953685	-0.0940136545884607	0
pc_n	1.55655565798294	0.683457109859184	-1.09655939070115	1.45338488192694	0.923788119591681	0.756505701829826	1.32785762165025	0.225974093635934	-0.126471895679589	0.150695960040854	0.0493564627930674	0.859136999262311	-1.09655939070115	-0.33261548837167	1.1679886054898	0.649598100337655	0.597936636105738	-0.258403795002521	1.07722850630634	-0.406719394241372	0.649598100337655	-1.09655939070114	0.370212901771447	0.305200256084329	0.928983298903863	0.000200686314958949	-0.205662711599715	1.44691381422107	1.03763309834628	-1.09655939070115	0.743013933191584	-1.09655939070115	1.41790739639473	0.649598100337655	0.515278293334672	-1.09655939070115	-0.126471895679589	-1.09655939070115	0.649598100337655	-1.09655939070115	-1.09655939070115	0.859136999262311	0.47141876451737	0.310067477080111	-1.09655939070115	-0.406719394241372	-0.126471895679589	1.52267684585705	0.0209814035636869	-0.563011268439289	0.455580601333342	0.213058727577955	0.649598100337655	1.23165059735059	0.213058727577955	-1.09655939070115	0.649598100337655	0
gilschmidt_n	0.423091028066463	0.257418444734387	-0.0319506028717426	0.392971101979322	0.159059278904816	0.178780237332443	0.182596892280839	-0.0529870791250195	-0.041940980614108	0.0146475420117479	-0.00612913718440867	-0.0748572677525374	-0.342705671862417	-0.0626940418959852	0.100467957147625	-0.159984497104146	0.0196143893857914	-0.0546580465606527	0.357815836566724	0.0890085451367574	-0.124661544500137	-0.00505452208445497	-0.0395780082899429	0.0661227861949882	0.063977098682241	-0.040983274189871	-0.00564615083727797	0.463430425664555	-0.0350114845629996	-0.122613871331667	0.12378001944223	-0.184434942867254	0.0369664710106931	-0.462970846822778	-0.126763538871461	-0.183497311670153	-0.189111289895594	-0.800526737680079	0.0892541714453184	-0.0818942253136343	-0.167838634499492	-0.244017036128641	-0.0141840268511569	-0.0905383819417735	-0.200314447536485	-0.0869118512033883	-0.0234705907478459	0.0953546787050099	-0.0252714567120512	-0.0588100758918791	-0.370632674608211	-0.189432493529865	-0.293865006017655	-0.16706750959809	0.0122148968404488	-0.402699504096174	-0.307494904351269	0
