BRCA1	BRCA2	BRIP1	CCNA1	CCNA2	CCNE1	CDC25A	CDC6	CDC7	CHEK1	CLSPN	CUX1	DBF4	DCLRE1C	E2F1	FANCD2	HUS1	MCM10	MDM4	MSH2	MSH4	NBN	ORC1	ORC2	ORC3	ORC5	ORC6	PAK3	PIM1	RAD1	RAD51	RAD9B	SDC3	SEMA3A	TIMELESS	TIPIN	XRCC1	LMO4	NELFB	MSH3	BAP1	FANCE	DMC1	TOP3A	INCA1	MYBL2	CABLES1	CDC25C	CDKN3	MCM8	RMI1	MGA	DCLRE1B	RRAD	PLXNA4	RAD54L	OGG1	if_health
communitycent	2.15195188601532	1.91493162946097	1.69564566763693	-0.463477648784388	1.30767819671748	0.599215858516731	3.87053441029687	3.45212281261123	1.71388203010466	3.92352692445117	0.126907633049567	-0.463477648784388	1.80513246196646	0.126907633049567	1.89144851741043	1.20928064974515	-0.463477648784388	5.0661943373124	0.126907633049567	1.55942257014018	-0.463477648784388	0.126907633049567	2.82335822935301	0.126907633049567	-0.463477648784388	0.126907633049567	3.93205156293621	-0.463477648784388	-0.463477648784388	0.126907633049567	3.09756565845206	0.599215858516731	0.126907633049567	-0.463477648784388	1.14666402894458	1.15024212156175	0.126907633049567	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	0.126907633049567	-0.463477648784388	2.02169116577307	-0.463477648784388	4.01349603838137	3.99625415916244	2.74949949336378	0.126907633049567	0.126907633049567	0.126907633049567	-0.463477648784388	-0.463477648784388	1.4734312073911	-0.463477648784388	1
diffusion_degree	5.2894712253283	2.10043224402309	0.94815381848939	0.125906038566816	2.20792794002214	1.36870715546814	0.818027449648432	1.43659917399385	0.89534891519161	1.41774027995893	1.38190838129258	0.125906038566816	0.638867956316679	0.0410410154096701	1.24801023364464	0.271119522635711	-0.226755279886214	1.19143355153988	0.237173513372853	1.02547528403257	-0.487008017568129	0.235287623969361	2.49269723994945	-0.00799210908112557	1.31024458395988	-0.31162030304336	1.08393785554082	0.193798057092533	-0.434203114270349	0.682243412596998	1.55729609581735	0.372957550424287	0.0580140200410994	-0.415344220235428	0.570975937790962	0.678471633790014	0.101389476321419	-0.377626432165585	0.731276537087794	0.105161255128403	-0.307848524236376	-0.230527058693198	-0.36442520634114	0.342783319968413	-0.330479197078282	0.484225025230323	-0.39082765799003	0.661498629158584	0.105161255128403	1.03867650985701	-0.209782275254785	-0.362539316937648	-0.334250975885266	-0.245614173921135	-0.481350349357653	-0.421001888445904	-0.281446072587486	1
dmnc	-0.0773973622620643	-0.0784203881593561	-0.102235384318828	-0.214905655225139	-0.118812234735751	-0.128248879767677	-0.147062656942307	-0.102235384318828	-0.0973892042627709	-0.110902328234698	-0.101172625481515	5.03244412563421	-0.0607465924951227	-0.147062656942307	-0.0935684404029575	-0.0453306862221211	-0.214905655225139	-0.0849014964870874	0.0643656176745642	-0.0957525889711294	-0.214905655225139	-0.104587733821421	-0.119374232161683	-0.0811367958737757	-0.0915784050411259	-0.214905655225139	-0.103241310994982	-0.214905655225139	-0.214905655225139	-0.0740763841317407	-0.0962020181500126	-0.142519648927896	3.28332753201443	-0.214905655225139	-0.0868790451402315	-0.0740763841317407	-0.0421713591969668	-0.214905655225139	-0.0792196586594759	-0.214905655225139	-0.214905655225139	-0.0792196586594759	-0.214905655225139	-0.0439085073431279	-0.214905655225139	-0.142519648927896	-0.214905655225139	-0.106340995052126	-0.214905655225139	-0.103241310994982	-0.0421713591969668	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	1
geokpath	3.69961901503709	2.83648914114224	1.25252412310529	1.05593272015744	2.24109803507161	2.36373362452956	2.12407934284075	1.96399777186893	1.26094946894591	1.78987395782941	1.47345541403715	1.39294655378232	0.952020121456431	0.924871784858871	2.05854887519147	1.23099268373481	0.224631930549388	1.57830416227601	1.48375305895347	1.92374334174151	-1.03823379600608	1.09057025305777	2.76440562672803	0.200292042565369	2.140930034522	0.0383381725178545	1.41822259130419	1.68970595727979	-0.678752373472872	0.753556419432888	2.18960981049004	0.448371670094798	1.45005167559098	-0.716198354986748	0.41747873534585	0.623431633672168	1.12988853364734	-0.38948216627818	2.14280233359769	1.24129032865112	0.290162398198671	0.387521950134749	-0.142338688286598	0.740450325903031	-0.159189379967842	1.45566857281806	-0.238762090684829	1.50809294693749	1.05967731830882	1.34707522642782	0.004636789155366	-0.154508632278607	0.052380415585558	0.111357836469913	-1.01014930987068	-0.583265120612488	-0.102084258159181	1
lincent	1.82788232553351	1.41828398311292	0.7719539696011	0.695932764438099	1.1661223308945	1.18845357871523	1.10976841759843	1.02929934262241	0.784521373575318	0.974895717017261	0.848681271973687	0.838701812636224	0.665347834565797	0.644009242671037	1.09852702554666	0.761613291027758	0.387465890846392	0.911883276807407	0.879210396879286	1.01563616180476	-4.13266281217124	0.718719583340538	1.36317939922886	0.383210734107024	1.1059523698801	0.327922124842327	0.827736273138615	0.93087261314436	-0.0501947493303548	0.587764839047333	1.1149289052901	0.475612033969369	0.885676092099081	-0.127019410529557	0.464718385305238	0.539189816761042	0.734963300247836	0.10901280939951	1.12278464844692	0.755296969131098	0.410009299043561	0.45416845359114	0.216832824530752	0.591173466497844	0.197463125056347	0.840591396542184	0.210662896137607	0.908173096719926	0.690592709928008	0.805102445775637	0.309609203707535	0.160132638748355	0.337898984587943	0.366410525287984	-0.821781491596903	-0.0163272559867749	0.274914969693459	1
semilocal	5.31798885536335	2.00772171820175	0.848266882166866	0.0823259181726096	2.31527063872198	1.48789528469773	0.918065302287231	1.42479594219905	0.889867133236073	1.35023827115402	1.32296682092977	0.158752733970228	0.662208443790319	0.147895201951504	1.23072688345425	0.286773442423906	-0.182609643408313	1.11805201049033	0.136228754346576	1.12713071357434	-0.406965915339512	0.302295982774725	2.54515580941714	0.0301351557636211	1.39191705771703	-0.237937898794864	1.08223982531465	0.259309580239837	-0.367160200303779	0.613987650593239	1.41488476288069	0.31665619781721	0.106149660218756	-0.371259753080469	0.477194527481395	0.588530370275921	0.193021696692615	-0.348162464352031	0.756187942453649	0.196783546845937	-0.197833748882668	-0.175078089552287	-0.287968935124179	0.27425881148587	-0.256645053419529	0.552871329313163	-0.298767565522548	0.659534310226213	0.187025511740502	1.03395227694783	-0.175525741866983	-0.290556679645097	-0.273989617226654	-0.239233734442668	-0.404982894120902	-0.350447847221795	-0.228741392470144	1
coreness	1.51614700256811	1.33445325892742	1.51614700256811	0.789372028005366	1.51614700256811	1.15275951528674	0.789372028005366	1.87953448984948	1.87953448984948	1.51614700256811	1.87953448984948	0.24429079708331	1.87953448984948	0.425984540723995	1.15275951528674	0.60767828436468	0.0625970534426247	1.87953448984948	0.24429079708331	1.33445325892742	-0.664177921120116	0.971065771646051	1.87953448984948	0.24429079708331	1.51614700256811	-0.119096690198061	1.87953448984948	0.789372028005366	-0.482484177479431	1.51614700256811	1.51614700256811	1.51614700256811	0.425984540723995	-0.300790433838746	1.51614700256811	1.51614700256811	0.24429079708331	-0.300790433838746	0.425984540723995	-0.119096690198061	-0.664177921120116	0.24429079708331	-0.482484177479431	0.971065771646051	-0.664177921120116	0.971065771646051	-0.482484177479431	0.789372028005366	0.24429079708331	1.87953448984948	0.24429079708331	-0.119096690198061	-0.119096690198061	-0.119096690198061	-0.664177921120116	-0.664177921120116	-0.482484177479431	1
hub_score	0.184450219038288	0.0323718680729929	-0.0747299979942433	-0.112288315998172	0.502828678102434	-0.0125697940929595	0.193783929223529	-0.00342958587917249	-0.0406505366851933	-0.038515591711502	-0.0185024390375357	-0.117818607660484	-0.0586279091042047	-0.11229690142099	-0.0458815000843011	-0.111795921729228	-0.127362715667396	-0.0122507434678825	-0.09537826324643	-0.0257302900162447	-0.141895056461185	-0.113357970273177	0.486725438813686	-0.102494018783575	-0.0330240631472467	-0.120678064927577	-0.0319467078922154	-0.0848224968749271	-0.140542288002356	-0.0774445782946119	-0.0493041332896726	-0.0914024442590428	-0.0413901227038094	-0.140843374276313	-0.0879189040895618	-0.0780634573876693	-0.111836834943277	-0.139590595673862	-0.0968890604074991	-0.112247896541137	-0.135589370325018	-0.127357416664126	-0.136738794192548	-0.105408782406918	-0.126788694719688	-0.0661217243816746	-0.137959592021145	-0.0655221558311476	-0.0953933747548049	-0.0337286177716447	-0.131666641425334	-0.137208426176083	-0.13703105365033	-0.131758548159862	-0.14187473572033	-0.140106002522274	-0.121366519352237	1
eccentricity	-0.624173220984621	-0.624173220984621	-0.104393651028562	-0.624173220984621	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-4.78240978063309	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.624173220984621	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.624173220984621	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	0.415385918927497	-0.624173220984621	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	0.935165488883556	0.415385918927497	0.415385918927497	1
subgraph_centrality	-0.0800045968348041	-0.08667041851444	-0.0889326360976483	-0.0892507160747227	-0.0529632259965023	-0.0878640196087107	-0.0794697370825976	-0.0876498375450714	-0.088430564932729	-0.0883921719934895	-0.0879951725001205	-0.0892766693600695	-0.0887207851906018	-0.0892507396527846	-0.0885208768059717	-0.0892481372537574	-0.0893089409979905	-0.0878559265157881	-0.08913809075951	-0.088146652896948	-0.0893274202022177	-0.0892561289832799	-0.054756984878604	-0.0891909682290979	-0.0882903829784106	-0.0892880368213556	-0.0882696986295524	-0.0890418203149616	-0.0893272596394771	-0.0889639238472599	-0.0885771352186587	-0.089104325992023	-0.0884437180503181	-0.089327323438248	-0.0890724708690489	-0.088970873309183	-0.0892483347779591	-0.0893269549980308	-0.0891501850820742	-0.089250472707708	-0.0893239384623087	-0.089308929909277	-0.0893250937055422	-0.0892109177461809	-0.0893074559113857	-0.088825083435718	-0.0893260649863313	-0.0888171058318161	-0.0891382368408935	-0.0883037264159124	-0.0893182650588462	-0.0893254955621069	-0.0893253500081609	-0.0893184291026764	-0.0893274201660906	-0.0893271400321792	-0.089290097777292	1
pc	1.6013472424852	1.24606340541344	-0.713898937523176	0.935037341163774	1.09419065344803	0.769532473727844	-0.401560570232779	0.250919210143098	0.121637723653981	0.68651556135098	-0.536365514988863	1.18780841142956	-0.60104982892025	0.93644789401124	0.41595389329654	1.22224309324159	0.82219311336655	0.999404609876681	-0.11049897352888	0.635654695987465	-1.0058833769485	0.378695266603728	1.10783006497828	-0.34777584043508	1.1034356503381	-1.0058833769485	-0.148864530827264	1.1412203125074	0.82219311336655	-1.0058833769485	0.69242225139974	-1.0058833769485	0.479428771432479	1.27921223594531	-0.375798056023584	-1.0058833769485	0.784885429890733	0.619073503331543	1.11468535181696	0.82219311336655	-1.0058833769485	0.635654695987465	-1.0058833769485	0.193791819820753	-1.0058833769485	0.309825654143303	-1.0058833769485	1.83779116354158	0.635654695987465	-0.425322223124437	0.82219311336655	0.365173990787788	0.164085576853133	1.27921223594531	-1.0058833769485	-1.0058833769485	0.82219311336655	1
gilschmidt	0.563257205405345	0.358072166654003	0.0768341511577382	0.0443069699726732	0.261678732179856	0.256802605416232	0.219812355447978	0.188716125123707	0.0793794507460079	0.169495311737135	0.113667802221302	0.0967184294689368	0.0263786649369822	0.0158229909423026	0.222988211495398	0.0663250029245869	-0.0957726415482068	0.139009590186174	0.114650517086864	0.184186104634909	5.30506371721646	0.0494077821212532	0.334849003000891	-0.0913356381953608	0.215907595803197	-0.12801348125782	0.102307572984502	0.136019458926647	-0.287963719406663	-0.00172402980373685	0.228669271759363	-0.05328664345858	0.106339805650711	-0.317390283543731	-0.0537421007472	-0.0219604665213402	0.0539412069340621	-0.217956822111725	0.22072811860791	0.0637921858577054	-0.0910637049195379	-0.073032135388743	-0.174196919098421	-0.00452465369310415	-0.175950868095291	0.10956483526724	-0.179621107641281	0.1354123544774	0.0378262718234945	0.0919493497826736	-0.132739061248333	-0.18988703583649	-0.126064316630335	-0.106950550321111	-0.603974566388704	-0.271564712369999	-0.146998605383804	1
spl_n	-0.904036335314129	-0.697027309596933	-0.203743571211492	-0.86703667905417	-0.531609138361739	-0.575360556712932	-0.593860384842899	-0.168634408337079	-0.196181597669308	-0.300158733874292	-0.249520518190042	-0.129204117724282	0.480209928630369	-0.141762395213977	-0.440325314888273	0.0517431063207501	-0.303534614919903	-0.165258527291456	-0.835843538192684	-0.426281649738513	-0.0276576158721474	-0.258162773666822	-0.201988113067768	-0.376858751230693	-0.383880583805573	-0.189564870819897	-0.259918231810545	-0.979656070735934	-0.230210478609124	-0.0349495189306741	-0.475974618729989	0.0976550885411347	-0.364165438499175	0.790115808617942	-0.008752682016688	0.102651392488646	0.10940315457988	2.06525359716812	-0.437354539568131	-0.115700593541814	0.0490424014842648	0.22229261674529	-0.251411011575588	-0.0905840385624351	0.129658440853571	-0.0927446024316275	-0.240068051262323	-0.429117389816831	-0.23129076054372	-0.163773139631391	0.555829664052175	0.112914070867315	0.349360779302284	0.0432358860858046	-0.312311905638506	0.630234082297562	0.3916268099934	0
degree_centrality_n	2.76084544268799	0.602358041254639	0.221668660570829	2.06255846070336	0.792702731596544	0.28476043995382	0.0944157496119145	0.221668660570829	0.158042205091372	0.28476043995382	0.412013350912734	-0.286273631071896	-0.286273631071896	-0.0959289407299908	0.412013350912734	0.158042205091372	0.221668660570829	0.348386895433277	0.28476043995382	0.538731585775182	-0.223181851688905	0.28476043995382	0.0307892941324573	0.475639806392191	0.665984496734096	0.0944157496119145	0.28476043995382	2.1892766955658	-0.223181851688905	-0.286273631071896	1.11030033289736	-0.349900086551353	-0.286273631071896	-0.477152997510267	0.221668660570829	-0.286273631071896	-0.223181851688905	-0.540244776893258	-0.349900086551353	-0.41352654203081	-0.540244776893258	-0.286273631071896	-0.159555396209448	0.158042205091372	-0.540244776893258	-0.0323024852505337	-0.223181851688905	-0.0959289407299908	-0.286273631071896	0.158042205091372	-0.41352654203081	-0.349900086551353	-0.349900086551353	-0.41352654203081	-0.349900086551353	-0.540244776893258	-0.477152997510267	0
average_neighbor_degree_n	-0.0963848551914248	0.23711655381228	-0.177102928943221	0.154470562779906	-0.0913279531692672	0.331256380824826	0.448010700468717	-0.328290821564564	-0.345556107171197	-0.378486808045488	-0.248497197415544	0.0390397867934553	-0.667063693415985	-0.171153388371984	-0.296268373589507	-0.600335713432335	-0.107108528818956	-0.266695740719911	1.839135703985	-0.165592714274075	0.091208932133612	-0.295293441227605	0.00628240884559469	-0.0440312130192486	-0.425023067467904	-0.0648573348000734	-0.0847103076762404	-0.0135705640305723	-0.424416437225396	-0.113827976963228	-0.265347701823183	0.0426794954543287	0.2792605584111	-1.06743164611206	-0.401084994782032	0.0390397867934553	-0.636732800041069	-1.10382873272079	2.00812217232597	0.788819770933377	1.58955567632553	-0.718019614668213	0.258462207607358	-0.227265575692811	1.26198189684692	-0.347578147317745	-0.0847103076762404	0.970805203977047	0.221025219837125	-0.263662662301545	-0.679196043486534	-0.42138335880703	-0.785354224894371	-0.157504480893708	0.670529239454991	-0.193901567502443	0.115473668671797	0
betweenness_n	1.52709962677048	0.5166507720759	-0.211211865606315	1.54956725604511	-0.0235496229383151	-0.118093878696708	-0.138490623505523	-0.213488106426697	-0.0554406752504902	-0.0757568245899406	-0.147565078279906	-0.0338194339987966	-0.25787866916257	-0.244612732550469	-0.00497939250673687	-0.212746660665533	-0.196736822359814	-0.221665441645403	0.296160430646277	-0.190612994500007	-0.0884034003968207	-0.215799890596864	-0.241027962141457	-0.137595071702868	-0.0714363882586723	-0.215910445347764	-0.230990326546997	2.03011718010688	-0.20654924403648	-0.254373903338493	0.510481430892282	-0.25915029350132	-0.225448297208101	-0.225973991260241	-0.193571243093373	-0.258804943105315	-0.236006079860619	-0.259264592921767	-0.245251257921745	-0.259035305350807	-0.259264592921767	-0.257260459740477	-0.22853213277772	-0.220035266681071	-0.259264592921767	-0.223360006837404	-0.19341610133698	-0.199988395157928	-0.250450934354747	-0.230986845961429	-0.258856673457416	-0.256921221144047	-0.249804534851036	-0.24417783236067	-0.0596128163801647	-0.259264592921767	-0.25466266980227	0
