ACAN	ACKR2	AES	APBB1	CCL7	CLU	CTGF	DPP4	EDA	ELN	F12	FBLN1	FBN2	FURIN	GPC3	HACD3	IGHG1	LDLR	LRP1	LRP2	LRP8	MAGT1	MAP2K7	MAPK8IP2	MAPK8IP3	MMP1	MMP3	PF4	SDC4	SELPLG	SERINC3	SPP1	SRPRB	STYXL1	TFAP2A	TMBIM4	VCAN	ZNF8	TNFAIP6	CCL5	CCL13	CCL2	KRT1	PON1	VLDLR	C8B	CXCL9	ECM1	MFAP5	LTBP1	MATN2	SERPINB8	NAGPA	SORL1	RIC8B	FGF13	SCAF1	LDLRAP1	TG	DDOST	MAP3K2	SELP	SELENOP	CDK5RAP3	if_health
communitycent	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	1.63709607136396	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	1.15366464493471	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	0.126907633049567	3.3095646577918	-0.463477648784388	-0.463477648784388	0.126907633049567	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	1.85298982437329	-0.463477648784388	1.79496968501906	3.67221065773512	0.126907633049567	1.77623794420474	-0.463477648784388	0.126907633049567	-0.463477648784388	2.20999472564117	1.68620317011692	0.126907633049567	1.13899668762206	1.39951590722498	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	1.67079037518561	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	1
diffusion_degree	-0.243728284517643	-0.375740542762093	-0.0419381183439841	-0.44363256128781	-0.2060104964478	-0.0664546805893819	-0.353109869920187	-0.473806791743684	-0.460605565919239	-0.272016625570025	-0.336136865288758	0.00143733793633513	-0.415344220235428	-0.238070616307167	-0.487008017568129	-0.209782275254785	-0.164520929570973	-0.409686552024952	-0.0475957865544605	0.0561281306376072	-0.234298837500182	-0.383284100376062	-0.428545446059873	-0.41723010963892	-0.132460809711607	-0.288989630201455	-0.464377344726224	-0.39082765799003	-0.168292708377958	-0.238070616307167	-0.377626432165585	-0.200352828237324	-0.17017859778145	-0.466263234129716	-0.487008017568129	-0.315392081850345	-0.136232588518591	-0.447404340094794	-0.41723010963892	-0.226755279886214	-0.334250975885266	-0.296533187815423	-0.330479197078282	-0.313506192446852	-0.309734413639868	-0.434203114270349	-0.449290229498287	-0.381398210972569	-0.396485326200507	-0.226755279886214	-0.39082765799003	-0.283331961990978	-0.366311095744632	-0.471920902340192	-0.326707418271297	-0.387055879183046	-0.354995759323679	-0.487008017568129	-0.44363256128781	-0.319163860657329	-0.400257105007491	-0.445518450691302	-0.419115999042412	-0.3021908560259	1
dmnc	-0.0421713591969668	3.28332753201443	-0.0421713591969668	-0.214905655225139	-0.214905655225139	-0.0421713591969668	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.095907877060657	-0.214905655225139	-0.214905655225139	-0.095907877060657	3.28332753201443	-0.214905655225139	5.03244412563421	17.2762602809727	-0.214905655225139	-0.095907877060657	5.03244412563421	5.03244412563421	-0.095907877060657	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	0.334760082719393	1.53421093839464	0.0643656176745642	1.53421093839464	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.127143723936473	-0.214905655225139	-0.214905655225139	-0.214905655225139	1.53421093839464	3.28332753201443	-0.214905655225139	-0.214905655225139	0.334760082719393	-0.214905655225139	-0.214905655225139	-0.214905655225139	0.0643656176745642	-0.214905655225139	-0.214905655225139	1.53421093839464	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.106340995052126	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	1
geokpath	-0.589818167377417	-0.704028410994739	1.17575986100184	-0.851940037974549	-0.0253199960557349	0.534497427576712	-0.552372185863541	-1.02325540340053	-0.833217047217611	-0.550499886787847	-0.311781754636887	0.447435520556951	-0.872535327807181	0.672111409640207	-1.03823379600608	0.322927632023313	0.734833428675949	-0.308037156485499	0.555092717409344	1.04282662662758	-0.0552767812668357	-0.589818167377417	-0.748027439273543	-0.521479251114593	0.688025951783604	-0.266846576820236	-0.895002916715507	-0.731176747592299	0.472711558078817	0.186249799497665	-0.513053905273971	-0.0674467252588454	0.531688978963172	-0.998915515416513	-1.03823379600608	-0.335185493083059	-0.043106837274826	-0.858493084739477	-0.779856523560338	-0.176976221186933	-0.421311250564974	-0.348291586612916	-0.253740483290379	-0.551436036325694	0.186249799497665	-0.833217047217611	-0.804196411544357	-0.543946840022918	-0.804196411544357	-0.00191625760956232	-0.781728822636032	0.199355893027522	-0.129232594756741	-0.911853608396751	-0.356716932453538	-0.356716932453538	-0.440970390859759	-1.03823379600608	-0.785473420787419	-0.41663050287574	-0.409141306572965	-0.855684636125937	-0.714326055911055	0.237738024079245	1
lincent	-0.119422449547125	-0.195952110392628	0.763444746206387	-0.200685488386326	0.295666210338043	0.551658906911374	0.0127256438420723	-0.996536567732788	-0.193257613786382	-0.0484566471492299	0.139740586015043	0.526786897034748	-0.441940418150582	0.599405399040538	-4.13266281217124	0.455777115723789	0.62584695869737	0.16179804192468	0.605013273477743	0.740072091928354	0.354206861639997	-0.0411404376505484	-0.132809484864435	0.0413436260725937	0.60594921101407	0.134040160704048	-0.525678322331867	-0.206050538130621	0.517302443527726	0.391444607676609	-0.0131454775464092	0.285876648238418	0.501729720265247	-0.702822129261172	-4.13266281217124	0.099531883835213	0.291309946772401	-0.336680278291327	-0.371313300225867	0.174136499599281	0.0467990378102053	0.087987697597469	0.211449572285256	0.00628698980371875	0.405425414852814	-0.316342041636	-0.527486019863638	0.0120092493666388	-0.362343924751331	0.345132279434482	-0.27531537424011	0.425692848247471	0.249281018151632	-0.319174195712615	0.110513679740152	0.140882498299296	0.122684796231392	-4.13266281217124	-0.214604250617252	0.0483776999359491	0.121301059679293	-0.335878924299476	-0.264322692955038	0.385904736459183	1
semilocal	-0.348531581172921	-0.367603925843785	0.0111609804600147	-0.388274467813608	-0.281112786514887	-0.204411096488947	-0.348013246913799	-0.405516935478785	-0.391894954078079	-0.344585172609153	-0.346238344753776	-0.198375643789932	-0.391702542118254	-0.228859195710854	-0.406965915339512	-0.237906484597342	-0.202432002045028	-0.351405980246232	-0.175671032530525	-0.0401187702208205	-0.286358957501149	-0.361772665428666	-0.382038749605386	-0.35983283873165	-0.15633559395541	-0.324295527784291	-0.399779917656234	-0.382364671904683	-0.182358329828133	-0.202856093711582	-0.357280435182945	-0.292979499629022	-0.149444104373905	-0.402155616343875	-0.406965915339512	-0.325508901163599	-0.262209293155707	-0.395955239107866	-0.387261359943507	-0.294055435894169	-0.331834935189698	-0.321711710038063	-0.31321416960822	-0.353608900847499	-0.276467412056244	-0.391203841732584	-0.392307265420562	-0.365762268514027	-0.383515216888945	-0.292154876944056	-0.371962645750036	-0.252973519084084	-0.297982210584484	-0.397510241885231	-0.335388666284434	-0.344137520294457	-0.354555253547865	-0.406965915339512	-0.39165934759666	-0.339087688042711	-0.348064294984773	-0.393233984247477	-0.385407922289677	-0.230963946944863	1
coreness	0.0625970534426247	0.0625970534426247	0.0625970534426247	-0.482484177479431	0.0625970534426247	0.0625970534426247	0.0625970534426247	-0.482484177479431	-0.482484177479431	0.0625970534426247	-0.119096690198061	0.24429079708331	-0.119096690198061	-0.119096690198061	-0.664177921120116	0.24429079708331	0.0625970534426247	-0.300790433838746	0.0625970534426247	0.0625970534426247	-0.119096690198061	0.0625970534426247	-0.119096690198061	-0.482484177479431	0.24429079708331	0.0625970534426247	-0.482484177479431	-0.119096690198061	0.0625970534426247	-0.119096690198061	-0.119096690198061	0.24429079708331	-0.119096690198061	-0.664177921120116	-0.664177921120116	0.0625970534426247	0.0625970534426247	-0.664177921120116	-0.482484177479431	0.0625970534426247	0.0625970534426247	0.0625970534426247	-0.300790433838746	-0.300790433838746	-0.119096690198061	-0.482484177479431	-0.482484177479431	-0.482484177479431	-0.119096690198061	0.0625970534426247	-0.119096690198061	-0.300790433838746	-0.482484177479431	-0.664177921120116	-0.119096690198061	-0.300790433838746	-0.482484177479431	-0.664177921120116	-0.482484177479431	0.0625970534426247	-0.300790433838746	-0.482484177479431	-0.300790433838746	-0.482484177479431	1
hub_score	-0.141541972217642	-0.140868201352186	-0.104585305847423	-0.1413246492375	-0.137270639723025	-0.132501156399972	-0.140714769616241	-0.141890965781338	-0.141370544853127	-0.140735422592644	-0.139429029572772	-0.135979520423465	-0.141796520509627	-0.127735722176751	-0.141895056461185	-0.129239452920375	-0.120336635100588	-0.139089804133147	-0.135810987233285	-0.12893212600688	-0.139306102019673	-0.137922185190831	-0.141189270437531	-0.140627565522397	-0.133137839810545	-0.140531703738816	-0.141854432273674	-0.141716826266854	-0.107796405121871	-0.134291062916327	-0.136353668538889	-0.139875999684711	-0.0834160704412748	-0.141792587300599	-0.141895056461185	-0.137303132417727	-0.13880792361965	-0.141777455373328	-0.141758026852709	-0.138478659042275	-0.139445485963551	-0.139312234507297	-0.135346251426937	-0.141250153681986	-0.133143150190594	-0.141642176258776	-0.141774598659233	-0.141192413885529	-0.141732986036953	-0.138721155582335	-0.141486436351379	-0.131167023922108	-0.134223166461359	-0.141685986046198	-0.141025444291236	-0.140406708945463	-0.140502967016784	-0.141895056461185	-0.140402696703745	-0.136591854601865	-0.140010523432447	-0.141691976707612	-0.141654882183081	-0.112283117258489	1
eccentricity	0.415385918927497	0.415385918927497	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	0.935165488883556	0.415385918927497	0.415385918927497	0.415385918927497	0.415385918927497	0.935165488883556	-0.104393651028562	-4.78240978063309	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	0.415385918927497	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	-4.78240978063309	-0.104393651028562	0.415385918927497	0.415385918927497	0.935165488883556	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	0.415385918927497	-0.104393651028562	0.415385918927497	0.935165488883556	0.415385918927497	0.415385918927497	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	0.415385918927497	0.415385918927497	-4.78240978063309	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	-0.104393651028562	1
subgraph_centrality	-0.0893274092944541	-0.0893273275395533	-0.0892056238808068	-0.0893273917359749	-0.0893255492571833	-0.0893196995321289	-0.0893272983218945	-0.0893274202007534	-0.0893273961336338	-0.089327302556902	-0.0893268881728365	-0.0893243586785688	-0.0893274193527203	-0.0893098803946753	-0.0893274202022177	-0.08931340501071	-0.0892867608135618	-0.0893267317226366	-0.0893241816542776	-0.0893127184615543	-0.0893268337461574	-0.0893260392145406	-0.0893273766139307	-0.0893272796262232	-0.0893207100377737	-0.0893272575844183	-0.0893274200577665	-0.0893274174226971	-0.0892257014541746	-0.0893223616074008	-0.0893247338366827	-0.0893270634429404	-0.08902823261318	-0.0893274192831442	-0.0893274202022177	-0.0893255752202616	-0.0893265864223942	-0.0893274189921693	-0.0893274185594114	-0.0893263990676638	-0.0893268952400803	-0.0893268365720503	-0.0893236672958477	-0.0893273838098767	-0.0893207190728113	-0.0893274146072308	-0.0893274189321183	-0.0893273769944355	-0.0893274179039846	-0.0893265388302749	-0.0893274055926656	-0.0893172453578774	-0.0893222706835996	-0.0893274163774602	-0.0893273539030666	-0.0893272263981898	-0.0893272505425434	-0.0893274202022177	-0.0893272253623556	-0.0893249589035118	-0.0893271094663346	-0.0893274165941578	-0.0893274151554476	-0.0892507013800183	1
pc	1.71757751678617	0.479428771432479	-0.283680319046255	-1.0058833769485	1.34127656123378	2.09065435154434	1.04156229220436	1.43155194347157	0.619073503331543	1.83779116354158	1.04156229220436	2.16526971849597	0.164085576853133	1.97320423689825	-1.0058833769485	1.11468535181696	1.76479505368525	1.73623135852407	2.01044283207133	2.14247057859408	1.48030064987997	0.164085576853133	-1.0058833769485	0.82219311336655	0.811376092713797	0.889899650044887	-1.0058833769485	1.63467155350657	1.43155194347157	1.62654676910517	1.22843233343656	1.70237809018491	-1.0058833769485	-1.0058833769485	-1.0058833769485	1.82950056721362	2.16468678594166	0.82219311336655	0.82219311336655	1.71356925327223	1.43155194347157	1.82950056721362	1.62654676910517	1.43155194347157	1.82950056721362	1.27921223594531	0.82219311336655	-1.0058833769485	0.164085576853133	1.22843233343656	-1.0058833769485	0.82219311336655	-1.0058833769485	-1.0058833769485	1.27921223594531	0.619073503331543	0.82219311336655	-1.0058833769485	0.82219311336655	1.27921223594531	1.27921223594531	0.82219311336655	1.27921223594531	0.82219311336655	1
gilschmidt	-0.299876962166717	-0.341009139686073	0.0597334751158302	-0.354064722282158	-0.13628296254755	-0.0238404098938466	-0.258950935379364	-0.670870324179732	-0.350641107098121	-0.274618391011109	-0.202773915264722	-0.0315182609343834	-0.445781372076573	-0.0148828768949318	5.30506371721646	-0.0691856275104341	0.00178620651356664	-0.199657445758451	-0.00490934230673807	0.0556887599282398	-0.116691077843388	-0.282149546635022	-0.322210049831992	-0.249486192489384	-0.00696404097868926	-0.199655176209103	-0.480499803152381	-0.347405486251333	-0.0429821329245282	-0.0969770157329314	-0.264679656179535	-0.137351163771687	-0.0454158807238801	-0.553867112120944	5.30506371721646	-0.215577234012605	-0.13060565047871	-0.407267119724469	-0.413435376580742	-0.18140765561961	-0.241441396584601	-0.221635039467519	-0.176273556747335	-0.259116990739629	-0.0962624859480882	-0.394378727263334	-0.473516812469051	-0.259900741779443	-0.409405035205654	-0.118466587559024	-0.376064220581105	-0.087031472253314	-0.161957205104072	-0.404064785601384	-0.215008299256826	-0.207139393426144	-0.216063639701364	5.30506371721646	-0.355673454508182	-0.238297314227981	-0.215233019028914	-0.404478978356497	-0.368497921329493	-0.0997035010104274	1
spl_n	1.61275050181372	1.34983688598113	-0.671640684133908	-0.31987387918069	0.27171551525311	-0.14270764190675	0.267934528482017	0.190829405400147	1.5704844711226	0.35125127268783	0.129928511337228	0.0759144146073672	2.17409200207879	-0.117185981201891	0.499384932969475	-0.127853765306029	0.24254790301898	0.0899580797571273	-0.655301419873122	-0.11056925435248	0.048772331000608	0.357057788086291	-0.106788267581388	0.749335165586902	-0.563477455432363	0.195555638864011	0.506541800786179	0.553128959215679	-0.184028425905093	-0.0892336861441814	0.248354418417442	-0.429927601267781	-0.364300473740998	0.217701418523248	-0.765220106718389	-0.16579866825876	0.000294679185561019	-0.251546046817411	0.871677094680031	0.172869718237459	0.244168325920881	0.213920431752156	0.0628159961503792	0.213380290784864	-0.0814016421183512	0.918399288351366	2.46806372353106	1.18212311563491	1.06788330105125	0.023520740779394	-0.15715641278198	1.35240255557579	0.157340665427634	-0.0164496908006944	0.450502175428949	-0.333242368121324	0.382444413549327	-0.00497169524559572	-0.0113183516113605	-0.348231279963869	-0.46530683462584	0.09333396080275	0.996584693367833	-0.295972641377719	0
