ADGRB2	ARHGAP1	BAG1	CDK19	DDX3X	EPB41L1	FXR2	HBEGF	MED1	MED12	MED24	MED29	NLGN4X	NONO	NR1I2	NR4A1	NRXN3	PCBD1	RPS6KA2	RPS6KA3	SHANK1	SHANK2	SLC9A3	SORBS2	VDR	KIF1B	TAX1BP1	RB1CC1	MED18	GKAP1	FMR1	LTBP3	ESRRG	TMLHE	DIMT1	ZNRD1	DLGAP2	PSPC1	POU1F1	HR	if_health
dmnc	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.102719306206787	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.0996817061487222	-0.214905655225139	-0.095907877060657	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	1.53421093839464	-0.214905655225139	-0.214905655225139	1.53421093839464	-0.214905655225139	-0.214905655225139	0.0643656176745642	-0.0421713591969668	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.106340995052126	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	1
geokpath	-0.768622729106175	1.20758894528864	1.06342191646021	0.0991878924779031	-0.0449791363505198	0.23305727639001	-0.612285756285742	-0.334249343545212	1.90127575283319	-0.248123586063298	1.23754573049974	0.924871784858871	-0.997043216340819	0.941722476540115	0.0916986961751279	0.133825425378238	-0.420375101027127	-0.382929119513251	-0.688113868851341	0.803172344938773	-0.426928147792056	0.490498399297908	-0.373567624134782	1.29745930092194	0.844362924604037	0.533561278038866	-0.27152732450947	-0.382929119513251	-0.158253230429995	-0.144210987362291	0.294843145887906	-0.0543406317289888	-0.801387962930816	-0.330504745393825	0.356629015385801	-0.517734652963205	0.170335257354268	-0.727432149440911	-0.662837831329475	-0.45594878346531	1
lincent	-0.170586573120139	0.795802817299862	0.725269637928231	0.327369159627059	0.286283682918533	0.416758683277621	-0.0678393079037902	0.114145169178556	1.0176625988519	0.151442293359535	0.769448189683581	0.665827745212945	-0.784406623920675	0.649405531817969	0.33637185637914	0.362194877814138	0.0832888111006474	0.150804685050415	-0.112358343808669	0.620189711055969	0.066802175287798	0.528446879487878	0.135305607699806	0.806627543783846	0.640682317227923	0.51805376786277	0.172075171670354	0.0860079437940721	0.199288007300558	0.295257446423477	0.428148668299762	0.318127319109962	-0.209155568162823	0.104766100156979	0.405711636725206	0.0536079302298312	0.39286727502733	-0.139247941535435	-0.0897670031838695	0.0861316240259173	1
semilocal	-0.38456759250595	0.118903824412902	-0.0712973612619287	-0.166026873891109	-0.293725586820182	-0.242826733284307	-0.37288151102757	-0.335608565667091	0.603628818960186	-0.268849469157031	0.225201615279753	0.195354200858662	-0.404605923750632	-0.0186275323407216	-0.197975112771519	-0.283284292918632	-0.353337953393868	-0.34640326929077	-0.374275516042632	-0.0431345331829831	-0.362526606169207	-0.1522438947281	-0.36840498788061	0.123957583439339	-0.0706769308608588	-0.167762508304229	-0.345021044599779	-0.33136764900155	-0.221684978351647	-0.339185857409969	-0.235424762993062	-0.262601970624738	-0.385349020669323	-0.320313778248311	-0.213426971177912	-0.360480756555552	-0.212048673261612	-0.386024425916057	-0.370855295287367	-0.352929568826075	1
coreness	-0.482484177479431	0.24429079708331	0.24429079708331	0.789372028005366	-0.482484177479431	-0.119096690198061	-0.482484177479431	0.0625970534426247	0.971065771646051	-0.119096690198061	0.60767828436468	0.60767828436468	-0.664177921120116	-0.119096690198061	0.0625970534426247	-0.119096690198061	-0.119096690198061	-0.119096690198061	-0.664177921120116	-0.482484177479431	-0.300790433838746	-0.119096690198061	-0.300790433838746	0.0625970534426247	0.24429079708331	-0.119096690198061	-0.482484177479431	-0.482484177479431	0.60767828436468	-0.300790433838746	-0.300790433838746	-0.119096690198061	-0.482484177479431	-0.300790433838746	-0.664177921120116	-0.482484177479431	-0.119096690198061	-0.664177921120116	-0.482484177479431	-0.664177921120116	1
hub_score	-0.141466179493339	-0.120766409313334	-0.129902666681961	-0.13307408882594	-0.124273058372727	-0.13354850996089	-0.140363407336741	-0.140516569350452	-0.103894371447999	-0.138602397411368	-0.122989459613313	-0.0765609600701917	-0.141883991321775	-0.118213453147513	-0.136425931686111	-0.137043961076021	-0.139194199295848	-0.140201748141414	-0.141434079909128	-0.129318652686457	-0.140835837746658	-0.122066856126964	-0.135459586899528	-0.102033354333054	-0.126617455568617	-0.134914390919997	-0.138754421978331	-0.139185407387563	-0.134590411674859	-0.135166205956617	-0.129649906886514	-0.13186339364498	-0.141321727378949	-0.13343898295209	-0.134348928569204	-0.136433257612839	-0.134540495552716	-0.138889504821138	-0.141148292269896	-0.140049014801912	1
eccentricity	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.935165488883556	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	-0.104393651028562	1
subgraph_centrality	-0.0893274041077125	-0.0892883643218449	-0.0893148256859903	-0.0893205995687325	-0.0893002493315523	-0.0893213240942627	-0.0893272145355067	-0.0893272539534936	-0.0892009487695507	-0.0893264702806011	-0.0892961061158801	-0.0889517973611092	-0.0893274201914931	-0.0892783197157676	-0.0893248022285125	-0.0893240291828851	-0.0893267819666621	-0.0893271691845223	-0.0893274016003461	-0.0893135714810038	-0.0893273188008125	-0.0892930248369574	-0.0893237968996696	-0.0891884087400457	-0.0893069807505785	-0.0893231537518404	-0.0893265568476272	-0.0893267778511626	-0.0893227406267467	-0.0893234589701983	-0.0893142985361057	-0.0893185125225593	-0.0893273914283112	-0.0893211583362566	-0.0893224321712121	-0.089324810389176	-0.0893226878176289	-0.08932662973278	-0.0893273713500523	-0.0893271217351466	1
pc	1.43155194347157	1.93935096855908	0.00971467322653026	-1.0058833769485	0.82219311336655	1.68026983331034	1.73623135852407	1.04156229220436	1.13956750404625	1.04156229220436	0.799624267807104	1.72674307224216	-1.0058833769485	1.04156229220436	0.00971467322653026	0.365173990787788	0.365173990787788	1.62654676910517	-1.0058833769485	-1.0058833769485	1.43155194347157	1.33405453065476	0.619073503331543	1.38180836550381	0.889899650044887	1.27921223594531	1.43155194347157	0.82219311336655	-1.0058833769485	0.619073503331543	0.619073503331543	0.365173990787788	-1.0058833769485	0.619073503331543	-1.0058833769485	-1.0058833769485	0.365173990787788	-1.0058833769485	0.619073503331543	-1.0058833769485	1
gilschmidt	-0.337509081953714	0.0774083471415459	0.0376310905799834	-0.122257147607313	-0.144855050416379	-0.0869804073930973	-0.290240455656002	-0.213637869711837	0.180156519776267	-0.19464555867959	0.0682223461754033	0.0298272451638097	-0.587440177294994	0.0143005015913125	-0.11950758857817	-0.111235081222633	-0.233376140348627	-0.204216970388707	-0.314139945013326	0.000225891340192747	-0.237095587850823	-0.0396220995092085	-0.212714128742095	0.0804608910079853	0.00920990241478773	-0.0447728417433416	-0.193739183201032	-0.228439526656308	-0.176350721425006	-0.148687184482177	-0.0861815260243422	-0.131755211608107	-0.353847602061677	-0.21626487307646	-0.0869879381704743	-0.245464172795222	-0.0970984366227897	-0.328294367749683	-0.302293275700662	-0.232750157375269	1
spl_n	1.25409689952744	-0.245064355209834	-0.693516393309499	-0.461930953580217	-0.530528856427143	0.0957645951555886	-0.194426139525585	0.231475013189362	-0.427902072640412	-0.337833566343366	-0.174981064702833	-0.780479089044569	-0.024011664342879	-0.621542609416962	0.00907196990416435	-0.537820759485669	0.328565352061289	0.555424558326706	-0.298943416697861	-0.467872504220501	0.147888198499904	-0.440325314888273	0.637796055839734	-0.321224231598932	-0.657056878016844	0.644412782689145	0.483045668708689	-0.191320328963619	0.57743530274412	0.509782646589967	0.104136780148722	0.182457220407013	0.245248607855477	0.248624488901099	-0.109488972417883	0.00704644127679536	-0.386851359125716	-0.320008914422513	0.962960918153497	-0.0888285804187124	0
degree_centrality_n	-0.540244776893258	-0.0959289407299908	0.221668660570829	0.665984496734096	0.0307892941324573	-0.41352654203081	0.348386895433277	-0.349900086551353	0.98304742193845	0.0944157496119145	-0.0959289407299908	1.9989320052239	-0.286273631071896	0.348386895433277	-0.223181851688905	-0.0323024852505337	-0.286273631071896	-0.349900086551353	-0.349900086551353	-0.0959289407299908	-0.223181851688905	-0.0959289407299908	-0.477152997510267	0.0307892941324573	0.729076276117087	-0.41352654203081	-0.477152997510267	-0.349900086551353	-0.41352654203081	-0.477152997510267	-0.349900086551353	-0.540244776893258	-0.223181851688905	-0.477152997510267	-0.540244776893258	-0.41352654203081	0.0944157496119145	-0.349900086551353	-0.540244776893258	-0.41352654203081	0
average_neighbor_degree_n	-0.958240386285857	-0.321291370633012	0.699226959156687	0.0572383300978223	0.665069676463681	-0.254563390649361	-0.645225441450744	-0.557872433589783	-0.547681249339337	0.0377162431360153	-0.116557758458883	0.107040208924947	-0.0410338037457596	0.325363546914525	-0.309159020562463	0.841393324302843	-0.870887378424896	-0.712560051676903	0.779720499281193	0.292909465889375	-0.921843299677123	0.493093442237412	-0.685262236720352	-0.364967874563492	0.265395015473329	-0.800519689780372	-0.867247669764022	0.479444534759137	-0.679196043486534	-0.612468063502884	-0.712560051676903	1.29837898345565	-0.739857866633453	0.2792605584111	3.7005866996321	-0.424416437225396	0.388451818237302	0.597735066237523	-0.921843299677123	0.424848904846036	0
betweenness_n	-0.259264592921767	-0.0509798213431328	-0.152861977112853	-0.140059668248364	-0.0272493160226371	-0.245129868622466	0.253591191328618	-0.24122787673066	0.272459245693182	-0.205048091918714	-0.251365187673455	1.2784448472975	-0.238208512304868	0.192066446929253	-0.0936535552142767	0.136870553513392	-0.250250662619053	0.0952654844078492	-0.201120070587287	-0.141280608210804	-0.0881806905730968	-0.170785536533969	-0.244194866134591	-0.154829334744309	0.13630821218248	-0.241182659642942	-0.258053806180565	-0.220830873494256	-0.25923302053685	-0.252996865590403	-0.24865416846422	-0.259264592921767	-0.0950765271811853	-0.259172788034175	-0.259264592921767	-0.256387914463343	-0.152648870252715	-0.253566552727016	-0.259264592921767	-0.256443179662668	0
eigenvector_n	-0.177609871030147	-0.162137117759236	-0.109939877809178	-0.092136890611926	0.0903670304991709	-0.167822888539511	-0.126531143364732	-0.175559265174966	-0.132123704787953	-0.136318125855368	-0.145732270917789	0.69464329227815	-0.171178425393443	0.00433479393862827	-0.167263632397189	-0.130632355075094	-0.174067915462107	-0.176770986816663	-0.159527255761733	-0.149367435842883	-0.174627171604429	-0.12951384279045	-0.177330242958986	-0.146943992559487	-0.0555988226468852	-0.177330242958986	-0.176025311960234	-0.117769463801687	-0.174627171604429	-0.176398149388449	-0.168382144681833	-0.15132483234101	-0.173788287390946	-0.155426044051372	-0.162603164544505	-0.147969295487078	-0.153468647553245	-0.14396129313377	-0.177516661673093	-0.167263632397189	0
cluster_coefficient_n	-0.590894368992731	-0.590894368992731	0.0595700455461474	0.966798064147084	-0.309024764816714	-0.590894368992731	-0.590894368992731	0.113777527435848	-0.25265253519068	0.408458041067117	1.07011403228192	-0.281525703728608	0.254710215512395	-0.228493612211369	-0.0271593886636208	-0.121114514047985	-0.168092076740168	-0.590894368992731	-0.590894368992731	-0.43989475833765	-0.590894368992731	0.164107912305594	-0.590894368992731	-0.496939243608366	-0.288890919659647	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.0271593886636208	-0.590894368992731	-0.590894368992731	-0.590894368992731	0.408458041067117	0.818445195841505	-0.590894368992731	-0.590894368992731	0
harmonic_centrality_n	-0.912950876930411	0.450664457697704	1.07893736752764	0.776400262904939	0.862462099362264	0.0551174883461024	0.415066829776901	-0.0767296625256697	0.716829173404846	0.594251575420783	0.378283624656786	1.27725952544089	0.193667283893184	0.994254108347282	0.168921817371267	0.868764956673574	-0.173152888557337	-0.374811203573476	0.517235965936009	0.749457345065097	-0.00101267238185844	0.710198216193128	-0.448195640260598	0.545869020008402	1.06722497277772	-0.452805605287224	-0.320691008506065	0.401849028399666	-0.389002280443398	-0.343768396476536	0.0475187700619731	-0.032728227172462	-0.0848935984660779	-0.0835618926034585	0.299798451118494	0.155182916015974	0.656309622145302	0.542406033555164	-0.704019187478417	0.271499013682794	0
markovcent_n	-1.13770192612327	0.637725516124112	1.16408584108272	1.38814213241861	0.949817434603087	-0.288979629062187	1.09410718291067	0.0269741655063353	1.50293255877728	0.996423045640528	0.733233552090308	1.73873813207861	0.269702907893808	1.22990899203754	0.282596487893623	0.765371656207685	0.146478922597312	-0.254686662381646	0.056272623477725	0.736649067891277	0.170312589320111	0.749975971243184	-0.802624952776542	0.896505514899138	1.44558391284251	-0.270158024660095	-0.629006914959224	0.0573505610124568	-0.238759147438803	-0.590711091936883	-0.0664487430168729	-1.02803473051462	0.322689433805735	-0.54147118083795	-1.02313398453454	-0.212003119070019	0.986301369733394	0.0870591276398842	-1.11566172081708	-0.177865330003518	0
closeness_latora_n	-0.912929847754114	0.450692292642468	1.07896833623324	0.776429723378862	0.862491988813718	0.0551433490973901	0.414978685793684	-0.0768974624511461	0.71685833531627	0.594280126925703	0.378311098556609	1.27729148458749	0.19369383607014	0.994284655174551	0.168948246518068	0.86879487658152	-0.17312816624456	-0.374787488789125	0.517264132167199	0.749486670331215	-0.00098709236231972	0.710227344466955	-0.448172292300819	0.545897329660012	1.0672558833734	-0.452782278454704	-0.320667023349862	0.401876619882674	-0.388978636357305	-0.343744525806753	0.047544592015983	-0.0327028045202197	-0.0848684373140829	-0.0835367248067131	0.299709731765531	0.155209274625273	0.656338481202888	0.542434325707119	-0.703997114040924	0.271332950966673	0
closeness_residual_n	-1.3411997865407	0.504031143634459	1.46895272814155	1.00171176172505	1.13892079768021	-0.0768973097163183	0.451818685554603	-0.263032704991066	0.905665436556432	0.727985500080042	0.402373468536027	1.7676225932417	0.124669297865432	1.33939203900853	0.0948253716975933	1.14868300920195	-0.397858838921237	-0.670854856397292	0.60801406990244	0.962778217348973	-0.159837673747478	0.899150889891334	-0.766901181565905	0.64685152951944	1.45019698317064	-0.77370398250822	-0.600155690671936	0.440672853502223	-0.684556543040994	-0.631978962876663	-0.086697955141687	-0.20036622512415	-0.273006302982765	-0.264800664557996	0.290530808975937	0.0725913584482764	0.817728665053516	0.649695638387979	-1.08980362290408	0.244256389006745	0
communitycent_n	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	0.0625142609698936	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	0.0625142609698936	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	1.08752409585126	0.0625142609698936	0.0625142609698936	-0.51642647910199	-0.51642647910199	0
diffusion_degree_n	-0.502284587617162	-0.223967734351375	0.493176749989568	0.515265389137647	0.247256567474296	-0.396259119706386	-0.168009848509576	-0.406567151308822	0.160374586825188	0.0440410873119757	-0.15770181690714	1.67712780832657	-0.275507892363558	0.421020528772513	-0.29317880368202	0.235475959928655	-0.443381549888953	-0.431600942343311	-0.190098487657655	-0.0251699820186698	-0.441908973945748	0.03962335948236	-0.469887916866647	-0.169482424452782	0.743514660334456	-0.462525037150621	-0.484613676298699	-0.238693493783427	-0.447799277718568	-0.463997613093826	-0.431600942343311	-0.410984879138438	-0.397731695649591	-0.39184139187677	-0.313794866886893	-0.416875182911259	0.200134137291729	-0.219550006521759	-0.500812011673957	-0.313794866886893	0
dmnc_n	-0.123265764231294	1.80572670124689	-0.0820246366100165	-0.022818340044545	0.107727491112464	-0.123265764231294	6.14595974857279	-0.123265764231294	-0.0212582691645522	-0.0783672968589281	-0.063401141068139	-0.0205898550428468	-0.0462680124500414	-0.0990689632820077	-0.123265764231294	-0.0756412724187647	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	0.35898235213825	-0.0904569425773752	-0.123265764231294	0.0282823187973247	-0.092334918515336	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0740906315299005	-0.123265764231294	-0.123265764231294	-0.123265764231294	0
geokpath_n	-1.12629693446905	0.397815492695611	1.8481334063686	1.10872699395698	1.30819137200873	-0.355473055917414	0.286758403084379	-0.53740210403055	1.04223886793973	0.779208918860499	0.344478864132322	2.11408591043761	-0.130436321705182	1.59825495474333	-0.0741771381521234	1.32572670194735	-0.631654502450609	-0.875687844096341	0.573899430829209	1.12772360139048	-0.42999820815653	0.950178385762	-0.916603613953111	0.631619891877151	1.66620435825547	-0.91952616894288	-0.806277163089322	0.368589942797919	-0.849384849188418	-0.85303804292563	-0.324055589777395	-0.486257391709588	-0.532287632798454	-0.506715276637973	0.202004308381071	-0.087328635606085	0.784323390092595	0.752905923952575	-1.06200072469413	0.0953310512544933	0
lincent_n	-0.86876232514994	0.458063997494329	1.05262684677729	0.729513630660479	0.821393706333782	0.0820727961977491	0.398525560583361	-0.052885124283557	0.685055330319641	0.570804722832396	0.376024551131892	1.1840669687231	0.207828978467656	0.948182999772975	0.172440881249831	0.831342757738523	-0.144880426404628	-0.346338859722369	0.522950768663594	0.737351201414559	0.0293264816554979	0.701201920930544	-0.415172406297961	0.550260778131117	0.999243054983261	-0.420607913329681	-0.284015781013341	0.394918342642256	-0.36494634540429	-0.307243582014448	0.0735218649071335	-0.00502196959213706	-0.0661601361533804	-0.0694023174732314	0.301671991154296	0.174592906861838	0.63237786966911	0.548763816784446	-0.667004783215356	0.27866396188955	0
