BLK	CD2	CD247	CD48	CD5	CD8A	DDX20	DNAAF5	DYNC1I1	DYNLT3	EFNA4	EFNA5	EPHA8	GEMIN5	GOLM1	HLA-G	KLRC3	LGALS1	NIPSNAP3A	PIK3CG	SH2D1A	SLA	SPNS1	EPHA6	CD79B	CD53	SEPSECS	TRAT1	SH2B3	PTPN22	CD8B	CD244	CD6	CD72	CD3G	PNKP	SCAF11	DNAH2	EPHA10	GEMIN7	SLC40A1	LILRB2	KLRD1	VPREB1	PTPRJ	PIK3R5	SLAMF1	SLAMF6	SLAMF7	if_health
eccentricity	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.624173220984621	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	-3.74285064072097	-4.26263021067703	0.415385918927497	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	0.935165488883556	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-3.74285064072097	0.415385918927497	0.415385918927497	0.935165488883556	0.415385918927497	0.935165488883556	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	0.415385918927497	0.415385918927497	1
subgraph_centrality	-0.0891981090130271	-0.089295513096063	-0.0892461538467143	-0.0893144145315643	-0.0892342491495384	-0.0893028341990302	-0.089309711939549	-0.0893273954598842	-0.0893274202022177	-0.0893274202022177	-0.0893227502080432	-0.0892043941754087	-0.0893246994377073	-0.0851464631451116	-0.0893272266264832	-0.0893274049704185	-0.0893274177756698	-0.0889748454454997	-0.0893232845480015	-0.0879012611365229	-0.0884311390387984	-0.0892534418330003	-0.0893085683091755	-0.0893000945928874	-0.0892917373082677	-0.0893272723316617	-0.0892812048731504	-0.0893169218577894	-0.0893047424682966	-0.0892977719072748	-0.0893263231041596	-0.0893254944026345	-0.0893215602110396	-0.0884147455864256	-0.0893265444580043	-0.0892969687073174	-0.0891913616510291	-0.0893274202022177	-0.0893251570882977	-0.0892096848617929	-0.0893274202012043	-0.0893271466117246	-0.0893274201910836	-0.0893192604874974	-0.0893274131637361	-0.0893268877485805	-0.0893230420018303	-0.0893232557889813	-0.0893270855783547	1
pc	0.466733795805292	0.879066604176353	-0.725090828036105	1.79265347242268	0.450865076271306	1.38077204096281	0.348247356618203	-1.0058833769485	-1.0058833769485	0.619073503331543	-1.0058833769485	-1.0058833769485	-1.0058833769485	0.675946994141346	-1.0058833769485	1.33405453065476	0.82219311336655	1.34721162096568	0.619073503331543	1.34377726434286	1.10924644655652	0.872973015875301	0.98838188521337	-1.0058833769485	-1.0058833769485	0.365173990787788	-0.206099912435663	-1.0058833769485	-1.0058833769485	-1.0058833769485	0.82219311336655	1.27921223594531	1.43155194347157	0.00971467322653026	0.619073503331543	1.43155194347157	0.164085576853133	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	0.82219311336655	0.82219311336655	0.82219311336655	-1.0058833769485	-1.0058833769485	0.82219311336655	0.619073503331543	-1.0058833769485	1
gilschmidt	0.0798413040373273	0.0356497740034952	0.0809216095246488	0.0445100946388839	0.128414199077996	-0.0278348167376725	-0.000699672146449317	-0.424099232427447	2.31118770128742	4.40690091243774	-0.0588061874609477	0.135681296074549	-0.121533126979755	-0.0921981013328395	-0.198824933794872	-0.380768239852867	-0.463000786813654	0.060779359104779	-0.220194219505784	0.207786769995421	0.142235754577373	0.0405917176980517	0.0367436967868608	0.0465810584144457	0.035985667306275	-0.291987252133721	0.00295691571637008	-0.00766684475858846	-0.023203423044893	-0.00393570563856731	-0.147681774123179	-0.247973537852216	-0.035857673665492	0.120294886303116	-0.172921432367603	0.0094697658145738	-0.125478772899809	2.31118770128742	-0.0847834492418771	-0.212028759227588	-0.656962904063525	-0.21897471499209	-0.629945432166992	-0.0368180712958372	-0.381632181636138	-0.281679337275673	-0.0537564401725918	-0.149173968429147	-0.319570598333101	1
spl_n	-0.164583351082341	-0.270450980672871	-0.371322306315878	-0.35322758391138	-0.402920552902845	-0.192940751865519	-0.40764678636671	-0.169984760755321	-0.0868030517913429	0.354357083249795	0.361784021550155	-0.374428116877843	0.0892829035480009	-0.0307634264341133	-0.344855398918246	0.508972435139018	-4.6041369965514	-0.229805372883643	-0.109624007659707	-0.468007539462325	-0.550244001733541	-0.319198702971563	-0.259108020359595	-0.304614896854499	-0.342019658839927	0.322218695695525	-0.213061002897387	-0.300698874841584	-0.0396757523945395	-0.212115756204614	0.0297323619033359	0.483585809675992	0.492363100394584	-0.442080773031996	0.0707830754180323	-0.511758957813517	-0.317173174344194	0.974979054675888	0.101030969586746	0.234175718025859	-4.6041369965514	0.338828030439958	-4.6041369965514	0.876403328143896	-0.454504015279868	0.638201161565215	-0.16660887970971	0.0895529740316578	0.555964699293998	0
degree_centrality_n	-0.223181851688905	0.221668660570829	0.98304742193845	-0.159555396209448	0.348386895433277	0.0307892941324573	0.538731585775182	-0.0323024852505337	-0.0323024852505337	-0.349900086551353	-0.477152997510267	0.158042205091372	-0.41352654203081	-0.159555396209448	0.348386895433277	-0.41352654203081	-0.540244776893258	0.28476043995382	-0.286273631071896	0.348386895433277	0.158042205091372	0.0307892941324573	-0.0323024852505337	-0.0959289407299908	-0.0323024852505337	-0.349900086551353	-0.0959289407299908	-0.223181851688905	-0.41352654203081	-0.223181851688905	-0.349900086551353	-0.41352654203081	-0.41352654203081	-0.223181851688905	-0.41352654203081	0.475639806392191	-0.0323024852505337	-0.349900086551353	-0.41352654203081	-0.41352654203081	-0.540244776893258	-0.477152997510267	-0.540244776893258	-0.540244776893258	-0.159555396209448	-0.540244776893258	-0.41352654203081	-0.41352654203081	-0.540244776893258	0
average_neighbor_degree_n	-0.00584994122495457	-0.359088361986891	-0.345313447794776	0.482044342258513	0.0633045233316403	-0.324931079293885	-0.230298654111177	-0.388019350616662	-0.303092827328645	-0.739857866633453	-0.667063693415985	0.167036220166532	-0.0968426577467895	0.237663893200702	-0.419563504476594	-0.630666606807251	-1.14022581932953	-0.674863079517024	-0.0774308903544936	-0.305519311901589	0.39451801147112	-0.0810705990153669	-0.100886774436973	0.324756916672018	0.73220206447664	-0.621567335155067	0.188267841889265	1.00720229058578	0.898011030759579	0.315657645019834	0.0790765820630628	-0.921843299677123	-0.703460780024719	1.42576878658622	0.170069298584898	-0.296669797057715	0.481466611302772	-1.05833237445988	0.267128208340551	0.0487456886881465	-1.14022581932953	-0.121107394284974	-1.14022581932953	-0.667063693415985	0.362453888831896	-0.630666606807251	0.716025597715908	0.206466385193632	-0.739857866633453	0
betweenness_n	-0.230470686301543	-0.103305418535159	0.291336015603101	-0.0990490390220634	0.00789695190247375	-0.146395183392875	0.211615162448883	-0.168138144396144	-0.206769398997547	-0.115298334989919	-0.259130695834364	-0.203014491938968	-0.256152510805859	-0.241133301203992	0.341320434982492	-0.234135041948547	-0.259264592921767	0.42763505710968	-0.0696020025275778	0.0248530114622247	0.399630772206215	-0.181381083413868	-0.183554947393734	-0.249827737663236	-0.240714976719706	-0.249470056474517	-0.251687055672785	-0.251747442207909	-0.259045224496707	-0.241920613009582	-0.230428185412621	-0.158928104746772	-0.0958970506929412	-0.232518355650022	-0.259264592921767	0.372770913447329	-0.192579577047167	0.0671105703370752	-0.254708976310829	-0.259264592921767	-0.259264592921767	-0.244384007065964	-0.259264592921767	-0.259264592921767	-0.182677401192457	-0.259264592921767	-0.258355934904702	-0.257865347370212	-0.259264592921767	0
eigenvector_n	-0.165399445256115	-0.132403332859114	-0.144334130561984	-0.161391442902807	-0.143774874419662	-0.155426044051372	-0.0387279290201699	-0.155146415980211	-0.162323536473344	-0.175186427746751	-0.175093218389697	-0.155332834694318	-0.174067915462107	0.0588622678150285	0.117211325330629	-0.176864196173717	-0.1777030803872	-0.150672366841634	-0.158315534120036	-0.137063800711798	-0.0800196741949482	-0.148248923558239	-0.161298233545753	-0.155519253408425	-0.156264928264855	-0.175745683889073	-0.153934694338513	-0.161018605474592	-0.169687075680584	-0.15943404640468	-0.17313582189157	-0.175652474532019	-0.17667777745961	-0.0850529794758466	-0.173695078033892	-0.134919985499563	0.00461442200978928	-0.177516661673093	-0.173695078033892	-0.110965180736768	-0.1777030803872	-0.176118521317288	-0.1777030803872	-0.177237033601932	-0.146384736417165	-0.176957405530771	-0.167822888539511	-0.170805587965228	-0.17593210260318	0
cluster_coefficient_n	-0.0271593886636208	-0.157251425966812	0.0151208405616354	-0.389560145444983	0.254710215512395	0.34866534089676	-0.314555018799378	-0.473448348250814	0.583557382380594	-0.590894368992731	-0.590894368992731	0.562201638598917	0.818445195841505	0.0131083016505133	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.35858564951456	-0.590894368992731	-0.188225921897235	-0.334650811750142	0.34866534089676	-0.238560534789902	0.0131083016505133	1.17078325806726	-0.590894368992731	1.221113642937	0.818445195841505	2.22778898869866	1.38218440419354	1.52311709227008	-0.590894368992731	-0.590894368992731	0.536579819688411	3.6371285535329	-0.466539758795407	0.113777527435848	0.113777527435848	-0.590894368992731	3.6371285535329	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	0.0131083016505133	-0.590894368992731	0.818445195841505	0.818445195841505	-0.590894368992731	0
harmonic_centrality_n	0.35800475055032	0.499350301593262	0.642358416767376	0.602556127920232	0.678284146904596	0.393161234113056	0.695494307501547	0.371385223851691	0.273644079166099	-0.190776621410973	-0.204322525004624	0.632818659602137	0.0609350859371351	0.223088886169033	0.605655169583262	-0.331824400707024	-4.57653895858481	0.436729797896616	0.298494317357256	0.749953633625928	0.873678205551358	0.553773782827843	0.473066341922378	0.530492368255178	0.587777775712925	-0.158647494363684	0.421496516438557	0.530357266116413	0.210753373507932	0.414082525443659	0.128154523503845	-0.318692071686068	-0.318526641393788	0.7197848424567	0.0841448153622177	0.824556734034019	0.566572497528115	-0.713655443524476	0.0576044432545191	-0.0702117497716119	-4.57653895858481	-0.179687344572224	-4.57653895858481	-0.645180580206958	0.719487070709809	-0.456828292660455	0.353568488604393	0.0691486493440208	-0.385646824027544	0
markovcent_n	0.450563771932434	1.10166492598609	1.47205111002335	0.536132982987254	1.22465661675412	0.857774247567753	1.35721766259961	0.837254027233984	0.797546910664802	-0.137176356932351	-0.591553010988117	1.01481395874065	-0.24751228984376	0.613083538276705	1.09994387053743	-0.382397434522867	-1.64405117796102	0.992066334399459	0.08501400878696	1.17615581982272	0.803492841311454	0.92446943232852	0.834589851299067	0.721687265814966	0.844541724414488	0.021727034220124	0.740819867621214	0.481203036567466	-0.174776643109588	0.476471983261014	0.0421741127312976	-0.52376861823495	-0.567897337803712	0.457826485097844	-0.232496752711931	1.29895235882283	0.85879866852086	-0.739583082240756	-0.24504730131014	-0.215403120572518	-1.64405117796102	-0.684807695571565	-1.64405117796102	-1.07284093604971	0.598952847770584	-1.06212846426534	-0.215926984907442	-0.204510652924094	-1.08499775525394	0
