ASIC3	CDC42EP1	CEP72	CEP76	CEP89	CSPG4	DDX17	GRIA1	GRIA2	HAUS2	KHDRBS3	LASP1	LNX1	PHC2	PPP1CB	PPP2R3A	PPP3R1	PRKACA	PRKAR2B	SF1	TAF15	TK1	USP8	ZNF384	CCDC90B	STOM	UNC13D	CEP152	GRIA3	CXCR2	GRIK2	HNRNPUL1	RYR2	PPP2R2C	PKIA	GYS1	MGMT	LIPE	WT1	RASGRF1	RASGRP3	ADD2	if_health
subgraph_centrality	-0.0893228918490166	-0.0893272710515871	-0.0893266988999247	-0.0893270508968563	-0.0893273131900734	-0.0893251502854634	-0.0892168500386174	-0.0893274156319185	-0.0893274193794099	-0.0893264465387662	-0.0893271688601787	-0.089327366337461	-0.0893077666822093	-0.0892458605586976	-0.089314706342559	-0.0893259128826209	-0.089307964681087	-0.0892230668652047	-0.0893211337377666	-0.0885314298156613	-0.0892104246887525	-0.0892663830353779	-0.088478474837588	-0.0893159109031062	-0.0889780191354823	-0.0893246607175561	-0.0893226867550864	-0.089327040705417	-0.0893273681652519	-0.0893270408162867	-0.0893273032297277	-0.0892008957378476	-0.0893273681662923	-0.0893248393076253	-0.0893272560966301	-0.0893274202022142	-0.0893220985532308	-0.0893249317440525	-0.0893274202022177	-0.0893273361092812	-0.089326073758422	-0.0893241537385216	1
pc	1.27921223594531	0.82219311336655	0.619073503331543	1.83779116354158	1.23257763160054	1.82950056721362	0.749070053753948	0.82219311336655	-1.0058833769485	0.619073503331543	0.82219311336655	1.62654676910517	1.3509755692428	2.05334666806852	-1.0058833769485	0.365173990787788	-0.447304449352231	0.81406832896515	1.50772179723469	0.934116163794001	1.04156229220436	0.348247356618203	0.82219311336655	-1.0058833769485	1.05070267465593	1.27921223594531	1.55342370949257	0.675946994141346	-1.0058833769485	1.20078883621286	0.619073503331543	1.50772179723469	0.82219311336655	1.04156229220436	-1.0058833769485	-1.0058833769485	-1.0058833769485	0.82219311336655	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	1
gilschmidt	-0.0823335051131372	-0.27743868432812	-0.295437311006326	-0.258698293272952	-0.301146775024183	-0.0953588270513116	-0.00911935633817007	-0.423163799839864	-0.460197893374946	-0.245555298640052	-0.442948561851077	-0.286236214098348	-0.0114361879592335	0.0483914022737697	0.0202395339639421	-0.21040001370282	-0.0528898849688803	0.145122999599986	-0.223777837918507	-0.0103751736413371	-0.0632696688894596	0.022336597556958	0.0450003172969912	-0.118275601543102	-0.158417120774188	-0.303504080275197	-0.0976495588549281	-0.266309570866084	-0.285841312512659	-0.198416793171322	-0.216478210714703	-0.0762567867470315	-0.281107789099432	-0.12542089939157	-0.397531475171988	-0.865844030887921	-0.0144728449802879	-0.115864961882516	5.30506371721646	-0.315837946180176	-0.156143410590649	-0.0168267459072766	1
spl_n	-0.296107676619553	0.10035579337763	0.933388200193899	0.211084691673837	0.484260985885108	-0.152025073592646	-0.0593908977009375	-0.00645708290567231	-0.271126156881986	0.857903500013917	-0.214546390557464	0.606062774010945	0.168548590499076	-0.367946425270267	-0.593725349601076	-0.312987081847633	-0.344990434160069	-0.935229476175626	-0.452478486652499	-0.546327979720626	-0.448562464639584	-0.359574240277133	-0.826121000781308	-0.157021377540157	0.0464767318895923	-0.0445370211002277	-0.000515532265388192	0.538545153098616	-0.289490949770142	-0.273151685509355	-0.407376715883064	-0.526477799172404	-0.0977409063791385	0.155450172042088	-0.0916643204970311	-0.337968601585189	-0.600612146934134	1.05627027025433	-0.188484588885301	-0.382260160903674	0.202442436197068	0.231880118914832	0
degree_centrality_n	-0.223181851688905	-0.286273631071896	-0.41352654203081	-0.223181851688905	-0.286273631071896	-0.0959289407299908	-0.349900086551353	-0.223181851688905	0.0307892941324573	-0.41352654203081	-0.0323024852505337	-0.41352654203081	-0.0959289407299908	0.158042205091372	0.665984496734096	0.0944157496119145	0.28476043995382	3.26878773433071	0.412013350912734	0.665984496734096	0.0307892941324573	-0.159555396209448	0.348386895433277	-0.223181851688905	-0.0959289407299908	-0.159555396209448	-0.159555396209448	-0.0323024852505337	-0.159555396209448	0.348386895433277	0.0944157496119145	0.475639806392191	-0.223181851688905	-0.477152997510267	-0.41352654203081	-0.223181851688905	-0.286273631071896	-0.477152997510267	-0.159555396209448	-0.223181851688905	-0.477152997510267	-0.540244776893258	0
average_neighbor_degree_n	0.170069298584898	-0.441401756441834	-1.00676982296514	-0.739857866633453	-0.90728446503363	-0.475978988720131	0.415749633193853	-0.5093429969105	-0.277614866702531	-0.970372736356406	-0.602357753578883	-0.812652039850921	-0.794453496546554	-0.497210610442864	-0.246677343085107	-0.22368100861815	-0.550073047488744	-0.494625034204353	-0.416833722980938	0.859794089820408	0.785180062272503	0.284460137012764	1.87102646730071	-0.157504480893708	-0.794453496546554	-0.531874504184377	-0.693061622821391	-0.905666832916391	0.102474703969094	-0.286107508112206	-0.0383867528279662	0.514771110256535	-0.19996776073626	0.133672211976164	0.570437251280972	0.0305471453837795	2.63051235333532	-1.08563018941643	-0.313491984531972	0.594701987819157	-0.0847103076762404	0.82521685754211	0
betweenness_n	0.132951699901175	-0.21106046661416	-0.255610502393302	-0.154348699023856	-0.211704983194731	-0.1772813748078	-0.254506349551768	-0.200363391411885	-0.112246563434877	-0.255115972275132	-0.141164323258306	-0.249569131392022	-0.13054113689184	-0.053492753552912	0.208065934476695	-0.115699941485658	-0.143492196485919	4.87494247183083	0.108333085516398	0.193421605877344	-0.17029225743079	-0.133055590412697	0.312656233905414	-0.240562807069132	-0.212817758479414	-0.0603034791850464	-0.0533490269287446	-0.199037124195865	-0.174025885187393	0.286510131863204	0.0678911373036639	-0.0676159648148129	0.0490996325212299	-0.258568379470959	-0.214474670309291	0.717075838607735	-0.226496224871503	-0.25061596352171	0.179649977242527	-0.251174413315388	-0.258403620997021	-0.259264592921767	0
eigenvector_n	-0.164094514257364	-0.175372846460858	-0.177516661673093	-0.175186427746751	-0.17667777745961	-0.167077213683081	-0.105652247384709	-0.17313582189157	-0.168848191467101	-0.177143824244878	-0.15943404640468	-0.177330242958986	-0.174627171604429	-0.155519253408425	-0.0595136156431395	-0.151604460412171	-0.153189019482084	0.00461442200978928	-0.13053914571804	0.391340044425489	-0.0367705325220427	-0.1523501352686	0.521646725586528	-0.140232918851623	-0.164187723614417	-0.151138413626903	-0.173695078033892	-0.177050614887824	-0.169314238252369	-0.162696373901558	-0.159527255761733	0.193270160686429	-0.169780285037638	-0.171178425393443	-0.164467351685578	-0.145918689631897	-0.121311419369726	-0.177516661673093	-0.135665660355993	-0.138368731710549	-0.173695078033892	-0.17593210260318	0
cluster_coefficient_n	-0.309024764816714	-0.590894368992731	-0.590894368992731	-0.309024764816714	-0.168092076740168	-0.43989475833765	-0.590894368992731	-0.309024764816714	-0.309024764816714	-0.590894368992731	-0.238560534789902	-0.590894368992731	-0.590894368992731	-0.398709587049328	-0.346112981893109	0.639075551376278	0.0595700455461474	-0.540065077418127	-0.203324191753574	0.499491602612017	0.254710215512395	-0.590894368992731	-0.0674228509548324	-0.309024764816714	-0.590894368992731	-0.389560145444983	0.415776748746009	0.34866534089676	-0.389560145444983	-0.228493612211369	-0.206529033128848	-0.031302851127696	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	0.254710215512395	-0.590894368992731	-0.590894368992731	1.10031480001752	-0.590894368992731	-0.590894368992731	0
harmonic_centrality_n	0.510610523144568	0.0587210913583818	-0.686570989669546	-0.0568478174150598	-0.306050514489656	0.340885574413913	0.250111761944875	0.173537296818169	0.486011185285959	-0.623894424630099	0.40904244721553	-0.428363424932476	-0.00788074503343789	0.619225886910152	0.941035503624977	0.541702960023996	0.577474288709489	1.50811060008144	0.72616489933587	0.894202467886106	0.751707184533652	0.602489954876917	1.31228642360115	0.342765954671983	0.121145836609233	0.216099496271373	0.169434649192926	-0.35453232946701	0.509987405233392	0.507787195547325	0.668821589307216	0.860438348809029	0.278901973521129	-0.00290683753261438	0.265267841519066	0.567366557835838	0.931060116521948	-0.779261946742503	0.381015965477474	0.622953560904634	-0.0551466546579661	-0.0827733467160125	0
markovcent_n	0.316463136357667	0.244372274009537	-0.491384366017322	0.304545226918805	0.0767198726010872	0.69828351088352	0.0918695707836126	0.331427500539136	0.903072298394193	-0.419347222273414	0.782748128725511	-0.414057454814382	0.459726000276707	0.984606421674689	1.39227277045539	0.944493892854374	1.11726176422781	1.83613158160785	1.17884605874458	1.45265367610945	0.947459293169613	0.61474089096738	1.19697000127918	0.469351191880224	0.62283343076589	0.411342148822769	0.338578085999517	0.57478077447351	0.600768177545416	1.1801282585369	0.966046564208463	1.34015968094975	0.250352113296395	-0.559968858324868	-0.338383097397743	0.176372698995602	0.334767930863729	-1.02733788035785	0.24216801230236	0.481383306377426	-0.558583800350991	-1.03064287280371	0
closeness_latora_n	0.510638655655388	0.0587469686566646	-0.686548831120004	-0.05682251676551	-0.306026457275048	0.340912861600161	0.250138594767581	0.173563747009456	0.486039196047201	-0.623871951986057	0.409070073157467	-0.428339977465405	-0.00785519972433	0.619254561484195	0.941065783917283	0.541538245862603	0.57750275506784	1.5081437098816	0.726194108711613	0.894232515490424	0.75173652003311	0.602518547157624	1.31231855641695	0.342793250689255	0.1211720263779	0.216126161038991	0.169461079906003	-0.354508512615806	0.510015535517358	0.507815314853009	0.668850513000906	0.860468226949515	0.278928950879305	-0.0028812672951459	0.265294751399079	0.567394974421855	0.931090347371403	-0.779240249291702	0.381043452790153	0.622982253637343	-0.0551213436453386	-0.0827481745435647	0
closeness_residual_n	0.594427684969625	-0.0713436106419427	-1.0741321986994	-0.236801565764344	-0.574443409144204	0.34091765663342	0.215411744333257	0.0952097107338822	0.555417272786294	-0.992306417873479	0.440884239972181	-0.746588863498033	-0.166851861159752	0.763498427033142	1.25168587092739	0.642412413650303	0.694682522585602	2.11160603072033	0.918656095982999	1.18073688482845	0.968543302893308	0.736556260589286	1.83384420919429	0.343800199405588	0.0211475784409978	0.156492570070158	0.0910588491419614	-0.645123357917745	0.593351535668016	0.589123806268837	0.834408979228457	1.13157992208709	0.248887674394027	-0.157397120867043	0.229497770013248	0.683767293954996	1.24173148988751	-1.1875890822119	0.399164237583014	0.766342535901681	-0.233784504329476	-0.270873221331361	0
communitycent_n	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	0.0625142609698936	0.0625142609698936	0.0625142609698936	0.904609882892631	-0.51642647910199	0.0625142609698936	-0.51642647910199	0.0625142609698936	0.0625142609698936	0.0625142609698936	0.0625142609698936	-0.51642647910199	7.94372131271562	0.0625142609698936	0.448474754351151	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	1.22039574111366	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0
diffusion_degree_n	-0.176845304168808	-0.356499569239845	-0.487558828185109	-0.397731695649591	-0.450744429604979	-0.274035316420352	-0.249001525385864	-0.341773809807793	-0.134140601815856	-0.483141100355494	-0.29023365179561	-0.463997613093826	-0.377115632444718	-0.165064696623166	0.269345206622375	-0.0722924122012369	-0.137085753702267	1.26038881639949	0.00280896090222944	1.16467138009115	0.295851573600069	-0.0884907475764943	1.35905140459424	-0.25636440510189	-0.377115632444718	-0.319685170659714	-0.365335024899076	-0.400676847536001	-0.140030905588677	0.0499313910847965	0.0101718406182556	0.675776166947016	-0.266672436704326	-0.403621999422412	-0.296123955568431	-0.210714550862528	0.264927478792759	-0.502284587617162	-0.257836981045095	-0.0737649881444421	-0.421292910740874	-0.430128366400106	0
dmnc_n	-0.123265764231294	0.35898235213825	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	1.80572670124689	-0.0756412724187647	-0.0506753613834342	-0.0933334526497168	-0.0986781978805974	-0.0244309255505929	-0.108299608440506	-0.0197961452632007	-0.0990689632820077	0.841230468507795	-0.0990689632820077	-0.123265764231294	1.80572670124689	0.0282823187973247	-0.123265764231294	-0.0740906315299005	-0.123265764231294	-0.0407835089887384	-0.123265764231294	-0.110971981055946	0.35898235213825	-0.123265764231294	-0.123265764231294	0.35898235213825	-0.123265764231294	-0.123265764231294	0.841230468507795	-0.0904569425773752	-0.123265764231294	-0.123265764231294	0
