ARL15	CDC34	CUL2	DERL1	DERL2	DET1	EPAS1	FBXW11	FBXW7	GLI2	HECTD2	HERC6	HMGA1	KLHL12	RBPJ	RNF111	RNF19A	RNF217	SEL1L	SUFU	TFE3	TRIM11	TRIM4	TRIM41	UBE2E2	UBE2U	UBR1	UBR5	UBXN1	GRIPAP1	B4GALT3	GANAB	HERC4	UBR2	ASB7	RBBP6	KCTD5	TIMM13	MRM3	PFKFB3	HIF3A	NGLY1	SYVN1	BBS1	ZNF764	UBOX5	PAIP1	if_health
communitycent_n	-0.51642647910199	0.0625142609698936	0.0625142609698936	1.13132793494876	0.0625142609698936	0.0625142609698936	0.930925371077719	0.0625142609698936	0.799347930152289	-0.51642647910199	0.0625142609698936	0.0625142609698936	0.0625142609698936	1.15945461057978	-0.51642647910199	0.0625142609698936	0.0625142609698936	-0.51642647910199	1.07566055609569	-0.51642647910199	0.0625142609698936	0.946160653711187	0.0625142609698936	0.0625142609698936	0.0625142609698936	-0.51642647910199	0.908658419536492	1.27170623458912	0.294090556998647	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	0.0625142609698936	-0.51642647910199	0.0625142609698936	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0
diffusion_degree_n	-0.288761075852405	1.87003525688645	1.32665473384372	0.742042084391251	0.493176749989568	0.840704672586001	0.949675292383187	1.89506904792094	1.83174828236312	-0.313794866886893	1.40617383477681	-0.285815923965994	-0.0207522541890541	-0.185680759828039	0.0381507835391548	1.70510675124747	0.772966179198561	0.207497017007755	-0.193043639544065	-0.19157106360086	0.14123109956352	1.15878107631833	1.45918656873219	0.222222776439808	1.81260479510145	1.42826247392488	0.56975069903624	0.412185073113281	0.366535218873919	-0.210714550862528	-0.502284587617162	-0.0899633235196995	0.887827102768568	0.6713584391174	-0.163592120679961	-0.172427576339192	-0.449271853661774	-0.491976556014725	-0.232803190010606	-0.251946677272274	0.718480869299967	-0.359444721126255	-0.331465778205356	-0.29317880368202	-0.396259119706386	-0.150338937191114	-0.377115632444718	0
dmnc_n	0.35898235213825	-0.0359918331592645	-0.0195844662306787	-0.0265410531972245	-0.0617136753914318	0.107727491112464	-0.0506753613834342	0.00244750885210025	-0.0127346229434897	0.35898235213825	-0.0212582691645522	-0.123265764231294	-0.0990689632820077	1.80572670124689	-0.0990689632820077	-0.0217243436812359	-0.123265764231294	-0.123265764231294	-0.0510937908940582	-0.123265764231294	3.25247105035552	-0.0527286047931151	-0.0305450649819874	-0.123265764231294	-0.00706205228096377	-0.0388620595198918	-0.0740906315299005	-0.0462680124500414	-0.0280167806062351	0.35898235213825	-0.123265764231294	-0.0462680124500414	-0.0510937908940582	-0.0472265081965549	-0.123265764231294	0.35898235213825	-0.123265764231294	-0.123265764231294	0.35898235213825	-0.123265764231294	-0.0904569425773752	-0.0904569425773752	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	0
geokpath_n	-0.123129934230758	2.00741265331103	1.60702261971264	1.46235614771906	1.0210503442639	0.60604753571667	1.85105596135837	1.83571254766208	1.77287761538205	0.10044552248659	1.10945763270442	-0.535940826535666	1.02981800923321	0.641118195593901	0.882228982249865	1.38052460800552	1.21247769609379	0.00473184657164644	0.249495826964821	0.17643195222059	1.21686152857844	1.24900963346591	1.13283807262258	0.440192540047265	1.80283380402718	1.47550764517302	0.944333275782462	1.72903929053551	1.44701273402277	0.676919494218575	-1.05469433721971	0.951639663256885	1.07292569533231	0.853734071099615	0.491337252368227	-0.172082730309393	-0.576125957644993	-0.99843515366665	0.22392347080434	0.489875974873343	1.66985755199268	-0.286062374910394	-0.375200302098357	0.12894043363684	-0.747826063293936	0.307216288012764	-0.0318000908004692	0
lincent_n	0.208265470648821	1.13767588987332	0.970785038930713	0.922134875127433	0.703491276707835	0.517358338690401	1.07405906275077	1.0562211795876	1.02304444782164	0.269400282461652	0.743780526353251	-0.0467427227448693	0.688031700261588	0.529050216683463	0.644588836366781	0.855441158219486	0.774889257232424	0.260616629492018	0.373536628322039	0.340492366487756	0.796493937678198	0.793215117608122	0.75327350284967	0.451647408639002	1.05342520123028	0.903512648297086	0.682606657854951	1.01515435509455	0.86831693368943	0.565611918625519	-0.751850255395638	0.665180373192555	0.730936970756401	0.649247060029415	0.483403551301398	0.177465216940611	-0.127378976928432	-0.566807520809006	0.341566478374726	0.49022433163648	0.983224888916131	0.0921799605629484	0.0782073160389775	0.312876116583261	-0.233686120189122	0.396956580821644	0.214092753796412	0
semilocal_n	-0.248230189347148	2.07993357375435	1.24179945121476	0.748894170666537	0.609311628501391	0.73982222307479	1.0329936510749	1.89062839540325	1.83377829821564	-0.252421173586715	1.40882550603069	-0.236802555492141	0.0477011551034083	-0.212769444650498	0.0857011158609485	1.68232904457837	0.690877846157271	0.177377734520486	-0.168917438826733	-0.189468129837383	0.169109600979122	1.1741373581009	1.44994779650995	0.204219548214477	2.10510968029769	1.72133725764188	0.556429492001795	0.435104679957913	0.351229239278679	-0.196395798907444	-0.42546189480854	-0.094211518543049	0.978208844901132	0.660160998255077	-0.040606878662907	-0.146917094731	-0.378789570322449	-0.421236063139042	-0.228778353960287	-0.169307730041948	0.885438016941796	-0.298993602107007	-0.331227474792149	-0.237950197517832	-0.397263354509278	-0.108394422524512	-0.277687883447876	0
coreness_n	-0.0481408617765611	1.79499767796878	1.62743962890102	0.454533285426713	0.119417187291197	1.62743962890102	0.454533285426713	1.79499767796878	1.79499767796878	-0.383256959912077	1.79499767796878	-0.215698910844319	0.119417187291197	0.286975236358955	0.119417187291197	1.79499767796878	1.2923235307655	0.622091334494471	0.119417187291197	-0.215698910844319	0.286975236358955	1.45988157983326	1.79499767796878	0.454533285426713	1.79499767796878	1.79499767796878	0.957207432629988	0.622091334494471	0.957207432629988	-0.0481408617765611	-0.718373058047594	0.119417187291197	0.789649383562229	0.957207432629988	-0.550815008979835	-0.0481408617765611	-0.550815008979835	-0.550815008979835	-0.383256959912077	-0.550815008979835	-0.0481408617765611	-0.0481408617765611	-0.0481408617765611	-0.215698910844319	-0.550815008979835	-0.215698910844319	-0.550815008979835	0
hub_score_n	0.0352543242991803	0.796681383279234	0.456010546828921	0.416684772358558	0.3952091886014	0.154004091829439	0.554599917071335	0.732181384791617	0.766691204023117	-0.164407371852823	0.655197450116472	-0.120760416108159	-0.141034696902275	-0.158111258541255	-0.0994611541420162	0.691553244002978	0.0966857454436222	-0.0116705802196871	-0.122959761311039	-0.112324188870989	0.156758975096848	0.581167431910083	0.666448921197759	-0.0197805211002829	0.849842990099664	0.737911471629351	0.244100793577807	0.000399868170985879	-0.00880379873037216	-0.156127920751644	-0.173264468338772	-0.117206375946881	0.498620312744952	0.275310266629408	0.075921212297745	-0.10524644277642	-0.165038330232948	-0.175867725626796	-0.132513959089044	-0.0724773056495636	0.45388989779906	-0.140902780847342	-0.154843390948622	0.0238065873571668	-0.174120638943321	-0.115303314805796	-0.0257770747023765	0
eccentricity_n	0.186549824460118	-0.576962892462901	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	-0.576962892462901	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	-0.576962892462901	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	0.950062541383136	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.950062541383136	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0
subgraph_centrality_n	-0.0901236083181385	-0.00796966167620791	-0.0577645595863301	-0.062152017196833	-0.0644298375948971	-0.0842546239541245	-0.0455244724449854	-0.0190130374867003	-0.0131969329945021	-0.0942124410618705	-0.0312080971068761	-0.0939387895338324	-0.0941083026595639	-0.0941947280591372	-0.0936505371940589	-0.0255846874667999	-0.0874084594547871	-0.0917376471104375	-0.0939609010821384	-0.0938192618803363	-0.0840877267258727	-0.0419198639224071	-0.0294927975293493	-0.0919759276668305	0.00171023048996149	-0.0180639557344983	-0.0780873666949722	-0.0913605422655489	-0.091650336800739	-0.0941872789126699	-0.0942264237265661	-0.0939010799820126	-0.052689239286148	-0.0756071149422785	-0.0884027776267097	-0.0937578325925621	-0.0942144921064557	-0.094227636009346	-0.0940465433521707	-0.0932315893240199	-0.0580092029084336	-0.0941084405956212	-0.0941826223140784	-0.0905543963602738	-0.094226958555607	-0.0938801261130121	-0.0921442167078992	0
pc_n	1.61968559535921	0.223786538250688	0.599297267262463	1.32477899687266	0.635167046692705	-0.167855129539236	1.69729259496093	-0.101948083805445	0.323621018181778	1.13852219782852	-1.09655939070115	-1.09655939070115	0.213058727577955	1.23165059735059	0.196890602660928	-0.494709189708182	0.240005602439664	-1.09655939070115	0.579751800696103	1.83698519424404	0.928983298903863	-0.347343027764083	-1.09655939070115	-0.406719394241372	-0.157476050115318	-0.897171165080798	0.929845598899438	1.75515343490068	0.684521250158431	1.13852219782852	-1.09655939070115	1.04159263914228	-1.09655939070115	-0.66196019293149	0.649598100337655	0.0209814035636869	0.649598100337655	0.649598100337655	1.69729259496093	0.649598100337655	0.579751800696103	0.0209814035636869	0.649598100337655	-0.126471895679589	0.649598100337655	0.213058727577955	0.649598100337655	0
gilschmidt_n	-0.128924578028496	0.307691537080558	0.229809102935696	0.196040209091611	0.100157381574786	0.0162275804773835	0.273072398322192	0.262749007988412	0.251157335657532	-0.100225269485604	0.121896490778027	-0.242823150561555	0.0817436747028271	0.0155107767788515	0.0709998854947547	0.173674044264107	0.126308317166399	-0.104395012252534	-0.0572890822119459	-0.0629148693945309	0.139709121731459	0.14408315945696	0.126509069437801	-0.0177751307181274	0.268561376693848	0.199143603028603	0.0944607406493469	0.233344704704108	0.172023152055626	0.0245587997412841	-0.552944078553647	0.0727913042932561	0.112869723938458	0.07766368001015	-0.00631099512439561	-0.143623186983504	-0.278083515692701	-0.471808670348064	-0.0655647993772719	-0.0108574436241629	0.227733088270074	-0.183308368355878	-0.190132764688397	-0.0840375510349494	-0.322113212397696	-0.0455970337453727	-0.130395974088439	0
