ARL15	CDC34	CUL2	DERL1	DERL2	DET1	EPAS1	FBXW11	FBXW7	GLI2	HECTD2	HERC6	HMGA1	KLHL12	RBPJ	RNF111	RNF19A	RNF217	SEL1L	SUFU	TFE3	TRIM11	TRIM4	TRIM41	UBE2E2	UBE2U	UBR1	UBR5	UBXN1	GRIPAP1	B4GALT3	GANAB	HERC4	UBR2	ASB7	RBBP6	KCTD5	TIMM13	MRM3	PFKFB3	HIF3A	NGLY1	SYVN1	BBS1	ZNF764	UBOX5	PAIP1	if_health
geokpath	-0.570159027082632	-0.0580852298803764	1.04095432755189	0.410925688580921	0.822831485233558	0.407181090429534	-0.627264148891293	0.138506173067473	1.24409877726466	-0.391354465353874	0.555092717409344	1.11865473919318	2.01361369737482	0.108549387856372	1.53149668538366	0.35382056677226	0.739514176365184	-0.219102950390044	-0.683433121162107	0.873383560277291	0.522327483584703	0.726408082835327	0.0579973128126394	-0.0543406317289888	0.142250771218861	-0.203188408246646	0.312629987106997	0.957637018683512	0.5382420257281	-0.660965532253781	-0.729304448516605	-0.399779811194496	-0.282761118963633	0.276120155130968	1.20665279575079	-0.27152732450947	-0.951171888986321	-0.473735624684401	-1.03729764646824	0.734833428675949	0.714238138843318	-0.579520522461101	-1.02138310432484	-0.914662057010292	-0.484033269600717	-0.844450841671774	-0.861301533353018	1
lincent	0.006644168359868	0.319779759068408	0.704533992227574	0.46559973611236	0.63041398418361	0.450516592538211	-0.0535508914620974	0.373172024393619	0.782338413760598	0.0964224099809235	0.528144976574906	0.738093224199711	1.0313365467688	0.38108615692937	0.893562282351912	0.44133962730303	0.561437198267781	0.191997686319475	-0.134587682241619	0.657204008055639	0.518204061849938	0.581116697828911	0.316063492208495	0.265485606130158	0.365707368634718	0.180720169789557	0.430607134458282	0.676731515152417	0.520610086696989	-0.060246658904385	-0.177121647508738	0.10988818811568	0.156422156510069	0.39400605293211	0.765110894675854	0.122181515221384	-0.609848641514257	0.0532426061151463	-4.13012725547794	0.65449553596763	0.564654596633786	-0.0643916143055506	-0.82695513907462	-0.517702884460706	0.0365063061803794	-0.361652201830722	-0.290969950663167	1
semilocal	-0.373015021367041	-0.115987984012414	0.311896946892548	-0.111275854384035	0.0350946721974901	0.18252935472009	-0.379282153772785	-0.229573868704491	0.360573245953703	-0.35100152245313	0.235069600076517	0.48670124900665	0.617592429758949	-0.292908817684596	0.330957511239341	0.102034400343305	-0.0433230183681183	-0.214836683291736	-0.370835661413915	-0.0443832475345036	-0.197280073651333	0.255426000071115	-0.00200156830192417	-0.115677768811879	-0.153547583925285	-0.245999567234083	-0.0954823665795843	-0.0492014000795212	-0.119145110863428	-0.374825264499276	-0.383754750145054	-0.348456972453805	-0.179798072730047	0.0508606725791084	0.45574648412289	-0.285679625479725	-0.402242005387062	-0.342661053010899	-0.406954135015441	-0.0614097425917133	-0.0148578286380184	-0.364105169594714	-0.404625557624083	-0.40147628432245	-0.359432307713238	-0.390807237488862	-0.394840035095816	1
coreness	-0.482484177479431	0.60767828436468	0.789372028005366	0.0625970534426247	-0.119096690198061	0.789372028005366	-0.482484177479431	-0.300790433838746	0.971065771646051	-0.482484177479431	0.971065771646051	0.425984540723995	0.60767828436468	-0.119096690198061	0.24429079708331	0.60767828436468	0.24429079708331	-0.119096690198061	-0.119096690198061	0.24429079708331	-0.119096690198061	0.789372028005366	0.60767828436468	0.0625970534426247	0.60767828436468	-0.119096690198061	0.425984540723995	-0.119096690198061	0.425984540723995	-0.482484177479431	-0.482484177479431	-0.300790433838746	0.0625970534426247	0.60767828436468	0.0625970534426247	-0.482484177479431	-0.664177921120116	-0.482484177479431	-0.664177921120116	-0.300790433838746	-0.300790433838746	-0.300790433838746	-0.664177921120116	-0.482484177479431	-0.300790433838746	-0.482484177479431	-0.664177921120116	1
hub_score	-0.14114194293816	-0.103212510847064	-0.0225760149788895	0.0684853201808427	0.135678418707429	-0.0572593951480187	-0.13707409868352	-0.115130074234294	-0.0429179222333781	-0.140429618069093	-0.0606859906097701	0.377522533545882	-0.100648396604061	-0.138612957391032	-0.0972777611100092	-0.0768652493104331	-0.101742392976888	-0.107440820916899	-0.1305646456065	-0.108235506119057	-0.126098360961426	-0.0681817986430568	-0.0833701238215802	-0.100099004565226	-0.113387476756388	-0.11632234227	-0.0933480845949605	-0.103289944137356	-0.112588387531507	-0.13897401361106	-0.141408635806965	-0.126334263301494	-0.104634963140944	-0.0700519262696899	0.348446567258331	-0.120163413051675	-0.141832654400796	-0.139180837040094	-0.141895056461183	-0.0478892668516338	0.0990169895456199	-0.134909338812997	-0.141676128779348	-0.137607228604355	-0.138923929498229	-0.141022151198569	-0.141149123426938	1
eccentricity	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	-4.78240978063309	-0.104393651028562	-0.104393651028562	0.415385918927497	0.935165488883556	0.415385918927497	-0.104393651028562	0.415385918927497	0.415385918927497	1
subgraph_centrality	-0.0893273705504163	-0.0891965151319222	-0.0880819015164446	-0.0854554154780307	-0.082587088778819	-0.0887007568118445	-0.0893253869366116	-0.0892647495241306	-0.0884703759356995	-0.0893272320961274	-0.0887504711064167	-0.0657248851215309	-0.0891784975981454	-0.0893264765391703	-0.089152644281373	-0.0889574624079716	-0.0891863721034818	-0.0892235691190849	-0.0893161892470061	-0.0892278963596306	-0.0893055870821225	-0.0888520610901563	-0.0890277742066126	-0.0891745944351969	-0.0892563236469359	-0.089270209208864	-0.0891212381556784	-0.0891970280280736	-0.0892522799852159	-0.0893266733766261	-0.0893273994716	-0.0893062367427669	-0.0892059656796128	-0.088875879262041	-0.0682933730392746	-0.0892861048852179	-0.089327419861469	-0.0893267755052322	-0.0893274202022177	-0.0885543137738032	-0.0842500058307095	-0.0893231509829542	-0.0893274160091994	-0.089325811777903	-0.0893266479267828	-0.0893273535316404	-0.0893273715193713	1
pc	0.365173990787788	-0.0107174768953352	0.108100734337235	1.43155194347157	0.00971467322653026	-0.401560570232779	0.619073503331543	0.619073503331543	1.46531143544414	0.619073503331543	-1.0058833769485	0.486423962084193	0.337193228180925	1.04156229220436	1.75488520026198	-0.34777584043508	0.00971467322653026	-1.0058833769485	0.365173990787788	1.85404073234437	0.365173990787788	-0.34777584043508	-1.0058833769485	-1.0058833769485	0.142329955811366	0.365173990787788	0.0818976751397965	0.164085576853133	0.225270177753473	-1.0058833769485	0.619073503331543	1.43155194347157	-1.0058833769485	-1.0058833769485	0.749070053753948	-1.0058833769485	-1.0058833769485	1.43155194347157	-1.0058833769485	0.619073503331543	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	1.43155194347157	-1.0058833769485	-1.0058833769485	1
gilschmidt	-0.263347808973367	-0.128561955682392	0.0490393586112299	-0.0610379453687666	0.00794122433200646	-0.0646798155479685	-0.289118920022293	-0.108217337112777	0.0790598225468607	-0.225247749376377	-0.0316601421554486	0.0580211001364768	0.186392484854614	-0.103658568998966	0.124598330115823	-0.0698872965156706	-0.0206789276589514	-0.179910131311403	-0.317413357295393	0.0223993884221186	-0.0450504832796422	-0.00750646327169049	-0.123046950778698	-0.147020957006126	-0.104057631425132	-0.183638966494979	-0.0745115033022018	0.0240754506119772	-0.0367836497974645	-0.29238590191455	-0.336056983019477	-0.221320294238175	-0.192672942042225	-0.0878348927207722	0.0681274033612252	-0.208390706017741	-0.517484723118376	-0.241026791184157	5.30506371721646	0.00650573437250913	-0.0163951532738742	-0.288211065897957	-0.604647487768934	-0.478078916132643	-0.243235853598526	-0.411360251964724	-0.388437803599597	1
spl_n	-0.0244167700683485	-0.750231194875856	-0.637341732710446	-0.603177816528806	-0.442080773031996	-0.294352218475831	-0.70796516418474	-0.695947027662337	-0.67339614227762	-0.0804563954255781	-0.47273377292619	0.225128356823609	-0.430197671751428	-0.303939720645384	-0.396438861295269	-0.555375340922875	-0.496094869761857	-0.072489316157925	-0.17282050083364	-0.143922959083169	-0.512164063538987	-0.509733429186148	-0.479890640742904	-0.239662945536843	-0.694056534276791	-0.589944362829996	-0.426011579254866	-0.667994732604639	-0.564692772608782	-0.333647473846804	1.08179193095919	-0.412508055072398	-0.463011235514814	-0.400084812824526	-0.266264888176298	0.00434573644030001	0.309795453447664	0.828870923021622	-0.144868205775942	-0.271936368332936	-0.645983988187226	0.0859070225023893	0.0995455819266809	-0.119481580312906	0.426060796658686	-0.193075787107342	-0.0298181797413402	0
degree_centrality_n	-0.223181851688905	2.31652960652472	1.11030033289736	0.348386895433277	0.0944157496119145	0.602358041254639	0.348386895433277	0.98304742193845	1.23701856775981	-0.286273631071896	0.538731585775182	-0.349900086551353	-0.0959289407299908	-0.0323024852505337	-0.0323024852505337	0.729076276117087	0.538731585775182	-0.0323024852505337	0.0307892941324573	0.0307892941324573	0.0307892941324573	0.475639806392191	0.538731585775182	-0.0323024852505337	2.38015606200418	1.55461616906063	0.538731585775182	0.221668660570829	0.665984496734096	-0.286273631071896	-0.540244776893258	-0.159555396209448	0.0307892941324573	0.348386895433277	-0.477152997510267	-0.286273631071896	-0.477152997510267	-0.477152997510267	-0.286273631071896	-0.477152997510267	-0.286273631071896	-0.286273631071896	-0.223181851688905	-0.223181851688905	-0.477152997510267	-0.349900086551353	-0.477152997510267	0
average_neighbor_degree_n	-0.290960477258095	0.0672079652820805	0.470682263731864	0.854334526829098	1.04690819994103	0.547449615717715	1.1964671409512	1.16734947166421	0.785054565117876	-0.230298654111177	1.42172466989604	0.188267841889265	0.306558373367651	-0.315225177399194	0.299481178259102	1.39717108607853	0.552238707976605	0.764555034395192	-0.423203213137467	-0.419563504476594	0.403010652880796	1.21702079414167	1.49451884311351	0.804996237694109	0.00976724790294796	0.197902369097116	0.273194365177282	0.545239257045053	-0.126566957276284	0.2792605584111	-0.958240386285857	0.2792605584111	2.24834294394361	0.737863849681149	3.10003477058799	0.468525408776517	-0.430482630459214	-0.958240386285857	0.170069298584898	2.00812217232597	4.87257288843333	-0.455960591085328	-0.466879717067948	-0.309159020562463	0.224664928497999	1.02540083389015	0.46124599145477	0
betweenness_n	-0.0671197667560424	0.390012706256173	0.438739260437329	0.260518152514106	-0.0420789246797177	-0.235437489746243	0.27989036790498	-0.129055933156092	0.710997815385784	-0.0409593325511729	-0.255497154298376	-0.259130844547821	-0.216783447740651	0.0259521527813254	-0.150495545083824	-0.217701532916711	-0.113467170900781	-0.258276996876883	-0.214107351087364	0.287325449848251	-0.0720438755854025	-0.178951156176794	-0.256302423119925	-0.196136442794049	-0.0222627635975682	-0.131073443959309	-0.0136573286393163	0.01827782794014	0.159779693770283	-0.225465366905065	-0.259264592921767	-0.184955086456544	-0.25700847432415	-0.166233926930022	-0.258670703776506	-0.248718753748056	-0.256953249711909	-0.252204834906171	0.237717607713778	-0.253020870558188	-0.246740051560253	-0.258998518091251	-0.223654934857146	-0.107642298013929	-0.24905505814641	-0.251365909349516	-0.258603520323892	0
eigenvector_n	0.0344414162669655	0.795775444681388	0.455188454007257	0.415760895973552	0.394229534494153	0.153469765224509	0.553710744412992	0.730994941529083	0.765575612995997	-0.164840189113793	0.654004012602747	-0.12140462872678	-0.141351431136267	-0.158595162191197	-0.098754754962737	0.690448871210734	0.0960528012794451	-0.0123496809739797	-0.123455234581961	-0.111710855593198	0.156079627222012	0.580088992459183	0.665282344806242	-0.0203656856805958	0.848718359487876	0.736867131023465	0.243230376067199	4.71635141591921e-05	-0.00918056283415471	-0.156544556336016	-0.173881496748	-0.117676254444633	0.49759871146668	0.27445551068018	0.0751739052994218	-0.105838666098816	-0.165585863970222	-0.176398149388449	-0.132962589001436	-0.0729357630588688	0.453137848152076	-0.14144464049332	-0.155426044051372	0.0229766653493634	-0.174720380961483	-0.11581206730356	-0.0264242938890847	0
cluster_coefficient_n	-0.590894368992731	-0.374385771176038	-0.289753436335843	0.335245596140663	0.946566974462799	-0.491992456789011	-0.228493612211369	0.32517867356213	0.0131083016505133	-0.590894368992731	0.293396625253505	-0.590894368992731	0.315111750983596	-0.590894368992731	0.113777527435848	0.254710215512395	-0.535625653349476	-0.473448348250814	1.57009465496227	-0.496939243608366	-0.590894368992731	0.186317716717621	0.376299698718387	-0.238560534789902	-0.356222184700868	-0.206529033128848	-0.369819506419711	-0.42827615134655	-0.390621379198537	-0.590894368992731	-0.590894368992731	-0.188225921897235	0.912404549248792	-0.0674228509548324	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.590894368992731	3.21432626128034	2.79152396902777	1.94591938452265	0.818445195841505	-0.590894368992731	0.113777527435848	-0.590894368992731	0
harmonic_centrality_n	0.199677881561869	1.21908907089887	1.03724918400215	0.958405580093932	0.73453837861476	0.538579102311717	1.13826031506333	1.11415726576555	1.08709303067963	0.266685019737964	0.785294846793906	-0.0662524747575439	0.691546061328031	0.536905509339995	0.666461466065155	0.906185064597551	0.79559557774521	0.25694950644294	0.366932418644936	0.353797331255836	0.826883773070433	0.837096273297315	0.796064294204658	0.459189582376188	1.12772798309244	0.965651382428405	0.72123786324939	1.04550410671912	0.902330561252724	0.558030831904813	-0.790322734339833	0.67064406931039	0.764219154011575	0.682020091371488	0.485956043399206	0.165359573669065	-0.148578364431967	-0.600887804667172	0.347610276770329	0.475340995124172	1.03240210585168	0.0727026225738133	0.0567690236367192	0.304480101292702	-0.251378888974661	0.394231010802575	0.196242467210012	0
markovcent_n	0.288508133035115	1.80522637562618	1.56118405435392	1.19193218668686	0.843786718891159	1.41467937472015	1.21895541660878	1.57331268554657	1.58915130240526	-0.0511649791457136	1.38557719692588	0.090268572505159	0.704078989369281	0.711933273778992	0.784733254966824	1.479670780715	1.37171775254954	0.867047276053875	0.723748645040837	0.61658208044506	0.880977743862169	1.34581461222843	1.38685908333335	0.84173468334082	1.81326977529313	1.69064770812791	1.33455969370479	1.12470734699542	1.38663138000767	0.298566892784405	-1.12614068304483	0.607848727133754	0.963823319140182	1.23764000486642	-0.554086160120387	0.314521851280802	-0.571264304784721	-0.77462038391463	-0.18108245270701	-0.536425955491082	0.335154408550241	0.261979860965548	0.344903568900361	0.209361909494904	-0.551720562947828	0.0921409513602489	-0.55610521423705	0
closeness_latora_n	0.199704463950175	1.2191207382511	1.03727994469819	0.958435947056889	0.734567630212413	0.538607375478903	1.13829157910813	1.11418840987535	1.0871240414026	0.266711936137783	0.78532434977385	-0.0662272193796578	0.691575097857526	0.536933774046244	0.666490376548917	0.906215170888	0.795625132232513	0.256976373273351	0.366959834803316	0.353824682867269	0.826913483233812	0.837126036292391	0.796093850920405	0.459217458424631	1.12775919447427	0.965681786538001	0.721267048151223	1.04553490794264	0.90236064897225	0.55805920102651	-0.790301091269744	0.670673001546177	0.764248551831129	0.682049079818255	0.485984052672153	0.165385984490085	-0.148553521155134	-0.600865216860462	0.347637596187063	0.475368952975712	1.03243284203161	0.0727285713996595	0.0567948931800164	0.304507205394545	-0.251354558085334	0.394258562620032	0.196269031684794	0
closeness_residual_n	0.134316207676285	1.67138409855495	1.39927206086236	1.27978105448012	0.940159865063367	0.636282206021494	1.56430724304484	1.51968548093169	1.47602456640926	0.237914794907977	1.01443338382621	-0.246506126430641	0.873073486279128	0.638376853769268	0.836330674409902	1.19976166712475	1.02753934496366	0.218025249780022	0.378717400852441	0.364304686991604	1.08142367785138	1.09575952390496	1.03119056580841	0.520634590002143	1.52694948871755	1.28366287874663	0.915600600644502	1.41679792091713	1.19299730008607	0.66862433592521	-1.19412284582882	0.841769071773391	0.986146030755342	0.856489256863259	0.564103335006425	0.0846788211395645	-0.357714626580854	-0.961645771253526	0.35819369631461	0.543848667793996	1.40553678715387	-0.0493402008143992	-0.075686641752008	0.289569961385214	-0.498978439368865	0.424703566544416	0.132279210783953	0
