ATF6	BEX3	CAPNS1	CHMP1A	DACH1	DRG1	ELF4	GATA3	IKZF1	KIF5B	MXI1	NCOR1	NFE2	RCOR1	REST	RFX5	RUNX1	SIN3B	TAL1	TEAD3	TP53BP2	VPS4B	VTA1	YAP1	CREBZF	LYL1	FBXO4	KTN1	KIF5A	BCAR3	KIF11	CBFA2T2	PHF21A	CTDSP1	SAP30L	NAE1	if_health
communitycent	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	0.733249273852008	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.126907633049567	-0.463477648784388	0.126907633049567	1.16598572907733	-0.463477648784388	-0.463477648784388	-0.463477648784388	0.422100273966544	-0.463477648784388	0.126907633049567	0.126907633049567	0.126907633049567	-0.463477648784388	-0.463477648784388	-0.463477648784388	6.01535046597835	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	-0.463477648784388	1
diffusion_degree	-0.413458330831936	-0.394599436797014	-0.298419077218915	-0.317277971253837	-0.479464459954161	-0.445518450691302	-0.371968763955109	-0.33802275469225	-0.283331961990978	-0.111716026273193	-0.175836265991926	0.389930555055716	-0.439860782480826	-0.345566312306219	-0.175836265991926	-0.332365086481774	0.0202962319712565	-0.0532534547649369	0.397474112669685	-0.454947897708763	-0.411572441428444	-0.466263234129716	-0.290875519604947	-0.332365086481774	-0.471920902340192	-0.356881648727172	-0.411572441428444	-0.458719676515747	-0.304076745429392	-0.0249651137125548	0.0542422412341151	-0.398371215603999	-0.141890256729068	-0.270130736166533	-0.464377344726224	-0.290875519604947	1
dmnc	-0.214905655225139	-0.214905655225139	3.28332753201443	-0.214905655225139	-0.214905655225139	-0.214905655225139	1.53421093839464	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.187326174874209	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	1.53421093839464	-0.214905655225139	-0.214905655225139	-0.0421713591969668	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	1
geokpath	-0.511181606198277	-0.508373157584736	-0.0402983886612853	0.184377500421971	-0.990490169575891	-0.656284784564547	-0.303356408796265	-0.166678576270617	0.101060191553597	0.784449354181835	0.574751857704129	1.65413227484161	-0.752708186962778	0.0795287521831182	0.58973025030968	0.143186920756707	0.832192980612027	0.634665428126331	1.85259597686515	-0.722751401751677	-0.222847548541431	-0.998915515416513	0.052380415585558	0.052380415585558	-0.968022580667565	-0.317398651863968	-0.445651138548994	-0.825727850914836	0.161909911513646	0.848107522755425	1.09337870167131	-0.444714989011147	0.633729278588484	0.129144677689004	-0.880024524109956	-0.0225115474421942	1
lincent	0.0505655084553677	0.0519036293728811	0.296892954768878	0.364301714125833	-0.809006687983759	-0.0794037384180434	0.112766976616983	0.223020297036336	0.344296474817687	0.622388153519349	0.492049596749266	0.929447908681473	-0.175163388452487	0.300304145061664	0.498746909748275	0.326539968670717	0.636885783940986	0.543895933280606	0.977071614009323	-0.167201655725887	0.174781069251741	-0.74194858301581	0.309609203707535	0.322812419468631	-0.559983900222141	0.163977826449125	0.00105543962625682	-0.205836217079469	0.37543037342127	0.638783295781441	0.7162678619787	0.0523904309422112	0.535704294690379	0.307416267501516	-0.376223398676911	0.344435753931027	1
semilocal	-0.361996491586014	-0.351437394443755	-0.308085801862667	-0.267698924172768	-0.405061429614708	-0.374138078928471	-0.318715580949352	-0.299851355337075	-0.257909474869811	-0.142360202832575	-0.153893140098033	0.378153416242248	-0.377149915115943	-0.26274333451359	-0.105703761098477	-0.262350657044558	0.0494313265918334	-0.0697855530061571	0.391037164001174	-0.379333201843759	-0.322218263973114	-0.403156943889905	-0.281277711051881	-0.286853731112129	-0.401790426297675	-0.323761486426408	-0.348115343055747	-0.387618696440325	-0.266022191380003	-0.0223815289446636	0.0491800130116532	-0.328399007335671	-0.0779807317848463	-0.185562577975431	-0.391553324680022	-0.315617355718693	1
coreness	-0.482484177479431	-0.300790433838746	-0.119096690198061	-0.300790433838746	-0.664177921120116	-0.482484177479431	-0.119096690198061	0.0625970534426247	-0.300790433838746	-0.119096690198061	-0.119096690198061	0.789372028005366	-0.482484177479431	-0.482484177479431	-0.119096690198061	-0.482484177479431	0.425984540723995	0.425984540723995	0.425984540723995	-0.482484177479431	-0.482484177479431	-0.664177921120116	-0.119096690198061	-0.482484177479431	-0.482484177479431	-0.300790433838746	-0.482484177479431	-0.664177921120116	0.0625970534426247	0.425984540723995	-0.300790433838746	-0.482484177479431	-0.119096690198061	-0.482484177479431	-0.664177921120116	-0.300790433838746	1
hub_score	-0.139327133092718	-0.14013976596781	-0.137180979743852	-0.129151167608131	-0.141867757925125	-0.141019074814479	-0.129377794575173	-0.139572165933566	-0.136332628668519	-0.0945263338415692	-0.132930211700409	-0.0993662067885484	-0.136758914236785	-0.137404268600431	-0.131312680195811	-0.135940436087638	-0.130402813027704	-0.131589758909918	-0.10390376797103	-0.140822386496709	-0.134036935123291	-0.141656343652058	-0.137029286229261	-0.129399586069179	-0.141820727832624	-0.134661664654946	-0.132841954961001	-0.14149393748061	-0.138622304744915	-0.117067107053925	-0.10614652312749	-0.140127031315499	-0.130976636445979	-0.121044017511366	-0.141695936152798	-0.138144519898552	1
eccentricity	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	0.935165488883556	0.415385918927497	0.415385918927497	-0.624173220984621	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	0.415385918927497	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	1
subgraph_centrality	-0.0893268432769251	-0.0893271506382148	-0.089325475948186	-0.0893132078366849	-0.089327420136274	-0.0893273530414003	-0.0893137131136682	-0.0893269477366451	-0.0893247071965892	-0.0891311178389071	-0.0893203793704003	-0.0891685520151552	-0.0893251123934062	-0.0893256527475936	-0.0893176136536825	-0.0893243166796688	-0.0893158541019329	-0.0893181202981764	-0.0892011011652919	-0.0893273195236685	-0.0893220180797741	-0.0893274152169958	-0.0893253474804646	-0.0893137575691852	-0.0893274197187197	-0.0893228428409109	-0.0893202501641605	-0.089327406122286	-0.0893264827112631	-0.0892734851324027	-0.0892155607773672	-0.0893271465864239	-0.0893169840874843	-0.0892892704747176	-0.0893274167286743	-0.0893261893835872	1
pc	1.27921223594531	0.619073503331543	1.73623135852407	1.73623135852407	-1.0058833769485	0.619073503331543	-1.0058833769485	-0.11049897352888	0.365173990787788	1.63467155350657	0.82219311336655	1.29749300084846	0.82219311336655	1.43155194347157	0.365173990787788	0.619073503331543	0.82219311336655	-0.0539855595063414	1.02771650576883	-1.0058833769485	0.619073503331543	-1.0058833769485	1.11468535181696	-1.0058833769485	-1.0058833769485	0.164085576853133	0.82219311336655	-1.0058833769485	1.43155194347157	0.98838188521337	-1.0058833769485	-1.0058833769485	-1.0058833769485	0.82219311336655	-1.0058833769485	0.619073503331543	1
gilschmidt	-0.24598276482011	-0.245001494213228	-0.136467552560794	-0.109053666045712	-0.59662311780824	-0.297630486575302	-0.21209344138387	-0.166910530932457	-0.116077164746097	0.0024511844710896	-0.0468906751515532	0.143379607446278	-0.337738340824475	-0.13507628442638	-0.0469353440090775	-0.123777745667181	0.0136956666913983	-0.0245295963777089	0.160309310771	-0.332504003522889	-0.192438387556337	-0.56935145638525	-0.128320248677353	-0.128164784547355	-0.497020574950011	-0.193893925201696	-0.259385554078573	-0.354127891405544	-0.106358954459022	0.0114193087002777	0.0491823402198394	-0.240729892865551	-0.0344236967388838	-0.12565235903745	-0.41991380518058	-0.122822987523069	1
spl_n	-0.109894078143353	-0.278012954215044	-0.409672314994079	1.33633336179866	-0.429522495542301	-0.163908174873214	0.0907682912080775	0.110888542239946	-0.436949433842661	-0.613845600632955	0.241467621084384	-0.907142145876094	-0.166743914951533	0.489797430799923	0.683573002818296	0.748254883652306	-0.596020948712103	-0.422635698209244	-0.548488543589818	-0.0535843823024767	-0.60992957862004	0.230394731254766	-0.340399235938039	-0.419934993372759	0.175435387832132	0.211084691673837	0.830356310681688	-0.325410324095494	0.218511629974198	-0.683253714930819	-0.139871901828431	-0.0302232854668088	0.000564749669207726	0.00178006684562649	-0.0444019858584038	0.202172365713411	0
degree_centrality_n	-0.223181851688905	0.0307892941324573	0.538731585775182	-0.477152997510267	-0.159555396209448	-0.286273631071896	-0.349900086551353	-0.286273631071896	0.0944157496119145	0.348386895433277	-0.41352654203081	3.33241418981017	-0.159555396209448	-0.540244776893258	-0.540244776893258	-0.477152997510267	0.729076276117087	0.538731585775182	0.0307892941324573	-0.349900086551353	-0.0323024852505337	-0.223181851688905	0.221668660570829	0.0307892941324573	-0.223181851688905	-0.41352654203081	-0.477152997510267	-0.286273631071896	-0.477152997510267	0.475639806392191	-0.477152997510267	-0.286273631071896	-0.477152997510267	-0.477152997510267	-0.41352654203081	-0.41352654203081	0
average_neighbor_degree_n	-0.545740083519234	-0.172063315537202	-0.582137170127968	-1.04923310280769	0.648431003100104	0.0390397867934553	-0.748957138285637	-0.725299031989959	0.252789940041906	0.419995972097234	-0.472945910301766	-0.0195477663876318	-0.344689492539043	-0.375887000546113	-0.521475346981049	-0.921843299677123	0.0227477592827405	-0.167614790817709	0.293819393054594	-0.330390642285195	0.691760861177724	-0.709526973258537	-0.571871299055801	-0.000997008476152218	-0.745924059867271	-0.618534256736702	-0.976438929590224	0.745143267002896	-0.339489913937379	0.127249181705234	2.208306148674	-0.186622150180696	0.46124599145477	1.46216587319496	0.267128208340551	-0.497210610442864	0
betweenness_n	-0.219392280322873	0.0315799022001385	1.0131112544073	-0.0966780936100719	-0.010188892879653	-0.111003359422615	-0.215402451570988	-0.252430966508847	0.0440878991746814	0.262366792111505	-0.257321952883932	2.18063585184951	0.0164474615013211	-0.259264592921767	-0.259264592921767	-0.258485045316164	0.287533618123626	0.118806110528832	-0.0375709216402152	-0.132483581635346	-0.0484290491698782	0.0705204269471301	0.196720850696265	0.239417833464308	-0.232445241481722	-0.253225293509065	-0.259033627744725	-0.207199697723466	-0.258379353552862	-0.0433289365451571	-0.25299841869635	-0.238076160503699	-0.259264592921767	-0.23992418780177	-0.252704066259013	-0.17651691347089	0
eigenvector_n	-0.166051910755491	-0.13305579835849	-0.159620465118787	-0.177423452316039	-0.129327424076343	-0.149274226485829	-0.163721676829149	-0.172949403177463	-0.128954586648128	-0.00815525990656426	-0.174533962247375	0.0686492503056644	-0.161391442902807	-0.175652474532019	-0.176864196173717	-0.17667777745961	-0.0944671245382679	-0.130911983146255	-0.141724268564481	-0.170153122465852	0.0600739894567263	-0.162789583258612	-0.139580453352247	-0.133894682571973	-0.169221028895316	-0.174813590318536	-0.176491358745502	-0.152722972696815	-0.175559265174966	0.264854946903652	-0.159713674475841	-0.166890794968974	-0.168941400824155	-0.129979889575718	-0.168288935324779	-0.174347543533268	0
cluster_coefficient_n	-0.309024764816714	0.0667999647436662	-0.590894368992731	-0.590894368992731	-0.188225921897235	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.0527812075741262	-0.268761302525503	-0.590894368992731	-0.257751530835246	-0.389560145444983	-0.590894368992731	-0.590894368992731	-0.590894368992731	-0.228493612211369	-0.0105770827614754	-0.21506963943235	-0.590894368992731	-0.590894368992731	0.536579819688411	-0.374072897479771	-0.590894368992731	0.254710215512395	-0.590894368992731	-0.590894368992731	0.254710215512395	-0.590894368992731	-0.528717063894069	-0.590894368992731	-0.168092076740168	3.6371285535329	-0.590894368992731	0.818445195841505	0.818445195841505	0
harmonic_centrality_n	0.289481176906362	0.505016256100712	0.676549895309834	-0.958330891876592	0.705728867725544	0.360315246325904	0.0723138640503669	0.0438903533164547	0.736206459482216	0.98738327964357	-0.0852851153576676	1.51200921647246	0.369730930192931	-0.317010205925926	-0.484526672182094	-0.541745911228546	0.959662842440826	0.710658659864157	0.865726571317574	0.219278498186415	0.953161470631587	-0.0720038993052606	0.578626779387143	0.692284979749	-0.0172633446948165	-0.0603907618043001	-0.60079589843457	0.56017865575626	-0.0713256395073317	1.06507439287414	0.33612948303999	0.204345744527381	0.162999450427004	0.190606843172088	0.216670228347929	-0.0559407149656879	0
markovcent_n	0.353932083873842	0.834698119514237	1.08042781496825	-1.13150294327642	0.437815929490411	0.150926482714818	-0.103703672864821	0.237581598102246	0.916678883170585	1.213993054338	-0.211349117333097	1.8901799970996	0.48229818243177	-1.04953525225499	-1.05579612826638	-0.677623421958741	1.41498811776832	1.29399025635194	0.881850531773828	-0.10003223013679	0.85355736661632	0.231837782542128	1.05852210607168	0.689635669291845	0.32234977781538	-0.278944538076752	-0.712745109074624	0.303340014981354	-0.576790735840122	1.32482547297201	-0.527010644289389	0.234410977968826	-0.555998834313983	-0.582255809719716	-0.192870373921147	-0.71256335436585	0
closeness_latora_n	0.289508207381935	0.505044360256925	0.676578857013667	-0.958310088248503	0.705757973919429	0.360342629797759	0.0723398106055994	0.0439161579379475	0.736235717307571	0.987413790643766	-0.085259955276918	1.51204234649739	0.369758361086912	-0.316986203065507	-0.484503504950129	-0.541723028066986	0.959693216007953	0.710687791648594	0.865756476616476	0.219305176610416	0.953191812089992	-0.0719786733970091	0.578655251606312	0.692314019083129	-0.017237844988468	-0.0604812796998321	-0.600773311235391	0.560207035484565	-0.0713004098839324	1.06491228993392	0.336156745502416	0.204372350647859	0.163025848038095	0.190633378755063	0.216696894970724	-0.0559154082459894	0
closeness_residual_n	0.267662636316743	0.588451212955331	0.841615336158876	-1.38685926405183	0.898247693156055	0.373836295091571	-0.0448626510416327	-0.0913868913844124	0.946097903174032	1.32755439669083	-0.272352926621074	2.12267499496545	0.389882449856635	-0.588491000920566	-0.811619028438127	-0.889428466334829	1.28197178698696	0.899323842457664	1.1413036997052	0.162584343795339	1.27624513534626	-0.254846283518111	0.698718082466637	0.872881316760983	-0.178170645778462	-0.239626457681068	-0.960511971096474	0.674062733288699	-0.255999300626978	1.44393225687913	0.34109060919975	0.144020768342581	0.0837179735488421	0.134738980616203	0.162084703048163	-0.236244274161725	0
communitycent_n	0.963088745526159	0.0625142609698936	0.0625142609698936	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	0.0625142609698936	0.0625142609698936	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	2.70905994716576	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	1.36670756213401	0.0625142609698936	0.745985967999203	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	0.0625142609698936	0.393337541010969	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0
diffusion_degree_n	-0.350609265467024	-0.0914358994629048	-0.053148924939569	-0.499339435730751	0.0145895684478712	-0.2593095569883	-0.437491246116132	-0.413930031024848	0.139758523620315	0.479923566500721	-0.42276548668408	2.48115427331662	-0.266672436704326	-0.478723372525878	-0.484613676298699	-0.489031404128315	0.537354028285725	0.248729143417502	0.0970538212673637	-0.369752752728692	0.180990650030061	-0.390368815933565	-0.175372728225602	-0.0222248301322593	-0.399204271592796	-0.440436398002542	-0.49344913195793	-0.114997114554188	-0.441908973945748	0.409239921226871	-0.235748341897017	-0.304959411227662	-0.377115632444718	-0.296123955568431	-0.332938354148561	-0.42571063857049	0
dmnc_n	-0.123265764231294	-0.0858558417022882	11.4506890286378	-0.123265764231294	0.0282823187973247	0.35898235213825	-0.123265764231294	0.35898235213825	-0.0990689632820077	-0.0783672968589281	-0.123265764231294	-0.0251881065374195	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.0527286047931151	-0.017460025074025	-0.123265764231294	-0.123265764231294	1.80572670124689	-0.123265764231294	-0.123265764231294	3.25247105035552	-0.0462680124500414	-0.123265764231294	-0.123265764231294	0.0282823187973247	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	-0.123265764231294	0
geokpath_n	0.150128957312667	0.53006110598267	0.850080877362403	-1.1219131019844	1.01593587303181	0.233421774521091	-0.216651693903375	-0.326247506019722	1.05319844915137	1.51569277628235	-0.519136135344492	2.46771506419969	0.300640539285783	-0.786549916908379	-0.921718085185207	-0.980169184980592	1.51861533127212	0.966983076953173	1.38929227297483	-0.0215711483362768	1.56464557236099	-0.507445915385415	0.771902531386076	0.918760919621981	-0.457031841811896	-0.500139527910992	-1.00647217988852	0.650616499310652	-0.527173161566358	1.7962580553002	0.188122172179667	-0.0369145620325654	-0.0975575780702774	-0.0142647608618537	-0.014995399609296	-0.519866774091935	0
lincent_n	0.302125243500974	0.497552155568705	0.661535108375744	-0.92217040975094	0.687155957551125	0.363299538675283	0.0871903013506059	0.0666480713164983	0.696804734718192	0.937236585549128	-0.0625235299462052	1.38657436800092	0.36655233410711	-0.289904399460544	-0.452498750352511	-0.504151692956425	0.912048402681431	0.678239535365752	0.845962303847991	0.239897139405532	0.931683549066211	-0.0518407480016144	0.573992449005665	0.674750910999152	0.00191484841518503	-0.0330934725472635	-0.567944542728432	0.555423487240876	-0.040321729400033	1.03749990363543	0.335894181623257	0.214530354839795	0.181492111273067	0.180197031394872	0.229895376549619	-0.0243900778122808	0
semilocal_n	-0.280024984415173	-0.140121845894673	-0.143525278217825	-0.426969626943506	0.0473735892620674	-0.265990762801412	-0.348850981688688	-0.335862182972823	0.134471255628818	0.385435476497852	-0.36781030673254	2.45184160810003	-0.234567673652638	-0.400734158530294	-0.4103729576489	-0.41836463491282	0.675912036583384	0.195091844734843	0.12809882227564	-0.314872414345057	0.187427733312264	-0.359323795963616	-0.182243096031921	-0.0559908573959529	-0.365851881170481	-0.380327503563355	-0.417760612794035	-0.150074271882647	-0.378257566225519	0.442343652735347	-0.24225037037118	-0.230425475814973	-0.307224565056445	-0.219023396741915	-0.287407993236318	-0.38082698339235	0
coreness_n	-0.0481408617765611	0.454533285426713	0.119417187291197	-0.718373058047594	-0.215698910844319	-0.383256959912077	-0.383256959912077	-0.0481408617765611	0.286975236358955	0.622091334494471	-0.383256959912077	1.2923235307655	-0.0481408617765611	-0.718373058047594	-0.718373058047594	-0.550815008979835	0.789649383562229	0.622091334494471	0.119417187291197	-0.383256959912077	0.286975236358955	-0.0481408617765611	0.286975236358955	-0.0481408617765611	-0.0481408617765611	-0.383256959912077	-0.550815008979835	-0.0481408617765611	-0.550815008979835	0.789649383562229	-0.550815008979835	-0.215698910844319	-0.550815008979835	-0.550815008979835	-0.383256959912077	-0.550815008979835	0
hub_score_n	-0.16553123944053	-0.132515992725828	-0.159065148785004	-0.176854096791582	-0.128949234818834	-0.148775626947557	-0.163126490506748	-0.172399328278411	-0.128885235421546	-0.00897381047243682	-0.173990123367326	0.0668858170796574	-0.160887784920934	-0.175050282771909	-0.176277163459523	-0.176157124675872	-0.0944219558756283	-0.130494948225317	-0.141397431827502	-0.169648376184951	0.0607791628286251	-0.162240974695574	-0.139005480422971	-0.133570291172343	-0.168650376785924	-0.174248237096807	-0.175886859018872	-0.152191957296458	-0.174998693825534	0.265705359460807	-0.15918400442602	-0.16640756237707	-0.168423683995275	-0.130061720087404	-0.167768448791271	-0.173771444335288	0
eccentricity_n	0.186549824460118	0.186549824460118	0.186549824460118	0.950062541383136	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	-0.576962892462901	-0.576962892462901	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	-0.576962892462901	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0.186549824460118	0
