AURKA	AURKB	BUB1	CDCA5	CDCA8	CENPH	CENPI	CENPK	CENPM	CENPP	CENPT	CENPW	DNAJB9	DSN1	INCENP	KIF20A	KIF23	KIF2A	KIF2B	KIF2C	MAPRE1	MIS18A	MTNR1A	NDE1	NUF2	PLK1	PLK4	RACGAP1	RND2	SEPT1	SKA1	SPC25	SPDL1	STAG1	TPX2	TUBGCP3	ZWILCH	RAB10	HAUS6	CENPN	PDS5A	SKA2	ZWINT	TUBGCP2	GTSE1	SKA3	if_health
communitycent	1.99763242489247	4.22532931315991	7.13193043189952	3.50235241907088	4.16932550507188	1.77032218150653	3.90085622228264	3.53133810446357	5.49466544150069	1.16813258464763	-0.463477648784388	2.13960030971419	0.126907633049567	0.717292914883521	-0.463477648784388	1.85664279687356	4.70920471268043	0.98564986117168	-0.463477648784388	8.59699873227789	0.126907633049567	2.16423995631612	-0.463477648784388	0.126907633049567	6.58039234001281	2.88347575561226	2.13663247613745	3.34954772182168	-0.463477648784388	-0.463477648784388	6.87758783514527	7.30234398684662	2.46044330470865	-0.463477648784388	4.35441454812858	0.126907633049567	1.70278219302174	-0.463477648784388	0.126907633049567	1.43642590908983	0.126907633049567	0.126907633049567	1.54349126532163	0.126907633049567	2.78207743411247	4.07368863519657	1
diffusion_degree	1.20463477736432	2.92645180275265	2.58510582072057	1.50826297132656	1.5704973216418	1.07262251911987	1.71759669511418	0.836886343683353	0.686015191403982	1.38002249188909	-0.177722155395418	-0.213554054061769	-0.158863261360497	0.44650723716048	1.49506174550211	-0.226755279886214	0.144764932601738	1.48940407729163	-0.471920902340192	2.0495132301288	1.63273167195704	-0.15320559315002	0.0655575776550679	-0.0589111229754134	1.86469606858657	4.58414858842224	0.455936684177941	0.333353872950952	-0.437974893077334	-0.281446072587486	1.72136847392117	1.33476114620528	1.37059304487163	1.25555379125861	0.608693725860804	0.233401734565868	1.39510960711703	-0.400257105007491	-0.177722155395418	1.59878566269418	0.240945292179837	-0.290875519604947	-0.305962634832884	-0.040052228940492	-0.31162030304336	-0.283331961990978	1
dmnc	-0.115234541882682	-0.090778153769308	-0.0662607796128413	-0.101172625481515	-0.101172625481515	-0.109660455233001	-0.113363165741771	-0.0740763841317407	-0.060768847034212	-0.107432804278751	0.0230899011038248	-0.0792196586594759	1.53421093839464	-0.150945988068253	-0.109660455233001	-0.214905655225139	-0.0421713591969668	-0.109660455233001	-0.214905655225139	-0.123247104634943	-0.112546673014161	-0.127143723936473	-0.095907877060657	-0.214905655225139	-0.10832665321468	-0.0715624370437133	-0.0868790451402315	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.102878537837121	-0.109660455233001	-0.115234541882682	-0.113159680589316	-0.102719306206787	-0.125726415657563	-0.101008266076399	-0.214905655225139	-0.095907877060657	-0.10832665321468	-0.119227183346157	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	-0.214905655225139	1
geokpath	2.06416577241855	1.96680622048247	1.69532285450687	0.258333313911876	0.354756716310107	0.507349090979152	0.908021093177626	0.0785926026452713	-0.0459152858883667	0.242418771768479	-0.250932034676838	-0.713389906373208	0.461477763624654	0.0242959294501509	0.790066251408917	0.12727237861331	1.1411223281015	1.23192883327265	-0.807941009695745	1.79455470551864	2.08382491271334	-0.0833612674022428	0.479264604843745	0.69832359669992	1.08588950536854	2.73070424336554	1.09899559889839	1.72434349018012	-0.565478279393397	0.0898263970994341	0.382841202445514	0.159101462900105	0.351948267696567	1.15235612255567	1.55396427429199	0.969806962675522	0.254588715760489	-0.456884933003157	-0.0412345381991322	0.321055332947619	0.55041196972011	-0.69466691561627	-0.410077456110812	0.995083000197388	-0.272463474047317	-0.614158055361436	1
lincent	1.07373878205746	1.05553490168421	0.93087261314436	0.386614218460531	0.419924861631241	0.493536214999474	0.642424414573303	0.311667048504858	0.256498048173554	0.401136412538204	0.170273126738108	-0.179729648862589	0.509952284261311	0.256230327104473	0.608290672631235	0.332489322072927	0.75463304090167	0.755296969131098	-0.292815377149399	0.961518507368353	1.08998542170417	0.226450718606741	0.504865806895576	0.567722886475796	0.72182865663359	1.36864059883044	0.745522274021434	0.979975694096157	0.0017680544212639	0.383210734107024	0.453583765012949	0.332904985371818	0.415464696749832	0.731344196828799	0.926600902377111	0.680752716085024	0.391444607676609	0.0303549505141705	0.250749229459641	0.420212914448821	0.512949542393405	-0.152613432515815	0.0547042850455244	0.669189808318056	0.138218984678539	-0.121100724337877	1
semilocal	1.17758584157021	2.37837783477005	1.89841209114743	1.0096769558123	1.06646204460896	0.705296942467155	1.20864662937061	0.520051346451503	0.397995408752414	0.896766476366958	-0.213552627968002	-0.238793935677353	-0.152852544805099	0.220399169833497	1.08394404553025	-0.203877055131064	0.0851453424002564	1.08836559383154	-0.390363511948856	1.51144415251556	1.30973359022341	-0.14465736602641	-0.0890071151152534	-0.108472137255149	1.33061617802651	3.85936090922268	0.39172827634667	0.369683363235236	-0.376792578619124	-0.24808075781995	1.15837998655987	0.86695832969277	0.914841420266482	0.882861767188549	0.584607522360296	0.219303599694899	0.895011208080386	-0.342998755634266	-0.161401133305917	1.06673691883728	0.139825679962905	-0.278501481345827	-0.282671716066943	-0.0260216490825865	-0.263450153957846	-0.264345458587239	1
coreness	1.15275951528674	2.42461572077153	2.42461572077153	2.42461572077153	2.42461572077153	2.24292197713085	2.42461572077153	2.06122823349016	2.06122823349016	2.42461572077153	0.24429079708331	0.24429079708331	-0.119096690198061	1.15275951528674	2.42461572077153	-0.300790433838746	0.24429079708331	2.42461572077153	-0.664177921120116	2.42461572077153	1.87953448984948	0.24429079708331	0.0625970534426247	0.425984540723995	2.42461572077153	2.42461572077153	0.789372028005366	0.24429079708331	-0.482484177479431	-0.482484177479431	2.42461572077153	2.42461572077153	2.42461572077153	1.87953448984948	0.789372028005366	0.425984540723995	2.42461572077153	-0.482484177479431	0.0625970534426247	2.42461572077153	0.789372028005366	-0.300790433838746	-0.300790433838746	0.425984540723995	-0.664177921120116	-0.300790433838746	1
hub_score	-0.0396136459094564	0.473035682316538	0.0193376238244942	-0.0474196915489718	-0.0367781375646043	-0.0573390620648831	-0.027394319031397	-0.0631339074543732	-0.0750819967893919	-0.0387161461149773	-0.122474095851859	-0.133463311587051	-0.113618776592264	-0.0803785036334149	-0.0338270064116632	-0.124690142500179	-0.113454684839103	-0.0380907175752213	-0.141352457278048	0.0210479033245666	-0.00777768861362656	-0.132548365096826	-0.132801123705371	-0.118348208516314	-0.026105498702612	0.578035936454508	-0.0974645378395716	-0.0311775149069263	-0.139680712907463	-0.135499965552573	-0.0325204569348284	-0.0466196594044218	-0.0533584814359978	-0.0625134160073221	-0.0906291985655432	-0.0991518953344309	-0.0411271699273409	-0.139625317484476	-0.124522859106006	-0.0367025313403023	-0.105382057980056	-0.1354926859514	-0.127265047610879	-0.108253185435251	-0.127984455567458	-0.134797798081754	1
eccentricity	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	0.415385918927497	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	-0.104393651028562	0.415385918927497	0.415385918927497	-0.104393651028562	0.415385918927497	0.415385918927497	-0.104393651028562	0.415385918927497	0.415385918927497	1
subgraph_centrality	-0.0884121668856834	-0.0562464565490419	-0.0870531256086328	-0.0885465647819711	-0.088360752034377	-0.0887019298387463	-0.0881804549764308	-0.0887847283383398	-0.0889368920676816	-0.0883960717106166	-0.0892944235273904	-0.089321200426981	-0.0892574726373214	-0.0889963555674257	-0.0883057068598701	-0.0893015240145246	-0.0892566475596626	-0.0883847348931515	-0.0893273944309938	-0.0870046384701723	-0.0877536997473656	-0.0893197763994192	-0.0893201851046672	-0.0892789109557595	-0.0881544860988331	-0.0439845591935841	-0.0891547173212319	-0.088255006767819	-0.0893269912361777	-0.0893238369903887	-0.0882808570166453	-0.0885332878521944	-0.0886416493072723	-0.0887761110437795	-0.0890974912497661	-0.0891675851915021	-0.0884390851350738	-0.0893269694816447	-0.0893010179510653	-0.0883593610668242	-0.0892107802130235	-0.0893238341042294	-0.0893086954346451	-0.0892283953412313	-0.0893104916440662	-0.0893230134368925	1
pc	0.690936840908964	0.234283714081231	-0.280942224609891	-1.0058833769485	-1.0058833769485	-0.725090828036105	-0.420898900047681	-1.0058833769485	-1.0058833769485	-0.77026462930789	0.164085576853133	-1.0058833769485	0.164085576853133	-0.221518377643772	-0.725090828036105	0.619073503331543	1.05070267465593	-0.052976564438596	-1.0058833769485	-0.0866220561043603	0.724839927491785	0.619073503331543	1.22843233343656	0.142329955811366	-0.605945010087734	1.48175715265179	1.06676570504135	0.193791819820753	0.82219311336655	0.619073503331543	-0.797141078746432	-1.0058833769485	-1.0058833769485	0.286623829094564	1.40717759026736	1.27921223594531	-1.0058833769485	1.43155194347157	0.164085576853133	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	-1.0058833769485	1
gilschmidt	0.212655331594558	0.21610050749736	0.16557466524697	-0.0738324954032756	-0.0592063846617772	-0.0360097334714643	0.0343845002447175	-0.111652265656406	-0.139830990300125	-0.0714006732821645	-0.186157822394681	-0.331026905158757	-0.0450970090411702	-0.134866763757463	0.0180781664728976	-0.117037940634668	0.0639060415830972	0.07727671327964	-0.386072142280546	0.168085921595085	0.218404100080591	-0.159751237529697	-0.0427223039118533	-0.014931293947589	0.0639090676488895	0.368340742656778	0.0657076855032838	0.160178811683786	-0.266864510067585	-0.105205266876274	-0.0438789831732611	-0.0965143715380418	-0.0618027491102707	0.0664940843506578	0.137776090118217	0.0343175485390945	-0.0719582602912252	-0.248525416600813	-0.147863681941745	-0.05836211230615	-0.0375999310445224	-0.322332261625407	-0.234622122937979	0.0267523840621458	-0.199442595087304	-0.307262832245569	1
spl_n	-0.487317579043254	-0.355523183022395	-0.429657530784124	-0.00942785822581437	-0.0581755805245182	0.0649765600195721	-0.178491980990278	0.0339184543998977	0.0760494498491901	0.238226775280597	-0.405756292981164	0.677901522661658	-0.0410261048127811	-0.0341393074797239	-0.0456173030348236	0.295346682572423	-0.165393562533291	-0.177411699055682	0.0137982033680297	-0.244929319968011	-0.531879208845385	0.210274480222898	0.15599031300938	-0.618301763613163	-0.240473156987792	-0.526207728688758	-0.273286720751178	-0.199692513956753	1.88997785327973	-0.445591689319441	-0.0650623778575754	-0.0835622059875435	-0.142032465697623	-0.0287378978067443	0.072133427836275	-0.240473156987792	0.00772161748592273	1.97059389264904	1.08449263579569	-0.0165847260425183	0.201632224746119	0.588373157331915	0.261722907358086	-0.533499631747285	0.580000972338793	0.625102743108216	0
degree_centrality_n	0.475639806392191	1.42789793419818	1.36427147871873	1.04667387741791	0.919955642555458	0.602358041254639	0.98304742193845	0.538731585775182	0.348386895433277	0.28476043995382	0.348386895433277	-0.286273631071896	-0.349900086551353	0.158042205091372	-0.0323024852505337	-0.41352654203081	-0.286273631071896	0.475639806392191	-0.0959289407299908	0.856329187076001	0.475639806392191	-0.223181851688905	-0.159555396209448	0.602358041254639	1.17392678837682	2.1892766955658	0.28476043995382	0.0307892941324573	-0.540244776893258	-0.159555396209448	1.11030033289736	0.792702731596544	0.792702731596544	0.0944157496119145	-0.286273631071896	0.0307892941324573	-0.0323024852505337	-0.540244776893258	-0.540244776893258	0.538731585775182	-0.286273631071896	-0.41352654203081	-0.477152997510267	0.412013350912734	-0.540244776893258	-0.41352654203081	0
average_neighbor_degree_n	-0.247426686304207	-0.182527477937213	-0.0424427349683836	-0.227498881017973	-0.112008122632791	-0.26478008925752	-0.179342732858949	-0.193901567502443	-0.135666228928468	-0.225099075509513	-0.1672103827884	-0.681622528059479	-0.193901567502443	-0.312192098980828	0.0689662721390619	-0.181769217431893	-0.0410338037457596	0.0523140226621802	-0.0119161344587723	0.0355583326651566	0.122967173656976	-0.224232460877359	0.123273054772836	0.00724023457679019	-0.118507586785599	-0.378368626705269	-0.474679103168987	-0.510556220998429	-1.10382873272079	1.34517522726771	-0.173680947654441	-0.109526496473634	-0.185629492437616	-0.309710472821671	-0.252136906076417	-0.4050046698331	-0.0644896878282386	-1.10382873272079	-0.703460780024719	-0.0745999977522394	-0.24485748875467	-0.0240484845293215	0.0972751253674298	-0.0346643135892311	0.424848904846036	-0.108975044214425	0
betweenness_n	-0.0270371479447258	-0.0107344277044659	-0.0573712085085287	-0.247114059216051	-0.250072510447131	-0.239176178543505	-0.130976211953422	-0.0699124947711009	-0.235156128073406	-0.245785838818565	0.149178759366824	-0.258344424427563	-0.212127111790284	-0.0753070103040411	-0.244288785579483	-0.255701285379495	-0.236041537014949	-0.245920755524965	-0.252850166503172	-0.215138135520723	0.153731548874016	-0.239911918733179	-0.184190894939392	0.208201581651369	-0.179896220550083	0.534388013223665	0.00778332890696169	0.113712383155442	-0.259264592921767	-0.0512210168072559	-0.223204310060083	-0.140581819038158	-0.133263197077943	-0.243681671634078	-0.25771684949121	-0.0811805897556281	-0.227660608469177	-0.259264592921767	-0.259264592921767	-0.233404310959209	-0.257235689790511	-0.259264592921767	-0.259264592921767	0.011178055426181	-0.259264592921767	-0.259264592921767	0
eigenvector_n	-0.105838666098816	-0.115625648589452	-0.121870675512048	-0.146571155131273	-0.138089103639388	-0.154680369194942	-0.139114406566979	-0.147316829987702	-0.149740273271098	-0.165306235899061	-0.149460645199937	-0.17593210260318	-0.163442048757988	-0.149087807771722	-0.151884088483332	-0.175000009032644	-0.16856856339594	-0.137063800711798	-0.153282228839137	-0.13510640421367	-0.106397922241138	-0.171830890892819	-0.173881496748	-0.130725564432148	-0.133335426429651	-0.0809517677654849	-0.161764280331022	-0.169500656966477	-0.1777030803872	-0.121591047440887	-0.136970591354744	-0.140139709494569	-0.147037201916541	-0.16045934933227	-0.171271634750497	-0.162603164544505	-0.151231622983956	-0.1777030803872	-0.177609871030147	-0.144893386704306	-0.17211051896398	-0.174813590318536	-0.16754326046835	-0.0460914682274102	-0.17593210260318	-0.175093218389697	0
cluster_coefficient_n	-0.124568808775689	1.48901808739992	1.38218440419354	2.0109675171857	2.33502010605976	2.02998516429122	1.83317069724766	1.59220298682415	2.50965436485176	2.10389100497697	-0.0674228509548324	0.677512507764958	-0.590894368992731	0.370021084678437	1.640563113012	-0.590894368992731	-0.168092076740168	2.39359090760551	1.52311709227008	2.04953131426206	-0.0623915036770269	1.38218440419354	0.415776748746009	-0.0963890359970556	1.69089772590467	-0.050100641041245	-0.0798151861407551	-0.496939243608366	-0.590894368992731	0.0131083016505133	2.10733261563591	2.0081516539193	1.91663609776123	0.792823376931	2.36872167677521	0.442620466281124	1.17078325806726	-0.590894368992731	-0.590894368992731	2.33832219196225	1.52311709227008	3.6371285535329	3.6371285535329	-0.0271593886636208	-0.590894368992731	3.6371285535329	0
harmonic_centrality_n	0.787550198366727	0.62778133742614	0.738941556355038	0.219226110035785	0.270691166166376	0.121416038570754	0.400823367072358	0.162911219702582	0.10564786760993	-0.0613226803029204	0.670519998328187	-0.478353402589272	0.210033756715936	0.227861520803786	0.245603812535356	-0.129573295933225	0.356877073605904	0.392678732760922	0.169238890747132	0.488589124654921	0.866421374376332	-0.0347409488851443	0.0214305688368836	0.972996444327852	0.487006518459753	0.877929740208053	0.502807773626225	0.407037995975258	-1.28464294358066	0.724262463712705	0.282001015184159	0.298113829306218	0.353783546363151	0.225319424008615	0.089193166378767	0.444361602702404	0.174403042273474	-1.32482755707492	-0.791409971430218	0.211594305229998	-0.0373602475641831	-0.397350945989049	-0.098373329016413	0.857554364904756	-0.393366857241742	-0.427474702340018	0
markovcent_n	1.297949993826	1.62662183343098	1.62729752360073	1.52223943689637	1.48864641127937	1.34762091037719	1.49808609641885	1.28095154778497	1.19449333544903	1.14940646982596	1.15932841016903	0.20954636322598	-0.0604788025400484	0.983907621899254	0.844092567002607	-0.214958238141257	0.272127662370284	1.31279781589558	0.728585431416787	1.484667671311	1.30362775932634	0.391812119638926	0.515633702528442	1.36659344970374	1.56928651213893	1.76654820210621	1.11018673191418	0.733864895311306	-1.38241454233879	0.598115084513903	1.53858273294876	1.44874462184022	1.43428903477873	0.986935226109984	0.237898327576595	0.867075590660621	0.804119767727209	-1.38516764222695	-1.07853771083083	1.32613925307183	0.259008152358319	-0.202752811623347	-0.56788174573919	1.2641041279804	-1.03379433672367	-0.202092930983534	0
closeness_latora_n	0.787579713813247	0.627810056122644	0.738970828709864	0.21925279040412	0.270718102334898	0.121442228915635	0.400850953106805	0.16293761863801	0.105673980821111	-0.061297401650516	0.670548928952327	-0.47833020411368	0.210060389783886	0.227888242936379	0.245630623857559	-0.129548356945409	0.356904440363603	0.392706276612472	0.169149519836999	0.488617148830606	0.866451283142061	-0.0348313387970148	0.0214562612815602	0.973026884094157	0.487034533966783	0.877959705514243	0.502835868086322	0.407065611474546	-1.28462376725413	0.724291662272534	0.2820280085569	0.298140902745464	0.353810897023513	0.225346133346738	0.0892191977072797	0.444389404874665	0.174429497997685	-1.32480858276291	-0.791388334814397	0.211620947297699	-0.0373348480241144	-0.397327343339321	-0.0983482353441716	0.857584228434608	-0.393343234492216	-0.427451250070909	0
closeness_residual_n	1.01685471975483	0.76444005767205	0.936489427266808	0.160643431662079	0.236511957425522	0.018841544223264	0.426413875255902	0.0821037495964284	-0.00247005533895935	-0.240202966235501	0.836907182964336	-0.807641119412536	0.14980507083873	0.178668932464032	0.2102808181988	-0.331598789065018	0.367859823077277	0.41880396233738	0.0948061547457788	0.560932537957041	1.13842115693303	-0.197022475508436	-0.119674244455281	1.29976668436714	0.555705527063511	1.14088092676528	0.582628476555553	0.440903456923996	-1.72629789242634	0.922499486345889	0.251962386684338	0.277751536019328	0.35625278418135	0.177323745837021	-0.0266834146251644	0.493653989654657	0.100398287723783	-1.7626947991629	-1.19563137654625	0.150573748911308	-0.204248049390668	-0.696663222684096	-0.286784857433725	1.12642977900082	-0.690840486284318	-0.735222036499787	0
communitycent_n	-0.51642647910199	0.757243149056154	2.19842013032107	0.899910688573867	1.13768992110339	0.0625142609698936	0.0625142609698936	0.0625142609698936	0.0625142609698936	-0.51642647910199	0.0625142609698936	0.0625142609698936	0.0625142609698936	0.319821256557395	-0.51642647910199	-0.51642647910199	0.0625142609698936	-0.51642647910199	-0.51642647910199	0.0625142609698936	0.0625142609698936	0.0625142609698936	-0.51642647910199	1.62565425916398	1.39767719789493	-0.51642647910199	0.0625142609698936	0.5256668530274	-0.51642647910199	-0.51642647910199	2.01421116100411	1.64562061369171	0.0625142609698936	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	-0.51642647910199	0.0625142609698936	1.50527134337125	1.74289859512042	-0.51642647910199	0.0625142609698936	0
