gene	w	p_value
V2411	TNFRSF10D	203	0.0114727020263672
V2504	TULP4	203	0.0114727020263672
V2519	UBAP2L	50	0.0114727020263672
V2614	WNT7A	50	0.0114727020263672
V2616	WRAP73	50	0.0114727020263672
V2621	XBP1	50	0.0114727020263672
V2622	XPC	50	0.0114727020263672
V2658	ZNF862	50	0.0114727020263672
V40	ADORA1	51	0.0127272605895996
V173	BCL2A1	202	0.0127272605895996
V229	C7orf25	51	0.0127272605895996
V355	CDKN1C	51	0.0127272605895996
V445	COL4A5	51	0.0127272605895996
V621	DST	51	0.0127272605895996
V737	EXOSC8	51	0.0127272605895996
V757	FBLN5	51	0.0127272605895996
V798	FOXO4	51	0.0127272605895996
V972	HEY1	51	0.0127272605895996
V1108	IL6R	51	0.0127272605895996
V1133	ITGA6	202	0.0127272605895996
V1138	ITGB1BP2	51	0.0127272605895996
V1179	KDM4A	202	0.0127272605895996
V1185	KIAA0930	202	0.0127272605895996
V1187	KIAA1551	51	0.0127272605895996
V1241	LAMA3	51	0.0127272605895996
V1314	MAGI3	51	0.0127272605895996
V1383	MEP1B	51	0.0127272605895996
V1494	NBEA	51	0.0127272605895996
V1574	NPY5R	51	0.0127272605895996
V1602	NTSR1	202	0.0127272605895996
V1631	OTUB1	51	0.0127272605895996
V1677	PEBP1	51	0.0127272605895996
V1730	PLAT	51	0.0127272605895996
V1767	POLRMT	51	0.0127272605895996
V1912	RBM4	51	0.0127272605895996
V1964	RNF146	51	0.0127272605895996
V1994	RRAS	51	0.0127272605895996
V2004	RTN1	202	0.0127272605895996
V2156	SLC25A4	51	0.0127272605895996
V2158	SLC32A1	51	0.0127272605895996
V2440	TP53BP1	51	0.0127272605895996
V2558	USP22	202	0.0127272605895996
V2559	USP4	51	0.0127272605895996
V2607	WNK1	51	0.0127272605895996
V2632	ZBTB32	51	0.0127272605895996
V129	ASGR2	201	0.0140948295593262
V145	ATP5F1D	201	0.0140948295593262
V178	BDP1	201	0.0140948295593262
V208	BRF2	52	0.0140948295593262
V343	CDH12	201	0.0140948295593262
V382	CETP	52	0.0140948295593262
V392	CHFR	201	0.0140948295593262
V418	CLK2	52	0.0140948295593262
V462	CORO1C	201	0.0140948295593262
V561	DGKG	52	0.0140948295593262
V587	DNAJC7	201	0.0140948295593262
V688	EMC1	52	0.0140948295593262
V704	EPHA7	52	0.0140948295593262
V716	ERCC4	201	0.0140948295593262
V925	GRM3	52	0.0140948295593262
V952	HAX1	52	0.0140948295593262
V991	HIST1H2BN	52	0.0140948295593262
V1124	IQCN	201	0.0140948295593262
V1174	KCTD1	52	0.0140948295593262
V1279	LOR	201	0.0140948295593262
V1338	MAPKAP1	52	0.0140948295593262
V1399	MKNK2	201	0.0140948295593262
V1400	MKS1	201	0.0140948295593262
V1472	MYL7	201	0.0140948295593262
V1513	NEB	201	0.0140948295593262
V1597	NTMT1	52	0.0140948295593262
V1650	PAX5	52	0.0140948295593262
V1670	PDK1	52	0.0140948295593262
V1694	PHF1	52	0.0140948295593262
V1704	PIGK	52	0.0140948295593262
V1894	RAPGEF4	52	0.0140948295593262
V2083	SERPINB2	52	0.0140948295593262
V2115	SH3GLB2	52	0.0140948295593262
V2138	SIX3	52	0.0140948295593262
V2249	SSH3	52	0.0140948295593262
V2308	TAC3	201	0.0140948295593262
V2311	TACR3	52	0.0140948295593262
V2332	TBRG4	52	0.0140948295593262
V2370	TIFA	52	0.0140948295593262
V2377	TIMM44	52	0.0140948295593262
V2423	TNNI2	52	0.0140948295593262
V2466	TRIM39	52	0.0140948295593262
V2509	TXN	52	0.0140948295593262
V2574	VBP1	201	0.0140948295593262
V2639	ZFP36L1	52	0.0140948295593262
V	A1CF	53	0.0155830383300781
V21	ACTL6B	200	0.0155830383300781
V64	AMFR	53	0.0155830383300781
V132	ATAD3A	53	0.0155830383300781
V161	BAG2	53	0.0155830383300781
V186	BICD2	53	0.0155830383300781
V194	BLOC1S6	200	0.0155830383300781
V222	C1orf94	53	0.0155830383300781
V224	C1R	200	0.0155830383300781
V235	CACNA2D3	200	0.0155830383300781
V250	CAPN3	53	0.0155830383300781
V292	CCP110	200	0.0155830383300781
V389	CHD9	53	0.0155830383300781
V657	EGR2	200	0.0155830383300781
V673	EIF4G3	53	0.0155830383300781
V748	F3	200	0.0155830383300781
V767	FBXO7	53	0.0155830383300781
V769	FBXW5	53	0.0155830383300781
V915	GRIK3	200	0.0155830383300781
V917	GRIN2B	200	0.0155830383300781
V924	GRK6	53	0.0155830383300781
V964	HERC1	53	0.0155830383300781
V1052	HTR1F	53	0.0155830383300781
V1073	IFT80	53	0.0155830383300781
V1162	KCND3	53	0.0155830383300781
V1220	KLRK1	200	0.0155830383300781
V1275	LMX1A	53	0.0155830383300781
V1298	LTBR	200	0.0155830383300781
V1376	MED22	53	0.0155830383300781
V1387	MFNG	200	0.0155830383300781
V1578	NR1H3	53	0.0155830383300781
V1663	PDCD7	53	0.0155830383300781
V1783	PPP2CB	53	0.0155830383300781
V1966	RNF20	200	0.0155830383300781
V2088	SERTAD3	53	0.0155830383300781
V2123	SHMT1	53	0.0155830383300781
V2188	SNX1	53	0.0155830383300781
V2198	SOCS7	200	0.0155830383300781
V2251	SSTR2	53	0.0155830383300781
V2257	ST5	200	0.0155830383300781
V2268	STK36	53	0.0155830383300781
V2323	TAP1	200	0.0155830383300781
V2329	TBC1D5	53	0.0155830383300781
V2446	TPH1	200	0.0155830383300781
V2490	TTC26	200	0.0155830383300781
V2541	ULK1	200	0.0155830383300781
V2548	UQCR10	200	0.0155830383300781
V2652	ZNF423	53	0.0155830383300781
V76	AP1S3	199	0.0172009468078613
V101	ARHGEF1	54	0.0172009468078613
V197	BMP4	199	0.0172009468078613
V201	BNIP1	54	0.0172009468078613
V207	BRD1	54	0.0172009468078613
V327	CDC16	54	0.0172009468078613
V415	CLINT1	199	0.0172009468078613
V443	COL4A3BP	54	0.0172009468078613
V497	CSTB	199	0.0172009468078613
V499	CTF1	54	0.0172009468078613
V535	DBP	54	0.0172009468078613
V599	DOCK8	54	0.0172009468078613
V667	EIF2B3	54	0.0172009468078613
V702	EPHA5	54	0.0172009468078613
V718	ERCC6L	199	0.0172009468078613
V763	FBXO24	199	0.0172009468078613
V802	FTH1	199	0.0172009468078613
V951	HAUS7	54	0.0172009468078613
V1137	ITGB1BP1	54	0.0172009468078613
V1182	KHK	199	0.0172009468078613
V1408	MMP17	54	0.0172009468078613
V1450	MTIF3	199	0.0172009468078613
V1473	MYO10	54	0.0172009468078613
V1629	OSGEP	54	0.0172009468078613
V1774	POU2AF1	199	0.0172009468078613
V1777	PPFIBP1	54	0.0172009468078613
V1950	RIMS2	54	0.0172009468078613
V2002	RTF1	54	0.0172009468078613
V2014	S100A9	54	0.0172009468078613
V2087	SERTAD2	199	0.0172009468078613
V2098	SFR1	199	0.0172009468078613
V2159	SLC35E1	54	0.0172009468078613
V2368	THOP1	54	0.0172009468078613
V2391	TLR4	54	0.0172009468078613
V2407	TNC	199	0.0172009468078613
V2410	TNFRSF10C	54	0.0172009468078613
V2455	TRAPPC4	199	0.0172009468078613
V2493	TTC8	54	0.0172009468078613
V2534	UCHL5	199	0.0172009468078613
V2637	ZEB1	199	0.0172009468078613
V17	ACLY	55	0.0189566612243652
V50	AGT	198	0.0189566612243652
V227	C4BPA	55	0.0189566612243652
V293	CCR4	55	0.0189566612243652
V360	CEACAM1	55	0.0189566612243652
V381	CER1	55	0.0189566612243652
V384	CFH	198	0.0189566612243652
V395	CHMP2A	55	0.0189566612243652
V407	CIRBP	55	0.0189566612243652
V420	CLOCK	55	0.0189566612243652
V436	COG3	55	0.0189566612243652
V452	COL9A2	55	0.0189566612243652
V464	COX4I1	198	0.0189566612243652
V513	CXCL10	55	0.0189566612243652
V516	CXCR1	198	0.0189566612243652
V524	CYP4F2	198	0.0189566612243652
V570	DLG5	55	0.0189566612243652
V592	DNPEP	55	0.0189566612243652
V652	EFNA3	198	0.0189566612243652
V712	ERBIN	55	0.0189566612243652
V721	ERG28	55	0.0189566612243652
V728	EXOC3	55	0.0189566612243652
V749	FABP4	198	0.0189566612243652
V762	FBXO11	198	0.0189566612243652
V928	GRPEL1	55	0.0189566612243652
V954	HBP1	198	0.0189566612243652
V979	HIPK3	55	0.0189566612243652
V980	HIRA	55	0.0189566612243652
V1047	HSPB2	198	0.0189566612243652
V1134	ITGA7	198	0.0189566612243652
V1163	KCNH2	198	0.0189566612243652
V1206	KLF1	198	0.0189566612243652
V1208	KLF4	198	0.0189566612243652
V1229	KRT15	55	0.0189566612243652
V1233	KRT34	198	0.0189566612243652
V1257	LDOC1	55	0.0189566612243652
V1294	LTB4R2	55	0.0189566612243652
V1302	LYPLA1	198	0.0189566612243652
V1312	MAGI1	55	0.0189566612243652
V1355	MC1R	55	0.0189566612243652
V1429	MRPL53	198	0.0189566612243652
V1540	NKD1	55	0.0189566612243652
V1667	PDHB	198	0.0189566612243652
V1713	PIP4K2A	198	0.0189566612243652
V1734	PLD1	55	0.0189566612243652
V1771	POP4	55	0.0189566612243652
V1793	PPP4R3A	55	0.0189566612243652
V1891	RAP1GAP	198	0.0189566612243652
V1922	REM1	198	0.0189566612243652
V2026	SART1	55	0.0189566612243652
V2046	SDCCAG8	55	0.0189566612243652
V2191	SNX2	55	0.0189566612243652
V2353	TFIP11	55	0.0189566612243652
V2422	TNNI1	198	0.0189566612243652
V2433	TOMM20	55	0.0189566612243652
V2458	TRDMT1	55	0.0189566612243652
V2494	TTF1	55	0.0189566612243652
V2570	VARS	198	0.0189566612243652
V54	AHCTF1	197	0.0208582878112793
V124	ASB2	56	0.0208582878112793
V143	ATP5F1B	56	0.0208582878112793
V321	CD81	56	0.0208582878112793
V568	DLD	56	0.0208582878112793
V581	DNAJB1	56	0.0208582878112793
V616	DROSHA	56	0.0208582878112793
V646	EDN1	56	0.0208582878112793
V706	EPHB4	56	0.0208582878112793
V715	ERCC1	197	0.0208582878112793
V732	EXOSC1	197	0.0208582878112793
V811	FZD6	56	0.0208582878112793
V892	GORASP1	56	0.0208582878112793
V904	GPRIN2	56	0.0208582878112793
V956	HCRTR2	197	0.0208582878112793
V1170	KCNQ1	197	0.0208582878112793
V1253	LBR	56	0.0208582878112793
V1326	MAP4K4	197	0.0208582878112793
V1371	MECR	197	0.0208582878112793
V1403	MLLT1	197	0.0208582878112793
V1460	MYBL1	56	0.0208582878112793
V1523	NFATC1	197	0.0208582878112793
V1559	NOS3	197	0.0208582878112793
V1653	PBRM1	197	0.0208582878112793
V1780	PPP1R12B	197	0.0208582878112793
V1846	PTPRN2	197	0.0208582878112793
V2055	SEC24A	56	0.0208582878112793
V2102	SGK3	56	0.0208582878112793
V2260	STC2	56	0.0208582878112793
V2336	TCHP	197	0.0208582878112793
V2376	TIMM22	56	0.0208582878112793
V2387	TLE4	56	0.0208582878112793
V2401	TMEM147	56	0.0208582878112793
V2431	TOE1	56	0.0208582878112793
V2642	ZMYND11	197	0.0208582878112793
V73	ANXA7	57	0.022916316986084
V151	ATP6V1G3	57	0.022916316986084
V417	CLK1	57	0.022916316986084
V455	COMMD7	57	0.022916316986084
V496	CSTA	57	0.022916316986084
V522	CYFIP1	57	0.022916316986084
V569	DLG2	196	0.022916316986084
V576	DMTF1	57	0.022916316986084
V628	DUSP1	57	0.022916316986084
V725	ETFB	196	0.022916316986084
V803	FTSJ3	57	0.022916316986084
V839	GCH1	57	0.022916316986084
V920	GRIN3B	196	0.022916316986084
V960	HDLBP	57	0.022916316986084
V1006	HK1	57	0.022916316986084
V1097	IL1R1	57	0.022916316986084
V1168	KCNK1	57	0.022916316986084
V1258	LEMD3	57	0.022916316986084
V1291	LSM8	57	0.022916316986084
V1299	LTK	57	0.022916316986084
V1469	MYL3	57	0.022916316986084
V1554	NOL12	196	0.022916316986084
V1589	NRIP2	196	0.022916316986084
V1660	PDC	196	0.022916316986084
V1698	PHKB	196	0.022916316986084
V1772	POP5	196	0.022916316986084
V1832	PTH1R	57	0.022916316986084
V2104	SGSM2	196	0.022916316986084
V2173	SMC1B	196	0.022916316986084
V2183	SNF8	196	0.022916316986084
V2222	SPRTN	196	0.022916316986084
V2300	SYP	57	0.022916316986084
V2367	THOC6	57	0.022916316986084
V2416	TNFSF10	57	0.022916316986084
V2463	TRIM21	57	0.022916316986084
V13	ACAT2	58	0.0251388549804687
V104	ARHGEF28	58	0.0251388549804687
V153	ATXN2L	58	0.0251388549804687
V176	BDKRB1	58	0.0251388549804687
V182	BEX2	58	0.0251388549804687
V279	CCKAR	58	0.0251388549804687
V286	CCL8	195	0.0251388549804687
V468	CPN1	195	0.0251388549804687
V490	CSF2RA	58	0.0251388549804687
V549	DDX27	195	0.0251388549804687
V603	DPH2	195	0.0251388549804687
V687	ELSPBP1	195	0.0251388549804687
V852	GFAP	195	0.0251388549804687
V1004	HIVEP1	195	0.0251388549804687
V1186	KIAA1217	58	0.0251388549804687
V1230	KRT17	195	0.0251388549804687
V1239	KXD1	58	0.0251388549804687
V1248	LAS1L	58	0.0251388549804687
V1311	MAGEH1	58	0.0251388549804687
V1343	MARK1	195	0.0251388549804687
V1419	MPP3	58	0.0251388549804687
V1434	MRTFA	195	0.0251388549804687
V1478	MYOZ1	58	0.0251388549804687
V1483	NAA20	58	0.0251388549804687
V1503	NCOA4	58	0.0251388549804687
V1511	NDUFAF7	58	0.0251388549804687
V1686	PFKP	58	0.0251388549804687
V1705	PIGQ	58	0.0251388549804687
V1715	PIP5K1A	195	0.0251388549804687
V1756	POLK	58	0.0251388549804687
V2015	S100B	195	0.0251388549804687
V2165	SLC7A9	195	0.0251388549804687
V2168	SLC9A1	195	0.0251388549804687
V2202	SORBS3	58	0.0251388549804687
V2236	SRGAP2	195	0.0251388549804687
V2281	STX1A	58	0.0251388549804687
V2335	TCF12	195	0.0251388549804687
V2526	UBQLN2	58	0.0251388549804687
V2553	USE1	58	0.0251388549804687
V15	ACIN1	59	0.0275354385375977
V23	ACTR5	59	0.0275354385375977
V152	ATXN10	59	0.0275354385375977
V193	BLNK	194	0.0275354385375977
V228	C5	194	0.0275354385375977
V272	CC2D2A	59	0.0275354385375977
V307	CD38	194	0.0275354385375977
V308	CD3E	194	0.0275354385375977
V316	CD63	194	0.0275354385375977
V338	CDCA3	194	0.0275354385375977
V406	CIR1	194	0.0275354385375977
V589	DNM1L	59	0.0275354385375977
V622	DSTN	194	0.0275354385375977
V651	EFNA2	194	0.0275354385375977
V661	EID2	59	0.0275354385375977
V786	FLI1	194	0.0275354385375977
V819	GABRG2	59	0.0275354385375977
V847	GDF9	194	0.0275354385375977
V900	GPR150	194	0.0275354385375977
V969	HES1	59	0.0275354385375977
V970	HEXA	59	0.0275354385375977
V974	HHEX	59	0.0275354385375977
V1119	INTS6	59	0.0275354385375977
V1135	ITGA9	194	0.0275354385375977
V1254	LDHD	194	0.0275354385375977
V1328	MAP6	59	0.0275354385375977
V1339	MAPKAPK5	59	0.0275354385375977
V1350	MAVS	59	0.0275354385375977
V1462	MYCBP	194	0.0275354385375977
V1514	NECTIN3	59	0.0275354385375977
V1599	NTN4	59	0.0275354385375977
V1610	NUP54	59	0.0275354385375977
V1617	OIP5	194	0.0275354385375977
V1630	OSTF1	194	0.0275354385375977
V1751	POFUT1	194	0.0275354385375977
V2045	SDCBP2	59	0.0275354385375977
V2051	SEC22C	59	0.0275354385375977
V2101	SGK1	194	0.0275354385375977
V2137	SIX1	59	0.0275354385375977
V2157	SLC27A6	59	0.0275354385375977
V2220	SPOP	59	0.0275354385375977
V2245	SSB	194	0.0275354385375977
V2263	STIP1	194	0.0275354385375977
V2432	TOLLIP	59	0.0275354385375977
V2549	UQCRC2	194	0.0275354385375977
V2568	VANGL2	59	0.0275354385375977
V2569	VAPA	194	0.0275354385375977
V2630	YLPM1	59	0.0275354385375977
V2636	ZCRB1	59	0.0275354385375977
V191	BIRC6	193	0.0301175117492676
V383	CFD	60	0.0301175117492676
V428	CNKSR2	60	0.0301175117492676
V434	CNRIP1	193	0.0301175117492676
V598	DOCK7	60	0.0301175117492676
V632	DUSP7	193	0.0301175117492676
V649	EEF1E1	193	0.0301175117492676
V668	EIF2B5	193	0.0301175117492676
V719	ERF	60	0.0301175117492676
V766	FBXO6	60	0.0301175117492676
V795	FOXG1	60	0.0301175117492676
V845	GDA	60	0.0301175117492676
V907	GRB14	60	0.0301175117492676
V1081	IGHM	193	0.0301175117492676
V1131	ITGA2B	193	0.0301175117492676
V1159	KCNAB3	193	0.0301175117492676
V1334	MAPK7	60	0.0301175117492676
V1374	MED16	60	0.0301175117492676
V1480	MYRIP	193	0.0301175117492676
V1482	MZT1	193	0.0301175117492676
V1618	OLA1	60	0.0301175117492676
V1799	PRAM1	193	0.0301175117492676
V1838	PTPN21	60	0.0301175117492676
V1857	RAB11FIP1	60	0.0301175117492676
V1902	RASSF5	60	0.0301175117492676
V2009	RYK	60	0.0301175117492676
V2050	SEC22A	60	0.0301175117492676
V2136	SIVA1	60	0.0301175117492676
V2194	SNX6	60	0.0301175117492676
V2294	SYBU	60	0.0301175117492676
V2315	TAF13	193	0.0301175117492676
V2380	TIMP2	193	0.0301175117492676
V2412	TNFRSF12A	60	0.0301175117492676
V2469	TRIM55	60	0.0301175117492676
V2478	TSC22D3	60	0.0301175117492676
V2655	ZNF76	60	0.0301175117492676
V163	BAHD1	192	0.0328941345214844
V167	BATF3	192	0.0328941345214844
V220	C19orf57	192	0.0328941345214844
V237	CACNB4	61	0.0328941345214844
V239	CACNG8	61	0.0328941345214844
V260	CASK	61	0.0328941345214844
V273	CCDC113	61	0.0328941345214844
V460	COPS8	61	0.0328941345214844
V678	ELAVL1	192	0.0328941345214844
V744	F11R	192	0.0328941345214844
V806	FXYD1	61	0.0328941345214844
V865	GLRX	192	0.0328941345214844
V902	GPRASP1	61	0.0328941345214844
V929	GRPEL2	61	0.0328941345214844
V962	HEATR6	192	0.0328941345214844
V968	HERPUD1	192	0.0328941345214844
V1071	IFT27	61	0.0328941345214844
V1128	IRS4	192	0.0328941345214844
V1172	KCNQ3	61	0.0328941345214844
V1390	MIB1	61	0.0328941345214844
V1524	NFATC3	61	0.0328941345214844
V1669	PDIA5	61	0.0328941345214844
V1803	PRKAA1	61	0.0328941345214844
V1983	RPP25	61	0.0328941345214844
V2031	SCAMP2	61	0.0328941345214844
V2097	SF3B6	192	0.0328941345214844
V2167	SLC8A2	192	0.0328941345214844
V2267	STK26	61	0.0328941345214844
V2276	STRIP1	61	0.0328941345214844
V2299	SYNJ2BP	192	0.0328941345214844
V2322	TAOK2	192	0.0328941345214844
V2338	TDP2	61	0.0328941345214844
V2400	TMEM11	61	0.0328941345214844
V2647	ZNF232	61	0.0328941345214844
V44	ADRB1	62	0.0358753204345703
V105	ARHGEF7	62	0.0358753204345703
V110	ARL2	191	0.0358753204345703
V426	CNGA2	62	0.0358753204345703
V518	CYB5R3	62	0.0358753204345703
V782	FHIT	191	0.0358753204345703
V853	GFI1B	191	0.0358753204345703
V994	HIST1H3E	62	0.0358753204345703
V1048	HSPBP1	62	0.0358753204345703
V1107	IL6	62	0.0358753204345703
V1123	IPO5	191	0.0358753204345703
V1130	ISG20L2	62	0.0358753204345703
V1317	MAP1A	191	0.0358753204345703
V1570	NPRL2	62	0.0358753204345703
V1745	PMPCB	62	0.0358753204345703
V1765	POLR3D	62	0.0358753204345703
V1834	PTPA	62	0.0358753204345703
V1868	RAB3IL1	62	0.0358753204345703
V1890	RALYL	62	0.0358753204345703
V1913	RBM4B	62	0.0358753204345703
V1931	RFLNB	62	0.0358753204345703
V1979	RPL23AP42	191	0.0358753204345703
V2030	SCAMP1	62	0.0358753204345703
V2049	SEC16B	62	0.0358753204345703
V2264	STK11	62	0.0358753204345703
V2291	SUV39H2	62	0.0358753204345703
V2524	UBL4A	191	0.0358753204345703
V2535	UCN	62	0.0358753204345703
V6	ABCG8	190	0.0390734672546387
V119	ARR3	63	0.0390734672546387
V148	ATP6V0A4	63	0.0390734672546387
V179	BEGAIN	190	0.0390734672546387
V219	C11orf49	63	0.0390734672546387
V344	CDH18	190	0.0390734672546387
V356	CDKN2B	63	0.0390734672546387
V543	DCUN1D1	63	0.0390734672546387
V655	EFNB1	63	0.0390734672546387
V697	EP400	63	0.0390734672546387
V723	ESRRA	190	0.0390734672546387
V760	FBXL2	63	0.0390734672546387
V785	FKBP5	190	0.0390734672546387
V820	GABRR2	63	0.0390734672546387
V1028	HOXB2	63	0.0390734672546387
V1117	INTS3	63	0.0390734672546387
V1210	KLF6	190	0.0390734672546387
V1265	LIMK2	63	0.0390734672546387
V1268	LIN7C	63	0.0390734672546387
V1305	MAD1L1	63	0.0390734672546387
V1322	MAP3K4	190	0.0390734672546387
V1405	MLNR	190	0.0390734672546387
V1410	MMP7	190	0.0390734672546387
V1476	MYO7A	63	0.0390734672546387
V1641	PAIP2	190	0.0390734672546387
V1651	PAX6	63	0.0390734672546387
V1666	PDGFB	190	0.0390734672546387
V1785	PPP2R2B	63	0.0390734672546387
V1883	RAD51B	190	0.0390734672546387
V1914	RBM7	190	0.0390734672546387
V1993	RRAGC	63	0.0390734672546387
V2193	SNX5	190	0.0390734672546387
V2270	STK38L	190	0.0390734672546387
V2357	TGFB2	190	0.0390734672546387
V2529	UBR4	63	0.0390734672546387
V2545	UNG	190	0.0390734672546387
V2653	ZNF426	63	0.0390734672546387
V32	ADCY1	64	0.0424981117248535
V51	AGTPBP1	64	0.0424981117248535
V61	ALDOA	189	0.0424981117248535
V154	ATXN3	189	0.0424981117248535
V432	CNPY2	189	0.0424981117248535
V528	DAD1	189	0.0424981117248535
V567	DKC1	64	0.0424981117248535
V574	DLX5	64	0.0424981117248535
V626	DTX1	189	0.0424981117248535
V958	HDAC7	64	0.0424981117248535
V1106	IL5RA	64	0.0424981117248535
V1116	INTS12	189	0.0424981117248535
V1147	JAG2	189	0.0424981117248535
V1207	KLF11	189	0.0424981117248535
V1232	KRT20	64	0.0424981117248535
V1364	MCPH1	189	0.0424981117248535
V1453	MUC16	64	0.0424981117248535
V1536	NIN	64	0.0424981117248535
V1750	PNRC2	64	0.0424981117248535
V1782	PPP1R2	189	0.0424981117248535
V1927	RETREG2	64	0.0424981117248535
V2325	TASP1	64	0.0424981117248535
V2454	TRAPPC3	64	0.0424981117248535
V2460	TRERF1	64	0.0424981117248535
V2648	ZNF251	64	0.0424981117248535
V67	ANK2	188	0.0461602210998535
V147	ATP5MF	65	0.0461602210998535
V281	CCL11	188	0.0461602210998535
V552	DDX58	65	0.0461602210998535
V573	DLX2	65	0.0461602210998535
V685	ELP2	65	0.0461602210998535
V691	EME1	188	0.0461602210998535
V734	EXOSC3	188	0.0461602210998535
V773	FCF1	65	0.0461602210998535
V937	GTF3C1	65	0.0461602210998535
V1140	ITGB5	188	0.0461602210998535
V1401	MLF2	65	0.0461602210998535
V1468	MYL2	188	0.0461602210998535
V1507	NDN	65	0.0461602210998535
V1568	NPLOC4	65	0.0461602210998535
V1758	POLQ	188	0.0461602210998535
V1789	PPP3CB	65	0.0461602210998535
V2018	SAG	65	0.0461602210998535
V2059	SEC63	65	0.0461602210998535
V2195	SNX9	188	0.0461602210998535
V2233	SRCAP	188	0.0461602210998535
V2337	TCTN3	65	0.0461602210998535
V2389	TLN1	65	0.0461602210998535
V2447	TPI1	188	0.0461602210998535
V2575	VCAM1	65	0.0461602210998535
V2612	WNT4	65	0.0461602210998535
V212	BSG	66	0.0500726699829101
V264	CASP8AP2	66	0.0500726699829101
V431	CNOT8	66	0.0500726699829101
V503	CTSG	187	0.0500726699829101
V625	DTNB	187	0.0500726699829101
V693	EML3	66	0.0500726699829101
V822	GAD2	66	0.0500726699829101
V1501	NCF2	187	0.0500726699829101
V1652	PAXIP1	187	0.0500726699829101
V1714	PIP4K2C	66	0.0500726699829101
V1781	PPP1R14A	187	0.0500726699829101
V1796	PPP6R1	66	0.0500726699829101
V1897	RASAL2	66	0.0500726699829101
V1910	RBM10	66	0.0500726699829101
V1937	RGS19	66	0.0500726699829101
V1985	RPP40	187	0.0500726699829101
V2086	SERTAD1	66	0.0500726699829101
V2175	SMG7	66	0.0500726699829101
V2429	TNS1	187	0.0500726699829101
V2	ABCC2	186	0.0542454719543457
V134	ATF7	67	0.0542454719543457
V238	CACNG2	67	0.0542454719543457
V280	CCKBR	186	0.0542454719543457
V441	COL3A1	186	0.0542454719543457
V485	CRYAB	186	0.0542454719543457
V629	DUSP10	67	0.0542454719543457
V676	ELAC2	67	0.0542454719543457
V841	GCK	67	0.0542454719543457
V876	GNAT1	186	0.0542454719543457
V1026	HOOK2	67	0.0542454719543457
V1065	IFI16	67	0.0542454719543457
V1145	ITPR2	67	0.0542454719543457
V1382	MEOX2	67	0.0542454719543457
V1465	MYH6	67	0.0542454719543457
V1508	NDUFA10	67	0.0542454719543457
V1542	NKRF	67	0.0542454719543457
V1579	NR1H4	186	0.0542454719543457
V1719	PIWIL4	67	0.0542454719543457
V1870	RAB4A	186	0.0542454719543457
V2073	SENP3	67	0.0542454719543457
V2172	SMARCE1	67	0.0542454719543457
V2248	SSH2	186	0.0542454719543457
V2278	STX10	67	0.0542454719543457
V2347	TES	67	0.0542454719543457
V2369	TICAM1	67	0.0542454719543457
V2488	TTBK2	186	0.0542454719543457
V59	AKT3	68	0.058690071105957
V262	CASP5	185	0.058690071105957
V640	EBI3	68	0.058690071105957
V796	FOXH1	68	0.058690071105957
V799	FRS3	68	0.058690071105957
V981	HIST1H1A	185	0.058690071105957
V983	HIST1H1E	68	0.058690071105957
V1196	KIF26A	68	0.058690071105957
V1404	MLLT10	185	0.058690071105957
V1522	NF2	185	0.058690071105957
V1571	NPY	68	0.058690071105957
V1628	OS9	68	0.058690071105957
V1792	PPP4R2	68	0.058690071105957
V1996	RRN3	185	0.058690071105957
V2200	SORBS1	185	0.058690071105957
V2359	TGFBRAP1	68	0.058690071105957
V2563	UTP14C	68	0.058690071105957
V2577	VDAC2	185	0.058690071105957
V2615	WNT8B	185	0.058690071105957
V2624	XPO7	68	0.058690071105957
V42	ADRA1D	69	0.0634193420410156
V214	BTLA	184	0.0634193420410156
V456	COMT	69	0.0634193420410156
V871	GMFB	69	0.0634193420410156
V1096	IL1B	184	0.0634193420410156
V1167	KCNJ16	69	0.0634193420410156
V1281	LPL	69	0.0634193420410156
V1308	MAF	69	0.0634193420410156
V1354	MBL2	69	0.0634193420410156
V1368	MEAF6	69	0.0634193420410156
V1402	MLH1	69	0.0634193420410156
V1458	MXD1	69	0.0634193420410156
V1526	NFE2L1	69	0.0634193420410156
V1668	PDHX	69	0.0634193420410156
V1679	PER2	69	0.0634193420410156
V1728	PLA2G16	184	0.0634193420410156
V1778	PPM1F	69	0.0634193420410156
V1811	PROKR1	184	0.0634193420410156
V1944	RHOJ	69	0.0634193420410156
V2003	RTL8C	184	0.0634193420410156
V2027	SATB1	69	0.0634193420410156
V2572	VASP	69	0.0634193420410156
V2592	VPS53	69	0.0634193420410156
V78	AP3D1	70	0.0684442520141601
V199	BMPR1A	70	0.0684442520141601
V358	CDSN	70	0.0684442520141601
V1072	IFT43	70	0.0684442520141601
V1144	ITPKB	183	0.0684442520141601
V1200	KIF3B	70	0.0684442520141601
V1250	LAT2	70	0.0684442520141601
V1272	LMO2	70	0.0684442520141601
V1316	MALL	70	0.0684442520141601
V1444	MTA2	70	0.0684442520141601
V1693	PHC3	183	0.0684442520141601
V1724	PKN3	70	0.0684442520141601
V1802	PRELP	183	0.0684442520141601
V1963	RNF144A	183	0.0684442520141601
V2006	RTN4IP1	70	0.0684442520141601
V2053	SEC23B	183	0.0684442520141601
V2072	SENP2	183	0.0684442520141601
V2309	TAC4	70	0.0684442520141601
V2402	TMEM33	70	0.0684442520141601
V2646	ZNF217	70	0.0684442520141601
